ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6e006f14-6000-4f78-8733-92906c6647b1,1,,,3754165,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 35}, {'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47165c6b-3522-4248-939a-5d32b3fc3226,2,,,3754165,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffab0fdf-db11-47e6-95f9-2621045ed002,3,,,3754165,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['f476dbe4-966c-432d-8c26-93fd643f77b0'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f476dbe4-966c-432d-8c26-93fd643f77b0,4,,,3754165,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['ffab0fdf-db11-47e6-95f9-2621045ed002'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14c1c772-a935-4bb4-89af-44d6ba623a50,1777,,,3754165,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Manchester United,39,['a4bbdb88-fc9b-4ec8-85ec-e36e75eb59cb'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a4bbdb88-fc9b-4ec8-85ec-e36e75eb59cb,1778,,,3754165,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Manchester United,39,['14c1c772-a935-4bb4-89af-44d6ba623a50'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.588652,,,,,,,,,,,,28189d93-9acf-49c7-915b-add31cfa3fa1,5,,"[61.0, 40.1]",3754165,0,,,,1.6295521,,Right Foot,,,,"[60.8, 43.5]",,Ground Pass,,3.4058774,,,,,Marcus Rashford,3318.0,,,,,Kick Off,1,From Kick Off,Wayne Mark Rooney,3538.0,Left Center Midfield,2,Manchester United,39,['2ea50ffd-e962-4a3a-8666-daa726f0ebaa'],1,,,,,,,,,,,,,,,,,Manchester United,39,00:00:01.135,Pass,
,,,,,,,,,,,,,,,,,2.303907,,,,,,,,,,,,d7287b49-f586-4471-80b5-84970c1b5fbc,8,,"[60.8, 44.8]",3754165,0,,,,-2.8338346,,Right Foot,,,,"[32.8, 35.9]",,Ground Pass,,29.380436,,,,,Daley Blind,3311.0,,,,,,1,From Kick Off,Marcus Rashford,3318.0,Center Forward,2,Manchester United,39,['7d494270-0a4b-4fb1-9fb8-7b04c5759e6c'],1,,,,,,,,,,,,,,,,,Manchester United,39,00:00:01.804,Pass,
,,,,,,,,,,,,,,,,,2.709784,,,,,,,,,,,,9dde21a7-f257-4b96-a83f-2e4dc8848da4,11,,"[34.5, 36.6]",3754165,0,,,,0.27829966,,Left Foot,,,,"[83.5, 50.6]",,High Pass,,50.96077,,,Incomplete,,,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['e7ea0428-c582-4273-8b7d-f924a91c332b'],5,,,,,,,,,,,,,,,,,Manchester United,39,00:00:05.003,Pass,
,,,,,,,,,,,,,,,,,1.935507,,,,,,,,,,,,e7ea0428-c582-4273-8b7d-f924a91c332b,12,,"[36.6, 29.5]",3754165,0,,,,-0.61232215,,Head,,,,"[53.4, 17.7]",,Low Pass,,20.529978,,,Incomplete,,Shinji Okazaki,3810.0,,,,,Recovery,1,From Kick Off,N''Golo Kanté,3961.0,Right Center Midfield,2,Manchester United,39,"['0e0bfcd4-45f8-4dcc-877e-b80c3c8bb6de', '6b8c82b1-77af-4b55-9469-e6eb11ea3603', '9dde21a7-f257-4b96-a83f-2e4dc8848da4']",7,,,,,,,,,,,,,,,,,Leicester City,22,00:00:07.713,Pass,
