50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c509b6b-4c5a-4f07-850f-cce5464c4e4d,1,,,3753982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,339b9880-d03b-404a-8fd1-092fc280fa83,2,,,3753982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3d45ebd9-9538-45ea-a270-878ffc847db1,3,,,3753982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['74c2714d-cc63-4df7-9561-9f2c4ef3d5b6'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74c2714d-cc63-4df7-9561-9f2c4ef3d5b6,4,,,3753982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['3d45ebd9-9538-45ea-a270-878ffc847db1'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a791ce78-2ca6-4f6c-943b-3b69d43badc3,1738,,,3753982,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Southampton,25,['471e41f5-db67-44ba-aec8-fafe6974f892'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,471e41f5-db67-44ba-aec8-fafe6974f892,1739,,,3753982,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Southampton,25,['a791ce78-2ca6-4f6c-943b-3b69d43badc3'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.347797,,,,,,,,,,,,,41f6e327-1b28-49bd-ab0d-6711615864c9,5,,"[61.0, 40.1]",3753982,0,,,,,1.7196863,,Right Foot,,,,"[60.7, 42.1]",,Ground Pass,,2.0223749,,,,,N''Golo Kanté,3961.0,,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Right Center Forward,2,Leicester City,22,['e7f76751-1d85-42d7-8c96-1f2ece19f28b'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.606,Pass,
,,,,,,,,,,,,,,,,,,,1.13386,,,,,,,,,,,,,593e34cc-6126-4fb4-b24f-47e2aa839c57,8,,"[60.7, 42.1]",3753982,0,,,,,-2.5036316,,Right Foot,,,,"[54.9, 37.8]",,Ground Pass,,7.220111,,,,,Danny Drinkwater,3662.0,,,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Left Defensive Midfield,2,Leicester City,22,['49ab5b5f-b92a-4f2e-846a-3af39c91f573'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.993,Pass,
,,,,,,,,,,,,,,,,,,,2.233523,,,,,,,,,,,,,5ea5400c-ff53-4456-b4a6-1a3a4c04b630,12,,"[54.9, 38.9]",3753982,0,,,,,1.0699166,,Right Foot,,,,"[77.4, 80.0]",,High Pass,,46.855736,,,Out,,Jamie Vardy,10960.0,,,True,,,,1,From Kick Off,Danny Drinkwater,3662.0,Right Defensive Midfield,2,Leicester City,22,"['546db1bb-c823-4703-8768-338848ac7ea2', '55ef12de-7835-418e-ad7a-c9c5afa31680']",2,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.208,Pass,True
,,,,,,,,,,,,,,,,,,,1.796752,,,,,,,,,,,,,09c07e13-5fc7-4742-91f4-33653c748991,14,,"[45.5, 0.1]",3753982,0,,,,,0.06919628,,,,,,"[65.7, 1.5]",,High Pass,,20.248457,,,Incomplete,,Graziano Pellè,11062.0,,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Wing Back,3,Southampton,25,"['e8c3001d-d706-4a8c-8ca2-2c32362719bc', 'f7f6ff1b-1e2a-4fc0-9447-feed95f6d123']",18,,,,,,,,,,,,,,,,,Southampton,25,00:00:18.597,Pass,
