50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9808c9c-5922-4f0c-88ea-da148ae9f85d,1,,,3754001,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 16027, 'name': 'Kevin Mbabu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37ee2ef8-af7b-42a0-83d3-4db7810862e9,2,,,3754001,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6623, 'name': 'Loïc Rémy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,783fb7e8-d90e-4344-8b2a-a981f75f0eca,3,,,3754001,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['86903d6b-c8c6-4421-9af7-d14b4a2c6232'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,86903d6b-c8c6-4421-9af7-d14b4a2c6232,4,,,3754001,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['783fb7e8-d90e-4344-8b2a-a981f75f0eca'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,eb655af2-e607-4076-9128-fa433f31e904,1694,,,3754001,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Chelsea,33,['683d0eca-3c10-485c-a9c6-be4cdaa9b6a3'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,683d0eca-3c10-485c-a9c6-be4cdaa9b6a3,1695,,,3754001,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Chelsea,33,['eb655af2-e607-4076-9128-fa433f31e904'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.241331,,,,,,,,,,,,,c02c890b-4b1f-4d4c-b6bb-06045be73ca0,5,,"[61.0, 40.1]",3754001,0,,,,,1.388628,,Right Foot,,,,"[61.7, 43.9]",,Ground Pass,,3.8639357,,,Ayoze Pérez Gutiérrez,3076.0,,,,,Kick Off,1,From Kick Off,Aleksandar Mitrović,4269.0,Left Center Forward,2,Newcastle United,37,['cbf28d9e-8e2a-468d-80ba-41385fc3b541'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.251,Pass,
,,,,,,,,,,,,,,,1.13076,,,,,,,,,,,,,dd5c55e7-226f-4a71-a274-c7b56f4dd27e,8,,"[59.8, 41.7]",3754001,0,,,,,3.0408115,,Right Foot,,,,"[50.9, 42.6]",,Ground Pass,,8.94539,,,Jack Colback,9649.0,,,,,,1,From Kick Off,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,2,Newcastle United,37,['9c852f78-f570-4369-83fd-09c7d92b880c'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.533,Pass,
,,,,,,,,,,,,,,,0.803878,,,,,,,,,,,,,ccd96e5e-77d4-4eac-a471-7012ccdcf631,11,,"[50.7, 41.8]",3754001,0,,,,,2.3223093,,Left Foot,,,,"[45.0, 47.9]",,Ground Pass,,8.348653,,,Vurnon Anita,16072.0,,,,,,1,From Kick Off,Jack Colback,9649.0,Right Center Midfield,2,Newcastle United,37,['5c1842c4-ddd1-4d16-9e1c-84739330fa70'],2,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:02.135,Pass,
,,,,,,,,,,,,,,,1.493906,,,,,,,,,,,,,7b59047a-6601-4018-a472-f4e4061f3618,14,,"[45.0, 47.9]",3754001,0,,,,,1.884547,,Left Foot,,,,"[38.9, 66.7]",,Ground Pass,,19.764868,,,Daryl Janmaat,3650.0,,,,,,1,From Kick Off,Vurnon Anita,16072.0,Left Center Midfield,2,Newcastle United,37,['84e94d10-8265-487f-a2a9-951c09076497'],3,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.989,Pass,
,,,,,,,,,,,,,,,2.050072,,,,,,,,,,,,,db0926a5-f3bf-4b81-83a7-faab5fc2444e,17,,"[36.8, 66.7]",3754001,0,,,,,-2.3811326,,Right Foot,,,,"[14.2, 45.2]",,Ground Pass,,31.193108,,,Timothy Michael Krul,9467.0,,,,,,1,From Kick Off,Daryl Janmaat,3650.0,Right Back,2,Newcastle United,37,['f79b6264-aec4-4bb6-b1f4-16f49f2b1974'],6,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:06.671,Pass,
,,,,,,,,,,,,,,,3.550228,,,,,,,,,,,,,835f3d3b-6705-46fa-a77e-0e3890ec49e0,20,,"[14.2, 45.2]",3754001,0,,,,,-0.32508546,,Left Foot,,,,"[77.1, 24.0]",,High Pass,,66.37658,Incomplete,,,,,,,,,1,From Kick Off,Timothy Michael Krul,9467.0,Goalkeeper,2,Newcastle United,37,['32045313-b7db-47dd-b0e8-158187a1c8df'],14,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:14.169,Pass,
,,,,,,,,,,,,,,,2.548532,,,,,,,,,,,,,32045313-b7db-47dd-b0e8-158187a1c8df,22,,"[43.0, 56.1]",3754001,0,,,,True,-0.8728935,,,,,,"[63.8, 31.3]",,High Pass,,32.367886,,,Eden Hazard,3621.0,,,,,Recovery,1,Regular Play,Branislav Ivanović,5594.0,Right Back,3,Chelsea,33,"['144e1743-629f-4566-9de1-47a290c5d73f', '4cd4f060-363f-4cdf-8a0c-0f5e10586048', '835f3d3b-6705-46fa-a77e-0e3890ec49e0']",17,,,,,,,,,,,,,,,,,Chelsea,33,00:00:17.719,Pass,True
,,,,,,,,,,,,,,,0.921498,,,,,,,,,,,,,fc08581b-50d4-4f2a-919f-421fd3816e18,25,,"[62.9, 31.4]",3754001,0,,,,,2.772633,,Other,,,,"[55.4, 34.3]",,Low Pass,,8.041144,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,3,Chelsea,33,['f11e4ec4-096d-4038-95e6-c0acdd9bece9'],20,,,,,,,,,,,,,,,,,Chelsea,33,00:00:20.308,Pass,
,,,,,,,,,,,,,,,0.700746,,,,,,,,,,,,,873649a1-5369-4078-8bc2-e8405875270e,27,,"[55.4, 34.3]",3754001,0,,,,,0.06016825,,Right Foot,,,,"[63.7, 34.8]",,Low Pass,,8.315046,,,Eden Hazard,3621.0,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,3,Chelsea,33,['6629e667-dde1-43ee-812c-17e947fc4e8f'],21,,,,,,,,,,,,,,,,,Chelsea,33,00:00:21.229,Pass,
,,,,,,,,,,,,,,,1.529759,,,,,,,,,,,,,130583e2-7f9b-429c-82ac-f7842524b083,31,,"[63.2, 34.4]",3754001,0,,,,,-0.7759645,,Right Foot,,,,"[73.9, 23.9]",,Ground Pass,,14.991331,Incomplete,,Loïc Rémy,6623.0,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Wing,3,Chelsea,33,"['2b3d9abc-b725-4aa0-934d-fa0028eb9e72', '406fe50e-93bb-4dc8-a059-65ef2b363c11', '945d94ea-3e80-4fc6-b4f5-b48d907203d8']",21,,,,,,,,,,,,,,,,,Chelsea,33,00:00:21.970,Pass,True
,,,,,,,,,,,,,,,0.831301,,,,,,,,,,,,,a5a14e3a-e09f-4438-acfa-e44eda96d042,39,,"[52.0, 57.4]",3754001,0,,,,,1.1430614,,Right Foot,,,,"[58.2, 71.0]",,Ground Pass,,14.946571,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,3,Chelsea,33,['e595e05e-1c3f-424d-934b-88df97444e61'],25,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:25.554,Pass,
,,,,,,,,,,,,,,,2.624484,,,,,,,,,,,,,4c71c89c-a488-4348-a456-590ff0c8c27b,44,,"[61.9, 6.9]",3754001,0,,,,,-0.1293191,,Left Foot,,,,"[84.2, 4.0]",,Low Pass,,22.487774,,,Eden Hazard,3621.0,,,,,Recovery,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,3,Chelsea,33,"['94fa157e-7379-4fc1-b54a-6e4ec15f715a', 'bf51379b-a03d-4e5f-8d4b-ac36313e54ee']",27,,,,,,,,,,,,,,,,,Chelsea,33,00:00:27.720,Pass,True
