50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.458174,,,,,,,,,,,,,847eb0ab-b41a-4acb-9ae3-1164b821bd08,50,,"[26.5, 76.1]",3754001,0,,,,,0.22923194,,Right Foot,,,,"[32.5, 77.5]",,Ground Pass,,6.1611686,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,4,Newcastle United,37,['6b6e07b8-40c6-4c4d-adfa-91d46b89209d'],35,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:35.127,Pass,
,,,,,,,,,,,,,,,0.818429,,,,,,,,,,,,,1312dfbf-dbc0-4a23-9543-dcad356226c2,53,,"[32.5, 77.5]",3754001,0,,,,,-3.099065,,Right Foot,,,,"[27.8, 77.3]",,Ground Pass,,4.704253,,,Daryl Janmaat,3650.0,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,4,Newcastle United,37,['914eada8-57dc-4ce2-96a4-b72a3660260a'],35,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:35.622,Pass,
,,,,,,,,,,,,,,,2.05482,,,,,,,,,,,,,43f3d27a-00d6-4829-8ee9-98504e859592,56,,"[27.8, 77.3]",3754001,0,,,,,0.0,,Right Foot,,,,"[58.2, 77.3]",,High Pass,,30.4,,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['94689008-9341-47cd-91c7-44d4569910b4'],36,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:36.480,Pass,
,,,,,,,,,,,,,,,0.868551,,,,,,,,,,,,,014067f5-c5b9-4381-82e9-08ddefc430d0,59,,"[58.2, 77.3]",3754001,0,,,,True,-1.7882338,,,,,,"[56.3, 68.7]",,High Pass,,8.807384,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Left Center Forward,4,Newcastle United,37,"['05245a31-578b-4082-97d8-789e3bdac14f', '119a0136-c992-436c-a75e-fa3aa3f1e958']",38,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:38.575,Pass,True
,,,,,,,,,,,,,,,2.205262,,,,,,,,,,,,,aacfe51c-d9d6-4366-aa08-1678915f1937,66,,"[66.0, 44.7]",3754001,0,,,,,-1.5398784,,Right Foot,,,,"[66.9, 15.6]",,Ground Pass,,29.113914,,,Kevin Mbabu,16027.0,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,4,Newcastle United,37,['07ae4550-7da0-4bd7-b601-16a073871a4c'],43,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:43.211,Pass,
,,,,,,,,,,,,,,,1.373081,,,,,,,,,,,,,44506b32-ed91-4bd4-9f3e-c3af4cca6ecd,69,,"[70.8, 14.9]",3754001,0,,,,,-0.7917675,,Right Foot,,,,"[78.6, 7.0]",,Ground Pass,,11.101802,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Kevin Mbabu,16027.0,Left Back,4,Newcastle United,37,['3de43652-4d3e-4338-9852-77efca190947'],45,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:45.879,Pass,
,,,,,,,,,,,,,,,1.215966,,,,,,,,,,,,,16fdb17c-b14a-4743-82eb-7b30001ece51,72,,"[76.5, 12.5]",3754001,0,,,,,1.2918557,,Right Foot,,,,"[82.4, 33.1]",,Ground Pass,,21.428253,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,4,Newcastle United,37,['c51b766f-14c3-4633-a3ba-0ac40228133f'],50,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:50.225,Pass,
,,,,,,,,,,,,,,,2.528031,,,,,,,,,,,,,05d46bfd-a24e-4b67-b661-96c669a1b358,79,,"[82.4, 37.4]",3754001,0,,,,,-0.03752504,,Right Foot,,,,"[111.7, 36.3]",,Ground Pass,,29.32064,Incomplete,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,4,Newcastle United,37,['a89e6280-4afc-4b52-98b7-88e5f3c8c150'],53,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:53.969,Pass,
,,,,,,,,,,,,,,,3.508277,,,,,,,,,,,,,94c43dec-d0e0-4d9b-9bf5-831c0ca03410,81,,"[9.4, 44.0]",3754001,0,,True,,,-1.1621095,,Keeper Arm,,,,"[14.9, 31.3]",,Ground Pass,,13.839798,,,Gary Cahill,3645.0,,,,,,1,Regular Play,Asmir Begović,3339.0,Goalkeeper,5,Chelsea,33,['663a9867-45b8-4c8e-a256-57d63dbffb63'],59,,,,,,,,,,,,,,,,,Chelsea,33,00:00:59.877,Pass,
,,,,,,,,,,,,,,,1.571584,,,,,,,,,,,,,bd835a14-6d5c-4591-bf17-bb08119e6663,83,,"[17.5, 30.1]",3754001,1,,,,,-0.5317241,,Right Foot,,,,"[27.7, 24.1]",,Ground Pass,,11.83385,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Gary Cahill,3645.0,Left Center Back,5,Chelsea,33,['a8d14259-0bc9-41e2-beff-5b39c2c2f917'],4,,,,,,,,,,,,,,,,,Chelsea,33,00:01:04.138,Pass,
,,,,,,,,,,,,,,,2.063791,,,,,,,,,,,,,616d0ee6-3921-4b70-90fe-eec32e057504,86,,"[27.7, 24.1]",3754001,1,,,,,-1.6103796,,Left Foot,,,,"[26.9, 3.9]",,Ground Pass,,20.215836,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,5,Chelsea,33,['772d0e91-e66d-47a5-b83a-e4937ad7aa0d'],5,,,,,,,,,,,,,,,,,Chelsea,33,00:01:05.750,Pass,
,,,,,,,,,,,,,,,1.94962,,,,,,,,,,,,,07a7ade1-db99-4b2b-8da5-feedfbf57678,88,,"[26.9, 3.9]",3754001,1,,,,,1.9379702,,Right Foot,,,,"[18.9, 24.7]",,Ground Pass,,22.285421,,,Gary Cahill,3645.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,['505c5260-8fc2-4e7f-9004-4e42901cbc10'],7,,,,,,,,,,,,,,,,,Chelsea,33,00:01:07.814,Pass,
,,,,,,,,,,,,,,,3.617649,,,,,,,,,,,,,d6f10ed3-42da-48e5-a881-90a037ffdc6b,94,,"[25.4, 25.2]",3754001,2,,,,,-0.021918917,,Right Foot,,,,"[84.7, 23.9]",,High Pass,,59.314247,Incomplete,,Loïc Rémy,6623.0,,,,,Free Kick,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,6,Chelsea,33,"['5521a97a-7d91-4c79-97df-b937a5151504', '79351a7d-9a86-43a4-bf8d-856185c6998c']",5,,,,,,,,,,,,,,,,,Chelsea,33,00:02:05.725,Pass,
,,,,,,,,,,,,,,,0.86959,,,,,,,,,,,,,5521a97a-7d91-4c79-97df-b937a5151504,96,,"[35.4, 56.2]",3754001,2,,,,,-0.07827114,,Head,,,,"[45.6, 55.4]",,Low Pass,,10.231324,,,Ayoze Pérez Gutiérrez,3076.0,,,,,Recovery,1,Regular Play,Vurnon Anita,16072.0,Left Center Midfield,7,Newcastle United,37,"['89ea2c02-3f95-42da-9766-86a6f831a504', 'd6f10ed3-42da-48e5-a881-90a037ffdc6b']",9,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:09.342,Pass,
,,,,,,,,,,,,,,,0.634034,,,,,,,,,,,,,affad1a5-5aab-4d07-8d63-32c007c70f5d,100,,"[43.7, 56.5]",3754001,2,,,,,-3.0987618,,Right Foot,,,,"[36.7, 56.2]",,Ground Pass,,7.006426,,,Vurnon Anita,16072.0,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,7,Newcastle United,37,"['64ec51cb-4edd-42a6-a3c8-d4083722f52f', '92a35851-b3ab-4a22-ba04-775b88a64186']",11,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:11.181,Pass,True
,,,,,,,,,,,,,,,1.062124,,,,,,,,,,,,,0bee147e-b726-4563-a77d-201b284483a3,103,,"[36.7, 56.2]",3754001,2,,,,,0.31290123,,Right Foot,,,,"[53.7, 61.7]",,Ground Pass,,17.867569,,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Vurnon Anita,16072.0,Left Center Midfield,7,Newcastle United,37,['2a016618-c81f-4016-894f-69a40a508114'],11,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:11.855,Pass,
,,,,,,,,,,,,,,,4.615354,,,,,,,,,,,,,7b9dcf85-2e9e-499e-b977-f44db8d3168f,107,,"[64.1, 18.7]",3754001,2,,,,,0.021527775,,Left Foot,,,,"[105.9, 19.6]",,Low Pass,,41.80969,Incomplete,,Loïc Rémy,6623.0,,,,,Recovery,1,Regular Play,Gary Cahill,3645.0,Left Center Back,7,Newcastle United,37,"['a081e518-1739-415d-bb8d-5e5482f629a0', 'edaf4f4a-69d3-4c7b-99d8-923a8aaa18a2']",13,,,,,,,,,,,,,,,,,Chelsea,33,00:02:13.538,Pass,
,,,,,,,,,,,,,,,2.780807,,,,,,,,,,,,,a081e518-1739-415d-bb8d-5e5482f629a0,109,,"[14.2, 60.5]",3754001,2,,,,,-1.8059927,,Left Foot,,,,"[9.0, 38.8]",,Ground Pass,,22.314344,,,Timothy Michael Krul,9467.0,,,,,Recovery,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,7,Newcastle United,37,"['7b9dcf85-2e9e-499e-b977-f44db8d3168f', 'f709c394-e040-4a61-9bfe-034544f46543']",18,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:18.154,Pass,
,,,,,,,,,,,,,,,1.758941,,,,,,,,,,,,,734f10fe-dfa2-4957-bc0a-403f95f432ba,112,,"[8.5, 40.1]",3754001,2,,,,,-0.95393336,,Left Foot,,,,"[22.4, 20.5]",,Ground Pass,,24.028524,,,Fabricio Coloccini,26207.0,,,,,,1,Regular Play,Timothy Michael Krul,9467.0,Goalkeeper,7,Newcastle United,37,['b263a586-e7ce-436d-ba5d-6b1710308b8c'],21,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:21.449,Pass,
,,,,,,,,,,,,,,,1.780065,,,,,,,,,,,,,d8353240-9e3d-4ace-97ea-3527eda3486f,115,,"[22.4, 20.5]",3754001,2,,,,,2.4181306,,Right Foot,,,,"[8.7, 32.6]",,Ground Pass,,18.278402,,,Timothy Michael Krul,9467.0,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,7,Newcastle United,37,['314835ff-5c04-4f8d-9c7e-d5127b8bfedd'],24,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:24.643,Pass,
,,,,,,,,,,,,,,,3.860743,,,,,,,,,,,,,29d6f2d5-6482-4503-ba5b-1e0c072527fd,118,,"[9.2, 32.9]",3754001,2,,,,,-0.043743122,,Left Foot,,,,"[68.6, 30.3]",,High Pass,,59.456875,Incomplete,,,,,,,,,1,Regular Play,Timothy Michael Krul,9467.0,Goalkeeper,7,Newcastle United,37,['cff7a3cb-d3f3-49e3-a2bb-1dba790cfc7c'],26,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:26.440,Pass,
,,,,,,,,,,,,,,,1.191972,,,,,,,,,,,,,cff7a3cb-d3f3-49e3-a2bb-1dba790cfc7c,119,,"[51.5, 49.8]",3754001,2,,,,True,-0.15960637,,,,,,"[72.0, 46.5]",,High Pass,,20.76391,Incomplete,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,Recovery,1,Regular Play,Kurt Happy Zouma,3456.0,Right Center Back,7,Newcastle United,37,"['29d6f2d5-6482-4503-ba5b-1e0c072527fd', '2aa39427-9166-4e65-8c1e-e8d60eeab280', 'c2858c91-9118-405a-aeec-0eb5d2d3c063', 'cf4e62eb-06b5-4423-8b16-967b25d7844f']",30,,,,,,,,,,,,,,,,,Chelsea,33,00:02:30.301,Pass,True
,,,,,,,,,,,,,,,2.166347,,,,,,,,,,,,,dd50cc5e-e26c-4450-96df-66f60dafddbf,128,,"[34.9, 56.6]",3754001,2,,,,,-2.7063181,,Right Foot,,,,"[10.6, 45.3]",,Ground Pass,,26.79888,,,Timothy Michael Krul,9467.0,,,,,Recovery,1,Regular Play,Daryl Janmaat,3650.0,Right Back,7,Newcastle United,37,['532c17ef-f667-47dc-831e-18bad037cc45'],36,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:36.180,Pass,
,,,,,,,,,,,,,,,3.786829,,,,,,,,,,,,,4c1c7d58-51ac-4736-9582-1a4aee2fd2a9,131,,"[10.6, 45.3]",3754001,2,,,,,0.034321282,,Right Foot,,,,"[57.2, 46.9]",,High Pass,,46.62746,Incomplete,,,,,,,,,1,Regular Play,Timothy Michael Krul,9467.0,Goalkeeper,7,Newcastle United,37,['e8f6093d-f765-4c12-8685-ab79df4cfb03'],38,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:38.467,Pass,
,,,,,,,,,,,,,,,0.905575,,,,,,,,,,,,,e8f6093d-f765-4c12-8685-ab79df4cfb03,133,,"[62.9, 33.2]",3754001,2,,,,True,-0.83598787,,,,,,"[70.4, 24.9]",,High Pass,,11.186599,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,Recovery,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,8,Chelsea,33,"['268bad77-d744-47ce-9e5c-4e296c31ff82', '4c1c7d58-51ac-4736-9582-1a4aee2fd2a9', 'a7f8eecc-551b-41f2-a8f8-f29e9578b157']",42,,,,,,,,,,,,,,,,,Chelsea,33,00:02:42.253,Pass,True
