ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.252298,,,,,,,,,,,,,,01e55bf2-37eb-412b-b72c-bf78200232e4,20,,"[48.8, 12.8]",3754282,0,,,,,1.6713148,,Right Foot,,,"[44.1, 59.4]",,Ground Pass,,46.83642,,,José Miguel da Rocha Fonte,3960.0,,,True,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['f0d153a0-9308-4af4-b6cc-d15c806a8534'],15,,,,,,,,,,,,,,,,,,Southampton,25,00:00:15.872,Pass,
,,,,,,,,,,,,,,,,1.989499,,,,,,,,,,,,,,d74e86fc-5521-43ce-bec9-96e91e7745e7,22,,"[43.9, 59.2]",3754282,0,,,,,0.5861317,,Right Foot,,,"[68.6, 75.6]",,Ground Pass,,29.648777,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['791279d5-e2c7-416d-806b-fddb799c9f0e'],19,,,,,,,,,,,,,,,,,,Southampton,25,00:00:19.125,Pass,
,,,,,,,,,,,,,,,,2.325799,,,,,,,,,,,,,,6d4728bb-4612-442e-84ad-4dbb089cdd4f,24,,"[66.6, 75.6]",3754282,0,,,,,-2.7892258,,Right Foot,,,"[44.3, 67.4]",,Ground Pass,,23.75984,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Cédric Ricardo Alves Soares,3329.0,Right Back,2,Southampton,25,['52caa231-be8b-47ca-bd4a-51d2fdfe640d'],21,,,,,,,,,,,,,,,,,,Southampton,25,00:00:21.114,Pass,
,,,,,,,,,,,,,,,,1.088999,,,,,,,,,,,,,,2ff76dd8-2108-49e5-8e11-76ef64c94841,28,,"[53.6, 68.8]",3754282,0,,,,,-0.16444047,,Right Foot,,,"[76.5, 65.0]",,Ground Pass,,23.213142,,,Jay Rodriguez,3685.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,"['04558b0c-4bac-4c11-8500-d3eb72ff394e', '9c3b0c9a-a16f-4999-8737-9305ce26b220']",25,,,,,,,,,,,,,,,,,,Southampton,25,00:00:25.784,Pass,True
,,,,,,,,,,,,,,,,1.0384,,,,,,,,,,,,,,8e2fdc73-d6ef-4f83-bf78-cf630b081724,30,,"[75.9, 65.0]",3754282,0,,,,,2.7905617,,Right Foot,,,"[68.8, 67.6]",,Ground Pass,,7.5610847,,,Oriol Romeu Vidal,3272.0,,,,,,,1,From Kick Off,Jay Rodriguez,3685.0,Center Attacking Midfield,2,Southampton,25,['88e30d00-4bc3-4f57-987b-70f7c4055c43'],26,,,,,,,,,,,,,,,,,,Southampton,25,00:00:26.873,Pass,
,,,,,,,,,,,,,,,,1.0022,,,,,,,,,,,,,,b4ec7932-9b8a-496f-bbd3-12e947303dfb,33,,"[68.8, 67.8]",3754282,0,,,,,0.051767178,,Right Foot,,,"[88.1, 68.8]",,Ground Pass,,19.32589,,,Steven Davis,3828.0,,,,,,,1,From Kick Off,Oriol Romeu Vidal,3272.0,Right Center Midfield,2,Southampton,25,['a2238041-bf2b-43bd-ab4f-bfd87abb0881'],27,,,,,,,,,,,,,,,,,,Southampton,25,00:00:27.911,Pass,
,,,,,,,,,,,,,,,,0.9269,,,,,,,,,,,,,,6fac5b92-71b0-4cfd-bbd0-e0d2f22dac3d,37,,"[87.3, 73.4]",3754282,0,,,,,2.3561945,,Right Foot,,,"[83.9, 76.8]",,Ground Pass,,4.8083262,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Kick Off,Steven Davis,3828.0,Right Wing,2,Southampton,25,['251cd48a-5e5b-4ed4-be15-1a90e32c2c97'],29,,,,,,,,,,,,,,,,,,Southampton,25,00:00:29.866,Pass,
,,,,,,,,,,,,,,,,1.973497,,,,,,,,,,,,,,e2c1ea9b-5c00-4865-812d-f1f5d2fd7f9c,41,,"[84.5, 76.4]",3754282,0,,,,,-2.9955804,,Right Foot,,,"[77.7, 75.4]",,Ground Pass,,6.873136,,,Jay Rodriguez,3685.0,,,,,,,1,From Kick Off,Cédric Ricardo Alves Soares,3329.0,Right Back,2,Southampton,25,"['9017e523-4daa-4774-8a71-921a83be8afe', '91e89782-ce02-4d3e-9a67-a1927dae9b8b']",32,,,,,,,,,,,,,,,,,,Southampton,25,00:00:32.525,Pass,True
,,,,,,,,,,,,,,,,2.2841,,,,,,,,,,,,,,64db23b5-da71-453d-9c59-8f6d3ab9a5b1,44,,"[68.2, 75.4]",3754282,0,,,,,-2.992033,,Right Foot,,,"[53.6, 73.2]",,Ground Pass,,14.764823,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Jay Rodriguez,3685.0,Center Attacking Midfield,2,Southampton,25,"['7610b0c4-d64e-4ecd-8365-23497229308e', 'f22cb0cd-1282-468b-8f5b-507710667d88']",34,,,,,,,,,,,,,,,,,,Southampton,25,00:00:34.498,Pass,True
,,,,,,,,,,,,,,,,2.587997,,,,,,,,,,,,,,78ac245a-4e27-4faf-ab43-69e0f4d419dd,47,,"[53.0, 72.0]",3754282,0,,,,,-1.5797048,,Right Foot,,,"[52.6, 27.1]",,Ground Pass,,44.901783,,,Victor Wanyama,3098.0,,,True,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['a1c13eff-c2c2-4e65-9f8c-a7ee2d5a58ef'],38,,,,,,,,,,,,,,,,,,Southampton,25,00:00:38.403,Pass,
,,,,,,,,,,,,,,,,1.5796,,,,,,,,,,,,,,23d84cc5-6a2f-4dee-9c2a-bd7534c72abf,50,,"[63.0, 24.7]",3754282,0,,,,,2.6779451,,Left Foot,,,"[55.0, 28.7]",,Ground Pass,,8.944272,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Left Center Midfield,2,Southampton,25,['8ee420a0-16e3-407a-8e6b-fdec27f2cdbd'],45,,,,,,,,,,,,,,,,,,Southampton,25,00:00:45.290,Pass,
,,,,,,,,,,,,,,,,1.3195,,,,,,,,,,,,,,a511b1c7-da4e-45a5-872c-d6eee5d884db,52,,"[54.4, 28.7]",3754282,0,,,,,-1.0209432,,Right Foot,,,"[58.2, 22.5]",,Ground Pass,,7.2718635,,,Victor Wanyama,3098.0,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['53d2838f-de6b-4601-b4f7-2369c34ca42d'],46,,,,,,,,,,,,,,,,,,Southampton,25,00:00:46.870,Pass,
,,,,,,,,,,,,,,,,1.2277,,,,,,,,,,,,,,9dfee93f-9373-4c33-8bb3-b84d54a1d671,55,,"[58.2, 22.5]",3754282,0,,,,,-0.9657378,,Right Foot,,,"[65.6, 11.8]",,Ground Pass,,13.009612,,,Ryan Bertrand,20045.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Left Center Midfield,2,Southampton,25,['dbb53320-a3f7-43e8-aaf8-88ee530f9e22'],48,,,,,,,,,,,,,,,,,,Southampton,25,00:00:48.598,Pass,
,,,,,,,,,,,,,,,,1.6225,,,,,,,,,,,,,,3da27fa9-073e-446e-9dae-8f160b60f6a4,58,,"[65.8, 13.0]",3754282,0,,,,,2.6690958,,Left Foot,,,"[43.3, 24.5]",,Ground Pass,,25.268557,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Ryan Bertrand,20045.0,Left Back,2,Southampton,25,"['80195601-4073-4ce4-8119-8bbcde075e20', 'ba03f9e2-8743-4aff-a59d-c5a079b0eebd']",49,,,,,,,,,,,,,,,,,,Southampton,25,00:00:49.826,Pass,True
,,,,,,,,,,,,,,,,1.6031,,,,,,,,,,,,,,ea3d000f-4062-4157-9d9a-ff074fd7c36c,61,,"[52.2, 23.1]",3754282,0,,,,,-0.374454,,Right Foot,,,"[77.9, 13.0]",,Ground Pass,,27.613403,,,Ryan Bertrand,20045.0,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['1d14dd51-234e-43b5-81e2-40054c428267'],53,,,,,,,,,,,,,,,,,,Southampton,25,00:00:53.467,Pass,
,,,,,,,,,,,,,,,,2.2235,,,,,,,,,,,,,,5fdc2e1f-4581-42c8-a1f0-de22bf1f34d7,64,,"[70.2, 8.2]",3754282,0,,,,,3.1012106,,Left Foot,,,"[50.4, 9.0]",,Ground Pass,,19.816154,,,Victor Wanyama,3098.0,,,,,,,1,From Kick Off,Ryan Bertrand,20045.0,Left Back,2,Southampton,25,['e5e5c787-7c04-4bb7-a119-05fec2dcdced'],55,,,,,,,,,,,,,,,,,,Southampton,25,00:00:55.953,Pass,
,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,1e10d807-56bc-4bee-b355-a88270159e3f,66,,"[50.4, 9.0]",3754282,0,,,,,2.1562865,,Right Foot,,,"[44.3, 18.2]",,Ground Pass,,11.0385685,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Left Center Midfield,2,Southampton,25,['d1ee6c68-64c3-4f3a-86df-f3d31b0e384c'],58,,,,,,,,,,,,,,,,,,Southampton,25,00:00:58.176,Pass,
,,,,,,,,,,,,,,,,0.9906,,,,,,,,,,,,,,b15c99b5-2d31-4ba4-abd2-3d6267180831,69,,"[41.7, 22.9]",3754282,1,,,,,0.14024961,,Right Foot,,,"[50.2, 24.1]",,Ground Pass,,8.584288,,,Victor Wanyama,3098.0,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['09d72d6c-e493-4245-8832-e6c5d778bb62'],1,,,,,,,,,,,,,,,,,,Southampton,25,00:01:01.079,Pass,
,,,,,,,,,,,,,,,,1.0773,,,,,,,,,,,,,,b77d700b-cdfb-49f6-bb83-9c1bd02bb746,71,,"[50.2, 25.3]",3754282,1,,,,,2.430438,,Left Foot,,,"[43.7, 30.9]",,Ground Pass,,8.579627,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Left Center Midfield,2,Southampton,25,['a2e4517e-a5c1-40e3-ae35-2ebdd8bf9b8b'],2,,,,,,,,,,,,,,,,,,Southampton,25,00:01:02.070,Pass,
,,,,,,,,,,,,,,,,0.7956,,,,,,,,,,,,,,2c8f9e49-689b-4b4c-b042-917a40ae19f9,74,,"[43.7, 31.3]",3754282,1,,,,,-0.14707835,,Right Foot,,,"[51.8, 30.1]",,Ground Pass,,8.188406,,,Victor Wanyama,3098.0,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,"['25d6e850-ca05-48a4-a4fa-d501f3646b42', 'a0153279-6d17-4e7f-aa1f-1355f56ca78f']",3,,,,,,,,,,,,,,,,,,Southampton,25,00:01:03.147,Pass,True
,,,,,,,,,,,,,,,,1.9371,,,,,,,,,,,,,,c62c6628-867b-4d51-bb56-9312e50d8713,78,,"[52.8, 32.9]",3754282,1,,,,,1.6346073,,Left Foot,,,"[50.8, 64.2]",,Ground Pass,,31.363832,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Left Center Midfield,2,Southampton,25,"['0299308f-d1d1-4418-928b-20ee30878a17', '89b5b549-757e-48a9-9f4a-6160a039e316']",4,,,,,,,,,,,,,,,,,,Southampton,25,00:01:04.507,Pass,True
,,,,,,,,,,,,,,,,1.1102,,,,,,,,,,,,,,6a491713-0290-44fe-9d78-f2e3bd84151d,81,,"[77.5, 70.8]",3754282,1,,,,,0.5470772,,Right Foot,,,"[88.5, 77.5]",,Ground Pass,,12.879829,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['4d38f3fa-e43e-488d-9abc-f75da573af0e'],12,,,,,,,,,,,,,,,,,,Southampton,25,00:01:12.426,Pass,
,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,596153be-8a2b-4e04-9adb-e03120b01941,85,,"[81.9, 75.8]",3754282,1,,,,,-2.54329,,Left Foot,,,"[55.2, 57.6]",,Low Pass,,32.313,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Cédric Ricardo Alves Soares,3329.0,Right Back,2,Southampton,25,"['68da1bac-b282-41f5-a372-0eb0e126f17c', '976afdd4-99ac-4d13-aaf1-ac4eb9e9d3fa']",14,,,,,,,,,,,,,,,,,,Southampton,25,00:01:14.659,Pass,True
,,,,,,,,,,,,,,,,1.8123,,,,,,,,,,,,,,eece539c-60a6-4920-aeb2-7324c0ccdbd7,88,,"[55.8, 55.0]",3754282,1,,,,,-1.5894858,,Right Foot,,,"[55.2, 22.9]",,Ground Pass,,32.105606,,,Victor Wanyama,3098.0,,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['e7bc7622-6985-498d-93cb-0700f4ec986a'],17,,,,,,,,,,,,,,,,,,Southampton,25,00:01:17.951,Pass,
,,,,,,,,,,,,,,,,2.634205,,,,,,,,,,,,,,1fcd0507-ea50-4542-aaef-4b7d3e6dcb5d,96,,"[52.1, 52.8]",3754282,1,,,,,0.26625204,,Right Foot,,,"[86.2, 62.1]",,Low Pass,,35.34544,Incomplete,,Scott Sinclair,11117.0,,,,Through Ball,True,,1,From Kick Off,Leandro Bacuna,9533.0,Right Wing,2,Southampton,25,"['7526a11f-0b1b-44fb-9858-c69b2df99bac', 'd765346d-91db-47d6-8e6b-36c44c09e208']",29,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:29.239,Pass,
,,,,,,,,,,,,,,,,1.9682,,,,,,,,,,,,,,d765346d-91db-47d6-8e6b-36c44c09e208,99,,"[33.9, 18.0]",3754282,1,,,,,-0.16392916,,Left Foot,,,"[47.2, 15.8]",,Ground Pass,,13.480727,,,Ryan Bertrand,20045.0,,,,,,Interception,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,"['1fcd0507-ea50-4542-aaef-4b7d3e6dcb5d', '42ccc338-a45d-42bc-ab26-82d57c2e85c8', '71ae4132-7a6f-47e8-8fd8-a08816b7094e']",31,,,,,,,,,,,,,,,,,,Southampton,25,00:01:31.873,Pass,True
,,,,,,,,,,,,,,,,4.408493,,,,,,,,,,,,,,dcd6f7a8-dc3f-4687-a0a9-e0f11ffc88a3,102,,"[45.9, 15.2]",3754282,1,,,,,0.2749643,,Left Foot,,,"[89.5, 27.5]",,High Pass,,45.301765,,,Shane Long,3842.0,,,,,,,1,From Kick Off,Ryan Bertrand,20045.0,Left Back,2,Southampton,25,['859ce332-b644-4bbb-877f-4b232fa71c79'],34,,,,,,,,,,,,,,,,,,Southampton,25,00:01:34.942,Pass,
,,,,,,,,,,,,,,,,1.8288,,,,,,,,,,,,,,678aab81-ee0a-446d-ad27-3284f449a015,116,,"[107.2, 74.0]",3754282,1,,,,,-1.4835186,,Left Foot,,,"[108.6, 58.0]",,High Pass,,16.061132,,,Oriol Romeu Vidal,3272.0,,,,,,,1,From Kick Off,Steven Davis,3828.0,Right Wing,2,Southampton,25,['d624cac7-119c-420c-bac4-f1d63b03fc40'],49,,,,,,,,,,,,,,,,,,Southampton,25,00:01:49.171,Pass,
,,,,,,,,,,,,,,,,0.987997,,,,,,,,,,,,,,06a00d01-b7fe-433f-bb42-6c9617ad9c40,120,,"[108.4, 56.6]",3754282,1,,,,,2.536048,92bf8109-ad95-43c2-96b7-81514cffed2a,Right Foot,,,"[105.8, 58.4]",,Ground Pass,,3.1622777,,,Dušan Tadić,3831.0,True,,,,,,1,From Kick Off,Oriol Romeu Vidal,3272.0,Right Center Midfield,2,Southampton,25,"['84574fd7-ceef-47eb-9ce6-ffc81d7e440e', 'b464117c-2b30-48bd-aa6b-dcdde7339b94']",51,,,,,,,,,,,,,,,,,,Southampton,25,00:01:51.036,Pass,True
,,,,,,,,,,,,,,,,1.664964,,,,,,,,,,,,,,e14c4f51-4b62-4564-b089-f99d4006015c,124,,"[6.0, 36.0]",3754282,2,,True,,,0.061460957,,Right Foot,,,"[32.0, 37.6]",,High Pass,,26.049185,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Bradley Guzan,12608.0,Goalkeeper,3,Aston Villa,59,['4c57d336-565c-4d4d-ae47-d3a4d2b74b26'],22,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:22.885,Pass,
,,,,,,,,,,,,,,,,2.724932,,,,,,,,,,,,,,49efd60e-bdbb-4b71-8723-4c634192c2f8,128,,"[72.6, 16.2]",3754282,2,,,,,0.46911204,,Left Foot,,,"[94.5, 27.3]",,High Pass,,24.552393,Incomplete,,Jay Rodriguez,3685.0,,,,,,Recovery,1,From Goal Kick,Dušan Tadić,3831.0,Left Wing,3,Aston Villa,59,"['e72ba0b5-6c60-48b3-b682-ad032f4baa63', 'f9fca3c6-3683-4cdf-9c46-1007771024a6']",27,,,,,,,,,,,,,,,,,,Southampton,25,00:02:27.490,Pass,
