ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1843e29-9451-4e8c-9c64-388ced38ef4b,1,,,3754330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c416dc8d-3764-4597-882f-aefbf72d9546,2,,,3754330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3636, 'name': 'Charlie Adam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c2ab695b-50b8-4945-9f1c-44544d1c8f68,3,,,3754330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['e4c58e4d-8ff4-4afe-b268-9f0558fcfd75'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e4c58e4d-8ff4-4afe-b268-9f0558fcfd75,4,,,3754330,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['c2ab695b-50b8-4945-9f1c-44544d1c8f68'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d383998f-1bb3-4c94-a87d-552fb22bcaeb,1802,,,3754330,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Aston Villa,59,['53ebcee2-3d4c-44cf-a809-130703816984'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,53ebcee2-3d4c-44cf-a809-130703816984,1803,,,3754330,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Aston Villa,59,['d383998f-1bb3-4c94-a87d-552fb22bcaeb'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.756894,,,,,,,,,,,,c483b49e-9d02-4c6e-a364-f87e99a2fe80,5,,"[61.0, 40.1]",3754330,0,,,,,1.8925469,,Right Foot,,"[60.2, 42.5]",,Ground Pass,,2.529822,,,,Jonathan Walters,3670.0,,,,,Kick Off,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,2,Stoke City,30,['05ff07f5-2bec-49ca-8486-2a517c52e178'],1,,,,,,,,,,,,,,,,,Stoke City,30,00:00:01.170,Pass,
,,,,,,,,,,,,,,,,0.841014,,,,,,,,,,,,f3180eec-1830-4b77-9f63-848d5658a65f,8,,"[59.9, 41.2]",3754330,0,,,,,-2.7055879,,Right Foot,,"[51.1, 37.1]",,Ground Pass,,9.708244,,,,Charlie Adam,3636.0,,,,,,1,From Kick Off,Jonathan Walters,3670.0,Center Forward,2,Stoke City,30,['1698decb-81b5-495b-969d-ce472418b28f'],2,,,,,,,,,,,,,,,,,Stoke City,30,00:00:02.151,Pass,
,,,,,,,,,,,,,,,,3.283929,,,,,,,,,,,,6aba5f19-efb5-4426-81dd-01f1ed582e52,11,,"[51.9, 39.3]",3754330,0,,,,,0.86334103,,Left Foot,,"[82.0, 74.5]",,High Pass,,46.314686,,,,Jonathan Walters,3670.0,,,,,,1,From Kick Off,Charlie Adam,3636.0,Right Defensive Midfield,2,Stoke City,30,['33fa8b51-0863-4ec0-b19d-eaa173bc2b7f'],3,,,,,,,,,,,,,,,,,Stoke City,30,00:00:03.072,Pass,
,,,,,,,,,,,,,,,,1.051803,,,,,,,,,,,,e63f2ba3-ce33-4bd1-8d97-82b9a2c8e15c,13,,"[82.0, 74.5]",3754330,0,,,,True,-0.7149754,,,,"[94.9, 63.3]",,High Pass,,17.083618,,Incomplete,,,,,,,,,1,From Kick Off,Jonathan Walters,3670.0,Center Forward,2,Stoke City,30,"['029b3ffa-df2e-44b4-b602-43c4d0fc7e2e', '655c1489-abbe-4ba0-97aa-2ac9c00603e1']",6,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.372,Pass,True
