ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.357163,,,,,,,,,,,01407dd0-ddc6-4bd9-9929-bdcfe7a4c62a,19,,"[10.6, 30.0]",3754272,0,,,,,1.2058833,,Keeper Arm,,"[20.8, 56.7]",,Ground Pass,,28.581987,,,,Federico Fernández,3290.0,,,,,,1,Regular Play,Łukasz Fabiański,3262.0,Goalkeeper,3,Swansea City,26,['8f73571d-b0b5-4228-9194-cd31b226b206'],16,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:16.034,Pass,
,,,,,,,,,,,,,,,,,1.330806,,,,,,,,,,,43e3333d-5534-43e4-b031-d971e2be7a06,22,,"[20.8, 57.9]",3754272,0,,,,,0.7806135,,Right Foot,,"[41.8, 78.7]",,Ground Pass,,29.557402,,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,Regular Play,Federico Fernández,3290.0,Right Center Back,3,Swansea City,26,['3c08eaae-197c-4aa6-9078-2bd1fc592e49'],19,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:19.596,Pass,
,,,,,,,,,,,,,,,,,2.838726,,,,,,,,,,,0cd42f5b-aefa-4ac0-86e7-f0044b6f6141,26,,"[42.7, 79.3]",3754272,0,,,,,-0.18763977,,Right Foot,,"[66.4, 74.8]",,Ground Pass,,24.123432,,Incomplete,,Bafétimbi Gomis,20521.0,,,,,,1,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,3,Swansea City,26,"['304ba07e-c875-4d00-bc2c-26df77c02e1e', '623c34b9-1337-4ad2-a3a4-2df06642f9cf', '8151f61d-9069-43ea-9e81-4741fd5a71ce']",20,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:20.973,Pass,True
,,,,,,,,,,,,,,,,,2.098531,,,,,,,,,,,304ba07e-c875-4d00-bc2c-26df77c02e1e,28,,"[53.7, 5.3]",3754272,0,,,,,0.096253365,,Left Foot,,"[97.2, 9.5]",,High Pass,,43.70229,,Incomplete,,Marko Arnautović,3325.0,,,,,Recovery,1,Regular Play,Erik Pieters,3467.0,Left Back,3,Swansea City,26,"['0118a50c-dbc2-4f77-94aa-9d223b71ce43', '0cd42f5b-aefa-4ac0-86e7-f0044b6f6141', '282effb8-44ac-48a4-8414-372fee813a18']",23,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:23.812,Pass,
,,,,,,,,,,,,,,,,,1.630875,,,,,,,,,,,2df92d63-e426-4e6e-894f-dd99f4e363f1,31,,"[86.2, 0.1]",3754272,0,,,,,0.21985167,,,,"[104.1, 4.1]",,Low Pass,,18.341482,,Incomplete,,Marko Arnautović,3325.0,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,4,Stoke City,30,"['6514f260-0ed7-4e00-ad2f-b2e00d5d09a9', 'd67cd69f-13d4-428e-8d3f-7dc46352fc59']",34,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:34.913,Pass,
,,,,,,,,,,,,,,,,,0.512797,,,,,,,,,,,19a6aa04-3d6c-405c-a187-902185cbfe1d,38,,"[88.9, 11.0]",3754272,0,,,,,-2.3932147,,Right Foot,,"[83.3, 5.8]",,Ground Pass,,7.641989,,Incomplete,,Erik Pieters,3467.0,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,4,Stoke City,30,"['13fe01fb-d289-4bb1-9137-23d4702f5da5', '2e318cb1-30aa-4093-b8a0-8877fc322b59', 'cc895ecf-4a70-4a49-9dd2-48b71d46ca98']",38,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:38.963,Pass,True
,,,,,,,,,,,,,,,,,0.784464,,,,,,,,,,,a1020122-0646-4acc-8452-30f236f46bd3,42,,"[42.9, 73.7]",3754272,0,,,,,0.18873776,,Right Foot,,"[51.8, 75.4]",,Ground Pass,,9.060905,,,,Bafétimbi Gomis,20521.0,,,,,,1,From Throw In,Leon Britton,4631.0,Center Defensive Midfield,4,Stoke City,30,['79f57db6-1b5a-42c6-a928-c05f2a13113d'],40,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:40.245,Pass,
,,,,,,,,,,,,,,,,,1.344385,,,,,,,,,,,41e5e024-0a23-46eb-b725-01ff60a4abf4,49,,"[35.8, 12.8]",3754272,0,,,,,-0.87985307,,Left Foot,,"[40.1, 7.6]",,Ground Pass,,6.747592,,,,Philipp Wollscheid,40121.0,,,,,,1,From Throw In,Erik Pieters,3467.0,Left Back,4,Stoke City,30,['dbd61188-182d-4343-98a5-e2a42110e2c0'],49,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:49.625,Pass,
,,,,,,,,,,,,,,,,,3.239512,,,,,,,,,,,72e4d129-63ac-4fd8-94c9-f338fe0588d5,51,,"[40.1, 7.6]",3754272,0,,,,,2.4472046,,Right Foot,,"[12.0, 31.0]",,Ground Pass,,36.567337,,,,Jakob Haugaard,41185.0,,,,,,1,From Throw In,Philipp Wollscheid,40121.0,Left Center Back,4,Stoke City,30,['2fe3fe54-d981-41fb-ba54-38e6b790f332'],50,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:50.970,Pass,
,,,,,,,,,,,,,,,,,3.418858,,,,,,,,,,,60dc82f1-0616-450a-931c-a734f45e62b2,54,,"[25.2, 46.4]",3754272,1,,,,,0.22239035,,Left Foot,,"[84.9, 59.9]",,High Pass,,61.20735,,Incomplete,,José Luis Sanmartín Mato,3265.0,,,,,,1,From Throw In,Jakob Haugaard,41185.0,Goalkeeper,4,Stoke City,30,"['2538970b-6e82-4ab4-ac55-bf384d9e32c8', 'fbf868a1-18ea-47d9-b94a-57c9d7612720']",2,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.541,Pass,
,,,,,,,,,,,,,,,,,0.543994,,,,,,,,,,,9f16147e-bb09-44c8-aa27-772cf217af67,65,,"[35.4, 19.6]",3754272,1,,,,,1.1315341,,Right Foot,,"[39.3, 27.9]",,Ground Pass,,9.170606,,,,Leon Britton,4631.0,,,,,,1,Regular Play,Kyle Naughton,3340.0,Left Back,5,Swansea City,26,"['47b1afdd-3f7f-4e45-b2cd-3318f9632efc', '519df6c8-5d32-461b-a52a-3fe29ac2fd5f']",8,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:08.471,Pass,True
,,,,,,,,,,,,,,,,,1.220848,,,,,,,,,,,11edcc4e-5020-4e6d-8529-cac9f1db830b,69,,"[38.3, 29.4]",3754272,1,,,,,-2.5094547,,Right Foot,,"[24.1, 19.0]",,Ground Pass,,17.601137,,,,Ashley Williams,3644.0,,,,,,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,"['3dab4f52-27df-4da4-9c6f-06b5968d5d10', '4896382f-383a-40b0-bf67-8343cc62a749']",9,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:09.055,Pass,True
,,,,,,,,,,,,,,,,,0.93126,,,,,,,,,,,b3d87bde-8557-4f75-b4b7-312b7d2d9cc4,72,,"[15.0, 22.7]",3754272,1,,,,,0.31959072,,Right Foot,,"[28.9, 27.3]",,Ground Pass,,14.641379,,,,Leon Britton,4631.0,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,5,Swansea City,26,['426930f8-1e9b-4687-b969-2c3880d18457'],12,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:12.502,Pass,
,,,,,,,,,,,,,,,,,0.835167,,,,,,,,,,,ee6d8306-2f8e-4bd4-a3cb-898321d51dc9,76,,"[29.6, 26.2]",3754272,1,,,,,-0.32625502,,Left Foot,,"[42.9, 21.7]",,Ground Pass,,14.040655,,,,Leroy Fer,4045.0,,,,,,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,"['37d9f975-6ec8-4281-860a-b4d9f4e4e753', '5fef4900-f7de-4b71-9b41-2d748c614c34']",14,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:14.350,Pass,True
,,,,,,,,,,,,,,,,,1.179071,,,,,,,,,,,a5bae444-1843-4771-911b-0c783cb4d394,80,,"[42.5, 22.5]",3754272,1,,,,,3.0404892,,Right Foot,,"[21.8, 24.6]",,Ground Pass,,20.80625,,,,Ashley Williams,3644.0,,,,,,1,Regular Play,Leroy Fer,4045.0,Left Center Midfield,5,Swansea City,26,"['96068aee-cbb6-4b21-b5b1-f79b79e53049', '97c511e4-1726-45f1-a13f-537a88f248d6']",16,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:16.387,Pass,True
,,,,,,,,,,,,,,,,,2.647196,,,,,,,,,,,2a941773-edc2-4955-8d5c-6c0764124e4c,83,,"[23.9, 9.2]",3754272,1,,,,,0.034920298,,Left Foot,,"[69.7, 10.8]",,High Pass,,45.827938,,Incomplete,,,,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,5,Swansea City,26,['f95b3b81-3bc7-4d04-86ec-43bc5180cab3'],20,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:20.805,Pass,
,,,,,,,,,,,,,,,,,1.935063,,,,,,,,,,,f95b3b81-3bc7-4d04-86ec-43bc5180cab3,84,,"[50.4, 69.3]",3754272,1,,,,,0.07275764,,Right Foot,,"[84.7, 71.8]",,High Pass,,34.390987,,,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,5,Swansea City,26,"['2a941773-edc2-4955-8d5c-6c0764124e4c', '8869ce57-318e-4147-960c-9aaf0542c40d']",23,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:23.452,Pass,
,,,,,,,,,,,,,,,,,1.582867,,,,,,,,,,,0d423642-e8b2-4472-878a-cecbbb0d487d,86,,"[84.7, 71.8]",3754272,1,,,,,-1.3360738,,Head,,"[88.0, 58.0]",,High Pass,,14.18908,,Incomplete,,Glenn Whelan,9625.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,5,Swansea City,26,"['54c2b790-7cd8-4c70-9fc1-ff58f1227ac3', '85fefd20-ef1d-48c8-9b7c-0d1c3efc0314']",25,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:25.387,Pass,
,,,,,,,,,,,,,,,,,0.912778,,,,,,,,,,,85fefd20-ef1d-48c8-9b7c-0d1c3efc0314,88,,"[32.1, 22.1]",3754272,1,,,,,-2.643476,,Head,,"[26.4, 19.0]",,Low Pass,,6.4884515,,,,Ashley Williams,3644.0,,,,,Recovery,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,"['0d423642-e8b2-4472-878a-cecbbb0d487d', 'e8cd7fc1-7f6b-40ae-87a1-69f188f54fb9']",26,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:26.970,Pass,
,,,,,,,,,,,,,,,,,3.480459,,,,,,,,,,,a820a715-b6b4-4fe4-98ae-a7072b7f9580,91,,"[29.1, 18.3]",3754272,1,,,,,0.11743469,,Right Foot,,"[64.7, 22.5]",,High Pass,,35.846897,,,,Bafétimbi Gomis,20521.0,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,5,Swansea City,26,['77b4633b-dc67-448f-8cc8-e173cbe87405'],29,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:29.574,Pass,
,,,,,,,,,,,,,,,,,2.479795,,,,,,,,,,,869cf11d-230a-4fc8-bf4b-19e92ce0dd2c,97,,"[39.7, 46.2]",3754272,1,,,,,-1.586668,,Left Foot,,"[39.3, 21.0]",,Ground Pass,,25.203175,,,,Erik Pieters,3467.0,,,,,Recovery,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,6,Stoke City,30,"['2c8e8e74-9e14-41bf-a39f-06d35426eccb', '7d629493-0e58-4fb4-b7cc-9c6be8622e74']",35,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:35.947,Pass,True
,,,,,,,,,,,,,,,,,1.797628,,,,,,,,,,,c7dc8d36-9070-4ff7-9fdb-579e994da5ce,99,,"[39.3, 20.5]",3754272,1,,,,,-0.22913094,,Left Foot,,"[70.6, 13.2]",,Low Pass,,32.140007,,,,Marko Arnautović,3325.0,,,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,6,Stoke City,30,['347a2f28-df79-432d-a388-1b0c47e7a8cf'],38,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:38.427,Pass,
,,,,,,,,,,,,,,,,,1.271387,,,,,,,,,,,21b94dfb-f04a-4250-b419-d7f5c578c2d2,102,,"[38.5, 72.1]",3754272,1,,,,,-0.8857313,,Left Foot,,"[45.2, 63.9]",,Ground Pass,,10.589146,,,,Leon Britton,4631.0,,,,,Recovery,1,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,7,Swansea City,26,['6fa16f46-6034-4f63-97ec-60dc81e585d3'],42,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:42.447,Pass,
,,,,,,,,,,,,,,,,,0.652785,,,,,,,,,,,799ff06d-f063-4b0e-8581-2734bbfc0967,106,,"[44.8, 64.1]",3754272,1,,,,,0.82537687,,Right Foot,,"[52.0, 71.9]",,Ground Pass,,10.615084,,,,Jack Frank Porteous Cork,3462.0,,,,,,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,7,Swansea City,26,"['dbf21177-6fc9-4acb-b6be-db5d408b180c', 'dcfd8d28-c9ce-4389-8c83-aa94be3c8947']",43,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:43.763,Pass,True
,,,,,,,,,,,,,,,,,0.919619,,,,,,,,,,,a5f82b01-a32b-40c6-bf63-ae98b49f672b,110,,"[53.3, 72.3]",3754272,1,,,,,-0.69066,,Right Foot,,"[65.4, 62.3]",,Ground Pass,,15.697452,,,,Bafétimbi Gomis,20521.0,,,,,,1,Regular Play,Jack Frank Porteous Cork,3462.0,Right Center Midfield,7,Swansea City,26,"['69fbbc86-a365-4981-a6ac-6dcd67869ed2', 'f3e62fcb-c29f-41fc-b003-df91366365b5']",45,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:45.366,Pass,True
,,,,,,,,,,,,,,,,,0.685761,,,,,,,,,,,7a95421d-5e05-4fd0-942f-1c4ced10f980,113,,"[67.3, 63.9]",3754272,1,,,,,-2.3657181,,Right Foot,,"[62.0, 58.7]",,Ground Pass,,7.4249578,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,1,Regular Play,Bafétimbi Gomis,20521.0,Right Center Forward,7,Swansea City,26,"['25135ab0-1eff-4915-b05d-b98eae4d7b04', 'e63c5ee7-ee64-40bb-9815-c750f3ce0438']",46,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:46.286,Pass,True
,,,,,,,,,,,,,,,,,1.483183,,,,,,,,,,,6be7da9f-163f-4c93-ba91-6ce94f5801ac,115,,"[62.0, 58.7]",3754272,1,,,,,-2.8645883,,Left Foot,,"[51.8, 55.8]",,Ground Pass,,10.604244,,Incomplete,,Leon Britton,4631.0,,,,,,1,Regular Play,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,7,Swansea City,26,"['5f938d56-f63f-45ac-91dc-c84dec334eb6', 'c0c0b3e4-5094-494d-86ec-2b41959cce89']",46,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:46.972,Pass,
,,,,,,,,,,True,,,,,,,1.122707,,,,,,,,,,,c0c0b3e4-5094-494d-86ec-2b41959cce89,117,,"[68.3, 24.3]",3754272,1,,,,,2.4956346,,Right Foot,,"[55.3, 34.1]",,Ground Pass,,16.280048,,,,Glenn Whelan,9625.0,,,,,Interception,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,8,Stoke City,30,"['605e01ce-00c9-436c-bf94-8efcfd97aeb8', '6be7da9f-163f-4c93-ba91-6ce94f5801ac']",48,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:48.455,Pass,
,,,,,,,,,,,,,,,,,0.759569,,,,,,,,,,,b1d87c99-4952-4109-b1e2-0017ca9a8e98,120,,"[55.3, 34.1]",3754272,1,,,,,-0.057906207,,Right Foot,,"[62.2, 33.7]",,Ground Pass,,6.9115844,,,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,8,Stoke City,30,['74ac4898-f43d-413f-8d48-0419b4786358'],50,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:50.221,Pass,
,,,,,,,,,,,,,,,,,0.880453,,,,,,,,,,,7f83c050-4019-4030-9776-443545811f4a,123,,"[57.6, 35.5]",3754272,1,,,,,1.7750505,,Right Foot,,"[54.7, 49.5]",,Ground Pass,,14.297202,,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,8,Stoke City,30,['01277ee4-d73b-400a-aabd-99d2ebd91570'],51,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:51.906,Pass,
,,,,,,,,,,,,,,,,,1.569017,,,,,,,,,,,d5ff791e-f934-4ec3-a2ee-e7f8c4fa0842,126,,"[53.3, 51.6]",3754272,1,,,,,1.0126535,,Right Foot,,"[65.6, 71.3]",,Ground Pass,,23.224556,,,,Phil Bardsley,3643.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Right Wing,8,Stoke City,30,['4c7263fc-bfad-4a72-9f30-49ce7e49aab5'],53,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:53.559,Pass,
,,,,,,,,,,,,,,,,,0.842226,,,,,,,,,,,3aac7212-37c7-4524-9e8d-17671ecf4698,130,,"[71.4, 71.8]",3754272,1,,,,,-2.7646835,,Right Foot,,"[66.6, 69.9]",,Ground Pass,,5.162364,,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Phil Bardsley,3643.0,Right Back,8,Stoke City,30,"['183f8186-4f64-4448-b4aa-c0722bedd360', '6bd9b245-534f-403e-9918-767120e99f32']",58,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:58.879,Pass,True
