ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eab252c6-8fbe-4893-98b3-7ddd28801560,1,,,3754306,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25baea03-912d-4fd9-908e-20e672889ccb,2,,,3754306,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,29a360f1-2256-4792-8b0c-7c65cceaa37c,3,,,3754306,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['9f426935-b9cf-4247-9ed3-9f32fdf35807'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9f426935-b9cf-4247-9ed3-9f32fdf35807,4,,,3754306,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['29a360f1-2256-4792-8b0c-7c65cceaa37c'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5a04125e-272a-48dd-9513-a6ad962360ba,1598,,,3754306,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Norwich City,56,['93f52d65-29eb-4d45-bdb6-33d4b0d6db9b'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,93f52d65-29eb-4d45-bdb6-33d4b0d6db9b,1599,,,3754306,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Norwich City,56,['5a04125e-272a-48dd-9513-a6ad962360ba'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.118228,,,,,,,,,,,,5490d68e-d0ee-4430-b197-b5a86dd83b7a,5,,"[61.0, 40.1]",3754306,0,,,,,-3.1036363,,Right Foot,,,"[53.1, 39.8]",,Ground Pass,,7.905694,,,Gary O''Neil,9452.0,,,,,,Kick Off,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,2,Norwich City,56,['e92c8a57-fd83-49b5-9484-29818a494beb'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.040,Pass,
,,,,,,,,,,,,,,,,3.095135,,,,,,,,,,,,f83290a6-dd16-4fd2-8470-5e3758999279,7,,"[53.4, 38.7]",3754306,0,,,,,-0.5493334,,Right Foot,,,"[89.5, 16.6]",,High Pass,,42.327534,Incomplete,,,,,,,,,,1,From Kick Off,Gary O''Neil,9452.0,Right Center Midfield,2,Norwich City,56,['7000e9ac-1a35-4618-8ea9-a2c37b1c6654'],1,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.158,Pass,
,,,,,,,,,,,,,,,,1.327464,,,,,,,,,,,,2a49960a-c675-4e42-af63-ce6651e4194f,9,,"[69.1, 12.4]",3754306,0,,,,,0.3301537,,Head,,,"[86.9, 18.5]",,High Pass,,18.816216,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,Recovery,1,From Kick Off,Robert Brady,10967.0,Left Back,2,Norwich City,56,"['74687155-63ec-4eda-af9c-7f89243a4303', 'e273cdc5-b596-48df-9de3-c3f7f0da0c0b']",6,,,,,,,,,,,,,,,,,Norwich City,56,00:00:06.614,Pass,
,,,,,,,,,,,,,,,,1.302169,,,,,,,,,,,,94a06e79-9743-4f2e-8e8e-a95ca8f770f0,12,,"[70.1, 24.9]",3754306,0,,,,,-2.238462,,Right Foot,,,"[61.9, 14.5]",,Ground Pass,,13.243867,,,Robert Brady,10967.0,,,,,,Recovery,1,From Kick Off,Jonathan Howson,9578.0,Right Midfield,2,Norwich City,56,['3f3301a3-bbdc-4155-9c95-0a8044621c1a'],9,,,,,,,,,,,,,,,,,Norwich City,56,00:00:09.291,Pass,
,,,,,,,,,,,,,,,,2.473753,,,,,,,,,,,,67bdc536-8e33-47cd-a03f-6b146e34663c,16,,"[61.3, 7.3]",3754306,0,,,,,-0.19490491,,Left Foot,,,"[92.2, 1.2]",,High Pass,,31.49635,Out,,,,,,,,,,1,From Kick Off,Robert Brady,10967.0,Left Back,2,Norwich City,56,['aeab93df-4e71-4417-acb3-677fd8975acf'],12,,,,,,,,,,,,,,,,,Norwich City,56,00:00:12.871,Pass,True
,,,,,,,,,,,,,,,,1.750012,,,,,,,,,,,,40baf30b-fe55-4d71-9f73-985dfcf3767c,17,,"[29.2, 80.0]",3754306,0,,,,,-0.36397895,,,,,"[48.1, 72.8]",,High Pass,,20.224985,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,Throw-in,1,From Throw In,Micah Richards,42700.0,Right Back,3,Aston Villa,59,['1f78aaa3-b755-42a3-8609-3b45ee280131'],32,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:32.193,Pass,
,,,,,,,,,,,,,,,,1.9477,,,,,,,,,,,,be009da7-ee81-47f1-be48-51d83e8575e6,20,,"[48.1, 72.8]",3754306,0,,,,True,-0.4636476,,,,,"[61.9, 65.9]",,High Pass,,15.428869,,,Carles Gil de Pareja Vicent,6800.0,,,,,,,1,From Throw In,Gabriel Imuetinyan Agbonlahor,42699.0,Center Forward,3,Aston Villa,59,"['71306eee-003e-4f9c-9430-c9d89252b8ca', '8472a6c7-94d1-4d42-a8c6-dad1292deea0']",33,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:33.943,Pass,True
