50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.363908,,,,,,,,,,,,ee38d467-0245-4e9f-b776-04eb4ff14a20,16,,"[3.3, 32.3]",3754332,0,,,,,0.9751769,,Left Foot,,,"[17.6, 53.4]",,Ground Pass,,25.489214,,,,Toby Alderweireld,20005.0,,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,3,Tottenham Hotspur,38,['65ac5f4c-2184-4bc4-8da8-f87e59741f27'],21,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:21.049,Pass,
,,,,,,,,,,,,,,,,,1.733368,,,,,,,,,,,,04778f52-899f-4577-b91a-45009448ebd2,19,,"[18.8, 55.3]",3754332,0,,,,,0.7208883,,Right Foot,,,"[39.4, 73.4]",,High Pass,,27.422071,,,,Kyle Walker,3205.0,,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['64b7b7cd-3be1-4afe-a8b6-d5379e96af33'],24,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:24.883,Pass,
,,,,,,,,,,,,,,,,,2.390642,,,,,,,,,,,,6c4f01c9-7ad2-4f15-af12-7963a0d7a4ea,22,,"[44.2, 44.3]",3754332,0,,,,,-1.2995272,,Right Foot,,,"[53.1, 12.3]",,Ground Pass,,33.214603,,,,Danny Rose,3594.0,,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['6c5a838f-136b-4938-86a4-06de97865def'],29,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:29.583,Pass,
,,,,,,,,,,,,,,,,,1.344655,,,,,,,,,,,,eb46e876-11e2-4464-9247-7cbf9dcd5642,25,,"[53.6, 12.0]",3754332,0,,,,,0.6472117,,Left Foot,,,"[79.4, 31.5]",,Ground Pass,,32.34022,,,,Harry Kane,10955.0,,,,,,,1,From Throw In,Danny Rose,3594.0,Left Back,3,Tottenham Hotspur,38,['d3c17ba8-a1fa-4187-833a-f8253a21a784'],32,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:32.099,Pass,
,,,,,,,,,,,,,,,,,1.705048,,,,,,,,,,,,4469bfc8-b0c8-447a-96e7-242021153665,28,,"[79.4, 32.4]",3754332,0,,,,,1.3250092,,Right Foot,,,"[86.7, 61.5]",,Ground Pass,,30.001667,,,,Erik Lamela,3585.0,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,3,Tottenham Hotspur,38,['b731baf1-a3f9-40ca-be58-428fe0e6cd5d'],34,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:34.932,Pass,
,,,,,,,,,,,,,,,,,2.693442,,,,,,,,,,,,0439424c-e429-4349-90ea-04aa343b8ce4,31,,"[86.7, 61.0]",3754332,0,,,,,-0.8285989,,Left Foot,,,"[119.9, 24.8]",,High Pass,,49.119038,,Out,,Harry Kane,10955.0,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,['265d4e74-415e-46cc-97c1-b6c95b3a0b9d'],38,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:38.546,Pass,
,,,,,,,,,,,,,,,,,3.318638,,,,,,,,,,,,6ff2b07e-992b-4951-9ed7-175cb333232f,33,,"[6.0, 44.0]",3754332,1,,,,,0.20022202,,Right Foot,,,"[74.0, 57.8]",,High Pass,,69.38617,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,Goal Kick,1,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,4,West Bromwich Albion,27,"['017ab24c-087b-41db-b889-846ac3436c63', 'aea3fe39-afab-4e05-bc38-bedef4515d21']",7,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:07.841,Pass,
,,,,,,,,,,,,,,,,,2.153484,,,,,,,,,,,,017ab24c-087b-41db-b889-846ac3436c63,35,,"[46.1, 22.3]",3754332,1,,,,,-0.009049526,,Head,,,"[68.2, 22.1]",,High Pass,,22.100904,,Incomplete,,Harry Kane,10955.0,,,,,,Interception,1,From Goal Kick,Eric Dier,10956.0,Right Defensive Midfield,4,West Bromwich Albion,27,"['009803df-b824-47e5-a033-e6b70fb196d7', '6ff2b07e-992b-4951-9ed7-175cb333232f', 'bdb34dcc-71e7-42e4-9744-191e2d19816f']",11,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:11.159,Pass,
,,,,,,,,,,,,,,,,,1.736263,,,,,,,,,,,,bdb34dcc-71e7-42e4-9744-191e2d19816f,38,,"[51.9, 58.0]",3754332,1,,,,True,-0.19395915,,,,,"[68.7, 54.7]",,High Pass,,17.12104,,,,Craig Gardner,9485.0,,,,,,Recovery,1,From Goal Kick,Gareth McAuley,3596.0,Right Center Back,4,West Bromwich Albion,27,"['017ab24c-087b-41db-b889-846ac3436c63', '0d2b9785-1754-48cd-9604-81fdc4bb133a', '67b808e0-2f36-4511-abcb-428e61031bcc']",13,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:13.313,Pass,True
,,,,,,,,,,,,,,,,,0.18503,,,,,,,,,,,,47e05f5b-b556-41dc-87d8-71aaef9421e7,40,,"[68.6, 55.3]",3754332,1,,,,,-0.4636476,,Head,,,"[70.6, 54.3]",,Low Pass,,2.236068,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,,1,From Goal Kick,Craig Gardner,9485.0,Left Center Midfield,4,West Bromwich Albion,27,"['569ff222-e293-48ee-bead-102833f5baa2', '5a4e5d15-82c4-4267-b33a-b5be05895893']",15,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:15.129,Pass,
,,,,,,,,,,,,,,,,,1.478539,,,,,,,,,,,,bd66a4c9-452b-4fcf-b860-9eef1c753c7d,45,,"[58.0, 28.3]",3754332,1,,,,,-2.9272878,,Right Foot,,,"[41.0, 24.6]",,Ground Pass,,17.39799,,,,Jan Vertonghen,3077.0,,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,5,Tottenham Hotspur,38,"['bf6953bd-1041-466f-b65b-f763f0fb907d', 'ebe62b2c-b990-40e2-973e-e1ae0f6fce8a']",17,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:17.973,Pass,True
,,,,,,,,,,,,,,,,,2.230566,,,,,,,,,,,,3a238d8a-cbcf-4a71-b3ba-a84056ee7180,48,,"[35.3, 25.5]",3754332,1,,,,,1.48502,,Right Foot,,,"[38.0, 56.9]",,Ground Pass,,31.51587,,,,Toby Alderweireld,20005.0,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,['dcdbe7cc-be92-41f6-84b7-3007110fcc48'],20,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:20.834,Pass,
,,,,,,,,,,,,,,,,,1.274623,,,,,,,,,,,,e6b8b6bf-ffb2-46e7-b57b-955d0786cb41,51,,"[41.2, 61.2]",3754332,1,,,,,0.99047405,,Left Foot,,,"[51.1, 76.3]",,Ground Pass,,18.056025,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['c69ef786-e5b2-4475-b597-34d68afc4138'],24,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:24.855,Pass,
,,,,,,,,,,,,,,,,,2.839425,,,,,,,,,,,,72499394-6b1f-4790-960f-ebd401df5d88,54,,"[58.0, 69.2]",3754332,1,,,,,-1.6917905,,Left Foot,,,"[53.1, 28.9]",,Ground Pass,,40.596798,,,,Jan Vertonghen,3077.0,,,True,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['ea62e159-05f1-4f79-98b4-3bde3ad27d40'],29,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:29.469,Pass,
,,,,,,,,,,,,,,,,,1.593691,,,,,,,,,,,,46a9a471-a2fb-4a2f-ba1b-245556108c2d,57,,"[54.3, 22.9]",3754332,1,,,,,-1.0390723,,Left Foot,,,"[64.3, 5.9]",,Ground Pass,,19.723083,,,,Danny Rose,3594.0,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,['7d83011a-0d61-4513-a703-c4c190ce1b9f'],33,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:33.479,Pass,
,,,,,,,,,,,,,,,,,1.365382,,,,,,,,,,,,f04a64e7-8ed4-451f-8c69-5b3f3530a102,61,,"[62.7, 7.5]",3754332,1,,,,,1.8498098,,Right Foot,,,"[57.4, 26.0]",,Ground Pass,,19.24422,,,,Eric Dier,10956.0,,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['13df2a74-e1c0-45c9-a186-f5ef9ccdb4df'],36,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:36.849,Pass,
,,,,,,,,,,,,,,,,,2.788171,,,,,,,,,,,,f8fef5ba-2018-4cac-82fa-b63997042c0d,64,,"[57.1, 26.4]",3754332,1,,,,,1.1172967,,Right Foot,,,"[82.2, 77.9]",,High Pass,,57.29101,,,,Kyle Walker,3205.0,,,True,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,5,Tottenham Hotspur,38,['958f647a-59fc-4ac4-8084-532da5abe8eb'],39,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:39.396,Pass,
,,,,,,,,,,,,,,,,,1.34745,,,,,,,,,,,,d85c044a-6407-4c39-83d5-46c1e92944f4,67,,"[82.9, 77.5]",3754332,1,,,,,-2.7157888,,Right Foot,,,"[64.6, 69.2]",,Ground Pass,,20.094278,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,5,Tottenham Hotspur,38,['ab599911-8303-4261-8c34-48a6808ddb4c'],44,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:44.047,Pass,
,,,,,,,,,,,,,,,,,1.938352,,,,,,,,,,,,3253b2cd-df6f-4880-9f61-c8c873999b5a,70,,"[65.0, 69.2]",3754332,1,,,,,-1.4393276,,Left Foot,,,"[69.8, 32.9]",,Ground Pass,,36.61598,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['deb6a02f-04be-41dc-84ac-d1a68ca754c2'],46,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:46.033,Pass,
,,,,,,,,,,,,,,,,,1.432597,,,,,,,,,,,,303b49c3-27e9-4a8c-a363-5464bfac165d,73,,"[69.6, 33.3]",3754332,1,,,,,-3.0867028,,Right Foot,,,"[51.4, 32.3]",,Ground Pass,,18.227451,,,,Jan Vertonghen,3077.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Wing,5,Tottenham Hotspur,38,['44267f94-bff9-412f-a927-17ca6cb80b27'],48,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:48.474,Pass,
,,,,,,,,,,,,,,,,,1.913776,,,,,,,,,,,,76c54d68-7b01-46f4-be83-f4ca5eb4f99a,76,,"[52.4, 30.5]",3754332,1,,,,,1.3207091,,Left Foot,,,"[57.1, 48.9]",,Ground Pass,,18.990788,,,,Toby Alderweireld,20005.0,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,['017f9c5b-e4ca-4014-8415-ddac5df32752'],51,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:51.770,Pass,
,,,,,,,,,,,,,,,,,1.732038,,,,,,,,,,,,b909a48b-3e3e-4596-be3a-dddf929f8eb1,79,,"[63.1, 53.2]",3754332,1,,,,,1.0919472,,Right Foot,,,"[75.3, 76.7]",,Ground Pass,,26.478104,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['ec2d0573-d584-462c-9763-44bf42323074'],55,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:55.730,Pass,
,,,,,,,,,,,,,,,,,1.900777,,,,,,,,,,,,d3628095-8b34-4c78-82c4-64edb98fb7d6,83,,"[79.0, 55.0]",3754332,2,,,,,-1.5974567,,Left Foot,,,"[77.8, 10.0]",,Ground Pass,,45.016,,,,Danny Rose,3594.0,,,True,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,"['af53036f-beb2-4a9c-9304-c34209d56918', 'ce954695-c6e1-4a47-80c0-64c0d6e239d7']",2,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:02.376,Pass,True
,,,,,,,,,,,,,,,,,1.186131,,,,,,,,,,,,05aec552-66ff-438b-964a-666bf5442567,86,,"[78.5, 10.3]",3754332,2,,,,,2.1112158,,Left Foot,,,"[72.5, 20.3]",,Ground Pass,,11.661903,,,,Eric Dier,10956.0,,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['c6967938-da20-4a39-b89b-df8bd4b76756'],6,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:06.103,Pass,
,,,,,,,,,,,,,,,,,0.896817,,,,,,,,,,,,7ab6ded3-ddde-4b46-a910-2c710cef211a,89,,"[72.5, 20.7]",3754332,2,,,,,1.943784,,Right Foot,,,"[67.1, 34.5]",,Ground Pass,,14.818907,,,,Bamidele Alli,3094.0,,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,5,Tottenham Hotspur,38,['e0f0501a-d824-42fe-8f3f-e1221e8258d9'],8,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:08.451,Pass,
,,,,,,,,,,,,,,,,,1.784011,,,,,,,,,,,,15ddb72c-9fad-44fc-af1c-cac29bfbbf91,93,,"[65.7, 27.0]",3754332,2,,,,,-0.30662882,,Right Foot,,,"[97.6, 16.9]",,High Pass,,33.460724,,Incomplete,,,,,,,,,,1,Regular Play,Bamidele Alli,3094.0,Center Attacking Midfield,5,Tottenham Hotspur,38,['b32ae103-b9f6-492f-9834-38af6e1f8dcb'],11,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:11.136,Pass,
,,,,,,,,,,,,,,,,,0.971725,,,,,,,,,,,,4af1013d-b2e5-4e8e-a14d-23eb8cf37797,99,,"[107.6, 15.4]",3754332,2,,,,,1.8274217,,Right Foot,,,"[103.9, 29.5]",,Ground Pass,,14.57738,,,,Bamidele Alli,3094.0,,,,,,Recovery,1,Regular Play,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['b0c6ef4e-3dbe-4f4c-81d9-989a228a1ec4'],20,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:20.747,Pass,
,,,,,,,,,,,,,,,,,1.332974,,,,,,,,,,,,ccefc4b2-c292-48ce-a3d0-810c322c0766,102,,"[103.9, 29.5]",3754332,2,,,,,-2.3097165,d4c451b0-e4a3-4eea-8092-d8c83c17a3b9,Left Foot,,,"[95.7, 20.5]",,Ground Pass,,12.175385,,,,Christian Dannemann Eriksen,3043.0,True,,,,,,1,Regular Play,Bamidele Alli,3094.0,Center Attacking Midfield,5,Tottenham Hotspur,38,['6d14117a-8995-491f-9ecb-f2998659c4b1'],21,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:21.758,Pass,
,,,,,,,,,,,,,,,,,1.003096,,,,,,,,,,,,1693103d-c1fb-4811-ac64-9fe1ce22123b,109,,"[83.5, 35.2]",3754332,2,,,,,1.3299499,,Right Foot,,,"[86.3, 46.6]",,Ground Pass,,11.738825,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,5,Tottenham Hotspur,38,['8d7095f1-6b01-4378-89d5-c1c535c93c6a'],25,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:25.508,Pass,
,,,,,,,,,,,,,,,,,1.700307,,,,,,,,,,,,fe8b728d-6184-45f3-90d9-5b4f1bdfa554,112,,"[87.5, 44.0]",3754332,2,,,,,-1.6963943,,Left Foot,,,"[85.0, 24.2]",,Ground Pass,,19.957205,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['c05664ca-618c-40d6-a2af-448d70500cbc'],28,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:28.257,Pass,
,,,,,,,,,,,,,,,,,0.851641,,,,,,,,,,,,7408c276-140e-4a08-b107-45b14294b604,119,,"[43.6, 48.4]",3754332,2,,,,,2.4346845,,Right Foot,,,"[38.8, 52.5]",,Ground Pass,,6.3126855,,,,Craig Gardner,9485.0,,,,,,Recovery,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,6,West Bromwich Albion,27,"['e1aa8da0-2021-4e64-9c23-1c6518081584', 'e6259120-de06-4ba7-94be-8c50620f572e']",34,,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:34.442,Pass,True
