ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,baaefd76-94a3-4591-ae64-dbc68f170826,1,,,3754009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 35}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 45}, {'player': {'id': 3569, 'name': 'Daniel Nii Tackie Mensah Welbeck'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,179f4999-160d-4c60-9a3a-c89a006f5925,2,,,3754009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 42}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 20641, 'name': 'Connor Wickham'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7d5a04d4-46c8-465d-976d-aafded4f4fd7,3,,,3754009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['f394bb95-449e-4e71-958e-df7727722baf'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f394bb95-449e-4e71-958e-df7727722baf,4,,,3754009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['7d5a04d4-46c8-465d-976d-aafded4f4fd7'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2bcdb85a-f2b4-4ed9-8a18-202a37571520,2024,,,3754009,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,81,Arsenal,1,['a942dea8-1b67-460b-bee5-9bce4f241b8f'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a942dea8-1b67-460b-bee5-9bce4f241b8f,2025,,,3754009,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,81,Arsenal,1,['2bcdb85a-f2b4-4ed9-8a18-202a37571520'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.719548,,,,,,,,,,,8e37ac6e-0830-423e-9590-e5e9463768e7,5,,"[60.0, 40.0]",3754009,0,,,,,-1.8033533,,Right Foot,,,,"[59.1, 36.2]",,Ground Pass,,3.905125,,,,Mesut Özil,3496.0,,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Arsenal,1,['a77a4381-4245-49c8-b6a3-5f67d3cfd7d6'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.100,Pass,
,,,,,,,,,,,,,,,2.025132,,,,,,,,,,,75f3873d-9a7d-4604-b8d6-14d006c1a7ea,8,,"[59.3, 36.2]",3754009,0,,,,,-2.929635,,Left Foot,,,,"[43.5, 32.8]",,Ground Pass,,16.161682,,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['3bb704e7-8a1a-463f-8bdb-daaf6d91d17a'],2,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.344,Pass,
,,,,,,,,,,,,,,,1.28401,,,,,,,,,,,68b60435-11db-4808-b07d-35ec3a332b96,11,,"[43.0, 32.6]",3754009,0,,,,,2.2724216,,Right Foot,,,,"[31.0, 46.8]",,Ground Pass,,18.591396,,,,Gabriel Armando de Abreu,6746.0,,,,,,,1,From Kick Off,Francis Joseph Coquelin,3437.0,Left Defensive Midfield,2,Arsenal,1,['b77d6904-a7e1-4400-a55e-b99774127e40'],4,,,,,,,,,,,,,,,,Arsenal,1,00:00:04.413,Pass,
,,,,,,,,,,,,,,,2.115255,,,,,,,,,,,e0519397-65e2-4a8f-b42c-99bbbe2c9d7e,14,,"[33.3, 49.4]",3754009,0,,,,,1.0309848,,Right Foot,,,,"[47.8, 73.6]",,Ground Pass,,28.211523,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Kick Off,Gabriel Armando de Abreu,6746.0,Right Center Back,2,Arsenal,1,['ad8269ad-2d55-49ba-90bb-d1a4f2695d82'],6,,,,,,,,,,,,,,,,Arsenal,1,00:00:06.709,Pass,
