50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.307372,,,,,,,,,,,99e1e82d-b42d-40a1-ab74-71b6f4f8d579,19,,"[120.0, 0.1]",3754337,1,,,,1.8932194,3d5b1409-6a98-4d18-b93e-a0d3d5ca796a,Left Foot,,"[105.1, 44.7]",,High Pass,,47.02308,,,True,Oriol Romeu Vidal,3272.0,True,True,Outswinging,,Corner,1,From Corner,Dušan Tadić,3831.0,Left Wing,4,Southampton,25,['666ca14f-07c8-4d42-9424-6dc4bb2f1d17'],29,,,,,,,,,,,,,,,,,Southampton,25,00:01:29.033,Pass,
,,,,,,,,,,,,,,,,,,3.832154,,,,,,,,,,,45dd3b59-6c0f-4bc3-8f4e-5b146aae832d,25,,"[6.0, 36.0]",3754337,2,,,,-0.42285392,,Right Foot,,"[70.0, 7.2]",,High Pass,,70.18148,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,5,Norwich City,56,['8290985a-b00b-4b42-838b-66b283cad484'],9,,,,,,,,,,,,,,,,,Norwich City,56,00:02:09.467,Pass,
,,,,,,,,,,,,,,,,,,1.779945,,,,,,,,,,,8290985a-b00b-4b42-838b-66b283cad484,26,,"[50.1, 72.9]",3754337,2,,,,-0.5777799,,Head,,"[75.1, 56.6]",,High Pass,,29.844429,,Incomplete,,Graziano Pellè,11062.0,,,,,Recovery,1,From Goal Kick,Oriol Romeu Vidal,3272.0,Right Center Midfield,5,Norwich City,56,"['45dd3b59-6c0f-4bc3-8f4e-5b146aae832d', '4f39a392-a498-4e6f-9837-41f1ced56dae', '7d4c0b23-c777-4858-9e1f-cbe64e154701']",13,,,,,,,,,,,,,,,,,Southampton,25,00:02:13.299,Pass,
,,,,,,,,,,,,,,,,,,1.791556,,,,,,,,,,,7d4c0b23-c777-4858-9e1f-cbe64e154701,29,,"[45.0, 23.5]",3754337,2,,,True,-1.7268212,,,,"[42.2, 5.7]",,Low Pass,,18.018879,,,,Robert Brady,10967.0,,,,,Recovery,1,From Goal Kick,Russell Martin,21212.0,Right Center Back,5,Norwich City,56,"['4980077b-b41b-48b8-80d3-d603efec02cb', '8290985a-b00b-4b42-838b-66b283cad484', 'd125f33c-b1aa-4483-b55c-8043e64b0a7d']",15,,,,,,,,,,,,,,,,,Norwich City,56,00:02:15.079,Pass,True
,,,,,,,,,,,,,,,,,,3.628585,,,,,,,,,,,8a2f0678-4694-4453-960d-3efb8ec37837,33,,"[62.1, 1.6]",3754337,2,,,,0.32340708,,Left Foot,,"[116.4, 19.8]",,High Pass,,57.26893,,Incomplete,,Cameron Jerome,4807.0,,,Through Ball,True,,1,From Goal Kick,Robert Brady,10967.0,Left Back,5,Norwich City,56,"['71e4a537-7764-4872-ba17-05c508a7cddf', 'a0e77f90-f2e8-43bd-b775-1f8495e4503c']",19,,,,,,,,,,,,,,,,,Norwich City,56,00:02:19.074,Pass,
,,,,,,,,,,,,,,,,,,1.632017,,,,,,,,,,,2f7bd332-34bc-45c4-a640-4b5f7b2cbdaa,37,,"[9.2, 35.7]",3754337,2,,,,0.1613751,,Right Foot,,"[26.4, 38.5]",,Ground Pass,,17.426416,,,,James Ward-Prowse,3328.0,,,,,,1,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,6,Southampton,25,['1b1adbb6-73a0-41e0-977f-84e9af4401fe'],35,,,,,,,,,,,,,,,,,Southampton,25,00:02:35.960,Pass,
,,,,,,,,,,,,,,,,,,1.969857,,,,,,,,,,,fd9a0662-4e8b-4300-b8b4-104f389dc053,40,,"[28.9, 33.3]",3754337,2,,,,-0.7725548,,Right Foot,,"[56.5, 6.4]",,High Pass,,38.540497,,,,Matt Targett,3651.0,,,,,,1,Regular Play,James Ward-Prowse,3328.0,Left Center Midfield,6,Southampton,25,['ae7ebe87-d163-4e7b-bb00-88a2c97deaca'],39,,,,,,,,,,,,,,,,,Southampton,25,00:02:39.389,Pass,
,,,,,,,,,,,,,,,,,,3.712998,,,,,,,,,,,41a8cca5-52ac-4d0d-a99f-92457ffaa6fd,44,,"[63.1, 6.2]",3754337,2,,,,0.20163119,,Left Foot,,"[113.0, 16.4]",,Low Pass,,50.931816,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,6,Southampton,25,"['469fbb70-1873-4517-a800-f0dab8b5de4b', '97ba6922-e8c1-43d2-9f2a-e2b1214b5cd4', 'bcaea437-e98c-4d70-aa5b-855c746eefca']",42,,,,,,,,,,,,,,,,,Southampton,25,00:02:42.868,Pass,True
,,,,,,,,,,,,,,,,,,1.100676,,,,,,,,,,,0e6d7b4e-a333-4af3-b2da-487f43966ecc,47,,"[104.0, 0.1]",3754337,2,,,,1.2085694,,,,"[107.6, 9.6]",,Low Pass,,10.159232,,,,Steven Davis,3828.0,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,7,Southampton,25,['33592cb8-1f5d-44b6-9a80-a3cd6b499025'],55,,,,,,,,,,,,,,,,,Southampton,25,00:02:55.849,Pass,
,,,,,,,,,,,,,,,,,,1.054591,,,,,,,,,,,15482b34-047c-483a-b060-6043c705d543,51,,"[107.8, 11.3]",3754337,2,,,,-2.0899425,,Left Foot,,"[104.6, 5.7]",,Low Pass,,6.449806,,,,Matt Targett,3651.0,,,,,,1,From Throw In,Steven Davis,3828.0,Center Attacking Midfield,7,Southampton,25,"['c336300e-addb-4c0c-b63f-4b3d962257e3', 'f9240021-66f8-4858-8aa2-f4f12cca8b60']",56,,,,,,,,,,,,,,,,,Southampton,25,00:02:56.990,Pass,True
,,,,,,,,,,,,,,,,,,1.244289,,,,,,,,,,,8ba725a9-892e-4046-b589-7583d7f952ab,56,,"[120.0, 0.1]",3754337,3,,,,1.716691,,Left Foot,,"[116.4, 24.6]",,Ground Pass,,24.763077,,,,Steven Davis,3828.0,,,,,Corner,1,From Corner,Dušan Tadić,3831.0,Left Wing,8,Southampton,25,['bffa818a-550c-495d-8bb9-9d5d24a85fd0'],26,,,,,,,,,,,,,,,,,Southampton,25,00:03:26.072,Pass,
,,,,,,,,,,,,,,,,,,1.536179,,,,,,,,,,,d4db6a69-e06a-4b17-96d5-d839eff27c8a,58,,"[116.4, 24.8]",3754337,3,,,,-1.9723768,,Left Foot,,"[110.2, 10.2]",,Ground Pass,,15.861904,,,,Dušan Tadić,3831.0,,,,,,1,From Corner,Steven Davis,3828.0,Center Attacking Midfield,8,Southampton,25,['81aaf7df-0b75-4103-9def-b7e63cfb52fd'],27,,,,,,,,,,,,,,,,,Southampton,25,00:03:27.316,Pass,
,,,,,,,,,,,,,,,,,,1.874614,,,,,,,,,,,f0fd7666-6aef-4f17-8a14-5b0f27e32445,61,,"[110.2, 10.2]",3754337,3,,,,1.6066926,eea08c07-7b5a-4772-8076-c30030e16746,Left Foot,True,"[108.9, 46.4]",,High Pass,,36.223335,,,,José Miguel da Rocha Fonte,3960.0,True,,,,,1,From Corner,Dušan Tadić,3831.0,Left Wing,8,Southampton,25,['a324c8f4-3018-43f0-8cad-ab78f3f8a5da'],28,,,,,,,,,,,,,,,,,Southampton,25,00:03:28.892,Pass,
,,,,,,,,,,,,,,,,,,3.745739,,,,,,,,,,,05ae57b0-a4df-4466-a015-2fc5a8717542,65,,"[6.0, 44.0]",3754337,3,,,,-0.5929045,,Right Foot,,"[67.0, 2.9]",,High Pass,,73.55413,,,,Jonathan Howson,9578.0,,True,,,Goal Kick,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,9,Norwich City,56,['600e8211-9bde-4b8c-9980-20638997011f'],56,,,,,,,,,,,,,,,,,Norwich City,56,00:03:56.851,Pass,
,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,440bfc5d-f853-4ccb-9c93-6ef56ef6f627,68,,"[67.0, 2.9]",3754337,4,,,True,0.18998829,,,,"[69.6, 3.4]",,Low Pass,,2.6476405,,Incomplete,,,,,,,,,1,From Goal Kick,Jonathan Howson,9578.0,Left Midfield,9,Norwich City,56,"['a862d8e3-3c6e-4ff7-8297-a3bf98fb31fa', 'c40fd0e3-c140-4cda-a9a2-5d5fd7a90835']",0,,,,,,,,,,,,,,,,,Norwich City,56,00:04:00.637,Pass,True
,,,,,,,,,,,,,,,,,,1.542889,,,,,,,,,,,45b12a5b-97d6-489f-adbc-305ade36dbc4,70,,"[88.8, 0.1]",3754337,4,,,,0.35470566,,,,"[110.4, 8.1]",,Low Pass,,23.033888,,,,Cameron Jerome,4807.0,,,,,Throw-in,1,From Throw In,Wes Hoolahan,10966.0,Center Attacking Midfield,10,Norwich City,56,['1b255d7a-600a-450e-b5e5-ddb0ad108624'],5,,,,,,,,,,,,,,,,,Norwich City,56,00:04:05.734,Pass,
,,,,,,,,,,,,,,,,,,1.012973,,,,,,,,,,,0eb3d2dc-b717-4fc2-bb35-ddc3e26edde0,77,,"[120.0, 0.1]",3754337,4,,,,2.4845178,,Right Foot,,"[113.0, 5.5]",,Ground Pass,,8.840815,,,,Robert Brady,10967.0,,,,,Corner,1,From Corner,Nathan Redmond,3286.0,Right Midfield,11,Norwich City,56,['f4b682fa-c295-472f-a972-59fe70e6ded8'],28,,,,,,,,,,,,,,,,,Norwich City,56,00:04:28.213,Pass,
,,,,,,,,,,,,,,,,,,0.922051,,,,,,,,,,,dcd84694-3403-43cc-b651-1091457a2292,80,,"[117.1, 6.4]",3754337,4,,,,1.7463294,,Left Foot,True,"[112.4, 32.9]",,High Pass,,26.913565,,Incomplete,,,,,,,,,1,From Corner,Robert Brady,10967.0,Left Back,11,Norwich City,56,['6e7e8336-98fb-497f-93aa-3c42eb69a681'],31,,,,,,,,,,,,,,,,,Norwich City,56,00:04:31.274,Pass,
,,,,,,,,,,,,,,,,,,1.801157,,,,,,,,,,,69dcd7ed-7045-4c1b-bc4d-2f6f27a5aeb3,85,,"[88.4, 48.3]",3754337,4,,,,0.5910329,,Right Foot,,"[103.6, 58.5]",,Ground Pass,,18.305191,,Incomplete,,Steven Whittaker,11124.0,,,,,,1,From Corner,Graham Dorrans,16334.0,Right Center Midfield,11,Norwich City,56,"['bd6e61e2-6b11-4596-a196-89b73ecd75ef', 'eca722cc-3b4f-4d91-ad85-6748199ae497']",35,,,,,,,,,,,,,,,,,Norwich City,56,00:04:35.849,Pass,
,,,,,,,,,,,,,,,,,,1.45823,,,,,,,,,,,6f98e324-5199-4373-87a6-86f7f466800b,93,,"[41.5, 4.7]",3754337,4,,,,0.16219883,,Right Foot,,"[58.0, 7.4]",,Ground Pass,,16.71945,,Incomplete,,James Ward-Prowse,3328.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,12,Southampton,25,"['57b0fe78-c0fd-483c-a1da-a511f86e0936', '5c83625a-dce9-46d2-af83-8931c451f2f1']",41,,,,,,,,,,,,,,,,,Southampton,25,00:04:41.752,Pass,
,,,,,,,,,,,,,,,,,,4.232838,,,,,,,,,,,5c83625a-dce9-46d2-af83-8931c451f2f1,95,,"[62.1, 72.7]",3754337,4,,,,-0.16655357,,Right Foot,,"[119.8, 63.0]",,High Pass,,58.50966,,Out,,,,,,,,Recovery,1,Regular Play,Alexander Banor Tettey,9463.0,Left Center Midfield,12,Southampton,25,['6f98e324-5199-4373-87a6-86f7f466800b'],43,,,,,,,,,,,,,,,,,Norwich City,56,00:04:43.210,Pass,
,,,,,,,,,,,,,,,,,,4.288773,,,,,,,,,,,67ef9a65-299b-4d6e-9f7a-a5c83845b2a2,96,,"[7.0, 36.1]",3754337,5,,,,0.28247645,,Right Foot,,"[82.8, 58.1]",,High Pass,,78.92807,,,,Graziano Pellè,11062.0,,,,,Goal Kick,1,From Goal Kick,Maarten Stekelenburg,20201.0,Goalkeeper,13,Southampton,25,['e5d1db4c-2057-4d68-a09e-0de3cab5ba57'],10,,,,,,,,,,,,,,,,,Southampton,25,00:05:10.676,Pass,
,,,,,,,,,,,,,,,,,,1.702221,,,,,,,,,,,e56ca4af-387b-4ee2-ba87-a3344b5b3676,99,,"[81.5, 57.9]",3754337,5,,,True,0.6435011,,,,"[90.7, 64.8]",,High Pass,,11.5,,,,Sadio Mané,3629.0,,,,,,1,From Goal Kick,Graziano Pellè,11062.0,Center Forward,13,Southampton,25,"['4a75f98e-2fb6-4744-8221-e86d5b10a566', 'cc9e152f-88b5-4890-b98d-ed2c35c1b333']",15,,,,,,,,,,,,,,,,,Southampton,25,00:05:15.004,Pass,True
,,,,,,,,,,,,,,,,,,1.482413,,,,,,,,,,,edcf88cc-333f-4693-b4a5-6be9cf731dd6,101,,"[90.7, 64.8]",3754337,5,,,,-1.1071488,,Head,,"[96.5, 53.2]",,High Pass,,12.969194,,Incomplete,,Steven Davis,3828.0,,,,,,1,From Goal Kick,Sadio Mané,3629.0,Right Wing,13,Southampton,25,"['01b67caf-d50e-4896-9ff8-e7d3696af065', '8b5195f6-47dc-4bf5-bb1a-e72ed77f5b71']",16,,,,,,,,,,,,,,,,,Southampton,25,00:05:16.707,Pass,
,,,,,,,,,,,,,,,,,,1.636617,,,,,,,,,,,50c8a4ec-636b-4c5a-bd12-f3f5f2d073c9,104,,"[72.8, 64.3]",3754337,5,,,True,-0.103364736,,,,"[96.9, 61.8]",,High Pass,,24.22932,,Incomplete,,Steven Davis,3828.0,,,,,Recovery,1,From Goal Kick,Oriol Romeu Vidal,3272.0,Right Center Midfield,13,Southampton,25,"['494b13ec-cca7-461a-9a6b-cb2045b10518', '7b33a02f-858c-4a59-8118-f291b44ba720', 'edddcf25-f591-49d2-b458-c0782b6a5263']",20,,,,,,,,,,,,,,,,,Southampton,25,00:05:20.737,Pass,True
,,,,,,,,,,,,,,,,,,1.394749,,,,,,,,,,,7b33a02f-858c-4a59-8118-f291b44ba720,108,,"[23.2, 18.3]",3754337,5,,,True,-0.01913642,,,,"[44.1, 17.9]",,High Pass,,20.903828,,Incomplete,,Wes Hoolahan,10966.0,,,,,Recovery,1,From Goal Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,13,Southampton,25,"['36922720-c961-4e70-9f92-659ea6dc6f93', '50c8a4ec-636b-4c5a-bd12-f3f5f2d073c9', 'a4fd9142-3c66-47ea-b11f-ea4d4b36131b', 'b6ecf986-0c85-44b8-84c1-3974dd04f33e']",22,,,,,,,,,,,,,,,,,Norwich City,56,00:05:22.374,Pass,True
,,,,,,,,,,,,,,,,,,1.106149,,,,,,,,,,,a4fd9142-3c66-47ea-b11f-ea4d4b36131b,110,,"[76.0, 62.2]",3754337,5,,,True,-0.2791048,,,,"[92.4, 57.5]",,High Pass,,17.060188,,Incomplete,,Graziano Pellè,11062.0,,,,,Recovery,1,From Goal Kick,Oriol Romeu Vidal,3272.0,Right Center Midfield,13,Southampton,25,"['289b7502-aa28-46ad-8007-c331d884d054', '2bdd3c57-b399-4316-996d-a832b2965ba5', '4b9b6a40-7a65-47b9-8a7d-b5b6f5c63175', '7b33a02f-858c-4a59-8118-f291b44ba720']",23,,,,,,,,,,,,,,,,,Southampton,25,00:05:23.769,Pass,True
,,,,,,,,,,,,,,,,,,1.097109,,,,,,,,,,,0928856d-5e4c-4dec-b5b6-77929aa497a9,115,,"[62.7, 36.1]",3754337,5,,,True,0.56149364,,,,"[68.9, 40.0]",,Low Pass,,7.324616,,,,James Ward-Prowse,3328.0,,,,,Recovery,1,From Goal Kick,Matt Targett,3651.0,Left Back,13,Southampton,25,"['6535adfb-f04b-44a1-b810-02594caba1f0', 'f4f2ab88-aaad-4611-9658-9209b0a448d1']",28,,,,,,,,,,,,,,,,,Southampton,25,00:05:28.192,Pass,True
,,,,,,,,,,,,,,,,,,1.572862,,,,,,,,,,,b9f39e14-9075-4868-82f4-a875d9d5df84,117,,"[68.9, 40.0]",3754337,5,,,,-1.4810724,,Right Foot,,"[71.5, 11.1]",,Low Pass,,29.01672,,,,Dušan Tadić,3831.0,,,,,,1,From Goal Kick,James Ward-Prowse,3328.0,Left Center Midfield,13,Southampton,25,['56cd05e1-5f62-4cd8-a485-e360b9c6fa06'],29,,,,,,,,,,,,,,,,,Southampton,25,00:05:29.289,Pass,
,,,,,,,,,,,,,,,,,,1.249513,,,,,,,,,,,008f3fa2-8562-4c57-abfa-698aec67f1d7,121,,"[72.8, 13.4]",3754337,5,,,,2.7223604,,Left Foot,,"[63.6, 17.5]",,Ground Pass,,10.072239,,,,James Ward-Prowse,3328.0,,,,,,1,From Goal Kick,Dušan Tadić,3831.0,Left Wing,13,Southampton,25,"['889511a6-3064-420c-a1c8-b3c929ea10a2', 'ede36b85-6f0c-4cfd-8d8c-ecf5a5d7cc38']",33,,,,,,,,,,,,,,,,,Southampton,25,00:05:33.120,Pass,True
,,,,,,,,,,,,,,,,,,0.78145,,,,,,,,,,,3d510ac9-a95c-4de9-97c2-3626b3e95834,124,,"[63.6, 17.5]",3754337,5,,,,-1.5707964,,Right Foot,,"[63.6, 6.8]",,Ground Pass,,10.7,,,,Matt Targett,3651.0,,,,,,1,From Goal Kick,James Ward-Prowse,3328.0,Left Center Midfield,13,Southampton,25,['bea589f1-828c-4460-9739-e6ab57a8196c'],34,,,,,,,,,,,,,,,,,Southampton,25,00:05:34.410,Pass,
,,,,,,,,,,,,,,,,,,1.520577,,,,,,,,,,,d03523fb-f271-43d7-82c3-82cff2d0ede0,127,,"[63.6, 6.8]",3754337,5,,,,2.7636244,,Left Foot,,"[43.2, 14.9]",,Ground Pass,,21.949259,,,,Maya Yoshida,3300.0,,,,,,1,From Goal Kick,Matt Targett,3651.0,Left Back,13,Southampton,25,['21899666-481c-4610-bbca-0350b850f860'],35,,,,,,,,,,,,,,,,,Southampton,25,00:05:35.231,Pass,
,,,,,,,,,,,,,,,,,,0.904124,,,,,,,,,,,e67ffbc1-2fbc-4822-95a9-4f40655cb10d,135,,"[102.7, 56.0]",3754337,5,,,,0.607802,,Right Foot,,"[111.9, 62.4]",,Ground Pass,,11.207141,,,,Nathan Redmond,3286.0,,,,,,1,Regular Play,Cameron Jerome,4807.0,Center Forward,14,Norwich City,56,['0c741904-e34c-41c5-9893-6ae04db75b8b'],45,,,,,,,,,,,,,,,,,Norwich City,56,00:05:45.389,Pass,
