50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7d255f3f-d0f4-483a-952a-9af762cc004b,1,,,,3754157,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b21cb05e-372d-4eb0-818f-99dacb57a4a4,2,,,,3754157,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,36d43b2e-d864-4ada-9215-444ed16d6fe8,3,,,,3754157,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['e9e600ce-fb97-44e6-9917-be1a9c3b1019'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e9e600ce-fb97-44e6-9917-be1a9c3b1019,4,,,,3754157,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['36d43b2e-d864-4ada-9215-444ed16d6fe8'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,63996b63-cd86-4652-b539-4a1b5db4d6a6,1853,,,,3754157,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,AFC Bournemouth,28,['340d0452-91ea-4305-ae3e-4bd5e88fdbc8'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,340d0452-91ea-4305-ae3e-4bd5e88fdbc8,1854,,,,3754157,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,AFC Bournemouth,28,['63996b63-cd86-4652-b539-4a1b5db4d6a6'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.486428,,,,,,,,,,,e4b93930-ad6c-4b80-8831-f1f87f5f008b,5,,,"[60.0, 40.0]",3754157,0,,,,,1.3854483,,Left Foot,,,"[60.3, 41.6]",,Ground Pass,,1.627882,,,Ross Barkley,4275.0,,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['d6d4132f-1f79-496c-807f-d5411dce8721'],1,,,,,,,,,,,,,,,,,,Everton,29,00:00:01.303,Pass,
,,,,,,,,,,,,,,,,,,1.1596,,,,,,,,,,,e5145312-13e0-45ef-847e-233d0cc2d549,8,,,"[56.9, 41.6]",3754157,0,,,,,2.1685548,,Right Foot,,,"[50.5, 51.0]",,Ground Pass,,11.371895,,,James McCarthy,3607.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,['963d03a3-82fb-4a13-ba5a-5144a144e434'],2,,,,,,,,,,,,,,,,,,Everton,29,00:00:02.692,Pass,
,,,,,,,,,,,,,,,,,,2.678789,,,,,,,,,,,667254b1-9e38-4ccc-99b4-42081f129fd9,12,,,"[47.5, 51.5]",3754157,0,,,,,-2.0697234,,Left Foot,,,"[29.3, 18.1]",,Ground Pass,,38.036823,,,José Ramiro Funes Mori,4629.0,,,,,,,1,From Kick Off,James McCarthy,3607.0,Right Defensive Midfield,2,Everton,29,"['1a38032a-41bc-4f7a-b8ed-204a6d4887fb', '8d8c3dd3-3fe2-4c18-805b-3a6060669477']",4,,,,,,,,,,,,,,,,,,Everton,29,00:00:04.923,Pass,True
,,,,,,,,,,,,,,,,,,2.092774,,,,,,,,,,,d8a5503e-938c-4c44-8c62-69f3b0197a63,15,,,"[30.4, 18.2]",3754157,0,,,,,1.8442156,,Left Foot,,,"[22.8, 45.3]",,Ground Pass,,28.145515,,,John Stones,3244.0,,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['f4b3bed5-563d-4ebc-830f-c7b06756bd35'],8,,,,,,,,,,,,,,,,,,Everton,29,00:00:08.654,Pass,
