50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.309665,,,,,,,,,,,,,,,87358fa6-6621-4e54-9a82-d6fba65e5b60,17,,"[50.8, 23.9]",3838017,0,,,,,1.8717166,,Right Foot,,,,"[44.5, 44.2]",,Ground Pass,,21.255117,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['85edbae5-f7d0-42b2-99b1-9b1b9c80ceba'],8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.550,Pass,
,,,,,,,,,,,,,,,,1.410196,,,,,,,,,,,,,,,49fb33e1-ddf4-4630-9f3d-c1cb81e5ea59,20,,"[45.5, 44.4]",3838017,0,,,,,1.3667784,,Right Foot,,,,"[51.5, 73.4]",,Ground Pass,,29.614185,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['3e581646-5cdf-409d-b9bc-b1e69185c5f4'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.019,Pass,
,,,,,,,,,,,,,,,,1.188101,,,,,,,,,,,,,,,f6b743ea-90df-4a39-a918-dc914c994d5d,23,,"[52.6, 70.8]",3838017,0,,,,,-2.5319924,,Right Foot,,,,"[34.7, 58.3]",,Ground Pass,,21.832544,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Back,2,Paris Saint-Germain,131,['1220dad7-e730-478e-87fb-c2eb491bca7b'],13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.173,Pass,
,,,,,,,,,,,,,,,,2.49461,,,,,,,,,,,,,,,c94a8dbd-8dd3-40d5-a47f-4cd7f3fad540,27,,"[33.7, 58.9]",3838017,0,,,,,-2.6119254,,Left Foot,,,,"[10.3, 45.2]",,Ground Pass,,27.115494,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,"['01e7f7ab-7eb1-4e48-9547-6a6ea9895366', '04e2a37e-864a-4265-89cf-dc676f6b9629']",15,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.164,Pass,True
,,,,,,,,,,,,,,,,1.311512,,,,,,,,,,,,,,,1df7fcfa-7da6-4876-a63b-a72e6f0178dc,30,,"[11.0, 37.7]",3838017,0,,,,,1.2914732,,Left Foot,,,,"[14.7, 50.6]",,Ground Pass,,13.420135,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,['1852ade2-5eaf-4806-a99b-f19026ead685'],20,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.207,Pass,
,,,,,,,,,,,,,,,,1.639034,,,,,,,,,,,,,,,41a1e571-4f99-4eac-b08d-1214866d892c,33,,"[20.5, 51.5]",3838017,0,,,,,-1.7144285,,Right Foot,,,,"[17.0, 27.3]",,Ground Pass,,24.45179,,,,El Chadaille Bitshiabu,132019.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['84f450a2-f646-4716-a4a8-a6cd538d0351'],24,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:24.701,Pass,
,,,,,,,,,,,,,,,,1.251591,,,,,,,,,,,,,,,1181855b-249d-4336-baf4-b4c3bc4400a0,36,,"[15.6, 24.8]",3838017,0,,,,,-1.1050996,,Left Foot,,,,"[25.4, 5.3]",,Ground Pass,,21.82407,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,El Chadaille Bitshiabu,132019.0,Left Center Back,2,Paris Saint-Germain,131,['9655fd9c-f9de-4534-a489-a03e8a182cd9'],27,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:27.542,Pass,
,,,,,,,,,,,,,,,,1.242367,,,,,,,,,,,,,,,4c4c3463-24ff-4f85-94c2-ba60da418e9f,39,,"[26.4, 5.3]",3838017,0,,,,,0.3791318,,Right Foot,,,,"[51.5, 15.3]",,Ground Pass,,27.018698,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Left Wing Back,2,Paris Saint-Germain,131,['28ca3759-78c8-479e-ae71-5e4c26c4f521'],29,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.850,Pass,
,,,,,,,,,,,,,,,,0.600424,,,,,,,,,,,,,,,b0f8ead2-d4c9-4d23-b40e-06848286acc9,42,,"[51.5, 15.3]",3838017,0,,,,,0.5419993,,No Touch,,,,"[60.8, 20.9]",,Ground Pass,,10.855874,True,,,Hugo Ekitike,50429.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Center Forward,2,Paris Saint-Germain,131,['a4a2c0aa-bbfd-4663-9641-ba72a3fcf8f6'],31,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:31.150,Pass,
,,,,,,,,,,,,,,,,2.671824,,,,,,,,,,,,,,,abf67d5d-e786-4f00-b4d1-323c1dca0f9e,48,,"[56.1, 61.9]",3838017,0,,,,,-2.3452659,,Right Foot,,,,"[38.0, 43.4]",,Ground Pass,,25.881653,,,,Maximiliano Caufriez,23682.0,,,,,Recovery,1,Regular Play,Alidu Seidu,45047.0,Right Center Back,3,Clermont Foot,152,['5876f03d-f253-48fb-a165-53ea9f79a07f'],34,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:34.231,Pass,
,,,,,,,,,,,,,,,,0.951978,,,,,,,,,,,,,,,fcfacb00-aeda-45c2-a9d1-28ed4b6202f2,51,,"[32.3, 37.3]",3838017,0,,,,,1.0917653,,Right Foot,,,,"[39.0, 50.2]",,Ground Pass,,14.536161,,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Maximiliano Caufriez,23682.0,Left Center Back,3,Clermont Foot,152,['c803bfea-529d-4a44-8173-5dba9907730b'],39,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:39.539,Pass,
,,,,,,,,,,,,,,,,0.939043,,,,,,,,,,,,,,,710c21d0-a282-432b-a52e-141f6e411256,54,,"[36.2, 50.8]",3838017,0,,,,,2.6171227,,Right Foot,,,,"[24.1, 57.8]",,Ground Pass,,13.978912,,,,Alidu Seidu,45047.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Right Defensive Midfield,3,Clermont Foot,152,['3b763250-7371-4163-8943-02fcb31bb394'],41,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:41.289,Pass,
,,,,,,,,,,,,,,,,1.035977,,,,,,,,,,,,,,,d981c95c-0459-41ac-905a-ee7c60c273f6,57,,"[21.6, 56.2]",3838017,0,,,,,1.0506053,,Right Foot,,,,"[27.5, 66.5]",,Ground Pass,,11.870131,,,,Mateusz Wieteska,8704.0,,,,,,1,Regular Play,Alidu Seidu,45047.0,Right Center Back,3,Clermont Foot,152,['2d0fedcb-6436-4445-ab3c-5678609479b9'],43,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:43.125,Pass,
,,,,,,,,,,,,,,,,1.339408,,,,,,,,,,,,,,,aaddbd8a-cc91-496b-bafc-6e9754b9b9a4,64,,"[33.1, 68.6]",3838017,0,,,,,-0.9961263,,Right Foot,,,,"[47.8, 45.9]",,Ground Pass,,27.044039,,,,Johan Gastien,7626.0,,,,,,1,Regular Play,Mateusz Wieteska,8704.0,Center Back,3,Clermont Foot,152,['f65c15d4-c55a-4a0f-9845-1cd415eccce5'],46,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:46.160,Pass,
,,,,,,,,,,,,,,,,1.703183,,,,,,,,,,,,,,,1dff3610-8543-47bf-ae21-6b3f812d04ce,67,,"[51.6, 54.7]",3838017,0,,,,,0.7996422,,Right Foot,,,,"[68.9, 72.5]",,Ground Pass,,24.821966,,,,Mehdi Zeffane,3195.0,,,,,,1,Regular Play,Johan Gastien,7626.0,Left Defensive Midfield,3,Clermont Foot,152,['8669a949-4ba2-4746-a6d5-886375e9f6e3'],50,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:50.000,Pass,
,,,,,,,,,,,,,,,,0.886037,,,,,,,,,,,,,,,93e79e27-f61e-4cbb-9e42-ecb774549217,70,,"[75.2, 74.9]",3838017,0,,,,,-2.4483695,,Left Foot,,,,"[68.7, 69.5]",,Ground Pass,,8.450444,,,,Johan Gastien,7626.0,,,,,,1,Regular Play,Mehdi Zeffane,3195.0,Right Wing Back,3,Clermont Foot,152,['e9efd421-bba8-408a-80c7-a837a6bbf82f'],55,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:55.217,Pass,
,,,,,,,,,,,,,,,,0.878587,,,,,,,,,,,,,,,42f7d0f8-678c-49a1-8cd0-ee6c93ab20c6,73,,"[68.7, 69.5]",3838017,0,,,,,-1.3761108,,Right Foot,,,,"[70.1, 62.4]",,Ground Pass,,7.236712,,,,Muhammed Cham Saracevic,32481.0,,,,,,1,Regular Play,Johan Gastien,7626.0,Left Defensive Midfield,3,Clermont Foot,152,['8a79aace-f5a0-46af-ab8a-ffa454d7e8c6'],56,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:56.579,Pass,
,,,,,,,,,,,,,,,,0.712488,,,,,,,,,,,,,,,1bb014af-5e27-4ee9-91ba-ef0695a063f2,76,,"[70.1, 64.1]",3838017,0,,,,,1.8969522,,Left Foot,,,,"[67.8, 70.9]",,Ground Pass,,7.17844,,,,Johan Gastien,7626.0,,,,,,1,Regular Play,Muhammed Cham Saracevic,32481.0,Right Attacking Midfield,3,Clermont Foot,152,['b2c2177b-dcf9-479c-a8a4-d7246dab2c33'],57,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:00:57.498,Pass,
,,,,,,,,,,,,,,,,0.555359,,,,,,,,,,,,,,,1cd534fe-4692-4a63-b499-422bc695613a,79,,"[70.6, 67.2]",3838017,1,,,,,1.0982994,,Left Foot,,,,"[75.2, 76.2]",,Ground Pass,,10.107423,,,,Mehdi Zeffane,3195.0,,,,,,1,Regular Play,Johan Gastien,7626.0,Left Defensive Midfield,3,Clermont Foot,152,['b536a4e9-c19c-4b04-a5b7-88b098144325'],0,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:00.358,Pass,
,,,,,,,,,,,,,,,,2.324615,,,,,,,,,,,,,,,8938643a-f26d-4c1f-86db-e2aced184cb7,82,,"[63.5, 69.0]",3838017,1,,,,,-2.108669,,Left Foot,,,,"[42.8, 34.3]",,Ground Pass,,40.405197,,,,Mateusz Wieteska,8704.0,,,,,,1,Regular Play,Mehdi Zeffane,3195.0,Right Wing Back,3,Clermont Foot,152,['99d9f177-e8ef-42f9-8506-1c7d0aaec761'],2,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:02.935,Pass,
,,,,,,,,,,,,,,,,1.642685,,,,,,,,,,,,,,,5743e3ae-46e4-4c1b-b59b-572b8f1bdc3e,85,,"[44.6, 33.3]",3838017,1,,,,,-0.8273488,,Right Foot,,,,"[64.0, 12.2]",,Ground Pass,,28.663042,,,,Elbasan Rashani,29786.0,,,,,,1,Regular Play,Mateusz Wieteska,8704.0,Center Back,3,Clermont Foot,152,['ba83daf7-bc8d-4a3e-8a3f-346205e019a4'],7,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:07.070,Pass,
,,,,,,,,,,,,,,,,1.44468,,,,,,,,,,,,,,,9b28aa12-f015-40b1-a509-774a6b349001,88,,"[69.3, 12.9]",3838017,1,,,,,-0.76236075,,Right Foot,,,,"[80.4, 2.3]",,Ground Pass,,15.3482895,,,,Vivaldo Borges dos Santos Neto,24665.0,,,,,,1,Regular Play,Elbasan Rashani,29786.0,Left Attacking Midfield,3,Clermont Foot,152,['30404305-52ad-444e-bb66-bc22ec280fa3'],10,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:10.150,Pass,
,,,,,,,,,,,,,,,,1.057482,,,,,,,,,,,,,,,dd5c544f-b912-4553-b6cd-a1f032ee1f5c,91,,"[76.2, 2.5]",3838017,1,,,,,3.0924518,,Left Foot,,,,"[64.0, 3.1]",,Ground Pass,,12.2147455,,,,Maximiliano Caufriez,23682.0,,,,,,1,Regular Play,Vivaldo Borges dos Santos Neto,24665.0,Left Wing Back,3,Clermont Foot,152,['1fc123a8-b285-4688-ac2b-93ef29f5bb6f'],11,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:11.808,Pass,
,,,,,,,,,,,,,,,,1.12326,,,,,,,,,,,,,,,518e0ee7-1fcd-49ca-ab90-be3d2065d352,94,,"[63.7, 5.1]",3838017,1,,,,,2.263295,,Left Foot,,,,"[56.4, 13.9]",,Ground Pass,,11.4337225,,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Maximiliano Caufriez,23682.0,Left Center Back,3,Clermont Foot,152,['32a37a9f-a22b-422c-b358-7aa70f8c9eea'],13,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:13.783,Pass,
,,,,,,,,,,,,,,,,1.352815,,,,,,,,,,,,,,,95b6656e-3e72-4fd3-9b8c-2c4a4f1af34e,97,,"[56.4, 13.2]",3838017,1,,,,,-0.8994839,,Right Foot,,,,"[64.9, 2.5]",,Ground Pass,,13.665284,,,,Maximiliano Caufriez,23682.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Right Defensive Midfield,3,Clermont Foot,152,['ad9feddc-936c-4822-8d38-ba361f6758c4'],17,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:17.385,Pass,
,,,,,,,,,,,,,,,,0.739684,,,,,,,,,,,,,,,92516e73-2fe4-4efd-8c4c-381c281af0d2,101,,"[87.7, 5.8]",3838017,1,,,,,-0.4636476,,Right Foot,,,,"[94.7, 2.3]",,Ground Pass,,7.826238,,,,Vivaldo Borges dos Santos Neto,24665.0,,,,,,1,Regular Play,Maximiliano Caufriez,23682.0,Left Center Back,3,Clermont Foot,152,['90ac9c46-760c-4126-b103-61e2d0916ad5'],22,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:22.090,Pass,
,,,,,,,,,,,,,,,,0.590836,,,,,,,,,,,,,,,38f0fc5e-a857-4fcb-8aab-e162e7342c8e,109,,"[21.8, 77.6]",3838017,1,,,,,-0.6898,,Right Foot,,,,"[25.8, 74.3]",,Ground Pass,,5.185557,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Warren Zaire Emery,144059.0,Right Wing Back,3,Clermont Foot,152,"['35719fc2-1587-444f-800c-59ca53e9910d', '477198f7-f33a-4b8a-9fd1-61d8a4faec29']",25,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:25.400,Pass,True
,,,,,,,,,,,,,,,,0.16405,,,,,,,,,,,,,,,187403cc-9b8e-4fab-a27d-a7aab0657bd3,112,,"[28.2, 69.3]",3838017,1,,,,,-0.6786625,,Right Foot,,,,"[31.3, 66.8]",,Ground Pass,,3.9824615,,Incomplete,,Hugo Ekitike,50429.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Defensive Midfield,3,Clermont Foot,152,"['2731e286-02dc-44c2-b390-c16be1e25239', '7853e6ee-b7a4-468f-8d9a-017bdfffa54a']",30,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.569,Pass,
,,,,,,,,,,,,,,,,0.949281,,,,,,,,,,,,,,,df9acf9b-d7c2-4a01-a0fc-7db8df906c51,115,,"[98.5, 41.9]",3838017,1,,,,,-1.6869379,f7b27938-bf53-4976-8d37-a13f7b7f19a1,Right Foot,,,,"[97.1, 29.9]",,Ground Pass,,12.08139,,,,Muhammed Cham Saracevic,32481.0,True,,,,Recovery,1,Regular Play,Grejohn Kyei,7367.0,Center Forward,3,Clermont Foot,152,['93b9d8e6-7c99-4291-8547-6c9d4f5ac112'],32,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:32.091,Pass,
,,,,,,,,,,,,,,,,0.931573,,,,,,,,,,,,,,,a0bb58e2-96c7-4c61-8b34-d49ec4cd1489,122,,"[85.4, 52.2]",3838017,1,,,,,0.022896761,,Right Foot,,,,"[98.5, 52.5]",,Ground Pass,,13.103435,,,,Grejohn Kyei,7367.0,,,,,,1,Regular Play,Mehdi Zeffane,3195.0,Right Wing Back,3,Clermont Foot,152,['35be4d36-7bf1-46b8-8c68-71394496c6da'],37,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:37.423,Pass,
,,,,,,,,,,,,,,,,0.65932,,,,,,,,,,,,,,,8f2c0378-9d71-4153-a81d-e3be2fbb5836,126,,"[93.4, 56.2]",3838017,1,,,,,2.5593815,,Right Foot,,,,"[81.4, 64.1]",,Ground Pass,,14.366976,,,,Johan Gastien,7626.0,,,,,,1,Regular Play,Grejohn Kyei,7367.0,Center Forward,3,Clermont Foot,152,['f76a514e-7bcb-427f-ba49-8e73260625bc'],42,,,,,,,,,,,,,,,,,,Clermont Foot,152,00:01:42.624,Pass,
