50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e5a5af60-3325-4b33-97b3-a8084d4b8bda,1,,,,3837963,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e62f32fb-22de-47bc-8f27-a07be01189fb,2,,,,3837963,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 11467, 'name': 'Yvon Landry Mvogo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 46756, 'name': 'Abdoul Bamo Meité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 32450, 'name': 'Montassar Omar Talbi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 30193, 'name': 'Gedeon Kalulu Kyatengwa'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 32190, 'name': 'Darlin Zidane Yongwa Ngameni'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 18952, 'name': 'Bonke Innocent'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7260, 'name': 'Laurent Abergel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 22319, 'name': 'Romain Faivre'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 24959, 'name': 'Enzo Le Fée'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 80}, {'player': {'id': 29712, 'name': 'Ibrahima Koné'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c249b6b-32ba-4918-9900-781fb786d6a1,3,,,,3837963,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['c160ccd4-1b8b-44eb-905c-8e39df38c5a0'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c160ccd4-1b8b-44eb-905c-8e39df38c5a0,4,,,,3837963,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['2c249b6b-32ba-4918-9900-781fb786d6a1'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3366b462-2a24-4aeb-95a5-5da6f0980752,2034,,,,3837963,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,74,Lorient,165,['fa4d9a21-b1b1-4053-a095-e7bdb91f923b'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa4d9a21-b1b1-4053-a095-e7bdb91f923b,2035,,,,3837963,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,74,Lorient,165,['3366b462-2a24-4aeb-95a5-5da6f0980752'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.632786,,,,,,,,,,,,,b80f6ce3-7f71-437a-87f2-42aaa4313391,5,,,"[60.0, 40.0]",3837963,0,,,,2.7691941,,Right Foot,,,,"[40.8, 47.5]",,Ground Pass,20.61286,,,,,Abdoul Bamo Meité,46756.0,,,,,,Kick Off,1,From Kick Off,Enzo Le Fée,24959.0,Left Attacking Midfield,2,Lorient,165,['9a9f20ce-255e-4b14-8082-37b1acd03ade'],2,,,,,,,,,,,,,,,,,,Lorient,165,00:00:02.120,Pass,
,,,,,,,,,,,,,,,,,0.988651,,,,,,,,,,,,,4cfcf718-1965-4643-af92-76050e778e5d,8,,,"[40.2, 49.8]",3837963,0,,,,-1.731559,,Right Foot,,,,"[39.0, 42.4]",,Ground Pass,7.496666,,,,,Montassar Omar Talbi,32450.0,,,,,,,1,From Kick Off,Abdoul Bamo Meité,46756.0,Right Center Back,2,Lorient,165,['4e16f70f-0588-496b-aa13-ed09f82cea95'],3,,,,,,,,,,,,,,,,,,Lorient,165,00:00:03.958,Pass,
,,,,,,,,,,,,,,,,,3.347218,,,,,,,,,,,,,6e628d70-50b9-4a59-9f16-36abcd4bf61e,11,,,"[39.0, 42.4]",3837963,0,,,,0.59089977,,Right Foot,,,,"[86.7, 74.4]",,High Pass,57.439445,,,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,,1,From Kick Off,Montassar Omar Talbi,32450.0,Center Back,2,Lorient,165,['5470f09b-c679-45a5-a0b1-4f0b9899e695'],5,,,,,,,,,,,,,,,,,,Lorient,165,00:00:05.027,Pass,
,,,,,,,,,,,,,,,,,2.01553,,,,,,,,,,,,,45867dc1-41bb-406f-9e02-639bc4ba94d1,14,,,"[86.7, 74.4]",3837963,0,,,True,0.10657144,,,,,,"[108.2, 76.7]",,High Pass,21.622673,,,Incomplete,,Ibrahima Koné,29712.0,,,,,,,1,From Kick Off,Gedeon Kalulu Kyatengwa,30193.0,Right Wing Back,2,Lorient,165,"['1c82ed10-fb8d-4e4b-868d-3adf3df3f75d', '5dbdbd88-f9cf-4af3-8351-e26043ac27e6', '8366e127-5b04-48dd-9f1b-580510fff32d']",8,,,,,,,,,,,,,,,,,,Lorient,165,00:00:08.374,Pass,True
