bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,535d6d33-5c35-4a77-96a4-3295e5cf53a9,1,,,,3837747,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b721245c-3d99-4416-b946-d7fe386b6a8b,2,,,,3837747,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 99}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 33233, 'name': 'Leonardo Julián Balerdi Rossa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7252, 'name': 'Jonathan Clauss'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 30040, 'name': 'Nuno Albertino Varela Tavares'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 30}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 7345, 'name': 'Mattéo Guendouzi Olié'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 77}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 70}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7a0a396f-474c-45dc-a136-cb967b004749,3,,,,3837747,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['46b2384a-a610-4cdd-92ad-8410bd6959e5'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46b2384a-a610-4cdd-92ad-8410bd6959e5,4,,,,3837747,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['7a0a396f-474c-45dc-a136-cb967b004749'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,79936300-8434-44e1-9d4b-e7f2de37ee69,1783,,,,3837747,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Marseille,147,['3ccd6fe8-522b-4c15-9acd-abd4a7116358'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3ccd6fe8-522b-4c15-9acd-abd4a7116358,1784,,,,3837747,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Marseille,147,['79936300-8434-44e1-9d4b-e7f2de37ee69'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.911757,,,,,,,,,,,,70ae6330-dce7-492d-8bbd-cf5f38d4762d,5,,,"[61.0, 40.1]",3837747,0,,,,2.9020934,,Right Foot,,,,"[52.4, 42.2]",,Ground Pass,,8.852683,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Center Attacking Midfield,2,Paris Saint-Germain,131,['0556cbf0-51a0-4369-ac4e-156c494aec37'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.822,Pass,
,,,,,,,,,,,,,,,,,0.744118,,,,,,,,,,,,4d31b5bb-8440-4859-81bf-acfaf351de88,8,,,"[52.8, 42.9]",3837747,0,,,,2.0110369,,Right Foot,,,,"[47.1, 55.0]",,Ground Pass,,13.37535,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['16cb475b-afa4-4f8b-b0d4-8d87d8e3297c'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.078,Pass,
,,,,,,,,,,,,,,,,,1.331227,,,,,,,,,,,,a66dc2a5-ff3d-4da2-a6cb-5c35cf8de7c6,11,,,"[46.8, 57.1]",3837747,0,,,,1.9085313,,Left Foot,,,,"[40.9, 73.9]",,Ground Pass,,17.805899,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Right Center Midfield,2,Paris Saint-Germain,131,['3a2ffdcd-7c9b-4159-a3ba-d5db55f94a7a'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.410,Pass,
,,,,,,,,,,,,,,,,,1.553796,,,,,,,,,,,,70c6dfd5-a480-451b-9b18-f488ca947b93,14,,,"[40.9, 73.9]",3837747,0,,,,-2.4227626,,Right Foot,,,,"[24.9, 59.9]",,Ground Pass,,21.260292,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['715ac8e7-c3d7-43c8-a6bf-d0cdb5fd303f'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.596,Pass,
