50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,98673cf5-4c35-40e5-811c-5571fe02b597,1,,,3837928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 132019, 'name': 'El Chadaille Bitshiabu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 31}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3b1be837-dd07-443c-95ec-057788b71832,2,,,3837928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39018, 'name': 'Sinaly Diomande'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 40185, 'name': 'Junior Castello Lukeba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 181010, 'name': 'Sael Kumbedi Nseke'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 20}, {'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 45975, 'name': 'Johann Lepenant'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3680, 'name': 'Thiago Henrique Mendes Ribeiro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 32649, 'name': 'Mathis Rayan Cherki'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 42754, 'name': 'Amin Sarr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0b605038-49ee-45ab-8dc1-90c9e92846dc,3,,,3837928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['8aa46bde-baec-4ba4-b225-abe5d1b6fa2a'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8aa46bde-baec-4ba4-b225-abe5d1b6fa2a,4,,,3837928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['0b605038-49ee-45ab-8dc1-90c9e92846dc'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d9710072-e271-4f12-8d0d-825eb6d438c5,2178,,,3837928,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Paris Saint-Germain,131,['74562cf0-2f81-4966-ae4c-28cb016b301b'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,74562cf0-2f81-4966-ae4c-28cb016b301b,2179,,,3837928,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Paris Saint-Germain,131,['d9710072-e271-4f12-8d0d-825eb6d438c5'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.770066,,,,,,,,,,,,,,,3edc492e-27b6-4ca4-8ec6-4808c6952226,5,,"[61.0, 40.1]",3837928,0,,,,2.7483132,,Right Foot,,,,"[51.6, 44.0]",,Ground Pass,,10.176934,,,,,Marco Verratti,3166.0,,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Center Forward,2,Paris Saint-Germain,131,['1d923384-6190-47f2-bfbb-3bf76fbcfd33'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.757,Pass,
,,,,,,,,,,,,,,,,,,,2.14913,,,,,,,,,,,,,,,78c1340c-52f3-4c42-a4d0-a5c0bb2cb2fe,8,,"[50.7, 47.7]",3837928,0,,,,1.7081085,,Right Foot,,,,"[46.9, 75.2]",,Ground Pass,,27.761305,,,,,Achraf Hakimi Mouh,5245.0,,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['3e1d38f5-236d-4cb1-b6d2-a958100aaa94'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.796,Pass,
,,,,,,,,,,,,,,,,,,,1.20909,,,,,,,,,,,,,,,6db224fb-55e5-4db7-a89e-a399ebc5b0d3,11,,"[49.9, 75.2]",3837928,0,,,,-2.5677068,,Right Foot,,,,"[40.0, 68.8]",,Ground Pass,,11.788554,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['8ec73dc0-9779-4af1-a9fe-18b531ebab14'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.119,Pass,
,,,,,,,,,,,,,,,,,,,1.157823,,,,,,,,,,,,,,,cbbe7ebe-a482-446d-a596-af93e17a9d34,14,,"[39.6, 67.3]",3837928,0,,,,-1.630167,,Right Foot,,,,"[37.9, 38.7]",,Ground Pass,,28.65048,,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Back,2,Paris Saint-Germain,131,['a2dd0549-1d9d-49c3-b174-6388edda223f'],8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.582,Pass,
,,,,,,,,,,,,,,,,,,,0.96735,,,,,,,,,,,,,,,3b952067-8ef3-4d18-9a7a-703ed3b6233b,17,,"[48.4, 33.8]",3837928,0,,,,-0.30161905,,Right Foot,,,,"[57.4, 31.0]",,Ground Pass,,9.425497,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['bf5c0657-c588-4dda-bbc9-9560fa117440'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.802,Pass,
,,,,,,,,,,,,,,,,,,,0.782524,,,,,,,,,,,,,,,ce3c28b9-c93c-45e2-bd5d-02bd21140ccf,21,,"[57.2, 31.0]",3837928,0,,,,2.9394727,,Right Foot,,,,"[45.0, 33.5]",,Ground Pass,,12.453513,,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,2,Paris Saint-Germain,131,['bf058e8a-4602-4761-96a9-33fec82521f5'],13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.849,Pass,
,,,,,,,,,,,,,,,,,,,1.898776,,,,,,,,,,,,,,,3839390f-f752-4bd7-8e4c-6a3d5af77ec2,24,,"[46.7, 31.8]",3837928,0,,,,-1.1529571,,Right Foot,,,,"[57.4, 7.7]",,Ground Pass,,26.368542,,,,,El Chadaille Bitshiabu,132019.0,,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['891eae0d-95f9-4de2-bb44-af99e9dd07b3'],17,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.499,Pass,
,,,,,,,,,,,,,,,,,,,1.059667,,,,,,,,,,,,,,,5b2c5591-517f-43af-8baf-097f4dbca01b,28,,"[65.1, 6.2]",3837928,0,,,,-0.12676753,,Right Foot,,,,"[75.3, 4.9]",,Ground Pass,,10.28251,,,,,Nuno Mendes,41092.0,,,,,,,1,From Kick Off,El Chadaille Bitshiabu,132019.0,Left Center Back,2,Paris Saint-Germain,131,"['029992c0-16d0-4b03-a64c-e21d81c50442', '24f7af83-d9e0-4554-8204-98e153388c5b']",21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.069,Pass,True
,,,,,,,,,,,,,,,,,,,0.777804,,,,,,,,,,,,,,,bca78fc8-2610-4a03-b81f-8312318c581f,31,,"[71.3, 4.4]",3837928,0,,,,2.776979,,Left Foot,,,,"[58.2, 9.4]",,Ground Pass,,14.021769,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Wing Back,2,Paris Saint-Germain,131,"['57cfe11d-320c-4b78-a565-a3e5831016ae', '6bddbe05-34ab-40d4-a9d1-ce55ab2624d7']",22,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.129,Pass,True
,,,,,,,,,,,,,,,,,,,1.467931,,,,,,,,,,,,,,,82d56ad4-88ea-48a3-9f89-316c68860867,34,,"[57.2, 20.9]",3837928,0,,,,2.339247,,Right Foot,,,,"[45.6, 32.9]",,Ground Pass,,16.690117,,,,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Kick Off,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,2,Paris Saint-Germain,131,['12cbe6ea-1863-4718-8ca6-9455197b5834'],26,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.482,Pass,
