50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5f20f3da-d7d3-4fd5-85bd-271457f0b299,1,,,,3837827,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 74588, 'name': 'Christopher Wooh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 11250, 'name': 'Joe Rodon'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 43913, 'name': 'Arthur Theate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 45026, 'name': 'Adrien Truffert'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 28914, 'name': 'Lovro Majer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 44738, 'name': 'Lesley Chimuanya Ugochukwu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 214013, 'name': 'Désiré Doué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 33}, {'player': {'id': 4435, 'name': 'Amine Gouiri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 35705, 'name': 'Arnaud Kalimuendo Muinga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c2d92fde-bd0a-450a-b9da-d6518b749457,2,,,,3837827,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 144059, 'name': 'Warren Zaire Emery'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 50429, 'name': 'Hugo Ekitike'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 44}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,63947044-0241-46ee-8793-cc964d27aec3,3,,,,3837827,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['c94e5a00-f07f-4e39-9b45-ce45939eabc0'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,c94e5a00-f07f-4e39-9b45-ce45939eabc0,4,,,,3837827,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['63947044-0241-46ee-8793-cc964d27aec3'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6d8c7453-6655-4489-8051-084b2daa24eb,2009,,,,3837827,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,76,Paris Saint-Germain,131,['50bfeac8-a5a2-4b19-b265-1457382bdfc4'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,50bfeac8-a5a2-4b19-b265-1457382bdfc4,2010,,,,3837827,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,76,Paris Saint-Germain,131,['6d8c7453-6655-4489-8051-084b2daa24eb'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.238068,,,,,,,,,,c5f7ea96-c74a-46ba-9df1-dfa43136ca87,5,,,"[61.0, 40.1]",3837827,0,,,,2.7392716,,Right Foot,,,,"[46.9, 46.1]",,Ground Pass,,15.323511,,Lovro Majer,28914.0,,,,,,Kick Off,1,From Kick Off,Arnaud Kalimuendo Muinga,35705.0,Center Forward,2,Rennes,134,['9df3d03b-a4c5-4057-9027-edd1d5820b3f'],0,,,,,,,,,,,,,,,,Rennes,134,00:00:00.701,Pass,
,,,,,,,,,,,,,,,,2.759571,,,,,,,,,,0dde678f-4176-46f3-b8e2-014864a12529,8,,,"[48.5, 44.2]",3837827,0,,,,-0.3667757,,Left Foot,,,,"[99.0, 24.8]",,High Pass,,54.098152,Incomplete,Amine Gouiri,4435.0,,,,,,,1,From Kick Off,Lovro Majer,28914.0,Right Defensive Midfield,2,Rennes,134,"['104d6bc5-fb3c-4bd3-9028-865da0e28689', 'd6f149e5-1555-4956-9708-bce644cc20fe']",3,,,,,,,,,,,,,,,,Rennes,134,00:00:03.772,Pass,
,,,,,,,,,,,,,,,,1.521187,,,,,,,,,,104d6bc5-fb3c-4bd3-9028-865da0e28689,10,,,"[21.1, 55.3]",3837827,0,,,,-2.3600855,,Head,,,,"[8.2, 42.5]",,Low Pass,,18.172781,,Gianluigi Donnarumma,7036.0,,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Right Center Back,3,Paris Saint-Germain,131,"['0dde678f-4176-46f3-b8e2-014864a12529', '6185be4d-e0ff-4dd6-90fc-c5c27b75009b']",6,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.532,Pass,
,,,,,,,,,,,,,,,,1.459238,,,,,,,,,,92c061d0-5a85-4f58-9980-62f10d8e8d36,12,,,"[15.3, 40.7]",3837827,0,True,,,-1.4743226,,Right Foot,,,,"[17.4, 19.0]",,Ground Pass,,21.801376,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Gianluigi Donnarumma,7036.0,Goalkeeper,3,Paris Saint-Germain,131,['8cef3b65-1c5e-4fbb-80be-fcfcbcb7b421'],24,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:24.621,Pass,
,,,,,,,,,,,,,,,,0.981978,,,,,,,,,,08bea7ca-5b35-412f-bd2a-227cc06e0f5a,14,,,"[17.9, 18.7]",3837827,0,,,,-0.2118873,,Right Foot,,,,"[35.1, 15.0]",,Ground Pass,,17.593464,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['a6d9bdf2-6230-430c-a2a9-85d4eb61be98'],26,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.831,Pass,
,,,,,,,,,,,,,,,,1.308532,,,,,,,,,,c83577a4-91b6-4031-8872-89b173d01cdb,17,,,"[34.7, 19.0]",3837827,0,,,,2.1356013,,Right Foot,,,,"[28.3, 29.1]",,Ground Pass,,11.957006,,Marcos Aoás Corrêa,4372.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,3,Paris Saint-Germain,131,['ab3124cc-4d5c-4b79-bd22-e5aefad45bb6'],29,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.383,Pass,
,,,,,,,,,,,,,,,,1.801238,,,,,,,,,,0eb300d1-cdde-491b-962a-0cda5b3da7f9,19,,,"[28.3, 29.0]",3837827,0,,,,-2.06196,,Right Foot,,,,"[21.4, 16.1]",,Ground Pass,,14.629422,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,3,Paris Saint-Germain,131,['aa30f77c-9bf7-4f1c-8e12-a20a57923244'],30,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.691,Pass,
,,,,,,,,,,,,,,,,1.518151,,,,,,,,,,c40f9b6e-c771-4a8b-ad0f-f28345e0e587,22,,,"[22.0, 23.2]",3837827,0,,,,1.608162,,Right Foot,,,,"[20.8, 55.3]",,Low Pass,,32.12242,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['5fdcf108-67d3-4787-b285-d61c50c3f3b0'],35,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.462,Pass,
,,,,,,,,,,,,,,,,1.288344,,,,,,,,,,81000655-0ac0-4806-aa5c-6d233ba3f2d7,25,,,"[21.4, 56.0]",3837827,0,,,,0.28016764,,Right Foot,,,,"[42.6, 62.1]",,Ground Pass,,22.060144,,Warren Zaire Emery,144059.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Right Center Back,3,Paris Saint-Germain,131,['0341b986-8dd3-4fc5-b79b-d78a357c8006'],38,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:38.078,Pass,
,,,,,,,,,,,,,,,,1.076358,,,,,,,,,,27907f5a-757d-4745-9e9d-8a997d6a0d9a,30,,,"[35.9, 58.9]",3837827,0,,,,-0.7476802,,Right Foot,,,,"[41.4, 53.8]",,Ground Pass,,7.5006666,,Marcos Aoás Corrêa,4372.0,,,,,,,1,Regular Play,Warren Zaire Emery,144059.0,Right Defensive Midfield,3,Paris Saint-Germain,131,"['8bcc88fd-2906-4e66-a47f-88d4612e2f3e', '9a513f61-93a7-43a3-a730-dd07857041de']",41,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.503,Pass,True
,,,,,,,,,,,,,,,,1.776137,,,,,,,,,,5f20f81e-c018-4a04-aa44-e81ae7dae3aa,34,,,"[41.4, 51.7]",3837827,0,,,,-1.9524004,,Left Foot,,,,"[28.8, 20.3]",,Ground Pass,,33.83371,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,3,Paris Saint-Germain,131,['5ff194b8-9028-4d7b-8279-950475986c9d'],43,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:43.909,Pass,
,,,,,,,,,,,,,,,,1.056172,,,,,,,,,,2a33ab1b-8c18-470b-9df8-f56d0523b770,37,,,"[34.3, 17.6]",3837827,0,,,,-0.80838263,,Left Foot,,,,"[42.8, 8.7]",,Ground Pass,,12.306909,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['542940f2-1e46-453c-868d-86272e0a5977'],46,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.769,Pass,
,,,,,,,,,,,,,,,,1.165821,,,,,,,,,,7961079b-9ed8-4531-a68c-077411663ee6,40,,,"[42.0, 10.3]",3837827,0,,,,1.440393,,Right Foot,,,,"[42.8, 16.4]",,Ground Pass,,6.1522355,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['fcd42f22-5f39-4159-ac89-00d782f4007e'],49,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.540,Pass,
,,,,,,,,,,,,,,,,0.984508,,,,,,,,,,0066897a-39ca-4bb6-94f1-ca2a525260b6,43,,,"[43.8, 16.3]",3837827,0,,,,1.8850282,,Right Foot,,,,"[41.2, 24.3]",,Ground Pass,,8.411897,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,3,Paris Saint-Germain,131,['88dae80e-967b-4a60-8f2d-f82fafb584eb'],52,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.907,Pass,
,,,,,,,,,,,,,,,,1.056708,,,,,,,,,,e79f78f6-680c-4712-8a28-cd86025167de,46,,,"[41.7, 29.5]",3837827,0,,,,0.26195496,,Right Foot,,,,"[55.5, 33.2]",,Ground Pass,,14.287407,,Warren Zaire Emery,144059.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['36f5da30-8e7c-4833-889d-63382be7dc55'],54,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.652,Pass,
,,,,,,,,,,,,,,,,1.896869,,,,,,,,,,fe645c7b-6ea8-4a60-b82b-9c1927cf3971,48,,,"[53.9, 34.0]",3837827,0,,,,2.561387,,Right Foot,,,,"[42.0, 41.8]",,Ground Pass,,14.228493,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Warren Zaire Emery,144059.0,Right Defensive Midfield,3,Paris Saint-Germain,131,['7c3b4ad7-7158-48e5-aea6-0f0e3af00187'],55,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:55.709,Pass,
,,,,,,,,,,,,,,,,1.071468,,,,,,,,,,243eb176-cdbf-4d31-a14b-75d5a31e9e83,51,,,"[43.0, 44.7]",3837827,0,,,,-1.1239538,,Right Foot,,,,"[47.6, 35.1]",,Ground Pass,,10.645186,,Warren Zaire Emery,144059.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['4b03e648-0686-4fab-94f2-d9d1f5cc1f08'],59,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.028,Pass,
,,,,,,,,,,,,,,,,0.855147,,,,,,,,,,6f30b415-a136-4507-a64e-fce06cc546c7,53,,,"[46.8, 35.1]",3837827,1,,,,2.1209621,,Left Foot,,,,"[42.2, 42.6]",,Ground Pass,,8.798295,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Warren Zaire Emery,144059.0,Right Defensive Midfield,3,Paris Saint-Germain,131,['95c69dcb-17a8-4cc5-a9c4-2dcc9eff564b'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:00.100,Pass,
,,,,,,,,,,,,,,,,2.172188,,,,,,,,,,335428eb-086c-4130-a5e8-22fe722a852c,56,,,"[42.4, 41.1]",3837827,1,,,,-1.582736,,Right Foot,,,,"[42.0, 7.6]",,High Pass,,33.502388,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['050878f9-5471-4ec6-a1ad-bdded8112444'],1,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:01.554,Pass,
,,,,,,,,,,,,,,,,0.922551,,,,,,,,,,dbb11a09-8365-4c74-b597-654966d12c89,59,,,"[47.8, 7.9]",3837827,1,,,,0.035279475,,Right Foot,,,,"[56.3, 8.2]",,Ground Pass,,8.505293,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['700b7766-fb91-4e76-85b3-4ac706cc794b'],5,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.242,Pass,
,,,,,,,,,,,,,,,,1.278542,,,,,,,,,,9fe7758e-6826-4142-9e45-10e0f14245ec,61,,,"[55.7, 8.4]",3837827,1,,,,2.6901395,,Right Foot,,,,"[49.1, 11.6]",,Ground Pass,,7.3348484,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,3,Paris Saint-Germain,131,['758488d8-505a-4246-aea2-5918c573e1d0'],6,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:06.165,Pass,
,,,,,,,,,,,,,,,,1.520987,,,,,,,,,,65e07a20-b044-4cb4-b2b9-656414fcfa61,64,,,"[48.8, 16.3]",3837827,1,,,,1.4506235,,Right Foot,,,,"[52.0, 42.8]",,Ground Pass,,26.692509,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['2f542958-b5f4-4cdb-af7e-342e1913f761'],9,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:09.910,Pass,
,,,,,,,,,,,,,,,,0.800129,,,,,,,,,,10e3f5c1-a4b1-434a-ad8c-a9004911c760,67,,,"[54.7, 43.2]",3837827,1,,,,-0.05639176,,Right Foot,,,,"[67.1, 42.5]",,Ground Pass,,12.419743,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['52aab8f0-0e04-445a-a2d2-8658ef371ec7'],12,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.277,Pass,
,,,,,,,,,,,,,,,,1.505488,,,,,,,,,,cb9f092b-734c-481e-a2dc-b7a642a1c7b0,70,,,"[64.9, 25.3]",3837827,1,,,,-0.9972855,,Left Foot,,,,"[78.4, 4.4]",,Ground Pass,,24.880917,,Juan Bernat Velasco,15651.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,3,Paris Saint-Germain,131,['7209c113-7704-48ea-80c4-e05940376c29'],16,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:16.831,Pass,
,,,,,,,,,,,,,,,,1.074494,,,,,,,,,,dffdaaca-a73b-4009-a31f-daba1cb701bd,74,,,"[78.7, 5.7]",3837827,1,,,,3.1415927,,Left Foot,,,,"[62.9, 5.7]",,Ground Pass,,15.8,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Left Wing Back,3,Paris Saint-Germain,131,['cdc34ab4-8b6c-4f97-97df-5070b18377ab'],19,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:19.536,Pass,
,,,,,,,,,,,,,,,,0.830692,,,,,,,,,,e367b37f-aea5-443a-bee7-89edb0862955,77,,,"[62.6, 11.6]",3837827,1,,,,1.5419582,,Right Foot,,,,"[62.9, 22.0]",,Ground Pass,,10.404326,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['5b27f034-63f5-4b55-82a7-42fc09d3f70d'],22,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:22.503,Pass,
,,,,,,,,,,,,,,,,1.312099,,,,,,,,,,0a8e1f21-2b90-4783-ad9e-4de1ddbf04e4,80,,,"[62.8, 25.5]",3837827,1,,,,1.8925469,,Right Foot,,,,"[57.3, 42.0]",,Ground Pass,,17.392527,,Marcos Aoás Corrêa,4372.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['a900c3fa-63cf-44e9-b920-bb3ac42bc1bb'],27,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:27.396,Pass,
,,,,,,,,,,,,,,,,1.449318,,,,,,,,,,9ee123e7-3f33-4b8c-ae9a-5951946aa0cf,83,,,"[58.0, 44.6]",3837827,1,,,,1.4953841,,Right Foot,,,,"[59.7, 67.1]",,Ground Pass,,22.56413,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,3,Paris Saint-Germain,131,['7d6c8a0a-28b2-46ae-b9ee-6d826e1ab47c'],29,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:29.910,Pass,
,,,,,,,,,,,,,,,,1.560211,,,,,,,,,,4dd532ef-d311-4fb0-be44-88d0757aed94,86,,,"[61.8, 64.4]",3837827,1,,,,-1.968935,,Right Foot,,,,"[52.0, 41.1]",,Ground Pass,,25.277065,,Marcos Aoás Corrêa,4372.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Right Center Back,3,Paris Saint-Germain,131,['51e4dcae-3e00-4e73-af78-6777ccec2e5e'],33,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:33.241,Pass,
,,,,,,,,,,,,,,,,1.785582,,,,,,,,,,1a10ab65-1252-4b6d-a3f5-0f2101b4dee2,89,,,"[56.3, 36.4]",3837827,1,,,,-1.3688875,,Right Foot,,,,"[62.4, 6.6]",,Ground Pass,,30.417923,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,3,Paris Saint-Germain,131,['d7f9e457-4d18-4d73-968a-de02e924a35b'],36,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:36.549,Pass,
,,,,,,,,,,,,,,,,0.669709,,,,,,,,,,59b91cfe-61bc-42af-96da-e60df83f008c,92,,,"[62.9, 6.6]",3837827,1,,,,0.3287927,,Right Foot,,,,"[71.4, 9.5]",,Ground Pass,,8.9810915,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['8694ae7c-af4f-4e01-8ea4-9e114ff469fa'],39,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:39.198,Pass,
,,,,,,,,,,,,,,,,1.040594,,,,,,,,,,7fd9b91f-082e-471c-90d4-fe73bf4c1ffa,94,,,"[70.7, 9.2]",3837827,1,,,,-2.6825533,,Right Foot,,,,"[62.0, 4.9]",,Ground Pass,,9.7046385,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,3,Paris Saint-Germain,131,['4f850701-48a9-409c-9847-5fff0bb2bb8f'],39,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:39.868,Pass,
,,,,,,,,,,,,,,,,1.433305,,,,,,,,,,9424ac68-94de-45b3-90ea-071fc87df330,97,,,"[62.8, 10.5]",3837827,1,,,,1.5329992,,Right Foot,,,,"[63.7, 34.3]",,Ground Pass,,23.81701,,Warren Zaire Emery,144059.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['25a269bb-6cf1-45e1-8025-d3a9c8713fbe'],42,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:42.306,Pass,
,,,,,,,,,,,,,,,,0.834744,,,,,,,,,,31fe9e23-b15f-45d0-924a-7f2b8b1854c5,100,,,"[65.3, 34.9]",3837827,1,,,,-1.1989403,,Right Foot,,,,"[69.2, 24.9]",,Ground Pass,,10.733592,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Warren Zaire Emery,144059.0,Right Defensive Midfield,3,Paris Saint-Germain,131,['d24f2076-2534-4c6c-b3eb-47f1faed8b92'],44,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:44.411,Pass,
,,,,,,,,,,,,,,,,1.38277,,,,,,,,,,da99eda3-6c23-4105-8b57-f468bf6ad867,103,,,"[69.9, 24.5]",3837827,1,,,,-1.238027,,Right Foot,,,,"[77.4, 2.8]",,Ground Pass,,22.95953,,Juan Bernat Velasco,15651.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['f69b0977-08ee-4357-91a6-7a4f3ec385b6'],46,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:46.570,Pass,
,,,,,,,,,,,,,,,,1.136405,,,,,,,,,,1b09ee44-f686-42a0-a50f-3215fa7cb4ed,106,,,"[80.6, 3.6]",3837827,1,,,,2.0253117,,Left Foot,,,,"[76.3, 12.4]",,Ground Pass,,9.794386,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Left Wing Back,3,Paris Saint-Germain,131,['25329ae1-2057-48a7-94f8-13f0fc0519b4'],49,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:49.410,Pass,
,,,,,,,,,,,,,,,,1.136426,,,,,,,,,,65184465-97b7-4318-bb82-6bea7460b152,109,,,"[76.3, 12.4]",3837827,1,,,,-2.8914683,,Right Foot,,,,"[62.6, 8.9]",,Ground Pass,,14.140014,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['3225e813-87a8-4f6d-b945-25d9274352b9'],50,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:50.569,Pass,
,,,,,,,,,,,,,,,,1.13179,,,,,,,,,,9db2f808-dd66-4080-b021-404879840b06,114,,,"[51.5, 7.8]",3837827,1,,,,0.3326197,,Right Foot,,,,"[57.0, 9.7]",,Ground Pass,,5.8189344,,Vitor Machado Ferreira,34639.0,,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,"['04b3f449-92a2-4834-b2be-f0d047627d0b', '6f4ab911-dcb4-4800-9e2f-bbc4af2535bf']",55,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:55.112,Pass,True
,,,,,,,,,,,,,,,,1.69918,,,,,,,,,,bfddd418-151f-4322-8f99-0d15543379ff,117,,,"[56.0, 11.3]",3837827,1,,,,2.4208524,,Right Foot,,,,"[41.2, 24.3]",,Ground Pass,,19.69873,,Marcos Aoás Corrêa,4372.0,,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['368849e3-e703-417d-933f-61d991376824'],56,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:56.400,Pass,
