bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.429496,,,,,,,,,,,,ec2e5828-01be-43c7-8987-533ecdc4f7c2,2907,,,"[8.9, 49.6]",3837987,64,,,,-1.1610869,,Right Foot,,,,"[16.5, 32.1]",,Ground Pass,,19.079046,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Sergio Ramos García,5201.0,Center Back,115,Paris Saint-Germain,131,['58590aed-1784-44d2-8183-8ecb751034a8'],38,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:38.409,Pass,
,,,,,,,,,,,,,,,,1.408966,,,,,,,,,,,,26cef6f1-aabd-4fbf-8773-b6ce434dfb79,2910,,,"[42.7, 24.7]",3837987,64,,,,-1.0649472,,Right Foot,,,,"[54.0, 4.3]",,Ground Pass,,23.320591,,,,Juan Bernat Velasco,15651.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,115,Paris Saint-Germain,131,['ae4f2782-2544-4092-83f5-783ce653a8c5'],46,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:46.535,Pass,
,,,,,,,,,,,,,,,,1.136442,,,,,,,,,,,,13aece28-172a-41d0-9b89-c7ea19b890c3,2913,,,"[54.0, 4.3]",3837987,64,,,,2.6068485,,Left Foot,,,,"[41.0, 12.0]",,Ground Pass,,15.109269,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Juan Bernat Velasco,15651.0,Left Wing Back,115,Paris Saint-Germain,131,['904e9c1c-e5c8-4e83-8df4-7ec93107ff2e'],49,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:49.758,Pass,
,,,,,,,,,,,,,,,,2.325339,,,,,,,,,,,,14ed1df1-9633-4cfb-abae-cdb8f9c300fe,2916,,,"[40.6, 12.3]",3837987,64,,,,1.4067361,,Right Foot,,,,"[48.0, 57.0]",,High Pass,,45.308388,,,,Marcos Aoás Corrêa,4372.0,,True,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,115,Paris Saint-Germain,131,['dc67e114-3eba-40ff-b4ef-6c4e14f557c3'],52,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:52.428,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,ac9422c9-23d4-4f98-91bd-61ea3b3fa261,2919,,,"[50.5, 62.6]",3837987,64,,,,0.6161469,,Right Foot,,,,"[69.0, 75.7]",,Ground Pass,,22.66848,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,115,Paris Saint-Germain,131,['89c17ae7-00eb-4ff0-9d54-d61116a9e522'],56,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:56.580,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,5ac43808-7e4e-4c1d-815a-2cb0ef04c919,2923,,,"[68.8, 76.3]",3837987,64,,,,-2.884269,,Right Foot,,,,"[51.7, 71.8]",,Ground Pass,,17.682194,,,,Marcos Aoás Corrêa,4372.0,,,,,,2,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Wing Back,115,Paris Saint-Germain,131,"['6811ec88-5215-4a85-ab57-26ab974ada34', 'cbc79657-2173-4806-b2fc-48bd3c6dc7e3']",59,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:19:59.249,Pass,True
,,,,,,,,,,,,,,,,1.811004,,,,,,,,,,,,426ef1e2-d49f-4de0-a4c8-6455791ff077,2926,,,"[50.9, 68.5]",3837987,65,,,,-1.888928,,Left Foot,,,,"[42.7, 43.6]",,Ground Pass,,26.215454,,,,Sergio Ramos García,5201.0,,,,,,2,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,115,Paris Saint-Germain,131,['ca5186ec-a6a8-4e01-b9ab-53b3aed94012'],2,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:02.049,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,58145743-ff99-4518-b709-0bdd9220d89c,2929,,,"[48.8, 32.3]",3837987,65,,,,-1.4012082,,Right Foot,,,,"[51.3, 17.7]",,Ground Pass,,14.812494,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Sergio Ramos García,5201.0,Center Back,115,Paris Saint-Germain,131,['8e38fcab-1684-46a4-b5cc-30190bb75185'],5,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:05.860,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,709e31e1-af30-4b0b-aabb-969371fbbaac,2932,,,"[50.9, 17.1]",3837987,65,,,,-0.67170376,,Right Foot,,,,"[67.0, 4.3]",,Ground Pass,,20.56818,,,,Juan Bernat Velasco,15651.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,115,Paris Saint-Germain,131,['ec6d42fa-7d44-4964-8f2e-bca868d54e87'],7,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:07.443,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,3029acf5-6f72-4ef7-b689-41f48778caa0,2936,,,"[78.3, 6.2]",3837987,65,,,,3.096679,,Left Foot,,,,"[60.5, 7.0]",,Ground Pass,,17.817968,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Juan Bernat Velasco,15651.0,Left Wing Back,115,Paris Saint-Germain,131,"['85007236-6f6b-4955-adec-6ff6bd17b3bf', '8d861ff4-fbd7-4b0a-9511-2097c1233faf']",12,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:12.563,Pass,True
,,,,,,,,,,,,,,,,0.771509,,,,,,,,,,,,d1c427ee-d4eb-4618-851c-fb419cafb0f3,2939,,,"[60.5, 7.4]",3837987,65,,,,0.4386528,,Right Foot,,,,"[68.6, 11.2]",,Ground Pass,,8.947066,,,,Vitor Machado Ferreira,34639.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,115,Paris Saint-Germain,131,['51ab927b-5cea-4408-8e80-ce86addc8ab0'],16,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:16.580,Pass,
,,,,,,,,,,,,,,,,0.996385,,,,,,,,,,,,d2deafe7-344c-454b-8912-8bb471c2da5f,2943,,,"[68.0, 12.0]",3837987,65,,,,3.1071236,,Right Foot,,,,"[59.3, 12.3]",,Ground Pass,,8.705171,,,,Renato Júnior Luz Sanches,3593.0,,,,,,2,From Goal Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,115,Paris Saint-Germain,131,"['138a5ef3-4393-463e-ab07-6d9990976f2f', 'b792e852-1f63-40b3-a716-ace587d44e1f']",17,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:17.893,Pass,True
,,,,,,,,,,,,,,,,1.747444,,,,,,,,,,,,f60d9b73-64ca-4e04-a29f-be527071beed,2946,,,"[59.1, 11.0]",3837987,65,,,,-2.9073374,,Right Foot,,,,"[50.3, 8.9]",,Ground Pass,,9.047099,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Renato Júnior Luz Sanches,3593.0,Right Defensive Midfield,115,Paris Saint-Germain,131,"['134c6588-89ad-4e69-b238-ae0cc54650a7', '5b67d5ca-89da-447f-a8ce-c76a933f43b3']",18,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:18.890,Pass,True
,,,,,,,,,,,,,,,,1.379758,,,,,,,,,,,,13b6663b-532f-44c3-a39a-f93ad4b39c32,2948,,,"[48.4, 8.5]",3837987,65,,,,1.7143115,,Right Foot,,,,"[45.9, 25.8]",,Ground Pass,,17.479702,,,,Sergio Ramos García,5201.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,115,Paris Saint-Germain,131,['73c7d89c-6869-4d68-80af-483704712e62'],20,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:20.637,Pass,
,,,,,,,,,,,,,,,,3.209383,,,,,,,,,,,,db590707-7b71-4494-aa7b-fd4349eec390,2951,,,"[47.8, 38.7]",3837987,65,,,,0.49271858,,Right Foot,,,,"[96.6, 64.9]",,High Pass,,55.388447,,Incomplete,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Goal Kick,Sergio Ramos García,5201.0,Center Back,115,Paris Saint-Germain,131,"['0fcd1ae7-7559-4460-84ba-a411de99649c', 'c0e8d1e1-5688-4c26-83b7-d209e892babb']",23,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:23.675,Pass,
,,,,,,,,,,,,,,,,0.812947,,,,,,,,,,,,4b8d0629-8d25-400f-8461-fd3635ad91e1,2954,,,"[97.4, 80.0]",3837987,65,,,,-2.1314833,,,,,,"[92.0, 71.4]",,Low Pass,,10.154801,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Wing Back,116,Paris Saint-Germain,131,['57f4cf3e-88db-4cad-8f05-92b2301071f0'],35,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:35.406,Pass,
,,,,,,,,,,,,,,,,0.694989,,,,,,,,,,,,cd84d8c2-9583-4e18-8b16-2f4cd9953bfd,2957,,,"[92.0, 70.9]",3837987,65,,,,1.060308,,Left Foot,,,,"[96.2, 78.4]",,Ground Pass,,8.595929,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,116,Paris Saint-Germain,131,"['6f529402-e1ed-47d6-aec1-7c8c9681f72b', 'be607d90-ee87-4e1c-a2d5-bca19f68d758']",36,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:36.219,Pass,True
,,,,,,,,,,,,,,,,1.538925,,,,,,,,,,,,9b7a069f-e118-43ba-b9a9-f1b4303059ca,2959,,,"[96.2, 78.4]",3837987,65,,,,-2.6835947,,Right Foot,,,,"[82.0, 71.4]",,High Pass,,15.831614,,,,Renato Júnior Luz Sanches,3593.0,,,,,,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Wing Back,116,Paris Saint-Germain,131,['fe10e873-facf-49b3-a14b-cb90e147c9a3'],36,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:36.914,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,50a48796-3ac8-4c7b-b11e-ef8463f6553d,2962,,,"[80.7, 71.4]",3837987,65,,,,-2.145101,,Right Foot,,,,"[68.6, 52.7]",,Ground Pass,,22.273302,,,,Sergio Ramos García,5201.0,,,,,,2,From Throw In,Renato Júnior Luz Sanches,3593.0,Right Defensive Midfield,116,Paris Saint-Germain,131,['46fa9b1d-8256-43ae-867f-8b96c4c07d3c'],41,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:41.334,Pass,
,,,,,,,,,,,,,,,,2.195103,,,,,,,,,,,,b725cd62-215d-4381-9cfb-03676b38709f,2965,,,"[71.6, 51.3]",3837987,65,,,,-1.4947712,,Right Foot,,,,"[75.5, 0.1]",,High Pass,,51.34832,,Out,,Juan Bernat Velasco,15651.0,,True,,,,2,From Throw In,Sergio Ramos García,5201.0,Center Back,116,Paris Saint-Germain,131,['847c0ab7-ee3c-4c0a-8d87-0d55e8037ee5'],44,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:20:44.134,Pass,
,,,,,,,,,,,,,,,,0.994057,,,,,,,,,,,,9b908567-2eb5-4060-8541-b31303705d57,2967,,,"[36.2, 80.0]",3837987,65,True,,,-0.64987046,,,,,,"[43.7, 74.3]",,Low Pass,,9.420191,,,,Riad Nouri,18343.0,,,,,Throw-in,2,From Throw In,Mohamed Youssouf,21992.0,Right Back,117,AC Ajaccio,158,['94579a73-96d5-46d2-bdb0-eb23c504de69'],56,,,,,,,,,,,,,,,AC Ajaccio,158,00:20:56.161,Pass,
,,,,,,,,,,,,,,,,0.794444,,,,,,,,,,,,917b877c-dd4f-41d3-bd17-5171d18a84ec,2969,,,"[43.9, 75.4]",3837987,65,,,,2.6524727,,Right Foot,,,,"[37.7, 78.7]",,Low Pass,,7.023532,,,,Mohamed Youssouf,21992.0,,,,,,2,From Throw In,Riad Nouri,18343.0,Right Wing,117,AC Ajaccio,158,['624b9092-5629-45c9-9ff5-5a1ddd0c35ef'],57,,,,,,,,,,,,,,,AC Ajaccio,158,00:20:57.155,Pass,
,,,,,,,,,,,,,,,,1.363492,,,,,,,,,,,,a7bfb8ac-3c04-4977-9ce4-d8d8b896099b,2971,,,"[37.7, 78.7]",3837987,65,,,,-0.153049,,Right Foot,,,,"[56.5, 75.8]",,High Pass,,19.022356,,,,Vincent Marchetti,7440.0,,,,,,2,From Throw In,Mohamed Youssouf,21992.0,Right Back,117,AC Ajaccio,158,['2c534260-25a1-4595-959e-a63cf531d401'],57,,,,,,,,,,,,,,,AC Ajaccio,158,00:20:57.950,Pass,
,,,,,,,,,,,,,,,,0.97946,,,,,,,,,,,,9ed510cf-4096-48de-b6bc-3d9e351d6e12,2973,,,"[56.5, 75.8]",3837987,65,,,,2.5148497,,Other,,,,"[53.6, 77.9]",,Low Pass,,3.5805027,,,,Riad Nouri,18343.0,,,,,,2,From Throw In,Vincent Marchetti,7440.0,Right Center Midfield,117,AC Ajaccio,158,['1f9322da-a5ca-43f7-b880-eab794b34453'],59,,,,,,,,,,,,,,,AC Ajaccio,158,00:20:59.313,Pass,
,,,,,,,,,,,,,,,,1.416668,,,,,,,,,,,,72fd8234-5c6c-4752-af0a-0d6af2398e8b,2976,,,"[53.4, 78.7]",3837987,66,,,,-0.1133334,,Right Foot,,,,"[65.7, 77.3]",,Ground Pass,,12.379418,,,,Vincent Marchetti,7440.0,,,,,,2,From Throw In,Riad Nouri,18343.0,Right Wing,117,AC Ajaccio,158,"['52a2d963-c76b-4aa7-965b-2ee42a463251', '558ab6c1-3700-430c-8e46-9c847bc39be1']",0,,,,,,,,,,,,,,,AC Ajaccio,158,00:21:00.293,Pass,True
,,,,,,,,,,,,,,,,1.487518,,,,,,,,,,,,2a35d0d7-849d-40ba-92d1-2ccb972079fa,2979,,,"[66.3, 77.3]",3837987,66,,,,-0.16514868,,Right Foot,,,,"[85.5, 74.1]",,Ground Pass,,19.46484,,,,Moussa Soumano,350488.0,,,,,,2,From Throw In,Vincent Marchetti,7440.0,Right Center Midfield,117,AC Ajaccio,158,['1a8e2d90-3908-446f-86bf-20f4cf8dceb8'],2,,,,,,,,,,,,,,,AC Ajaccio,158,00:21:02.501,Pass,
,,,,,,,,,,,,,,,,1.540195,,,,,,,,,,,,41c8c664-a1e3-4e67-8d2f-571950a3d782,2985,,,"[108.3, 59.1]",3837987,66,,,,-2.0899425,abba4d08-063f-4971-8cb8-71626f6e487c,Right Foot,True,,,"[99.9, 44.4]",,Ground Pass,,16.93074,,,,Mickaël Barreto,7811.0,True,,,,,2,From Throw In,Moussa Soumano,350488.0,Center Forward,117,AC Ajaccio,158,['e3577a4a-be7d-4e93-a04a-14dd6e8e54e7'],8,,,,,,,,,,,,,,,AC Ajaccio,158,00:21:08.451,Pass,
,,,,,,,,,,,,,,,,1.419231,,,,,,,,,,,,d162a631-aff7-41fc-866e-701da2c89f17,2989,,,"[6.0, 44.0]",3837987,66,True,,,0.42848623,,Right Foot,,,,"[14.1, 47.7]",,Ground Pass,,8.905055,,,,Sergio Ramos García,5201.0,,,,,Goal Kick,2,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,118,Paris Saint-Germain,131,['25897492-0e66-4366-ae70-1e10473bc91f'],24,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:24.370,Pass,
,,,,,,,,,,,,,,,,2.047122,,,,,,,,,,,,f3fada22-22f4-41d3-8175-b2a8cc5c2c2c,2991,,,"[16.0, 48.2]",3837987,66,,,,0.9300126,,Right Foot,,,,"[33.6, 71.8]",,Ground Pass,,29.44011,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Goal Kick,Sergio Ramos García,5201.0,Center Back,118,Paris Saint-Germain,131,['6524433a-b160-4898-994f-44822fb168ef'],26,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:26.400,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,ad2c7158-9484-4f29-9c5b-95e400f66f38,2994,,,"[34.6, 72.8]",3837987,66,,,,-1.5328399,,Right Foot,,,,"[35.2, 57.0]",,Ground Pass,,15.811388,,,,Renato Júnior Luz Sanches,3593.0,,,,,,2,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Wing Back,118,Paris Saint-Germain,131,['54d13b51-5b25-478c-a2dd-3404e3193ef7'],29,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:29.270,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,9d91340e-5e9e-4f72-9d5b-53f399972190,2997,,,"[39.2, 55.3]",3837987,66,,,,-1.6585982,,Right Foot,,,,"[36.7, 26.9]",,Ground Pass,,28.509823,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,2,From Goal Kick,Renato Júnior Luz Sanches,3593.0,Right Defensive Midfield,118,Paris Saint-Germain,131,['82f1c23d-ac7d-428f-9bf8-b7ba0416aaed'],32,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:32.070,Pass,
,,,,,,,,,,,,,,,,1.828722,,,,,,,,,,,,e5e531a0-fb63-4989-a3a0-6834459cc08f,3000,,,"[40.0, 25.2]",3837987,66,,,,-0.7622444,,Right Foot,,,,"[64.3, 2.0]",,Ground Pass,,33.596577,,,,Kylian Mbappé Lottin,3009.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,118,Paris Saint-Germain,131,['fe88b236-eef0-4be9-bf54-97f13d9ad3de'],34,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:34.932,Pass,
,,,,,,,,,,,,,,,,0.650949,,,,,,,,,,,,c5d55c78-d6cc-4a15-8f09-74ac64cf8991,3003,,,"[83.4, 3.9]",3837987,66,,,,1.61159,,Right Foot,,,,"[83.0, 13.7]",,Ground Pass,,9.80816,,,,Vitor Machado Ferreira,34639.0,,,,,,2,From Goal Kick,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,118,Paris Saint-Germain,131,['08acea2c-7784-4e2f-9569-483a467c4652'],40,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:40.087,Pass,
,,,,,,,,,,,,,,,,0.901057,,,,,,,,,,,,3b8e2f49-6f8f-4fc4-b2eb-fa6a1758a521,3007,,,"[83.2, 12.5]",3837987,66,,,,-0.61864436,,Right Foot,,,,"[95.0, 4.1]",,Ground Pass,,14.484474,,,,Kylian Mbappé Lottin,3009.0,,,,,,2,From Goal Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,118,Paris Saint-Germain,131,"['0a029bea-e248-4cc7-915b-e86ac49b43bd', '602cedf8-da46-4660-bdc5-451f0d555709']",41,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:41.302,Pass,True
,,,,,,,,,,,,,,,,0.968052,,,,,,,,,,,,b9f5c17e-097a-465a-91cd-2bf64fe7a8a6,3010,,,"[101.3, 11.8]",3837987,66,,,,3.039013,,Right Foot,,,,"[94.5, 12.5]",,Ground Pass,,6.8359346,,,,Vitor Machado Ferreira,34639.0,,,,,,2,From Goal Kick,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,118,Paris Saint-Germain,131,['01856e74-a951-42fc-9647-964f6a137050'],45,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:45.059,Pass,
,,,,,,,,,,,,,,,,1.047081,,,,,,,,,,,,323ee0fa-9183-40db-8df5-983170eb9add,3013,,,"[92.9, 20.0]",3837987,66,,,,1.5924648,,Right Foot,,,,"[92.2, 52.3]",,Ground Pass,,32.307583,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,118,Paris Saint-Germain,131,['ca627dcb-a949-4daa-98c9-47535b74ee31'],48,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:48.527,Pass,
,,,,,,,,,,,,,,,,2.200767,,,,,,,,,,,,a5119d22-6ece-4772-b357-235093982f5b,3017,,,"[92.7, 51.9]",3837987,66,,,,0.6170715,,Left Foot,,,,"[110.6, 64.6]",,Ground Pass,,21.947664,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,118,Paris Saint-Germain,131,"['629e66c2-dc58-42ef-b115-348f71a6b4d8', '9f203a55-fee9-42a4-b1f9-825397166ce0']",50,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:50.611,Pass,True
,,,,,,,,,,,,,,,,0.570858,,,,,,,,,,,,278ae5ae-05c3-495b-b40f-937643371edd,3024,,,"[95.8, 62.8]",3837987,66,,,,1.825421,,Right Foot,,,,"[93.9, 70.1]",,Ground Pass,,7.543209,,,,Marcos Aoás Corrêa,4372.0,,,,,Recovery,2,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Wing Back,118,Paris Saint-Germain,131,"['39833748-1a4b-4a81-9a6e-fe1bdbec1fba', '4891c958-3a1f-457e-8cba-c24beee8a923']",57,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:57.634,Pass,True
,,,,,,,,,,,,,,,,1.290016,,,,,,,,,,,,4fed3824-5591-4e1c-a926-cc50b668ce20,3026,,,"[94.1, 70.3]",3837987,66,,,,-2.3561945,,Right Foot,,,,"[86.6, 62.8]",,Ground Pass,,10.606602,,,,Renato Júnior Luz Sanches,3593.0,,,,,,2,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,118,Paris Saint-Germain,131,['c39c9f4c-f1e8-4084-b849-a094e944fae6'],58,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:58.205,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,afc7b797-b1c7-4524-a51a-cb52daf1d541,3029,,,"[87.5, 61.3]",3837987,66,,,,-1.6614562,,Right Foot,,,,"[86.8, 53.6]",,Ground Pass,,7.731753,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Renato Júnior Luz Sanches,3593.0,Right Defensive Midfield,118,Paris Saint-Germain,131,['c9a693fa-6af9-4652-8364-af921495d063'],59,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:21:59.855,Pass,
,,,,,,,,,,,,,,,,2.611353,,,,,,,,,,,,32ff13e8-7883-402c-96d1-2270f7a7e5da,3033,,,"[86.8, 53.8]",3837987,67,,,,-1.1082824,,Left Foot,,,,"[104.4, 18.5]",,Ground Pass,,39.444263,,,,Juan Bernat Velasco,15651.0,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,118,Paris Saint-Germain,131,"['c30f5ab5-1815-49bf-b51f-903fbe94bf5c', 'f0aa52b8-ebe3-4ae9-9258-5b2c59f58127']",1,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:01.584,Pass,True
,,,,,,,,,,,,,,,,0.163064,,,,,,,,,,,,09b55b60-6552-4e56-876d-e6c0b5cf4e3d,3036,,,"[108.3, 22.5]",3837987,67,,,,1.6396528,,Left Foot,,,,"[108.1, 25.4]",,Ground Pass,,2.9068885,,Incomplete,,Hugo Ekitike,50429.0,,,,,,2,From Goal Kick,Juan Bernat Velasco,15651.0,Left Wing Back,118,Paris Saint-Germain,131,"['14f5bc96-ca3b-4e95-be4d-b670fa4871a6', 'add70df8-0bf0-4ada-bf04-4e1954eb36c5']",5,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:05.638,Pass,
,,,,,,,,,,,,,,,,1.932112,,,,,,,,,,,,75a7439c-51ae-4609-be26-fe3c4a9e0278,3042,,,"[9.9, 55.0]",3837987,67,,,,-0.014633101,,Left Foot,,,,"[30.4, 54.7]",,Low Pass,,20.502195,,Incomplete,,Riad Nouri,18343.0,,,,,,2,From Goal Kick,Mohamed Youssouf,21992.0,Right Back,118,Paris Saint-Germain,131,"['e0be12cd-9202-411e-9420-cb428a269289', 'f8709675-5a66-48e0-8c48-3ff937a3a3ce']",7,,,,,,,,,,,,,,,AC Ajaccio,158,00:22:07.453,Pass,
,,,,,,,,,,,,,,,,1.020972,,,,,,,,,,,,cd2ef51a-4684-41fa-8653-b965a2156084,3047,,,"[87.1, 25.4]",3837987,67,,,,1.5571917,,Right Foot,,,,"[87.3, 40.1]",,Ground Pass,,14.701361,,,,Renato Júnior Luz Sanches,3593.0,,,,,,2,From Goal Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,118,Paris Saint-Germain,131,"['6e7018d6-3c8b-4332-ac3a-b16ae134fd34', '8af1a106-6331-4764-9567-60cbec1129a7']",11,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:11.039,Pass,True
,,,,,,,,,,,,,,,,0.880807,,,,,,,,,,,,ed5e4612-aeda-4274-91b7-e83564cded57,3051,,,"[84.1, 40.0]",3837987,67,,,,-3.1238954,,Right Foot,,,,"[72.8, 39.8]",,Ground Pass,,11.30177,,,,Sergio Ramos García,5201.0,,,,,,2,From Goal Kick,Renato Júnior Luz Sanches,3593.0,Right Defensive Midfield,118,Paris Saint-Germain,131,"['26cb91d3-11a2-499d-a57f-4c546437b0c1', '3730e63c-979b-4319-ac93-e8ea65783da2']",12,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:12.941,Pass,True
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,19d02e29-f057-4bbe-a055-1e70d4da390d,3054,,,"[69.7, 43.4]",3837987,67,,,,0.9524188,,Right Foot,,,,"[87.7, 68.7]",,Ground Pass,,31.049799,,,,Achraf Hakimi Mouh,5245.0,,,,,,2,From Goal Kick,Sergio Ramos García,5201.0,Center Back,118,Paris Saint-Germain,131,['fdbb29da-b894-4a0e-87ce-34bb1b96550d'],15,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:15.171,Pass,
,,,,,,,,,,,,,,,,0.934718,,,,,,,,,,,,21a765f5-674b-452d-b0e9-4b31cec1a74f,3065,,,"[104.2, 61.9]",3837987,67,,,,-2.4775465,,Right Foot,,,,"[95.0, 54.7]",,Ground Pass,,11.682466,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Wing Back,118,Paris Saint-Germain,131,['795a09cc-da32-409b-aa14-e00228ede2d4'],23,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:22:23.842,Pass,
