50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2c9bc332-fa2c-4327-9b07-f56be2f27eab,1,,,3837659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,009fbdc4-a88c-4c35-b9c4-7b3f30f8adbb,2,,,3837659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 29003, 'name': 'Jonas Omlin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 135043, 'name': 'Enzo Gianni Tchato Mbiayi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 12557, 'name': 'Falaye Sacko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 77}, {'player': {'id': 4476, 'name': 'Nicolas Louis Marcel Cozza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 31}, {'player': {'id': 24815, 'name': 'Théo Sainte-Luce'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 29969, 'name': 'Joris Chotard'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 2937, 'name': 'Christ-Emmanuel Faitout Maouassa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7452, 'name': 'Téji Savanier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 61095, 'name': 'Sepe Elye Wahi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,76e2e72f-4c24-4aa1-9265-0372827ce4d1,3,,,3837659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['bab4dd4f-08c1-4c06-98b5-847e56f36cfa'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bab4dd4f-08c1-4c06-98b5-847e56f36cfa,4,,,3837659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['76e2e72f-4c24-4aa1-9265-0372827ce4d1'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a177ee0f-6515-49e3-aa2b-c8576541045a,1901,,,3837659,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Paris Saint-Germain,131,['2bb12519-1a9f-4ddf-844f-034d0e0624cd'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2bb12519-1a9f-4ddf-844f-034d0e0624cd,1902,,,3837659,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Paris Saint-Germain,131,['a177ee0f-6515-49e3-aa2b-c8576541045a'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.859662,,,,,,,,,,,,,,,07d1c6a7-7f99-4d2e-b0e6-827104b5bae0,5,,"[60.0, 40.0]",3837659,0,,,,-2.2967408,,Right Foot,,,,"[52.1, 31.1]",,Ground Pass,,11.90042,,,,Téji Savanier,7452.0,,,,,Kick Off,1,From Kick Off,Wahbi Khazri,3196.0,Center Forward,2,Montpellier,139,['dad0deb0-09c0-4563-982e-dc09fa2858b9'],0,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.989,Pass,
,,,,,,,,,,,,,,,,,,1.376219,,,,,,,,,,,,,,,5c8104f3-7cfe-4876-a8ca-cc97442e1587,8,,"[56.4, 40.3]",3837659,0,,,,1.8049529,,Right Foot,,,,"[53.8, 51.2]",,Ground Pass,,11.205802,,,,Jordan Ferri,3118.0,,,,,,1,From Kick Off,Téji Savanier,7452.0,Left Center Midfield,2,Montpellier,139,['cc584536-7711-4b76-8a88-165fe9089efc'],3,,,,,,,,,,,,,,,,,Montpellier,139,00:00:03.861,Pass,
,,,,,,,,,,,,,,,,,,1.494644,,,,,,,,,,,,,,,a367e84b-f480-43cc-b1fb-cd45493923d6,11,,"[55.6, 53.9]",3837659,0,,,,-3.1029024,,Right Foot,,,,"[40.1, 53.3]",,Ground Pass,,15.511608,,,,Falaye Sacko,12557.0,,,,,,1,From Kick Off,Jordan Ferri,3118.0,Right Center Midfield,2,Montpellier,139,['242312e4-66a5-4ced-8ccb-c01a97bcc58a'],6,,,,,,,,,,,,,,,,,Montpellier,139,00:00:06.507,Pass,
,,,,,,,,,,,,,,,,,,1.395696,,,,,,,,,,,,,,,81e15fbb-9da8-442c-9185-0ac406d334e4,14,,"[34.9, 51.8]",3837659,0,,,,-1.5851494,,Right Foot,,,,"[34.6, 30.9]",,Ground Pass,,20.902153,,,,Nicolas Louis Marcel Cozza,4476.0,,,,,,1,From Kick Off,Falaye Sacko,12557.0,Right Center Back,2,Montpellier,139,['5a61e83a-bc8a-4494-a4c8-d1d9b8ce45d6'],9,,,,,,,,,,,,,,,,,Montpellier,139,00:00:09.203,Pass,
,,,,,,,,,,,,,,,,,,1.640084,,,,,,,,,,,,,,,04b9fb57-9359-4202-933c-a77fdd7decce,17,,"[36.8, 29.7]",3837659,0,,,,1.8116428,,Left Foot,,,,"[32.6, 46.8]",,Ground Pass,,17.608236,,,,Falaye Sacko,12557.0,,,,,,1,From Kick Off,Nicolas Louis Marcel Cozza,4476.0,Left Center Back,2,Montpellier,139,['4dbc165a-b4a6-48e6-b13b-8ea3f2a3e7b4'],13,,,,,,,,,,,,,,,,,Montpellier,139,00:00:13.168,Pass,
,,,,,,,,,,,,,,,,,,1.389678,,,,,,,,,,,,,,,5d463293-2697-4935-9b7b-6e6f374966bf,20,,"[32.6, 46.8]",3837659,0,,,,-1.6766979,,Right Foot,,,,"[29.9, 21.4]",,Ground Pass,,25.5431,,,,Nicolas Louis Marcel Cozza,4476.0,,,,,,1,From Kick Off,Falaye Sacko,12557.0,Right Center Back,2,Montpellier,139,['772cecf3-782b-4a35-9751-3d9044c99ee2'],18,,,,,,,,,,,,,,,,,Montpellier,139,00:00:18.384,Pass,
,,,,,,,,,,,,,,,,,,1.385198,,,,,,,,,,,,,,,b130aab8-6b05-423e-9782-7087580b6023,23,,"[31.0, 21.2]",3837659,0,,,,-1.2618656,,Left Foot,,,,"[37.0, 2.4]",,Ground Pass,,19.734234,,,,Théo Sainte-Luce,24815.0,,,,,,1,From Kick Off,Nicolas Louis Marcel Cozza,4476.0,Left Center Back,2,Montpellier,139,['ea083040-d393-41b2-900f-5332f371bd11'],21,,,,,,,,,,,,,,,,,Montpellier,139,00:00:21.167,Pass,
