50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8ec38e73-0100-4283-b9e8-784dc58bacfc,1,,,,3837998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Auxerre,167,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 18237, 'name': 'Ionuț Andrei Radu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7317, 'name': 'Rayan Ny Aina Arnaldo Raveloson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 97}, {'player': {'id': 23374, 'name': 'Jubal Rocha Mendes Junior'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 45979, 'name': 'Souleymane Isaak Toure'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 95}, {'player': {'id': 30234, 'name': 'Akim Zedadka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 13}, {'player': {'id': 23615, 'name': 'Gideon Mensah'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 21199, 'name': 'Han-Noah Massengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 80}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3105, 'name': 'Gauthier Hein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3216, 'name': 'Nuno Miguel da Costa Jóia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Auxerre,167,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c321123a-308d-4a16-8b99-197dccd5bbcf,2,,,,3837998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Auxerre,167,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 144059, 'name': 'Warren Zaire Emery'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 50429, 'name': 'Hugo Ekitike'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 44}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32d774de-0e41-4b19-bc8d-60b41f502bc9,3,,,,3837998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Auxerre,167,['6fa822aa-fd76-47f7-8c43-086df2303495'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6fa822aa-fd76-47f7-8c43-086df2303495,4,,,,3837998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Auxerre,167,['32d774de-0e41-4b19-bc8d-60b41f502bc9'],0,,,,,,,,,,,,,,,,,Auxerre,167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8ce9d56-e14b-49e0-9fe5-fb8b8e6ca6d1,2112,,,,3837998,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Auxerre,167,['68bef90d-2263-4a9b-b95a-1823399f0d6c'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,68bef90d-2263-4a9b-b95a-1823399f0d6c,2113,,,,3837998,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,79,Auxerre,167,['c8ce9d56-e14b-49e0-9fe5-fb8b8e6ca6d1'],0,,,,,,,,,,,,,,,,,Auxerre,167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.331304,,,,,,,,,,,,,7a08fa6c-d5aa-4d65-8ac2-bc43f8f0e175,5,,,"[61.0, 40.1]",3837998,0,,,,,2.9996955,,Left Foot,,,,"[49.1, 41.8]",,Ground Pass,,12.020815,,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Paris Saint-Germain,131,['e6cb0af0-e0ea-412f-85bd-c1215007d175'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.656,Pass,
,,,,,,,,,,,,,,,,0.993096,,,,,,,,,,,,,1f53eea0-78f0-40ef-a457-201032764fa2,8,,,"[49.5, 40.6]",3837998,0,,,,,-1.3184012,,Right Foot,,,,"[54.4, 21.6]",,Ground Pass,,19.621672,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['0757d0fe-e97f-49a9-b846-231c9429a524'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.788,Pass,
,,,,,,,,,,,,,,,,1.299937,,,,,,,,,,,,,05f1f7f1-14d1-4bfc-bbe9-13f2d978d5ce,11,,,"[55.2, 20.8]",3837998,0,,,,,-1.3541261,,Left Foot,,,,"[58.7, 4.9]",,Ground Pass,,16.280663,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['f7da6640-bf01-46aa-9370-3620394ff378'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.737,Pass,
,,,,,,,,,,,,,,,,1.390769,,,,,,,,,,,,,457a6744-e649-4fc6-9bfd-8156da244033,14,,,"[57.9, 4.9]",3837998,0,,,,,2.8327804,,Left Foot,,,,"[41.6, 10.1]",,Ground Pass,,17.109354,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Wing Back,2,Paris Saint-Germain,131,['896f59a1-4561-4285-b9ad-7ce035293ded'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.763,Pass,
