50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0f194206-3424-491b-92d1-43abfb9cff48,1,,,3837680,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,95b51aad-f29f-4ce2-adff-1b5e658b747d,2,,,3837680,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 20662, 'name': 'Alexander Nübel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7439, 'name': 'Axel Disasi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6855, 'name': 'Guillermo Alfonso Maripán Loaysa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 21368, 'name': 'Benoît Badiashile Mukinayi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3763, 'name': 'Ruben Aguilar'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 25295, 'name': 'Caio Henrique Oliveira Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 11990, 'name': 'Youssouf Fofana'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 24806, 'name': 'Mohamed Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,75f26da9-196e-41f0-b3c5-5d7a4d230b55,3,,,3837680,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['11300106-6518-421f-89c9-f7f244b7a559'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11300106-6518-421f-89c9-f7f244b7a559,4,,,3837680,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['75f26da9-196e-41f0-b3c5-5d7a4d230b55'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bdc7b874-7558-4783-b3cc-19d91baec0ea,1965,,,3837680,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,AS Monaco,129,['b3834341-854b-41db-ad4d-166301825d28'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b3834341-854b-41db-ad4d-166301825d28,1966,,,3837680,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,AS Monaco,129,['bdc7b874-7558-4783-b3cc-19d91baec0ea'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.139803,,,,,,,,,,,,,,0975b040-af28-45dc-a204-c7b7256bfa59,5,,"[61.0, 40.1]",3837680,0,,,,,-2.7915478,,Right Foot,,,"[48.4, 35.5]",,Ground Pass,,13.413426,,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['b377a28a-3231-4336-8af1-fc7d8cec3832'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.397,Pass,
,,,,,,,,,,,,,,,,2.135845,,,,,,,,,,,,,,f2463f1e-fb0c-426f-a325-162f3f735fc2,8,,"[51.0, 35.1]",3837680,0,,,,,-1.6874195,,Right Foot,,,"[48.2, 11.2]",,Ground Pass,,24.063457,,,,,Nuno Mendes,41092.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['f2f53b53-e5eb-4fb9-ae02-fb34e6dd5611'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.196,Pass,
,,,,,,,,,,,,,,,,1.155655,,,,,,,,,,,,,,2eff92ca-c92d-4b80-a565-24499689b4bf,11,,"[48.4, 11.2]",3837680,0,,,,,2.4668517,,Left Foot,,,"[39.9, 18.0]",,Ground Pass,,10.885311,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Nuno Mendes,41092.0,Left Wing Back,2,Paris Saint-Germain,131,['7bc802d1-bcf8-46a2-86ef-adf82c35ecd6'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.853,Pass,
,,,,,,,,,,,,,,,,2.600077,,,,,,,,,,,,,,f0e5cd26-5a86-4017-8a5f-af2e777ef27c,14,,"[39.9, 18.0]",3837680,0,,,,,1.9829943,,Left Foot,,,"[29.1, 42.7]",,Ground Pass,,26.95793,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['55e1ac43-f5c9-4a6e-af0e-5ef1ca12c948'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.769,Pass,
