50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.674558,,,,,,,,,,,,,,4d9814bc-3c2e-4cca-a701-501ae27bd160,17,,,"[49.6, 30.0]",3837683,0,,,,-0.28532943,,Right Foot,,,"[57.1, 27.8]",,Ground Pass,,7.816009,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['60b941f1-9a19-4856-b1ea-6ac13cdfc123'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.375,Pass,
,,,,,,,,,,,,,,,,,1.666521,,,,,,,,,,,,,,a028332a-db03-40c3-97d7-5656d20e8e06,20,,,"[57.1, 27.8]",3837683,0,,,,2.0706038,,Right Foot,,,"[48.8, 43.0]",,Ground Pass,,17.318487,,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['3242b17b-944c-4b95-b0e4-281882586ea3'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.503,Pass,
,,,,,,,,,,,,,,,,,1.399493,,,,,,,,,,,,,,3174fed0-cbc8-4b3d-9e2c-fbe636046755,24,,,"[48.4, 34.2]",3837683,0,,,,-2.1407087,,Right Foot,,,"[39.3, 20.0]",,Ground Pass,,16.865646,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,2,Paris Saint-Germain,131,"['6e2e4802-68e9-4600-b513-76266c5d06de', 'bfb05d5f-e723-43a1-af34-a46c4edc0469']",15,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.879,Pass,True
,,,,,,,,,,,,,,,,,1.057991,,,,,,,,,,,,,,84a28393-8241-40a7-9def-7a1a0c5d561f,27,,,"[39.3, 20.0]",3837683,0,,,,1.1329042,,Right Foot,,,"[47.4, 37.3]",,Ground Pass,,19.102356,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,['aae7c719-6d7d-4ce8-ace9-360aeb684e80'],18,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.269,Pass,
,,,,,,,,,,,,,,,,,0.950142,,,,,,,,,,,,,,8744fa19-efdd-49ab-8ac7-ecd909a4cb56,30,,,"[47.4, 37.3]",3837683,0,,,,0.4636476,,Right Foot,,,"[65.0, 46.1]",,Ground Pass,,19.677399,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['90bf15d7-d740-4dd1-b300-281e1f77f859'],20,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.511,Pass,
,,,,,,,,,,,,,,,,,1.210574,,,,,,,,,,,,,,217fd3a1-861b-4bcf-b5d1-64de64478371,32,,,"[65.0, 46.1]",3837683,0,,,,3.0968463,,Left Foot,,,"[51.6, 46.7]",,Low Pass,,13.413426,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,['07b5c018-8e7e-4efb-a6ae-f6f2e4f27e94'],21,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.461,Pass,
,,,,,,,,,,,,,,,,,1.140041,,,,,,,,,,,,,,5cf0f516-e0e5-4508-b106-d7455270f692,35,,,"[56.6, 55.8]",3837683,0,,,,1.5707964,,Right Foot,,,"[56.6, 74.7]",,Ground Pass,,18.9,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['f74205a4-e4a2-4f57-852f-b4e7bf3ccd54'],25,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.980,Pass,
,,,,,,,,,,,,,,,,,0.740475,,,,,,,,,,,,,,da372a4e-674a-4e83-bb5c-de1fa021d822,38,,,"[56.6, 74.7]",3837683,0,,,,-1.7126933,,Right Foot,,,"[55.3, 65.6]",,Ground Pass,,9.192389,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Paris Saint-Germain,131,['963ecfd2-5831-4409-bab1-649715c1fd2f'],28,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.984,Pass,
,,,,,,,,,,,,,,,,,2.085393,,,,,,,,,,,,,,89b47355-ebff-42ce-af56-e875002d4aab,41,,,"[55.3, 65.6]",3837683,0,,,,-2.285798,,Right Foot,,,"[40.8, 48.9]",,Ground Pass,,22.11651,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['e5923942-dab0-4e17-8f6e-3593dc2895b3'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.471,Pass,
,,,,,,,,,,,,,,,,,1.28446,,,,,,,,,,,,,,118cfde8-6c8f-41bb-b1d4-a0efdae261bc,44,,,"[42.9, 42.0]",3837683,0,,,,0.90569365,,Left Foot,,,"[50.9, 52.2]",,Ground Pass,,12.963024,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['1dd6cf85-fb09-4a9c-bcfe-263d5657762a'],33,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.834,Pass,
,,,,,,,,,,,,,,,,,1.359913,,,,,,,,,,,,,,80088dcf-4b76-4457-b6d9-ee38b4b815f7,47,,,"[62.5, 62.3]",3837683,0,,,,1.1642295,,Right Foot,,,"[68.7, 76.7]",,Ground Pass,,15.67801,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['61a649df-3fda-4446-9069-b31c4f246c8b'],39,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.593,Pass,
,,,,,,,,,,,,,,,,,1.734273,,,,,,,,,,,,,,4851224f-f42d-45ac-ab4e-9a0d63e20dd0,51,,,"[62.5, 75.7]",3837683,0,,,,-2.09833,,Left Foot,,,"[49.1, 52.7]",,Ground Pass,,26.61879,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Paris Saint-Germain,131,['9f54f8b3-327e-4c29-a421-6a0926570e03'],42,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.744,Pass,
,,,,,,,,,,,,,,,,,0.881225,,,,,,,,,,,,,,8eb0abce-08a7-4a8c-ac6b-710a636fc63f,54,,,"[62.9, 39.3]",3837683,0,,,,0.07947824,,Right Foot,,,"[74.2, 40.2]",,Ground Pass,,11.335784,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['7c3979b8-f0bd-4936-97a5-f078e5d7ebb3'],48,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.097,Pass,
,,,,,,,,,,,,,,,,,0.430096,,,,,,,,,,,,,,5f12067f-939d-4314-a774-ede1583bf4d8,65,,,"[15.6, 38.7]",3837683,0,,,,0.27609703,,Left Foot,,,"[21.6, 40.4]",,Ground Pass,,6.2361846,,,,,Branco van den Boomen,21405.0,,,,,Recovery,1,Regular Play,Anthony Rouault,47619.0,Right Center Back,3,Toulouse,130,['4cb71d3b-3fae-4812-b371-6d347fefc0a2'],55,,,,,,,,,,,,,,,,,Toulouse,130,00:00:55.021,Pass,
,,,,,,,,,,,,,,,,,1.977381,,,,,,,,,,,,,,8b770ab1-0804-4f12-99b2-f24b7c257f2c,68,,,"[21.9, 38.1]",3837683,0,,,,-0.046728548,,Left Foot,,,"[49.7, 36.8]",,High Pass,,27.83038,,,,,Thijs Dallinga,41749.0,,,,,,1,Regular Play,Branco van den Boomen,21405.0,Left Defensive Midfield,3,Toulouse,130,['2a5e7147-80b4-4c0e-8e05-b489e2f4df90'],56,,,,,,,,,,,,,,,,,Toulouse,130,00:00:56.834,Pass,
,,,,,,,,,,,,,,,,,2.293765,,,,,,,,,,,,,,f7e48925-6bcc-4a8f-8308-83beb344ce75,71,,,"[49.7, 36.8]",3837683,0,,,,-1.7793379,,Right Foot,,,"[44.6, 12.7]",,High Pass,,24.633717,,,Incomplete,,,,,,,,,1,Regular Play,Thijs Dallinga,41749.0,Center Forward,3,Toulouse,130,['49aba959-91f8-47d5-a8b7-28881560fe12'],58,,,,,,,,,,,,,,,,,Toulouse,130,00:00:58.852,Pass,
,,,,,,,,,,,,,,,,,1.314233,,,,,,,,,,,,,,49aba959-91f8-47d5-a8b7-28881560fe12,72,,,"[75.5, 67.4]",3837683,1,,,,-1.0687062,,Head,,,"[78.3, 62.3]",,Low Pass,,5.818075,,,,,Marco Verratti,3166.0,,,,,Recovery,1,Regular Play,Nordi Mukiele Mulere,2935.0,Right Wing Back,4,Paris Saint-Germain,131,"['f7e48925-6bcc-4a8f-8308-83beb344ce75', 'f8ed87c9-e17c-4cf8-ae08-9b59217948e7']",1,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:01.145,Pass,
,,,,,,,,,,,,,,,,,0.616753,,,,,,,,,,,,,,6a9db4ae-333c-4fd5-9f36-dc9913894448,76,,,"[78.3, 61.3]",3837683,1,,,,-2.2051792,,Right Foot,,,"[70.5, 50.7]",,Ground Pass,,13.160547,,,,,Vitor Machado Ferreira,34639.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Defensive Midfield,4,Paris Saint-Germain,131,"['1180ee38-96c9-4e0a-ac71-8d5fa0f2b12a', '91434454-23fd-4a0d-ae2e-4274654181f3']",2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.590,Pass,True
,,,,,,,,,,,,,,,,,1.344626,,,,,,,,,,,,,,0767f199-9107-440a-81e3-b321320359b6,79,,,"[71.7, 36.4]",3837683,1,,,,-1.4812925,,Right Foot,,,"[73.1, 20.8]",,Ground Pass,,15.662695,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,4,Paris Saint-Germain,131,['508560af-3bfc-4b5a-b2b5-544196e537b2'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:06.781,Pass,
,,,,,,,,,,,,,,,,,0.874317,,,,,,,,,,,,,,9b66f03c-5674-41c3-a224-40e87ce38abe,82,,,"[73.1, 20.8]",3837683,1,,,,0.3660565,,Right Foot,,,"[85.1, 25.4]",,Ground Pass,,12.8514595,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,4,Paris Saint-Germain,131,['14ea9418-8238-4812-bade-f4e842d74749'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:08.749,Pass,
,,,,,,,,,,,,,,,,,0.747541,,,,,,,,,,,,,,cd0656c8-54a7-48a7-b4e8-e5ca4e5dea1b,85,,,"[92.3, 24.4]",3837683,1,,,,1.268367,,Right Foot,,,"[96.2, 36.9]",,Ground Pass,,13.094274,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,4,Paris Saint-Germain,131,['9c67a4d0-7091-44ee-ab43-44c93944f463'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.038,Pass,
,,,,,,,,,,,,,,,,,0.49451,,,,,,,,,,,,,,9e330d62-52bc-4213-ac0e-f1993c6c8af2,87,,,"[96.2, 36.9]",3837683,1,,,,-0.45881674,,Right Foot,,,"[104.5, 32.8]",,Low Pass,,9.257429,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,4,Paris Saint-Germain,131,['051315e2-b9da-47a2-a92c-ae5dfc5586ba'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.785,Pass,
,,,,,,,,,,,,,,,,,0.841031,,,,,,,,,,,,,,be5105c8-f8ea-423a-b2b8-05490aaebfa7,91,,,"[105.0, 28.6]",3837683,1,,,,1.289317,,Left Foot,,,"[107.4, 36.9]",,Ground Pass,,8.640023,,,,,Kylian Mbappé Lottin,3009.0,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,4,Paris Saint-Germain,131,"['2cd01a31-ffd2-4cdc-afa0-02d1548e3896', '79f70540-730d-42d4-9547-9c74f66d1f3b']",13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.951,Pass,True
,,,,,,,,,,,,,,,,,1.318783,,,,,,,,,,,,,,3ce15c69-e0ad-40a4-b96f-67cbd5c1c29d,110,,,"[3.9, 55.6]",3837683,1,,,,0.5813802,,Right Foot,,,"[28.4, 71.7]",,High Pass,,29.316547,,,,,Rafael Rogério da Silva,32752.0,,,,,Recovery,1,Regular Play,Anthony Rouault,47619.0,Right Center Back,4,Paris Saint-Germain,131,['a4ba3bd8-b3a9-41ea-88d8-b1370fe7e432'],22,,,,,,,,,,,,,,,,,Toulouse,130,00:01:22.310,Pass,
,,,,,,,,,,,,,,,,,0.911455,,,,,,,,,,,,,,3324d89e-eed2-4aaf-878a-e0d8e6f5465a,113,,,"[35.0, 72.7]",3837683,1,,,True,-0.5921867,,,,,"[40.5, 69.0]",,High Pass,,6.6287255,,,Incomplete,,,,,,,,,1,Regular Play,Rafael Rogério da Silva,32752.0,Right Wing,4,Paris Saint-Germain,131,"['a1a88208-f1bd-4099-84d7-ee28cf658362', 'e51e2721-c38d-487e-a7fd-14178a58faf3']",25,,,,,,,,,,,,,,,,,Toulouse,130,00:01:25.806,Pass,True
,,,,,,,,,,,,,,,,,1.553248,,,,,,,,,,,,,,2d470b68-c68c-4e43-b871-dfe0dc5a5dab,116,,,"[72.6, 12.1]",3837683,1,,,,1.8665006,,Left Foot,,,"[68.0, 27.2]",,Ground Pass,,15.78512,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Nuno Mendes,41092.0,Left Wing Back,4,Paris Saint-Germain,131,['83a4f9c4-823c-4c96-b590-413ca111a3c2'],27,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:27.800,Pass,
,,,,,,,,,,,,,,,,,0.533666,,,,,,,,,,,,,,98f891ad-c710-4cf7-8d6e-38daa8731bc5,119,,,"[76.7, 44.7]",3837683,1,,,,-1.6033052,,Right Foot,,,"[76.3, 32.4]",,Ground Pass,,12.306502,,,,,Vitor Machado Ferreira,34639.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Defensive Midfield,4,Paris Saint-Germain,131,['72488178-80dc-49f0-b51c-ab09d41e4855'],34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:34.636,Pass,
,,,,,,,,,,,,,,,,,0.764696,,,,,,,,,,,,,,b0c44ae7-5ffa-4cdd-a9ed-caa2c96048fc,122,,,"[76.3, 32.4]",3837683,1,,,,1.6058697,,Right Foot,,,"[75.9, 43.8]",,Ground Pass,,11.407016,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,4,Paris Saint-Germain,131,['9a8131c1-3d02-4454-a044-be728af5f225'],35,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:35.209,Pass,
,,,,,,,,,,,,,,,,,0.893939,,,,,,,,,,,,,,add6dd26-41e7-4f7f-868f-8dc39d3e58a4,125,,,"[79.3, 47.9]",3837683,1,,,,-0.8221164,,Right Foot,,,"[91.1, 35.2]",,Ground Pass,,17.3358,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Defensive Midfield,4,Paris Saint-Germain,131,['8658291e-9104-4526-80b6-5c6c957a4117'],37,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:37.801,Pass,
,,,,,,,,,,,,,,,,,0.632453,,,,,,,,,,,,,,75813084-ad07-4d71-826e-e38f1e9b509d,128,,,"[90.7, 30.9]",3837683,1,,,,1.423119,,Right Foot,,,"[92.5, 43.0]",,Ground Pass,,12.233151,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,4,Paris Saint-Germain,131,['110b6de2-c5e4-4a10-a6d5-8689e2ea4d53'],39,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:39.228,Pass,
,,,,,,,,,,,,,,,,,0.784761,,,,,,,,,,,,,,9a2d81cb-7be8-439b-a543-c82f2acf8765,139,,,"[84.4, 0.1]",3837683,3,True,,,1.9249545,,,,,"[80.0, 12.0]",,Low Pass,,12.687395,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Throw-in,1,From Throw In,Nuno Mendes,41092.0,Left Wing Back,6,Paris Saint-Germain,131,['41a11eee-3571-44e7-a71c-c7b7355b0d77'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:03:08.287,Pass,
