50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8f7ce50b-03c9-4c07-952d-88ff2095824b,1,,,3837706,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8bcf7056-2916-4b05-bdbb-80aa9e7e20cc,2,,,3837706,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7832, 'name': 'Marco Bizot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 2973, 'name': 'Christophe Hérelle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7628, 'name': 'Brendan Chardonnet'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 29284, 'name': 'Lilian Brassier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 30533, 'name': 'Noah Fadiga'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 99}, {'player': {'id': 7273, 'name': 'Jean-Kevin Duverne'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 7325, 'name': 'Haris Belkebla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10475, 'name': 'Mahdi Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 45}, {'player': {'id': 7198, 'name': 'Franck Honorat'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3199, 'name': 'Pierre Lees Melou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3811, 'name': 'Islam Slimani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Stade Brestois,153,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,34e6e895-7af3-48fb-8077-18e8196de1d4,3,,,3837706,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,['621b8a16-5fe8-46ee-9ae2-334953e147c8'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,621b8a16-5fe8-46ee-9ae2-334953e147c8,4,,,3837706,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,['34e6e895-7af3-48fb-8077-18e8196de1d4'],0,,,,,,,,,,,,,,,,,Stade Brestois,153,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1072a7cb-e90f-47af-b01e-ffc2488756b1,1943,,,3837706,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,,96,Stade Brestois,153,['b96b693d-e16f-497f-aad8-300a72aa939b'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b96b693d-e16f-497f-aad8-300a72aa939b,1944,,,3837706,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,,96,Stade Brestois,153,['1072a7cb-e90f-47af-b01e-ffc2488756b1'],0,,,,,,,,,,,,,,,,,Stade Brestois,153,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.996802,,,,,,,,,,,,,,,2e1a33fc-0de6-446e-b989-a31ab27561b8,5,,"[60.0, 40.0]",3837706,0,,,,,-2.7000003,,Left Foot,,,"[49.0, 34.8]",,Ground Pass,,12.167169,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,,Center Forward,2,Paris Saint-Germain,131,['dbf09148-ba21-4d9a-bd41-b7fb86099d0b'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.897,Pass,
,,,,,,,,,,,,,,,,,,2.12069,,,,,,,,,,,,,,,6607b59a-4a31-497e-a4ce-f8e6c43ec97c,9,,"[56.3, 24.8]",3837706,0,,,,,1.9015115,,Right Foot,,,"[43.7, 61.5]",,Ground Pass,,38.802708,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,,Left Defensive Midfield,2,Paris Saint-Germain,131,"['2f90a9d6-529f-4035-a65b-b3d16cdab290', 'bb85f30d-249a-470d-8c2c-a040853b4519']",6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.068,Pass,True
,,,,,,,,,,,,,,,,,,2.607094,,,,,,,,,,,,,,,84fd47d4-f8a5-4353-bcd1-24fe5a0e1468,12,,"[57.0, 63.8]",3837706,0,,,,,-1.7092687,,Right Foot,,,"[51.3, 22.9]",,Ground Pass,,41.295277,,,,Presnel Kimpembe,2999.0,,True,,,,1,From Kick Off,Sergio Ramos García,5201.0,,Right Center Back,2,Paris Saint-Germain,131,['d2e6a546-a772-49f5-b360-3ea152b3dc25'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.465,Pass,
,,,,,,,,,,,,,,,,,,1.47728,,,,,,,,,,,,,,,921c6f66-f1a6-4f90-8f2c-24a260f59f1f,16,,"[58.2, 19.8]",3837706,0,,,,,-1.3215442,,Left Foot,,,"[62.4, 3.3]",,Ground Pass,,17.026155,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,,Left Center Back,2,Paris Saint-Germain,131,"['04f64935-d0d3-4b0c-99ee-942b9a296458', '8a8d68ff-0847-4851-bd33-b846add27a29']",19,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.640,Pass,True
