ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3022eead-39fc-4c1e-b74e-a233c66ad7a6,1,,,3837859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 50429, 'name': 'Hugo Ekitike'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 44}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e1db6e4-e4fb-4e9b-bf47-d52eab4ab3dd,2,,,3837859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4377, 'name': 'Maxime Dupé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 44060, 'name': 'Warren Kamanzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 47619, 'name': 'Anthony Rouault'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 24702, 'name': 'Rasmus Nicolaisen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 32952, 'name': 'Moussa Diarra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 8343, 'name': 'Stijn Spierings'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 23643, 'name': 'Brecht Dejaegere'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 21405, 'name': 'Branco van den Boomen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 21736, 'name': 'Zakaria Aboukhlal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 217047, 'name': 'Fares Chaïbi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 37498, 'name': 'Ado Onaiwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63a27da4-5774-477a-b6d7-488efc1c03ed,3,,,3837859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['09ae4aca-0ff0-41b7-bc30-1acf72809b91'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,09ae4aca-0ff0-41b7-bc30-1acf72809b91,4,,,3837859,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['63a27da4-5774-477a-b6d7-488efc1c03ed'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,495541f2-949d-4529-bb9b-bcdadbda2d75,1911,,,3837859,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Toulouse,130,['03acdd33-a057-4544-b804-72497a2968f4'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,03acdd33-a057-4544-b804-72497a2968f4,1912,,,3837859,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,73,Toulouse,130,['495541f2-949d-4529-bb9b-bcdadbda2d75'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.360986,,,,,,,,,,,,,d2b7dda4-42b0-432c-a2bd-104e223cb8cd,5,,"[60.0, 40.0]",3837859,0,,,,,3.1118143,,Right Foot,,,,"[36.5, 40.7]",,Ground Pass,,23.510424,,,,Anthony Rouault,47619.0,,,,,Kick Off,1,From Kick Off,Branco van den Boomen,21405.0,Left Center Midfield,2,Toulouse,130,['d3d5c29e-3533-4ee6-86ba-6c539e4b6756'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.948,Pass,
,,,,,,,,,,,,,,,2.951901,,,,,,,,,,,,,78e7a78e-77a0-4178-9e97-67ab96d50fa9,8,,"[38.0, 42.4]",3837859,0,,,,,-0.55947834,,Right Foot,,,,"[89.1, 10.4]",,High Pass,,60.2927,,Incomplete,,Fares Chaïbi,217047.0,,,,,,1,From Kick Off,Anthony Rouault,47619.0,Right Center Back,2,Toulouse,130,"['542c058b-9146-4162-bc35-58dfbf970752', 'fcdd0a1e-c3ce-43d8-a939-0cb1d2ce86bd']",3,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:03.830,Pass,
,,,,,,,,,,,,,,,1.849985,,,,,,,,,,,,,fcdd0a1e-c3ce-43d8-a939-0cb1d2ce86bd,11,,"[31.0, 69.7]",3837859,0,,,,True,-0.8163161,,,,,,"[45.1, 54.7]",,High Pass,,20.586647,,Incomplete,,Vitor Machado Ferreira,34639.0,,,,,Recovery,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Toulouse,130,"['50eb7aaa-c6a7-42a5-94c7-144dccac5290', '78e7a78e-77a0-4178-9e97-67ab96d50fa9', 'b3c6d77c-fe3e-411e-b867-cb002d16e44a', 'f0bf5482-1a15-453d-8848-331ac59ead14']",6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.781,Pass,True
,,,,,,,,,,,,,,,1.265221,,,,,,,,,,,,,b3c6d77c-fe3e-411e-b867-cb002d16e44a,13,,"[75.0, 25.4]",3837859,0,,,,,-0.7515128,,Head,,,,"[87.2, 14.0]",,High Pass,,16.697306,,,,Fares Chaïbi,217047.0,,,,,Recovery,1,From Kick Off,Branco van den Boomen,21405.0,Left Center Midfield,2,Toulouse,130,"['5d183c9a-99da-4d57-9543-05072a47efd7', 'fcdd0a1e-c3ce-43d8-a939-0cb1d2ce86bd']",8,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:08.631,Pass,
