50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.400946,,,,,,,,,,,,f071cdfb-8649-4f12-aea3-13e19ca49d3a,17,,,"[26.5, 16.7]",3837727,0,,,,1.6061798,,Right Foot,,,"[25.3, 50.6]",,Ground Pass,,33.921234,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['70077b5d-682a-41a8-9e93-4120315c67c2'],14,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.341,Pass,
,,,,,,,,,,,,,,,,1.801027,,,,,,,,,,,,0bc1d7cd-fdc0-449f-8197-4b4c165c6f57,21,,,"[33.1, 41.1]",3837727,0,,,,-1.5560373,,Right Foot,,,"[33.5, 14.0]",,Ground Pass,,27.102951,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['9493f02b-5f4a-4e97-950f-a824a4b92178'],21,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.176,Pass,
,,,,,,,,,,,,,,,,0.901166,,,,,,,,,,,,5d806abb-6d3e-4d1b-83b8-94e1e31fc333,24,,,"[33.5, 14.0]",3837727,0,,,,-0.951484,,Right Foot,,,"[40.7, 3.9]",,Ground Pass,,12.403628,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['1bdadb7e-91ed-4ec1-bbcc-a41bcb7aaeae'],23,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.164,Pass,
,,,,,,,,,,,,,,,,0.984868,,,,,,,,,,,,660d1aad-2b6a-4a05-bf30-82c3cb67cdb1,27,,,"[41.6, 4.2]",3837727,0,,,,2.3321028,,Left Foot,,,"[33.5, 12.7]",,Ground Pass,,11.74138,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Wing Back,2,Paris Saint-Germain,131,['f86f9b17-e85c-4b7c-abcf-02b8c4ace190'],26,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.680,Pass,
,,,,,,,,,,,,,,,,1.614601,,,,,,,,,,,,9044bd1f-008d-47c5-b3c3-c08975b82f41,30,,,"[33.6, 16.7]",3837727,0,,,,1.553963,,Right Foot,,,"[34.1, 46.4]",,Ground Pass,,29.704208,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['39118024-052e-4645-9fa8-ff87d649d483'],28,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.931,Pass,
,,,,,,,,,,,,,,,,1.527854,,,,,,,,,,,,f4fbb50a-d119-4c81-ae3f-a8990696732e,33,,,"[40.9, 53.4]",3837727,0,,,,1.1441689,,Right Foot,,,"[52.4, 78.7]",,Ground Pass,,27.791006,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['ddb921d5-625b-40b7-8ea9-64352a341917'],32,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.093,Pass,
,,,,,,,,,,,,,,,,1.769355,,,,,,,,,,,,ef67a81f-7293-43e2-82c3-04965adc7827,36,,,"[51.9, 78.6]",3837727,0,,,,-2.649279,,Right Foot,,,"[40.9, 72.7]",,Ground Pass,,12.482388,,,,Nordi Mukiele Mulere,2935.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['37972b85-1238-4c64-be90-a510431de5bc'],35,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.751,Pass,
,,,,,,,,,,,,,,,,0.947214,,,,,,,,,,,,0efe37f6-bbe6-451b-b797-2fd15538dfd1,39,,,"[40.9, 71.8]",3837727,0,,,,-2.0786328,,Right Foot,,,"[34.5, 60.3]",,Ground Pass,,13.160927,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Nordi Mukiele Mulere,2935.0,Right Center Back,2,Paris Saint-Germain,131,['e6722f17-80f0-4580-a222-65ee02411b88'],38,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:38.152,Pass,
,,,,,,,,,,,,,,,,1.416306,,,,,,,,,,,,0b456591-6dab-45b3-a815-401a11cd1931,43,,,"[46.0, 59.8]",3837727,0,,,,1.2439697,,Left Foot,,,"[52.0, 77.5]",,Ground Pass,,18.689302,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,"['2207de03-4745-46d6-bb81-e214a9524422', 'e2b51cda-ca1c-434a-9a11-170abeac164c']",43,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:43.214,Pass,True
,,,,,,,,,,,,,,,,0.730442,,,,,,,,,,,,1c3e8b61-70d1-4ff6-9be4-992b9d05e16c,46,,,"[50.3, 76.7]",3837727,0,,,,0.32596993,,Right Foot,,,"[57.4, 79.1]",,Ground Pass,,7.4946647,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['b481dae8-234b-4ded-af0b-7a0196c92d5e'],45,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.271,Pass,
,,,,,,,,,,,,,,,,1.741202,,,,,,,,,,,,6b61528b-c6d1-402f-ac2f-bc3d1a6fbc10,48,,,"[57.4, 79.1]",3837727,0,,,,-2.885344,,Left Foot,,,"[34.5, 73.1]",,Ground Pass,,23.672981,,,,Nordi Mukiele Mulere,2935.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,['f87237f7-ccb3-44b5-930b-7c6b2a79e1d4'],46,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.002,Pass,
,,,,,,,,,,,,,,,,1.065918,,,,,,,,,,,,cc733be7-24d6-44d9-9145-83033e863905,51,,,"[39.1, 73.4]",3837727,0,,,,-0.21621947,,Right Foot,,,"[56.4, 69.6]",,Ground Pass,,17.712425,,,,Hugo Ekitike,50429.0,,,,,,1,From Kick Off,Nordi Mukiele Mulere,2935.0,Right Center Back,2,Paris Saint-Germain,131,['2c205a6a-08e2-4eca-a2cf-c8623e1d8e46'],48,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.852,Pass,
,,,,,,,,,,,,,,,,1.282671,,,,,,,,,,,,5c0bd1df-318b-4696-94c7-3cc23c04f822,55,,,"[57.8, 69.3]",3837727,0,,,,2.2655346,,Right Foot,,,"[49.8, 78.9]",,Ground Pass,,12.4964,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Hugo Ekitike,50429.0,Center Forward,2,Paris Saint-Germain,131,['6087ea26-5951-499f-b00e-443eb35b220e'],49,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.947,Pass,
,,,,,,,,,,,,,,,,1.549354,,,,,,,,,,,,e1cf0b3c-8223-427d-890e-dddc6f056baa,58,,,"[49.7, 77.3]",3837727,0,,,,-2.1188583,,Left Foot,,,"[34.5, 52.4]",,Ground Pass,,29.172762,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,['c45aa650-7392-419d-96a4-eaae5a0af1d3'],53,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.496,Pass,
,,,,,,,,,,,,,,,,1.340062,,,,,,,,,,,,9fb752c9-ce25-402c-97d8-5a96e375f5df,61,,,"[33.6, 43.6]",3837727,0,,,,-1.2541608,,Left Foot,,,"[41.3, 20.1]",,Ground Pass,,24.729334,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['d05a2c6f-0ce1-4bfb-b8ce-3b672486aa3b'],56,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:56.636,Pass,
,,,,,,,,,,,,,,,,0.884848,,,,,,,,,,,,19509384-aab1-4e11-8a09-f1443f52e95b,64,,,"[49.7, 5.3]",3837727,1,,,,-0.23374318,,Left Foot,,,"[56.0, 3.8]",,Ground Pass,,6.47611,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['a93037d2-ae46-47b2-a8ae-b96dda6fbb84'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:00.432,Pass,
,,,,,,,,,,,,,,,,1.185314,,,,,,,,,,,,f042bab3-2a94-4178-9113-5f7b395f2865,67,,,"[57.8, 7.4]",3837727,1,,,,2.1327178,,Left Foot,,,"[52.7, 15.5]",,Ground Pass,,9.571834,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['bbe5b428-d816-4341-a76d-724a65e3cdd9'],2,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.761,Pass,
,,,,,,,,,,,,,,,,1.513664,,,,,,,,,,,,ea582760-29d3-47de-800c-9cef7ea51b0d,70,,,"[51.9, 22.3]",3837727,1,,,,1.7075521,,Left Foot,,,"[48.9, 44.1]",,Ground Pass,,22.005453,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['8063cbaf-3f19-4942-a306-7270e4eff91d'],5,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.437,Pass,
,,,,,,,,,,,,,,,,1.595529,,,,,,,,,,,,a27403d7-33fc-4f9e-9fcd-eead22949eef,73,,,"[53.4, 47.2]",3837727,1,,,,1.2556432,,Right Foot,,,"[63.8, 79.1]",,Ground Pass,,33.552498,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['4a417e34-d427-43aa-9aa6-639ee64aa9ed'],8,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:08.685,Pass,
,,,,,,,,,,,,,,,,1.291626,,,,,,,,,,,,c2ad893f-e65d-410c-a171-8cc80afa1d26,76,,,"[63.8, 79.1]",3837727,1,,,,-2.6467052,,Right Foot,,,"[51.2, 72.3]",,Ground Pass,,14.3178215,,,,Nordi Mukiele Mulere,2935.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['6467b49e-5b25-4265-ba87-3a708110b251'],12,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.502,Pass,
,,,,,,,,,,,,,,,,1.699071,,,,,,,,,,,,27115642-f10d-41a4-a5f2-d3228a357b3a,79,,,"[48.9, 70.4]",3837727,1,,,,-1.8075416,,Right Foot,,,"[41.3, 38.9]",,Ground Pass,,32.40386,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Nordi Mukiele Mulere,2935.0,Right Center Back,2,Paris Saint-Germain,131,['4f6ff544-ba1e-4f07-b0f5-2a2063bd2e4c'],15,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:15.902,Pass,
,,,,,,,,,,,,,,,,1.253962,,,,,,,,,,,,9e5b9ce3-ab51-4031-a8d5-1f8f14a9849d,82,,,"[45.4, 37.5]",3837727,1,,,,-0.5649941,,Right Foot,,,"[67.8, 23.3]",,Ground Pass,,26.521688,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['2bd533fa-4bd0-40d3-893b-e34999814c77'],20,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:20.238,Pass,
,,,,,,,,,,,,,,,,1.270957,,,,,,,,,,,,4bfa6dd1-9b46-4618-8474-4409dedcccbf,84,,,"[67.8, 23.3]",3837727,1,,,,0.5512416,,Right Foot,,,"[81.3, 31.6]",,Low Pass,,15.847397,,,Incomplete,Hugo Ekitike,50429.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,2,Paris Saint-Germain,131,"['08ea66d2-e1b3-4af0-9bbc-e01497152e4a', '61f8d8d7-8050-4273-995e-a8723d3fe9f9']",21,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.492,Pass,
,,,,,,,,,,,,,,,,2.855546,,,,,,,,,,,,08ea66d2-e1b3-4af0-9bbc-e01497152e4a,86,,,"[38.8, 48.5]",3837727,1,,,,0.81803966,,Left Foot,,,"[62.5, 73.8]",,High Pass,,34.6667,,,Incomplete,Ross Barkley,4275.0,,,,,Recovery,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Center Back,2,Paris Saint-Germain,131,"['1a42f43b-6013-4ea1-8d14-892916ab0ba2', '48858d43-b3a4-4997-9f75-7970b94b6668', '4bfa6dd1-9b46-4618-8474-4409dedcccbf']",22,,,,,,,,,,,,,,,,OGC Nice,136,00:01:22.763,Pass,
,,,,,,,,,,,,,,,,2.061763,,,,,,,,,,,,1a42f43b-6013-4ea1-8d14-892916ab0ba2,88,,,"[57.6, 6.3]",3837727,1,,,,0.29684466,,Head,,,"[74.6, 11.5]",,Low Pass,,17.777514,,,Incomplete,Juan Bernat Velasco,15651.0,,,,,Recovery,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,"['08ea66d2-e1b3-4af0-9bbc-e01497152e4a', '2c2668d4-a3f0-4ee1-b163-4c33fb49ad26', 'e5827c1e-ec99-4d77-9931-c7bea863fefb']",25,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:25.619,Pass,
,,,,,,,,,,,,,,,,0.584242,,,,,,,,,,,,0ff45124-da9e-4cbc-b87f-b6bdde041a68,96,,,"[47.3, 63.1]",3837727,1,,,,0.93804747,,Right Foot,,,"[48.4, 64.6]",,Ground Pass,,1.8601075,,,,Youcef Atal,10040.0,,,,,,1,Regular Play,Pablo Paulino Rosario,8534.0,Right Center Back,3,OGC Nice,136,['f25e09d4-9ae7-4262-969d-993a34b92fdd'],28,,,,,,,,,,,,,,,,OGC Nice,136,00:01:28.953,Pass,
,,,,,,,,,,,,,,,,1.042259,,,,,,,,,,,,41f2be04-2e11-4fd6-b260-f3f5c822121e,99,,,"[49.9, 65.0]",3837727,1,,,,-2.1849558,,Right Foot,,,"[38.9, 49.4]",,Ground Pass,,19.088217,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,Regular Play,Youcef Atal,10040.0,Right Wing Back,3,OGC Nice,136,['b895d301-bbb9-461e-8cd5-bc65e3fef75c'],30,,,,,,,,,,,,,,,,OGC Nice,136,00:01:30.137,Pass,
,,,,,,,,,,,,,,,,1.002822,,,,,,,,,,,,f75a0ae6-4e3e-47a6-80a3-4fad2758ec7a,103,,,"[38.8, 43.6]",3837727,1,,,,-2.0040665,,Left Foot,,,"[32.0, 28.9]",,Ground Pass,,16.196604,,,,Mattia Viti,36865.0,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Center Back,3,OGC Nice,136,"['031ea461-259a-4ba0-ba2b-49ba30abfbd9', '9358bb2a-d7ee-44a2-8e5a-c2986453c27a']",32,,,,,,,,,,,,,,,,OGC Nice,136,00:01:32.198,Pass,True
,,,,,,,,,,,,,,,,2.84603,,,,,,,,,,,,25288a11-9254-4185-bf76-4a3547b32bcb,106,,,"[32.0, 28.9]",3837727,1,,,,2.6864917,,Left Foot,,,"[8.5, 40.4]",,Ground Pass,,26.16295,,,,Kasper Schmeichel,3815.0,,,,,,1,Regular Play,Mattia Viti,36865.0,Left Center Back,3,OGC Nice,136,['9562e117-be95-4e9f-9216-1c37f2a6efc7'],33,,,,,,,,,,,,,,,,OGC Nice,136,00:01:33.475,Pass,
,,,,,,,,,,,,,,,,1.930176,,,,,,,,,,,,b4b6063c-eb7f-441f-b290-75a8f03ddfbf,109,,,"[8.5, 40.4]",3837727,1,,,,-1.2264932,,Right Foot,,,"[15.6, 20.6]",,Ground Pass,,21.034496,,,,Mattia Viti,36865.0,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,3,OGC Nice,136,['0f81545e-b83a-4f0c-a566-4eb4ce99ff68'],36,,,,,,,,,,,,,,,,OGC Nice,136,00:01:36.514,Pass,
,,,,,,,,,,,,,,,,1.840132,,,,,,,,,,,,8e6e2125-76e3-49ae-b6d9-9aca88bdb22b,112,,,"[13.4, 21.1]",3837727,1,,,,2.1833339,,Left Foot,,,"[3.0, 35.9]",,Ground Pass,,18.08867,,,,Kasper Schmeichel,3815.0,,,,,,1,Regular Play,Mattia Viti,36865.0,Left Center Back,3,OGC Nice,136,['99b1cfae-d829-43dc-9d90-9e937101d18c'],39,,,,,,,,,,,,,,,,OGC Nice,136,00:01:39.529,Pass,
,,,,,,,,,,,,,,,,0.952751,,,,,,,,,,,,05c134de-5b0c-4911-84fd-955d17326285,116,,,"[2.9, 36.7]",3837727,1,,,,-1.3049873,,Right Foot,,,"[8.1, 17.6]",,Ground Pass,,19.795202,,,,Mattia Viti,36865.0,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,3,OGC Nice,136,"['5946db3d-c494-4ac1-acb7-e0fa9b56f5bf', '6fd554d5-f152-41e4-8b75-5b03f19e146f']",41,,,,,,,,,,,,,,,,OGC Nice,136,00:01:41.489,Pass,True
