50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5b24a7c-56cd-49d8-a899-b5a5b0f4c24f,1,,,,3837662,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10582, 'name': 'Leonardo Cesar Jardim'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22148, 'name': 'Bafodé Diakité'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 132796, 'name': 'Alexsandro Victor de Souza Ribeiro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16807, 'name': 'Ismaily Gonçalves dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 22343, 'name': 'Angel Gomes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 29594, 'name': 'Gabriel Gudmundsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 29989, 'name': 'Yusuf Yazıcı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47cf5590-1f7c-4657-a3fb-514999521c42,2,,,,3837662,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c1aca65-2dc3-4ffd-af16-9fe989d7a8c3,3,,,,3837662,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['8cef2772-275a-4f4f-b491-42830283fc17'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cef2772-275a-4f4f-b491-42830283fc17,4,,,,3837662,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['2c1aca65-2dc3-4ffd-af16-9fe989d7a8c3'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9bf36586-ee68-4b8d-aed5-961f9f752ed3,2040,,,,3837662,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,115,Lille,143,['ece19237-4147-4207-b948-c74c9ba980dd'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ece19237-4147-4207-b948-c74c9ba980dd,2041,,,,3837662,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,115,Lille,143,['9bf36586-ee68-4b8d-aed5-961f9f752ed3'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.878311,,,,,,,,,,,,,8ba55989-a646-43fc-810a-b3bdccfc3191,5,,,"[61.0, 40.1]",3837662,0,,,,2.7875953,,Left Foot,,"[47.2, 45.2]",,Ground Pass,,14.71224,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['ddbd1f14-41be-4262-ae32-775dbdbf0240'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.987,Pass,
,,,,,,,,,,,,,,0.835125,,,,,,,,,,,,,02b5b2e2-9891-42a8-9d84-103d0f9e0423,8,,,"[47.2, 45.2]",3837662,0,,,,-0.30970293,,Right Foot,,"[59.7, 41.2]",,Ground Pass,,13.124405,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['51a357bb-76e2-4747-a627-8bcb6719b367'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.084,Pass,
,,,,,,,,,,,,,,0.703159,,,,,,,,,,,,,ee45aed5-5d83-488d-a0e3-ec9e8f34ebab,10,,,"[59.2, 41.0]",3837662,0,,,,2.02657,,Right Foot,,"[56.7, 46.1]",,Ground Pass,,5.6797886,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['c0da7390-be4e-49b9-8df5-9eebec38487d'],3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.919,Pass,
,,,,,,,,,,,,,,2.544861,,,,,,,,,,,,,dab4f500-937b-4c8b-887a-946276d0793f,12,,,"[56.7, 46.1]",3837662,0,,,,-0.13195193,df76e3ed-9034-4c1e-ac3c-4cd6e4e885f3,Left Foot,,"[100.4, 40.3]",True,High Pass,,44.083218,,,,Kylian Mbappé Lottin,3009.0,,,Through Ball,True,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,['4a698955-7338-49ec-9609-e1f1ee64b435'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.622,Pass,
