50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0628e28a-af9c-4892-ac28-b99919c8af8b,1,,,,3837785,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6cb7e80b-7074-4591-a702-546b5190243b,2,,,,3837785,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 7317, 'name': 'Rayan Ny Aina Arnaldo Raveloson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 97}, {'player': {'id': 23374, 'name': 'Jubal Rocha Mendes Junior'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 7360, 'name': 'Julian Jeanvier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 131046, 'name': 'Paul Joly'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 23615, 'name': 'Gideon Mensah'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 7342, 'name': 'Hamza Sakhi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7434, 'name': 'Mathias Autret'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Auxerre,167,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9804e104-9ac4-4ad1-827a-8f700e4e7a02,3,,,,3837785,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,['753ab416-5ba8-45ab-97f3-53065b2cd112'],0,,,,,,,,,,,,,,,,Auxerre,167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,753ab416-5ba8-45ab-97f3-53065b2cd112,4,,,,3837785,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Paris Saint-Germain,131,['9804e104-9ac4-4ad1-827a-8f700e4e7a02'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,93f232f4-81ae-41ba-9178-8016da376092,2166,,,,3837785,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,75,Auxerre,167,['5f703eac-1936-4d85-a526-35e96de39f28'],0,,,,,,,,,,,,,,,,Auxerre,167,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5f703eac-1936-4d85-a526-35e96de39f28,2167,,,,3837785,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,75,Auxerre,167,['93f232f4-81ae-41ba-9178-8016da376092'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.020356,,,,,,,,,,,e5ec1a61-e625-48ee-8a05-16609ee6afd0,5,,,"[60.0, 40.0]",3837785,0,,,,-2.784816,,Left Foot,,,,"[49.0, 35.9]",,Ground Pass,,11.73925,,,,Marco Verratti,3166.0,,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,,Center Attacking Midfield,2,Paris Saint-Germain,131,['e73d2a00-a843-4754-b3f0-c7df06ba27bf'],0,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.418,Pass,
,,,,,,,,,,,,,,,,1.884317,,,,,,,,,,,1b52b477-a9cd-4e2e-892e-95468e9225e0,8,,,"[47.7, 38.4]",3837785,0,,,,2.046921,,Right Foot,,,,"[36.2, 60.7]",,Ground Pass,,25.090635,,,,Achraf Hakimi Mouh,5245.0,,,,,,,1,From Kick Off,Marco Verratti,3166.0,,Left Center Midfield,2,Paris Saint-Germain,131,['f3f086fa-b500-4bf6-9c9a-77d7cdf3808d'],2,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.702,Pass,
,,,,,,,,,,,,,,,,1.025693,,,,,,,,,,,4719a6b3-7b56-450d-81c6-068b0c5965d5,11,,,"[40.8, 63.2]",3837785,0,,,,-1.5576392,,Right Foot,,,,"[41.0, 48.0]",,Ground Pass,,15.201316,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,,Right Back,2,Paris Saint-Germain,131,['1d383cdf-a6b0-4ca2-a0b9-47d12ec704e1'],5,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.874,Pass,
,,,,,,,,,,,,,,,,1.479459,,,,,,,,,,,03d6d23f-703c-4baa-9662-68de6a7ddfea,14,,,"[47.2, 45.3]",3837785,0,,,,-1.7174628,,Right Foot,,,,"[43.3, 18.9]",,Ground Pass,,26.686514,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,,Center Defensive Midfield,2,Paris Saint-Germain,131,['8b2120c3-6108-4080-b634-95dae55a4ad7'],9,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.152,Pass,
