ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.848852,,,,,,,,,,67253887-4a82-43dd-a4b8-ac717ce5a8bf,15,,,"[73.4, 74.3]",3837885,0,,,,-1.0283648,,Head,,,"[77.8, 67.0]",,Low Pass,,8.523497,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Kick Off,Vitor Machado Ferreira,34639.0,Right Center Midfield,2,Paris Saint-Germain,131,"['232b38c1-b271-4683-9005-e625d67d7352', 'f927cc42-53a6-4376-bb4f-f75f736ea4a0']",11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.183,Pass,
,,,,,,,,,,,,,,,,,0.89484,,,,,,,,,,41116a4b-e556-42ba-9c3b-ad26b52f2653,17,,,"[77.8, 67.0]",3837885,0,,,,-3.0920465,,Left Foot,,,"[65.7, 66.4]",,Ground Pass,,12.114867,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Paris Saint-Germain,131,['4ab52fd6-c217-498f-a60e-e4e92d6a528f'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.031,Pass,
,,,,,,,,,,,,,,,,,1.348011,,,,,,,,,,85ef87cc-9970-43c9-aaeb-8d1ce45fb990,20,,,"[65.7, 66.4]",3837885,0,,,,1.8378465,,Right Foot,,,"[62.8, 77.0]",,Ground Pass,,10.98954,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['4c1bb7b5-cc5e-4e3f-9af4-188048ad4f9a'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:12.948,Pass,
,,,,,,,,,,,,,,,,,0.528339,,,,,,,,,,45a55879-176a-4be0-a847-fc47522e49bf,22,,,"[62.8, 77.0]",3837885,0,,,,0.2148154,,Right Foot,,,"[68.3, 78.2]",,Ground Pass,,5.6293874,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['cc85f315-24fa-45c5-8135-9c2c9073b372'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.296,Pass,
,,,,,,,,,,,,,,,,,0.664938,,,,,,,,,,91848156-322e-4d13-81e0-f368546821ee,25,,,"[67.4, 78.2]",3837885,0,,,,-3.041924,,Right Foot,,,"[62.4, 77.7]",,Ground Pass,,5.0249376,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Right Center Midfield,2,Paris Saint-Germain,131,['cb6ea8ac-c35b-46d9-b864-836ce0f55a6f'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.865,Pass,
,,,,,,,,,,,,,,,,,0.885978,,,,,,,,,,3a710680-9e9e-4cc0-a640-7afab11a4b95,32,,,"[65.8, 1.5]",3837885,0,,,,1.4152015,,Left Foot,,,"[67.4, 11.7]",,Ground Pass,,10.324728,,,Mattéo Guendouzi Olié,7345.0,,,,,,1,Regular Play,Ruslan Malinovskiy,16557.0,Left Wing Back,3,Marseille,147,['39a9880d-a7bc-4561-9f04-6c298070edde'],17,,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.925,Pass,
,,,,,,,,,,,,,,,,,1.874087,,,,,,,,,,c93c433f-02aa-4284-9528-20f85756d1de,39,,,"[70.3, 9.7]",3837885,0,True,,,2.199247,,Right Foot,,,"[57.8, 26.9]",,Ground Pass,,21.262407,,,Valentin Rongier,3365.0,,,,,Free Kick,1,From Free Kick,Jordan Veretout,7153.0,Left Defensive Midfield,4,Marseille,147,['26d4cb81-d9fd-414e-bd56-80d172e61f99'],30,,,,,,,,,,,,,,,,,,Marseille,147,00:00:30.797,Pass,
,,,,,,,,,,,,,,,,,2.413477,,,,,,,,,,48b48f3c-510c-4eb0-83ed-517aed9b4967,41,,,"[65.3, 37.8]",3837885,0,,,,1.1873711,,Right Foot,,,"[77.2, 67.3]",,Ground Pass,,31.809748,,,Cengiz Ünder,6971.0,,,,,,1,From Free Kick,Valentin Rongier,3365.0,Right Defensive Midfield,4,Marseille,147,['9240d8a3-1557-4547-8059-077d08eae29a'],35,,,,,,,,,,,,,,,,,,Marseille,147,00:00:35.915,Pass,
,,,,,,,,,,,,,,,,,1.226448,,,,,,,,,,dd3ea601-0314-43c8-a933-5e812a9d895a,47,,,"[69.9, 80.0]",3837885,0,True,,,-2.0344439,,,,,"[64.6, 69.4]",,Low Pass,,11.85116,,,Valentin Rongier,3365.0,,,,,Throw-in,1,From Throw In,Nuno Albertino Varela Tavares,30040.0,Right Wing Back,5,Marseille,147,['4c11405e-a355-4414-a326-b968b7e3c99d'],48,,,,,,,,,,,,,,,,,,Marseille,147,00:00:48.572,Pass,
,,,,,,,,,,,,,,,,,0.894326,,,,,,,,,,383e4538-8781-4084-851d-428b932d0d03,49,,,"[64.6, 69.4]",3837885,0,,,,1.9554011,,Right Foot,,,"[61.2, 77.8]",,Ground Pass,,9.062009,,,Nuno Albertino Varela Tavares,30040.0,,,,,,1,From Throw In,Valentin Rongier,3365.0,Right Defensive Midfield,5,Marseille,147,['3322e339-dd2c-4597-b19b-e9c1ad2f99dc'],50,,,,,,,,,,,,,,,,,,Marseille,147,00:00:50.308,Pass,
,,,,,,,,,,,,,,,,,1.14112,,,,,,,,,,8ae57de1-0b5b-4164-81e3-99c1d5bcbda4,53,,,"[62.3, 77.2]",3837885,0,,,,0.116141625,,Left Foot,,,"[68.3, 77.9]",,Ground Pass,,6.040695,,,Valentin Rongier,3365.0,,,,,,1,From Throw In,Nuno Albertino Varela Tavares,30040.0,Right Wing Back,5,Marseille,147,"['6082d42a-1b83-4deb-a880-a025feee7d48', '84a7de03-81e7-43be-a1df-be54c0662521']",51,,,,,,,,,,,,,,,,,,Marseille,147,00:00:51.515,Pass,True
,,,,,,,,,,,,,,,,,0.07551,,,,,,,,,,785aaf21-5202-4be3-8234-8ab387e94217,57,,,"[68.3, 77.9]",3837885,0,,,,-0.21109334,,Right Foot,,,"[69.7, 77.6]",,Ground Pass,,1.4317821,,Incomplete,Cengiz Ünder,6971.0,,,,,,1,From Throw In,Valentin Rongier,3365.0,Right Defensive Midfield,5,Marseille,147,"['07aa8e13-8cd0-4456-ae53-f316bd48a970', '43cb842f-1073-48d8-8f22-d634f70dc5dc', 'b02079c5-0c34-4c26-959c-4fcfa1534456']",52,,,,,,,,,,,,,,,,,,Marseille,147,00:00:52.670,Pass,True
,,,,,,,,,,,,,,,,,0.987721,,,,,,,,,,af48eb8c-e69a-4769-b4fd-4f9fe4a11387,60,,,"[71.0, 80.0]",3837885,1,,,,-2.3978372,,,,,"[61.0, 70.8]",,Low Pass,,13.58823,,,Valentin Rongier,3365.0,,,,,Throw-in,1,From Throw In,Nuno Albertino Varela Tavares,30040.0,Right Wing Back,6,Marseille,147,['1b8f3f03-7ebd-4e41-a329-29c5508464a9'],1,,,,,,,,,,,,,,,,,,Marseille,147,00:01:01.995,Pass,
,,,,,,,,,,,,,,,,,5.061771,,,,,,,,,,fbd1bcf9-53d3-4476-ac39-034b64582497,64,,,"[61.7, 71.9]",3837885,1,,,,-1.7383171,,Right Foot,,,"[51.3, 10.4]",,High Pass,,62.37315,,,Leonardo Julián Balerdi Rossa,33233.0,,True,,,,1,From Throw In,Valentin Rongier,3365.0,Right Defensive Midfield,6,Marseille,147,"['76c287fe-1a52-498d-8b2c-f7052f5ad882', 'eff30d3c-b7bd-496d-8871-f74e87e95bab']",3,,,,,,,,,,,,,,,,,,Marseille,147,00:01:03.679,Pass,True
,,,,,,,,,,,,,,,,,0.203033,,,,,,,,,,62cd37e8-04bf-4aa4-a230-f7946197b95e,68,,,"[51.8, 7.9]",3837885,1,,,,0.44237423,,Right Foot,,,"[53.7, 8.8]",,Low Pass,,2.1023796,,Incomplete,,,,,,,,1,From Throw In,Leonardo Julián Balerdi Rossa,33233.0,Center Back,6,Marseille,147,"['8887cca9-21cc-42c6-96fc-6fd80af124f7', 'f5d2408c-abdc-4de8-b2a0-486dbd982240']",10,,,,,,,,,,,,,,,,,,Marseille,147,00:01:10.392,Pass,True
,,,,,,,,,,,,,,,,,0.874417,,,,,,,,,,3a785602-38b2-4bed-9b3c-757765fdf5fa,72,,,"[70.1, 19.8]",3837885,1,,,,-1.5289047,,Right Foot,,,"[70.8, 3.1]",,Ground Pass,,16.714664,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Jordan Veretout,7153.0,Left Defensive Midfield,6,Marseille,147,['22b0ab2c-872f-4187-8a8e-45e518801dcb'],13,,,,,,,,,,,,,,,,,,Marseille,147,00:01:13.053,Pass,
,,,,,,,,,,,,,,,,,0.839172,,,,,,,,,,faae5735-764f-4de7-aff5-40b4616fd4da,76,,,"[80.2, 5.8]",3837885,1,,,,-0.25289407,,Left Foot,,,"[89.1, 3.5]",,Low Pass,,9.192389,,,Ruslan Malinovskiy,16557.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Center Back,6,Marseille,147,"['83025314-4d29-4311-a185-406517e71f76', 'c1399b1a-98b1-469a-943d-bddc21f2ea72']",16,,,,,,,,,,,,,,,,,,Marseille,147,00:01:16.044,Pass,True
,,,,,,,,,,,,,,,,,0.631742,,,,,,,,,,4f1151eb-de7c-4698-b229-9d1141ebbb15,80,,,"[81.3, 6.2]",3837885,1,,,,1.5374753,,Left Foot,,,"[81.6, 15.2]",,Ground Pass,,9.004998,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Ruslan Malinovskiy,16557.0,Left Wing Back,6,Marseille,147,"['5412069c-d3fd-484e-b658-8926989e54d2', 'a5ca41f0-9caa-41c7-a94b-38ce7fff45c7']",18,,,,,,,,,,,,,,,,,,Marseille,147,00:01:18.874,Pass,True
,,,,,,,,,,,,,,,,,1.763396,,,,,,,,,,578ccf83-3f63-44fc-abef-3675332cc8d2,86,,,"[48.1, 80.0]",3837885,1,,,,-0.67668396,,,,,"[66.9, 64.9]",,High Pass,,24.113274,,,Nordi Mukiele Mulere,2935.0,,,,,Throw-in,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,7,Paris Saint-Germain,131,['91c6a7a6-b5f3-44b3-92a4-16e63bc3978f'],41,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:41.763,Pass,
,,,,,,,,,,,,,,,,,1.006523,,,,,,,,,,7634f643-6c8e-4516-bfde-e8aca64decc9,90,,,"[55.9, 65.6]",3837885,1,,,,2.0311866,,Right Foot,,,"[49.8, 77.9]",,Ground Pass,,13.72953,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Throw In,Nordi Mukiele Mulere,2935.0,Right Wing Back,7,Paris Saint-Germain,131,['b525bd19-f593-40bf-8864-5c0721ed61ba'],45,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:45.535,Pass,
,,,,,,,,,,,,,,,,,0.571403,,,,,,,,,,b6f8c94a-3505-47f9-b5e3-0418283681bc,93,,,"[49.8, 77.9]",3837885,1,,,,-1.9546139,,Right Foot,,,"[47.7, 72.7]",,Ground Pass,,5.60803,,,Marco Verratti,3166.0,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,7,Paris Saint-Germain,131,['47870161-c0c3-40cd-923f-9875b5c0a125'],47,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:47.599,Pass,
,,,,,,,,,,,,,,,,,3.533017,,,,,,,,,,95cf68de-98c2-4cf7-bf8f-ae70102132fa,95,,,"[47.7, 72.7]",3837885,1,,,,-0.18343486,,Right Foot,,,"[91.9, 64.5]",,High Pass,,44.9542,,Incomplete,Nordi Mukiele Mulere,2935.0,,,,,,1,From Throw In,Marco Verratti,3166.0,Center Defensive Midfield,7,Paris Saint-Germain,131,"['6362ad9a-cf10-4c72-8f57-a3ca6040f46e', 'a593bed1-2139-4304-be9e-457b5b96fe05']",48,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:48.171,Pass,
,,,,,,,,,,,,,,,,,1.456443,,,,,,,,,,cd9e3b46-c9c5-4430-bd3d-8227717e0ae4,101,,,"[47.3, 80.0]",3837885,1,True,,,-2.382855,,,,,"[31.9, 65.4]",,Low Pass,,21.220745,,,Sergio Ramos García,5201.0,,,,,Throw-in,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,8,Paris Saint-Germain,131,['312a7bed-644f-434a-aa0e-7e0ae037e384'],59,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:59.294,Pass,
,,,,,,,,,,,,,,,,,0.935674,,,,,,,,,,22baf562-fc9d-4310-8b2e-4ae4cb8fb9b6,103,,,"[31.9, 65.4]",3837885,2,,,,1.0747527,,Right Foot,,,"[36.5, 73.9]",,Ground Pass,,9.664885,,,Marco Verratti,3166.0,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Center Back,8,Paris Saint-Germain,131,['95de1b46-ac11-424c-8c8b-353b405fab74'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:00.790,Pass,
,,,,,,,,,,,,,,,,,1.734218,,,,,,,,,,c8f905f8-d4e9-407a-a94e-fcb4dff08aeb,107,,,"[38.5, 75.0]",3837885,2,,,,-0.06898129,,Right Foot,,,"[66.0, 73.1]",,High Pass,,27.565557,,Incomplete,Nordi Mukiele Mulere,2935.0,,,,,,1,From Throw In,Marco Verratti,3166.0,Center Defensive Midfield,8,Paris Saint-Germain,131,"['1a168f24-2ca7-4485-a07b-6330bdc9f26b', '7c563df2-ffc4-46cd-b0e8-426559a8b24a', '9e05b72c-40e1-4715-b711-33b3807f3aa3']",2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:02.721,Pass,True
,,,,,,,,,,,,,,,,,1.098774,,,,,,,,,,9e05b72c-40e1-4715-b711-33b3807f3aa3,109,,,"[54.1, 7.0]",3837885,2,,,,0.9973558,,Other,,,"[60.3, 16.6]",,Low Pass,,11.428036,,,Valentin Rongier,3365.0,,,,,Recovery,1,Regular Play,Sead Kolašinac,3510.0,Left Center Back,9,Marseille,147,"['c8f905f8-d4e9-407a-a94e-fcb4dff08aeb', 'f5d53971-77c5-4578-bf07-287febcaa7e3']",4,,,,,,,,,,,,,,,,,,Marseille,147,00:02:04.455,Pass,
,,,,,,,,,,,,,,,,,1.08698,,,,,,,,,,2eb9f3c3-7a9b-48e0-9c21-c87aa8c96c14,113,,,"[60.7, 16.8]",3837885,2,,,,-0.7853982,,Right Foot,,,"[66.7, 10.8]",,High Pass,,8.485281,,,Jordan Veretout,7153.0,,,,,,1,Regular Play,Valentin Rongier,3365.0,Right Defensive Midfield,9,Marseille,147,['829279e8-bbe3-4301-8811-b864eaf5abee'],5,,,,,,,,,,,,,,,,,,Marseille,147,00:02:05.714,Pass,
,,,,,,,,,,,,,,,,,0.734331,,,,,,,,,,e2c0e422-3454-4973-b3ec-d91e903de5c8,121,,,"[51.1, 70.6]",3837885,2,,,,1.8622531,,Right Foot,,,"[49.3, 76.6]",,Ground Pass,,6.264184,,,Nordi Mukiele Mulere,2935.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Center Defensive Midfield,10,Paris Saint-Germain,131,['76e7e5e1-a0e7-4371-ab46-ccf5d20ac466'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:09.599,Pass,
,,,,,,,,,,,,,,,,,1.049037,,,,,,,,,,fa45ec54-743e-48af-8e22-5552921c29da,125,,,"[48.4, 77.0]",3837885,2,,,,0.04850561,,Right Foot,,,"[58.7, 77.5]",,Low Pass,,10.312129,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Nordi Mukiele Mulere,2935.0,Right Wing Back,10,Paris Saint-Germain,131,"['6da46e12-360d-47dc-a642-b6527f199228', '93e7e0f5-53e8-4aa1-8cc4-33a19544ca5d']",10,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:10.912,Pass,True
,,,,,,,,,,,,,,,,,1.06661,,,,,,,,,,2b3e9ffd-8efa-4012-bd6a-0b3739861f4e,131,,,"[57.7, 77.9]",3837885,2,True,,,-2.0971887,,Right Foot,,,"[49.1, 63.1]",,Ground Pass,,17.117243,,,Marco Verratti,3166.0,,,,,Free Kick,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,11,Paris Saint-Germain,131,['eabdb8dd-576d-4dd0-aba7-ad402680a165'],34,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:34.346,Pass,
,,,,,,,,,,,,,,,,,1.529248,,,,,,,,,,a8d13df8-9447-4313-80a8-281ae4378b0c,133,,,"[47.2, 62.7]",3837885,2,,,,-2.75845,,Right Foot,,,"[27.6, 54.8]",,Ground Pass,,21.132202,,,Sergio Ramos García,5201.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,11,Paris Saint-Germain,131,['2ed810d7-d003-4e7e-80f2-771efe2128a9'],36,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:36.214,Pass,
,,,,,,,,,,,,,,,,,2.382023,,,,,,,,,,85aa223f-40d3-4a06-904c-8fa904051b67,136,,,"[25.7, 56.2]",3837885,2,,,,-2.028873,,Right Foot,,,"[11.5, 27.4]",,Ground Pass,,32.110435,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Center Back,11,Paris Saint-Germain,131,['a40ef28f-503c-4c86-91b1-18951b27644a'],39,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:39.321,Pass,
