50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e4fb339c-0b92-49f6-bbc7-eddbb268b3e5,1,,,,3837902,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade Brestois,153,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7832, 'name': 'Marco Bizot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 30533, 'name': 'Noah Fadiga'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 99}, {'player': {'id': 139016, 'name': 'Achraf Dari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 29284, 'name': 'Lilian Brassier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 7273, 'name': 'Jean-Kevin Duverne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3199, 'name': 'Pierre Lees Melou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7198, 'name': 'Franck Honorat'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 7325, 'name': 'Haris Belkebla'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 23206, 'name': 'Hugo Magnetti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7322, 'name': 'Romain Del Castillo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3257, 'name': 'Steve Michel Mounié'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Stade Brestois,153,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,911b0efe-6ffe-4b28-b82b-270082ead3c7,2,,,,3837902,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade Brestois,153,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 39517, 'name': 'Timothee Pembele'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 144059, 'name': 'Warren Zaire Emery'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eb81fa55-4157-493f-97ea-8bc5a9e2068c,3,,,,3837902,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade Brestois,153,['f54ef795-1c40-46fa-92f8-13cfd924691e'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f54ef795-1c40-46fa-92f8-13cfd924691e,4,,,,3837902,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade Brestois,153,['eb81fa55-4157-493f-97ea-8bc5a9e2068c'],0,,,,,,,,,,,,,,,,,,,Stade Brestois,153,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3250670a-2cea-4be1-a580-e8d8df84d28e,1982,,,,3837902,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Stade Brestois,153,['4faa8b22-e89b-47ac-b81d-f91724755104'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4faa8b22-e89b-47ac-b81d-f91724755104,1983,,,,3837902,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Stade Brestois,153,['3250670a-2cea-4be1-a580-e8d8df84d28e'],0,,,,,,,,,,,,,,,,,,,Stade Brestois,153,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.850905,,,,,,,,,,,,,,71dbd8ca-6c6e-41fe-942a-e6812ab87f2f,5,,,"[61.0, 40.1]",3837902,0,,,,3.0410156,,Right Foot,,,,"[50.1, 41.2]",,Ground Pass,,10.955364,,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Center Forward,2,Paris Saint-Germain,131,['cf1bc4a1-2e3b-41c2-8ebf-c91f1dd8a37f'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.354,Pass,
,,,,,,,,,,,,,,,,,1.189684,,,,,,,,,,,,,,968b2899-b50a-42bd-838c-cf0060b46762,8,,,"[50.2, 43.0]",3837902,0,,,,1.8365476,,Right Foot,,,,"[45.6, 59.9]",,Ground Pass,,17.51485,,,,,Warren Zaire Emery,144059.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['14f31542-9c59-493a-8b54-b8852c30e04e'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.284,Pass,
,,,,,,,,,,,,,,,,,1.000488,,,,,,,,,,,,,,e285ebe3-c842-4421-8426-86ed8b21c7ce,11,,,"[45.4, 63.3]",3837902,0,,,,1.9208412,,Right Foot,,,,"[40.8, 75.9]",,Ground Pass,,13.413426,,,,,Timothee Pembele,39517.0,,,,,,1,From Kick Off,Warren Zaire Emery,144059.0,Right Center Midfield,2,Paris Saint-Germain,131,['8b0e8579-eda3-4e26-a6be-2a7c683c2049'],4,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.847,Pass,
,,,,,,,,,,,,,,,,,1.712849,,,,,,,,,,,,,,e11ba2db-6778-4af5-adf3-24f31eb937d7,13,,,"[39.3, 76.7]",3837902,0,,,,-2.5457287,,Right Foot,,,,"[24.7, 66.8]",,Ground Pass,,17.64001,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Timothee Pembele,39517.0,Right Back,2,Paris Saint-Germain,131,['659a2866-9435-4ef8-b66d-327ceddd0efc'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.847,Pass,
