50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cea04850-8ca3-496c-9dd5-f97e7b5e795c,1,,,3837839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,51e26e45-eade-4bf6-acf9-0cb676d9b7de,2,,,3837839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 24987, 'name': 'Yehvann Diouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 94}, {'player': {'id': 15782, 'name': 'Thomas Foket'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 49705, 'name': 'Emmanuel Agbadou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 7378, 'name': 'Yunis Abdelhamid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 23826, 'name': 'Thibault De Smet'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 22098, 'name': 'Azor Matusiwa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 23527, 'name': 'Junya Ito'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 39}, {'player': {'id': 31308, 'name': 'Marshall Nyasha Munetsi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 26063, 'name': 'Jens-Lys Michel Cajuste'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 30682, 'name': 'Alexis Flips'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 70}, {'player': {'id': 51733, 'name': 'Folarin Balogun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf679bf7-07c5-4605-95f4-e9d019409007,3,,,3837839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ef42b0dc-ab91-4c7a-9518-50df7fd3635e'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef42b0dc-ab91-4c7a-9518-50df7fd3635e,4,,,3837839,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['cf679bf7-07c5-4605-95f4-e9d019409007'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1037ca2e-c9eb-4db3-8190-1371ef885504,2436,,,3837839,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Paris Saint-Germain,131,['7f11a40a-aae9-4974-bec6-e165622c89a7'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7f11a40a-aae9-4974-bec6-e165622c89a7,2437,,,3837839,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Paris Saint-Germain,131,['1037ca2e-c9eb-4db3-8190-1371ef885504'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.116754,,,,,,,,,,,,,280aeae0-8bfb-42e1-96fd-d01faf997fc0,5,,"[61.0, 40.1]",3837839,0,,,,2.6623821,,Right Foot,,,,"[50.8, 45.4]",,Ground Pass,,11.4947815,,,,Vitor Machado Ferreira,34639.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Center Forward,2,Paris Saint-Germain,131,['182997ef-c0eb-4228-a06e-0aed638d8d6a'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.319,Pass,
,,,,,,,,,,,,,,,,,,1.617128,,,,,,,,,,,,,e46c3dae-c42c-433e-a32d-2216d12cca75,8,,"[50.2, 46.3]",3837839,0,,,,1.8648098,,Right Foot,,,,"[42.6, 71.4]",,Ground Pass,,26.225368,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['95ac7529-0638-49dc-9c54-9bde631645b2'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.308,Pass,
,,,,,,,,,,,,,,,,,,1.458047,,,,,,,,,,,,,1c506a0a-dd87-4ed2-9dff-d7b26eed044e,11,,"[44.3, 72.3]",3837839,0,,,,-2.3284237,,Right Foot,,,,"[30.3, 57.5]",,Ground Pass,,20.37253,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['a55d200b-6a4d-4793-bf29-65aca0ba66cb'],4,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.852,Pass,
,,,,,,,,,,,,,,,,,,1.351017,,,,,,,,,,,,,534d441c-f1fb-47bf-8cf7-0ef90c818a6a,14,,"[31.2, 56.2]",3837839,0,,,,-1.7529646,,Right Foot,,,,"[26.3, 29.6]",,Ground Pass,,27.04755,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['56e27339-eead-4206-bf68-317ac9015e3e'],7,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.510,Pass,
,,,,,,,,,,,,,,,,,,2.21509,,,,,,,,,,,,,1efb427b-d415-437d-980a-6f28b6a14756,17,,"[24.6, 31.9]",3837839,0,,,,1.3478961,,Right Foot,,,,"[34.8, 76.9]",,High Pass,,46.14152,,,,Achraf Hakimi Mouh,5245.0,,True,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Paris Saint-Germain,131,['f14b6906-561a-4da6-b6ff-b9442abd3dc1'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.904,Pass,
,,,,,,,,,,,,,,,,,,0.86741,,,,,,,,,,,,,c55e529f-eba5-45bf-8c3f-3556c96481a6,24,,"[24.2, 65.3]",3837839,0,,,,0.99247086,,Right Foot,,,True,"[28.9, 72.5]",,Ground Pass,,8.598256,,,,Achraf Hakimi Mouh,5245.0,,,,,Recovery,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,"['e2d16cf3-6721-4c95-99e1-bd74a5af3ea4', 'f11fd88f-916d-41c3-8e13-605fdb9b39d2']",15,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.622,Pass,True
,,,,,,,,,,,,,,,,,,1.154072,,,,,,,,,,,,,5986e605-9831-4c0e-99d4-30dd7101ed59,28,,"[28.9, 73.1]",3837839,0,,,,-2.8937812,,Right Foot,,,,"[20.6, 71.0]",,Ground Pass,,8.561542,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,"['a8f88dd1-0074-4585-9f70-abc2028c7102', 'f7a4fa5a-c51d-4888-b4c1-13f6c45733db']",17,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.009,Pass,True
,,,,,,,,,,,,,,,,,,2.120751,,,,,,,,,,,,,dbdeff87-ab3d-4189-aee0-7b1e15dd3f0f,31,,"[15.3, 70.8]",3837839,0,,,,-2.0815787,,Left Foot,,,,"[3.7, 50.1]",,Ground Pass,,23.728674,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['7ad8b728-bb15-4e57-83c8-3c87f1b410ac'],18,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.767,Pass,
,,,,,,,,,,,,,,,,,,1.296936,,,,,,,,,,,,,d149bdfc-8e05-4863-ba68-4034f5ae47d8,35,,"[5.4, 46.7]",3837839,0,,,,-0.6177557,,Left Foot,,,,"[16.8, 38.6]",,Ground Pass,,13.984634,,Incomplete,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,"['3dfa47f0-8f68-407a-90da-c2f9a662cb20', '957363cc-256f-4ca8-bb26-680af56da5c6']",22,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.178,Pass,
,,,,,,,,,,,,,,,,,,2.239657,,,,,,,,,,,,,c76cec09-cb00-4b46-a20f-eb457a1c9722,45,,"[7.0, 36.1]",3837839,0,True,,,-0.7870348,,Right Foot,,,,"[37.5, 5.5]",,High Pass,,43.20428,,,,Juan Bernat Velasco,15651.0,,,,,Goal Kick,1,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,3,Paris Saint-Germain,131,['db27aebb-3e92-4950-9d02-b5523972e491'],38,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:38.773,Pass,
