50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.032027,,,,,,,,,,,,,62324cd9-2502-46d8-b356-8d61a7c04341,52,,"[43.4, 8.8]",3837839,0,,,,2.486874,,Left Foot,,,,"[33.5, 16.4]",,Ground Pass,,12.480785,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Goal Kick,Juan Bernat Velasco,15651.0,Left Back,3,Paris Saint-Germain,131,['45ddc2d2-71bb-4557-b98c-921a89541267'],42,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.776,Pass,
,,,,,,,,,,,,,,,,,,1.372094,,,,,,,,,,,,,8c360880-ecd6-41b5-8380-93a06e0815a0,56,,"[32.2, 16.4]",3837839,0,,,,1.7821827,,Left Foot,,,,"[27.2, 39.7]",,Ground Pass,,23.830442,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Goal Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['40cd1fd6-fe29-4b73-a2c2-a592598d4c87'],44,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:44.822,Pass,
,,,,,,,,,,,,,,,,,,0.924877,,,,,,,,,,,,,d6b1c48a-4eb5-4c04-8f7f-420ae4227485,59,,"[34.4, 46.0]",3837839,0,,,,-0.11598198,,Right Foot,,,,"[44.7, 44.8]",,Ground Pass,,10.369667,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['1393de96-864d-4b40-a196-b36e1afc2d2a'],48,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.802,Pass,
,,,,,,,,,,,,,,,,,,2.142063,,,,,,,,,,,,,e07d8f10-7372-437b-98f5-8d325e5569e7,62,,"[44.1, 46.7]",3837839,0,,,,2.020793,,Right Foot,,,,"[38.4, 58.5]",,Ground Pass,,13.104579,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Goal Kick,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,3,Paris Saint-Germain,131,['01389232-7e3d-4cde-92ad-32d51e4a33e2'],50,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.070,Pass,
,,,,,,,,,,,,,,,,,,1.333143,,,,,,,,,,,,,a15f59bc-828d-444a-8cb8-1b8e53d00733,65,,"[38.4, 61.7]",3837839,0,,,,1.1224537,,Right Foot,,,,"[46.0, 77.5]",,Ground Pass,,17.532825,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['71c05ddb-6110-43c9-a330-6669192ccc30'],52,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.332,Pass,
,,,,,,,,,,,,,,,,,,1.480407,,,,,,,,,,,,,c3a0e80d-086f-4b72-b860-aff70733d264,68,,"[46.8, 77.5]",3837839,0,,,,-2.4677978,,Right Foot,,,,"[33.9, 67.2]",,Ground Pass,,16.507574,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Back,3,Paris Saint-Germain,131,['1ba14501-c39f-4c8c-bfff-3c132e017015'],54,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.828,Pass,
,,,,,,,,,,,,,,,,,,1.538572,,,,,,,,,,,,,d4b225f1-f0ac-4912-b75f-f8511d240f0a,71,,"[33.9, 63.6]",3837839,0,,,,-1.5491947,,Right Foot,,,,"[34.6, 31.2]",,Ground Pass,,32.407562,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['c030d0ce-32b6-4407-aae8-37af2ba09d06'],57,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.668,Pass,
,,,,,,,,,,,,,,,,,,1.943166,,,,,,,,,,,,,e2463a10-3aa1-49df-8c26-08d48fe3f132,74,,"[33.3, 29.6]",3837839,1,,,,-1.0610276,,Right Foot,,,,"[47.5, 4.2]",,High Pass,,29.099829,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['1f746f85-10ed-482f-b005-43c93260caba'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:00.165,Pass,
,,,,,,,,,,,,,,,,,,0.954071,,,,,,,,,,,,,3c735910-55fb-4093-bdef-42fc8f6b06f8,77,,"[47.5, 4.2]",3837839,1,,,,2.617272,,Left Foot,,,,"[39.2, 9.0]",,Ground Pass,,9.588014,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Goal Kick,Juan Bernat Velasco,15651.0,Left Back,3,Paris Saint-Germain,131,['6f76d25e-4ef7-4c49-954a-b4eb151cd8ff'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.018,Pass,
,,,,,,,,,,,,,,,,,,1.000904,,,,,,,,,,,,,4d85f69d-11d3-4238-8120-651c3608826f,80,,"[42.2, 15.4]",3837839,1,,,,2.5171824,,Left Foot,,,,"[35.4, 20.3]",,Ground Pass,,8.381527,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,3,Paris Saint-Germain,131,['4579e736-1d79-4946-864d-d0598bed41a9'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:09.052,Pass,
,,,,,,,,,,,,,,,,,,1.242147,,,,,,,,,,,,,7efd0195-e526-4ddc-b6d3-9e2889a157e5,83,,"[35.0, 22.2]",3837839,1,,,,-0.9431669,,Right Foot,,,,"[42.4, 12.0]",,Ground Pass,,12.601587,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['b0621747-821a-400c-9ee3-a8f1a599ab5d'],12,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.973,Pass,
,,,,,,,,,,,,,,,,,,1.187232,,,,,,,,,,,,,367f0351-3107-4f27-aad6-3da5928e71dc,87,,"[46.4, 9.7]",3837839,1,,,,1.598567,,Left Foot,,,,"[46.0, 24.1]",,Ground Pass,,14.405555,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Goal Kick,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,3,Paris Saint-Germain,131,"['0bde54e8-ad65-41ee-bf2f-64c8b2826e1f', 'bfce8b28-5443-4764-a553-b19ed498a87d']",16,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:16.440,Pass,True
,,,,,,,,,,,,,,,,,,1.002683,,,,,,,,,,,,,686a24cb-fd33-4298-9ab5-672f89b6c821,91,,"[49.8, 11.6]",3837839,1,,,,-2.975147,,Right Foot,,,,"[37.3, 9.5]",,Ground Pass,,12.675173,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Vitor Machado Ferreira,34639.0,Right Defensive Midfield,3,Paris Saint-Germain,131,['0cbbd9e8-fb18-4ef6-bd2e-0fba5be76791'],21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.610,Pass,
,,,,,,,,,,,,,,,,,,3.065104,,,,,,,,,,,,,15f7358e-3042-4aa0-aa9e-751ee3cc5264,95,,"[35.6, 9.7]",3837839,1,,,,2.3241649,,Right Foot,,,,"[6.9, 40.3]",,Ground Pass,,41.95295,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['e299a337-bc46-4b93-95ea-6e0aee69768b'],24,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:24.080,Pass,
,,,,,,,,,,,,,,,,,,1.220424,,,,,,,,,,,,,ffe1b81e-5450-4bb1-ad74-479c150a22b1,98,,"[6.2, 44.4]",3837839,1,,,,1.2788383,,Right Foot,,,,"[11.7, 62.7]",,Ground Pass,,19.108637,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,3,Paris Saint-Germain,131,['c9d71724-1dbe-4d2a-8541-ab5bee0474d5'],27,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:27.265,Pass,
,,,,,,,,,,,,,,,,,,1.920325,,,,,,,,,,,,,c7a027d1-3710-4e48-a764-c5082d278e4a,101,,"[12.8, 63.0]",3837839,1,,,,-2.0174,,Right Foot,,,,"[6.0, 48.8]",,Ground Pass,,15.744205,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['2e668015-b607-4d21-9460-f6cd7a575892'],31,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:31.469,Pass,
,,,,,,,,,,,,,,,,,,1.234696,,,,,,,,,,,,,e4765771-f2d2-43bf-829d-865836378f3e,103,,"[6.7, 46.3]",3837839,1,,,,-1.3093175,,Right Foot,,,,"[10.5, 32.1]",,Ground Pass,,14.69966,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Gianluigi Donnarumma,7036.0,Goalkeeper,3,Paris Saint-Germain,131,['e69e9c36-697c-4d12-8412-94a2a4f35b37'],33,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:33.390,Pass,
,,,,,,,,,,,,,,,,,,1.292404,,,,,,,,,,,,,3d83917f-5d40-4496-aeb6-ee7c723cd06d,106,,"[36.0, 26.4]",3837839,1,,,,-1.2180166,,Right Foot,,,,"[44.1, 4.4]",,Ground Pass,,23.443762,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['edc92e5e-0a17-403a-8090-45679687110d'],40,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:40.292,Pass,
,,,,,,,,,,,,,,,,,,2.534696,,,,,,,,,,,,,fa9afef2-a7c1-4aa0-a34d-d24da2bd0735,110,,"[44.1, 5.9]",3837839,1,,,,2.32265,,Left Foot,,,,"[29.7, 21.3]",,Ground Pass,,21.083643,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Juan Bernat Velasco,15651.0,Left Back,3,Paris Saint-Germain,131,['1fdafa43-0bbe-438f-b765-9bfd2ffc34f6'],42,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:42.843,Pass,
,,,,,,,,,,,,,,,,,,1.993982,,,,,,,,,,,,,460e8a55-4996-43f7-9d3b-65610eb3a191,113,,"[25.9, 26.0]",3837839,1,,,,1.4920949,,Right Foot,,,,"[28.4, 57.7]",,Ground Pass,,31.798428,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Paris Saint-Germain,131,['973c5974-4114-4761-ba1e-7efe4590a09c'],45,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:45.895,Pass,
,,,,,,,,,,,,,,,,,,1.439989,,,,,,,,,,,,,8b228334-97b3-4b81-9d9a-1c00489209d4,116,,"[48.7, 64.0]",3837839,1,,,,0.70690805,,Left Foot,,,,"[63.1, 76.3]",,Ground Pass,,18.938057,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Goal Kick,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['55814a45-2c1d-4006-9f9a-ce547d76e1ca'],51,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:51.212,Pass,
,,,,,,,,,,,,,,,,,,0.849568,,,,,,,,,,,,,b6e3f575-0645-4110-9147-3d334ab347a6,119,,"[63.1, 76.3]",3837839,1,,,,0.12750956,,Right Foot,,,,"[70.9, 77.3]",,Ground Pass,,7.8638415,,,,Carlos Soler Barragán,6583.0,,,,,,1,From Goal Kick,Achraf Hakimi Mouh,5245.0,Right Back,3,Paris Saint-Germain,131,['ea96bfca-7d82-4a1c-9d65-f0236e3abfcc'],53,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:53.819,Pass,
,,,,,,,,,,,,,,,,,,0.805733,,,,,,,,,,,,,ee55177d-485b-4dd0-9d61-08e76a8ed10c,122,,"[71.1, 77.5]",3837839,1,,,,-0.86718255,,Right Foot,,,,"[73.9, 74.2]",,Ground Pass,,4.327817,,Incomplete,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Goal Kick,Carlos Soler Barragán,6583.0,Right Wing,3,Paris Saint-Germain,131,"['52f80f94-bd47-4d58-9afb-c7be41a90397', 'c63a068a-d76d-4d9a-a00e-c3404e7fd8f9']",54,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:54.765,Pass,
,,,,,,,,,,,,,,,,,,1.501321,,,,,,,,,,,,,7bf07d93-48f4-4255-9b04-84a7aea34fc6,125,,"[40.3, 2.8]",3837839,1,,,,2.623337,,Right Foot,,,,"[28.2, 9.7]",,Ground Pass,,13.929106,,,,Yunis Abdelhamid,7378.0,,,,,Recovery,1,From Goal Kick,Thibault De Smet,23826.0,Left Back,3,Paris Saint-Germain,131,['44d594e6-9e67-4a58-b555-2e426b2d3af9'],56,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:56.514,Pass,
,,,,,,,,,,,,,,,,,,0.886409,,,,,,,,,,,,,19ab9286-7280-48b8-bd38-c6952e8ac017,130,,"[108.6, 80.0]",3837839,2,True,,,-1.3550302,,,,,,"[110.2, 72.7]",,Low Pass,,7.4732857,,,,Carlos Soler Barragán,6583.0,,,,,Throw-in,1,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,4,Paris Saint-Germain,131,['18339283-4023-4ada-877a-1b4e81ea9f2e'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:06.599,Pass,
