50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,44071acf-6ea9-4155-950b-9ebb00e74d2a,1,,,3837947,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9cc39078-61f6-479b-bde5-6ad98d190798,2,,,3837947,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 4893, 'name': 'Brice Samba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7324, 'name': 'Jonathan Gradit'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 11820, 'name': 'Kevin Danso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30415, 'name': 'Facundo Axel Medina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 27473, 'name': 'Deiver Andrés Machado Mena'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3548, 'name': 'Angelo Fulgini'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 16275, 'name': 'Ikoma Loïs Openda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Lens,168,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5713ed7e-2657-4ac0-b07e-a8641a7fc445,3,,,3837947,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['80b333ea-460c-4db1-88fd-b87ce77dddee'],0,,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,80b333ea-460c-4db1-88fd-b87ce77dddee,4,,,3837947,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['5713ed7e-2657-4ac0-b07e-a8641a7fc445'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ae4ac855-66b5-4d94-b610-1447976dd165,2074,,,3837947,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,61,Lens,168,['e9b34ca0-2a3e-44dd-9ec4-33735fd694f6'],0,,,,,,,,,,,,,,,,,,Lens,168,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e9b34ca0-2a3e-44dd-9ec4-33735fd694f6,2075,,,3837947,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,61,Lens,168,['ae4ac855-66b5-4d94-b610-1447976dd165'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.881104,,,,,,,,,,,,,,,d5a8491f-8bec-4c58-8579-9b125b531900,5,,"[60.0, 40.0]",3837947,0,,,,2.9485385,,Left Foot,,,"[46.7, 42.6]",,Ground Pass,,13.551753,,,,,Fabián Ruiz Peña,6655.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Paris Saint-Germain,131,['603544ab-4215-46a9-94cf-76dbe06b8420'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.394,Pass,
,,,,,,,,,,,,,,,,,0.577576,,,,,,,,,,,,,,,8dffa736-d00a-4329-8fa4-fa646c0dd91b,8,,"[48.4, 43.6]",3837947,0,,,,-1.5853938,,Left Foot,,,"[48.2, 29.9]",,Ground Pass,,13.70146,,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['b5153f94-9830-4eec-aa71-e83a439c6298'],2,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.314,Pass,
,,,,,,,,,,,,,,,,,1.533095,,,,,,,,,,,,,,,49f65b4c-ae86-4de1-825a-73da6c81e0f3,11,,"[49.3, 29.8]",3837947,0,,,,-2.036432,,Right Foot,,,"[39.2, 9.7]",,Ground Pass,,22.494888,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Left Center Midfield,2,Paris Saint-Germain,131,['c2c7290a-3418-4d0a-b646-f925c7a98e7d'],4,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.633,Pass,
,,,,,,,,,,,,,,,,,1.528271,,,,,,,,,,,,,,,8c3bdd9c-170e-4bfc-895d-c3674e0a44ec,15,,"[39.2, 9.7]",3837947,0,,,,1.893756,,Right Foot,,,"[30.9, 34.5]",,Ground Pass,,26.152056,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,"['ad0b7585-cbc6-42f7-981a-1cab4e02e6fe', 'eeeefa86-d86c-41c0-a3a1-989ea8f5e362']",8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.108,Pass,True
