50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.863719,,,,,,,,,,,,,a6b844d3-d488-4862-abcc-cb9f08edfcc3,19,,"[28.6, 71.4]",3837717,0,,,,,-1.4288993,,Left Foot,,,"[29.7, 63.7]",,Ground Pass,,7.7781744,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Wing Back,3,Paris Saint-Germain,131,['ce695728-4c2b-489d-b8e2-0307e9f3d46e'],10,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.524,Pass,
,,,,,,,,,,,,,,,,,,,0.886154,,,,,,,,,,,,,8e863a54-4bfd-44ba-bb4b-40db8e29b6ba,23,,"[29.3, 63.7]",3837717,0,,,,,-2.090764,,Left Foot,,,"[21.8, 50.6]",,Ground Pass,,15.095033,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Fabián Ruiz Peña,6655.0,Right Defensive Midfield,3,Paris Saint-Germain,131,"['5cdb14cb-e806-4b14-b97b-773f5d5d3089', 'b4b25abe-5813-496b-9d01-bad0e7b46607']",11,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.987,Pass,True
,,,,,,,,,,,,,,,,,,,0.967997,,,,,,,,,,,,,82b4c5fe-5402-4d85-884e-62e7490d059f,26,,"[17.9, 42.1]",3837717,0,,,,,-1.9720252,,Right Foot,,,"[13.7, 32.2]",,Ground Pass,,10.754069,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,3,Paris Saint-Germain,131,['3c09b322-8e8f-4c8b-aa88-c129ef510b68'],14,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.529,Pass,
,,,,,,,,,,,,,,,,,,,1.776049,,,,,,,,,,,,,2386cb84-c15d-447a-89fd-7d299db7ce7e,28,,"[14.0, 31.8]",3837717,0,,,,,-1.0259324,,Right Foot,,,"[24.0, 15.3]",,Ground Pass,,19.293781,,,,,Nuno Mendes,41092.0,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,3,Paris Saint-Germain,131,['ddc0e88b-f858-4cc3-b01c-568948486437'],15,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.497,Pass,
,,,,,,,,,,,,,,,,,,,1.529945,,,,,,,,,,,,,f2ad793c-25aa-464a-a423-e6ea1734b8a1,31,,"[28.0, 16.0]",3837717,0,,,,,0.30667633,,Left Foot,,,"[52.0, 23.6]",,Ground Pass,,25.174591,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Nuno Mendes,41092.0,Left Wing Back,3,Paris Saint-Germain,131,['8504ded6-af91-44b1-8011-59276cc9ee51'],18,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.770,Pass,
,,,,,,,,,,,,,,,,,,,0.978968,,,,,,,,,,,,,3acedf22-aa43-4877-aed7-ab6fa9a5c0e8,37,,"[78.4, 34.1]",3837717,0,,,,,1.4999928,,Right Foot,,,"[79.4, 48.2]",,Ground Pass,,14.135417,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Marco Verratti,3166.0,Left Defensive Midfield,4,Paris Saint-Germain,131,['86f3d054-845a-4a5d-aa9a-7c950f6dd82a'],39,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.110,Pass,
,,,,,,,,,,,,,,,,,,,1.377373,,,,,,,,,,,,,5c2b5f77-9f3e-44a4-8742-738f12421ed3,41,,"[79.2, 50.2]",3837717,0,,,,,2.307956,,Left Foot,,,"[72.3, 57.8]",,Ground Pass,,10.264989,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,4,Paris Saint-Germain,131,"['49f4ae32-104e-4677-887a-6874545de638', '56c6d1be-0c50-4027-a987-c0923f4ce285']",40,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.524,Pass,True
,,,,,,,,,,,,,,,,,,,1.372407,,,,,,,,,,,,,ef5d27f3-bdb2-493a-9439-549bb809e4b8,43,,"[72.3, 57.8]",3837717,0,,,,,1.5053163,,Left Foot,,,"[73.5, 76.1]",,Ground Pass,,18.339302,,,,,Sergio Ramos García,5201.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Right Defensive Midfield,4,Paris Saint-Germain,131,['ea98f4a0-d2d2-45fe-8e0b-2e05f74d2e9c'],41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.902,Pass,
,,,,,,,,,,,,,,,,,,,0.939267,,,,,,,,,,,,,ce01bb98-997e-4881-87e1-b1f17713dd9c,46,,"[73.5, 76.1]",3837717,0,,,,,0.29256177,,Right Foot,,,"[81.8, 78.6]",,Ground Pass,,8.668333,,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Right Center Back,4,Paris Saint-Germain,131,['380e8db0-6d61-4fd7-a5f1-75c50496f2a1'],43,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:43.341,Pass,
,,,,,,,,,,,,,,,,,,,1.382431,,,,,,,,,,,,,228f0809-8c28-4d03-9ef7-07ebef50c6a7,49,,"[80.1, 78.2]",3837717,0,,,,,-3.1296172,,Right Foot,,,"[63.4, 78.0]",,Ground Pass,,16.701197,,,,,Sergio Ramos García,5201.0,,,,,,1,From Free Kick,Achraf Hakimi Mouh,5245.0,Right Wing Back,4,Paris Saint-Germain,131,['0a8f0ddf-61eb-4aaf-9798-537b596cf007'],45,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.358,Pass,
,,,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,540c3889-5549-4814-8b00-4d2664dd6d96,54,,"[62.3, 77.3]",3837717,0,,,,,-2.301036,,Right Foot,,,"[46.9, 60.1]",,Ground Pass,,23.086792,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Right Center Back,4,Paris Saint-Germain,131,"['440ec311-4700-4989-a70d-8c446bf658dd', '8330e31c-66c5-4898-92b1-66ff10a00842', 'bd399e39-9e17-4b7a-9077-214c98712cd4']",47,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.416,Pass,True
,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,39a77852-4d9f-4c30-af41-03cf885f13d3,58,,"[40.6, 53.3]",3837717,0,,,,,-1.6269503,,Left Foot,,,"[38.7, 19.5]",,Ground Pass,,33.85336,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Center Back,4,Paris Saint-Germain,131,['2ef90cf3-8cb4-4729-9ad2-f8cac06759c9'],51,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:51.274,Pass,
,,,,,,,,,,,,,,,,,,,0.979774,,,,,,,,,,,,,77c4a092-2317-479e-8d47-b271e357fa1b,63,,"[41.7, 20.0]",3837717,0,,,,,0.102206714,,Right Foot,,,"[49.5, 20.8]",,Ground Pass,,7.8409185,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,4,Paris Saint-Germain,131,"['91afdb01-2cf8-4feb-808c-65f615c219a9', 'b12d328b-8957-4cff-a68d-ddc47e1a8668']",54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.564,Pass,True
,,,,,,,,,,,,,,,,,,,0.851073,,,,,,,,,,,,,08c1e448-ea13-4342-b929-94c7fd994769,66,,"[50.1, 20.2]",3837717,0,,,,,-1.5991576,,Right Foot,,,"[49.7, 6.1]",,Ground Pass,,14.105673,,,,,Nuno Mendes,41092.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Attacking Midfield,4,Paris Saint-Germain,131,"['7b9ecdd4-add9-4b30-8e8c-f97465539636', 'a54b0a6a-4aa2-4187-9007-3c9ebd35c0c5']",55,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:55.544,Pass,True
,,,,,,,,,,,,,,,,,,,3.416074,,,,,,,,,,,,,c78dbed6-1c40-4123-a9e1-c45a48aa59d8,70,,"[55.9, 80.0]",3837717,1,,,,,-1.8061026,,,,,"[48.3, 48.3]",,Low Pass,,32.598312,,,,,Corentin Tolisso,5480.0,,,,,Throw-in,1,From Throw In,Malo Gusto,39260.0,Right Back,5,Lyon,137,['cf8b498b-41fa-46bd-974d-d44acb4cafdd'],12,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:12.782,Pass,
,,,,,,,,,,,,,,,,,,,1.754395,,,,,,,,,,,,,4ae67032-d7d7-451d-8cfb-8e777f542938,72,,"[49.1, 45.6]",3837717,1,,,,,-1.457511,,Right Foot,,,"[51.0, 28.9]",,Ground Pass,,16.807735,,,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Defensive Midfield,5,Lyon,137,['0a0cde5f-5660-420c-8d67-ef86acbc4c1a'],16,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:16.198,Pass,
,,,,,,,,,,,,,,,,,,,1.415965,,,,,,,,,,,,,307d8e2e-b396-4f33-aa88-38d926921eb1,75,,"[64.0, 16.9]",3837717,1,,,,,-1.1549846,,Right Foot,,,"[70.8, 1.5]",,Ground Pass,,16.834488,,,,,Karl Brillant Toko Ekambi,3551.0,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,5,Lyon,137,['959c2050-ae38-4f96-ace9-4ef7ccf22ffe'],20,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:20.230,Pass,
,,,,,,,,,,,,,,,,,,,1.436976,,,,,,,,,,,,,84c46779-a48c-4619-99ec-0f992a8823cb,78,,"[69.4, 2.7]",3837717,1,,,,,2.0235748,,Right Foot,,,"[62.2, 17.5]",,Ground Pass,,16.458433,,,,,Corentin Tolisso,5480.0,,,,,,1,From Throw In,Karl Brillant Toko Ekambi,3551.0,Left Midfield,5,Lyon,137,['a143843d-7f47-4dca-96ce-3e980d858b90'],23,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:23.182,Pass,
,,,,,,,,,,,,,,,,,,,0.275308,,,,,,,,,,,,,4987612e-e3b4-4ed3-b6ef-4028d7c6c3a5,82,,"[62.0, 22.6]",3837717,1,,,,,2.0195196,,Left Foot,,,"[60.7, 25.3]",,Ground Pass,,2.9966648,,,Incomplete,,Thiago Henrique Mendes Ribeiro,3680.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Defensive Midfield,5,Lyon,137,"['4c20b2ce-ad7b-4f25-b6bb-27bfc74e4467', '661ff90b-f422-43f6-ac58-489b1d28837c']",25,,,,,,,,,,,,,,,,,,,Lyon,137,00:01:25.667,Pass,
,,,,,,,,,,,,,,,,,,,0.582492,,,,,,,,,,,,,d9d8215d-7122-4b29-ac48-fc7b4f376c76,87,,"[86.2, 63.0]",3837717,1,,,,,-3.115283,,Right Foot,,,"[78.6, 62.8]",,Ground Pass,,7.602631,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,6,Paris Saint-Germain,131,['3b1e8860-5c11-4026-a316-1b84a4953e34'],33,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:33.906,Pass,
,,,,,,,,,,,,,,,,,,,0.582433,,,,,,,,,,,,,460bc827-06d6-47f7-966d-9efee3c7ba7b,90,,"[78.6, 62.8]",3837717,1,,,,,0.21866895,,Left Foot,,,"[81.3, 63.4]",,Ground Pass,,2.7658634,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Fabián Ruiz Peña,6655.0,Right Defensive Midfield,6,Paris Saint-Germain,131,['fe5a3957-5f92-446e-a88e-a15c8e81e927'],34,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:34.554,Pass,
,,,,,,,,,,,,,,,,,,,0.722795,,,,,,,,,,,,,22075c0f-b9f8-435c-a5a3-079a24bee5d2,93,,"[80.9, 64.2]",3837717,1,,,,,-2.816232,,Right Foot,,,"[72.6, 61.4]",,Ground Pass,,8.759566,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Center Forward,6,Paris Saint-Germain,131,['c1aae8bd-a50b-4918-9663-a901f7ca0d23'],36,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:36.134,Pass,
,,,,,,,,,,,,,,,,,,,0.834439,,,,,,,,,,,,,277539f7-3a11-4dc2-83b9-087b1fb03496,96,,"[72.1, 61.1]",3837717,1,,,,,-2.6135182,,Left Foot,,,"[64.9, 56.9]",,Ground Pass,,8.335466,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Fabián Ruiz Peña,6655.0,Right Defensive Midfield,6,Paris Saint-Germain,131,['027fb7bb-2a1f-4136-b83f-c9ed31a7c57e'],37,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:37.878,Pass,
,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,a6ce1df4-e9af-477f-952f-0837610d4062,99,,"[64.9, 55.6]",3837717,1,,,,,-1.7630812,,Right Foot,,,"[58.3, 21.7]",,Ground Pass,,34.536503,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Right Center Back,6,Paris Saint-Germain,131,['44722c54-0b7a-4d73-99ac-1392a8a054ef'],39,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:39.760,Pass,
,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,1b3a9b2c-9622-42a2-aef8-ca45815e8b6b,102,,"[63.0, 21.2]",3837717,1,,,,,-0.6995879,,Right Foot,,,"[83.2, 4.2]",,Ground Pass,,26.401516,,,,,Nuno Mendes,41092.0,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,6,Paris Saint-Germain,131,['3ab36956-df05-4509-a1f4-5e43c68ed2bd'],42,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:42.653,Pass,
,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,5401c053-851e-477a-95e2-c0c2d5914783,105,,"[82.6, 5.8]",3837717,1,,,,,2.992177,,Left Foot,,,"[64.0, 8.6]",,Ground Pass,,18.809572,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,Regular Play,Nuno Mendes,41092.0,Left Wing Back,6,Paris Saint-Germain,131,['f22f7bbf-380b-4363-b508-c333e67940e7'],45,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:45.010,Pass,
,,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,220d4d0e-e6e5-4148-9782-d29e1c9900bb,108,,"[63.8, 9.9]",3837717,1,,,,,1.7787834,,Right Foot,,,"[57.3, 40.7]",,Ground Pass,,31.478405,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Danilo Luís Hélio Pereira,13621.0,Left Center Back,6,Paris Saint-Germain,131,['c07ce505-62c2-439a-9892-9605418060ca'],49,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:49.987,Pass,
,,,,,,,,,,,,,,,,,,,0.864684,,,,,,,,,,,,,e5eece74-e343-450d-8be3-06a01894cf8e,111,,"[61.3, 41.5]",3837717,1,,,,,-1.5031033,,Right Foot,,,"[61.7, 35.6]",,Ground Pass,,5.9135437,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,6,Paris Saint-Germain,131,['f82adce5-1e57-4e0d-a4a5-3b0b255d5dc7'],54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:54.254,Pass,
,,,,,,,,,,,,,,,,,,,0.789213,,,,,,,,,,,,,26331994-a72b-4fdd-840e-ae8e1da603a2,113,,"[61.7, 35.6]",3837717,1,,,,,1.925502,,Right Foot,,,"[57.7, 46.4]",,Ground Pass,,11.516944,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Defensive Midfield,6,Paris Saint-Germain,131,['04c70981-d996-42d4-91c5-26ff49f137cb'],55,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:55.119,Pass,
,,,,,,,,,,,,,,,,,,,0.743418,,,,,,,,,,,,,9aaa72c2-701a-4992-a2a9-7f25075c3596,116,,"[58.1, 46.4]",3837717,1,,,,,-0.6570749,,Right Foot,,,"[72.1, 35.6]",,Ground Pass,,17.68163,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Center Back,6,Paris Saint-Germain,131,['80adf378-4baa-4140-b924-0e5f50c14a53'],57,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:57.100,Pass,
