ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,314fece2-9a84-49ea-a302-7895bcd2d505,1,,,3837818,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 30}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 50429, 'name': 'Hugo Ekitike'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 44}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d2dd70e-dc03-46d0-aeea-9d36f74daea2,2,,,3837818,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4439, 'name': 'Abdoulaye Bamba'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 7359, 'name': 'Cédric Hountondji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 31894, 'name': 'Miha Blažič'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 23319, 'name': 'Souleyman Doumbia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 44772, 'name': 'Batista Mendy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 21217, 'name': 'Himad Abdelli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3429, 'name': 'Adrien Hunou'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 49520, 'name': 'Abdallah Dipo Sima'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff373658-e6de-4207-8e20-9a550ea30fac,3,,,3837818,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['9e5c8d05-d779-4e17-a39e-07bf789681f7'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9e5c8d05-d779-4e17-a39e-07bf789681f7,4,,,3837818,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['ff373658-e6de-4207-8e20-9a550ea30fac'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c84ef63-952e-4730-a928-d5604cfa161e,2235,,,3837818,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,56,Paris Saint-Germain,131,['684a0da6-5a67-4e2f-9ca0-0ba1c4f9b630'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,684a0da6-5a67-4e2f-9ca0-0ba1c4f9b630,2236,,,3837818,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,56,Paris Saint-Germain,131,['2c84ef63-952e-4730-a928-d5604cfa161e'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.452888,,,,,,,,,,,,,,875248af-938f-4603-ae82-6d19593825fe,5,,"[60.0, 40.0]",3837818,0,,,,1.815775,,Right Foot,,,,"[59.7, 41.2]",,Ground Pass,,1.2369317,,,,,Adrien Hunou,3429.0,,,,,Kick Off,1,From Kick Off,Abdallah Dipo Sima,49520.0,Left Center Forward,2,Angers,145,['a70d34fb-c2d2-4694-8623-6041b238fb0d'],0,,,,,,,,,,,,,,,,,Angers,145,00:00:00.604,Pass,
,,,,,,,,,,,,,,,,0.846559,,,,,,,,,,,,,,7dc71413-60d5-4066-b688-6f5dc97397b3,8,,"[60.4, 41.8]",3837818,0,,,,-2.6822553,,Right Foot,,,,"[51.1, 37.2]",,Ground Pass,,10.375452,,,,,Nabil Bentaleb,8520.0,,,,,,1,From Kick Off,Adrien Hunou,3429.0,Right Center Forward,2,Angers,145,['34b9514d-9d84-45e8-81e5-566595d3392a'],1,,,,,,,,,,,,,,,,,Angers,145,00:00:01.177,Pass,
,,,,,,,,,,,,,,,,1.068347,,,,,,,,,,,,,,4d16aa44-5512-4cd8-afa6-2d6b1fb0fc1b,11,,"[47.9, 25.3]",3837818,0,,,,1.9020402,,Left Foot,,,,"[41.4, 44.2]",,Ground Pass,,19.986496,,,,,Batista Mendy,44772.0,,,,,,1,From Kick Off,Nabil Bentaleb,8520.0,Left Defensive Midfield,2,Angers,145,['e4320243-7b17-4b83-9a8f-114baa78f7fb'],7,,,,,,,,,,,,,,,,,Angers,145,00:00:07.039,Pass,
,,,,,,,,,,,,,,,,1.163043,,,,,,,,,,,,,,05159901-7050-4ebe-a289-c87c304fafee,14,,"[45.7, 51.4]",3837818,0,,,,1.622923,,Left Foot,,,,"[44.5, 74.4]",,Ground Pass,,23.031282,,,,,Abdoulaye Bamba,4439.0,,,,,,1,From Kick Off,Batista Mendy,44772.0,Right Defensive Midfield,2,Angers,145,['1616280b-4239-4bae-abce-fe961fe2c7d2'],9,,,,,,,,,,,,,,,,,Angers,145,00:00:09.845,Pass,
