50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0becd9e3-a123-497a-ada4-f05c3aa5c730,1,,,,3837844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3031, 'name': 'Christopher Jullien'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 112254, 'name': 'Maxime Esteve'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 12557, 'name': 'Falaye Sacko'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 77}, {'player': {'id': 2937, 'name': 'Christ-Emmanuel Faitout Maouassa'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 27}, {'player': {'id': 29969, 'name': 'Joris Chotard'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 23632, 'name': 'Leo Leroy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7452, 'name': 'Téji Savanier'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 4121, 'name': 'Stephy Alvaro Mavididi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,f2fb3a30-8239-44b4-8576-55cf051930c0,2,,,,3837844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,67186b94-2522-4a1e-8322-6a588f57664f,3,,,,3837844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['191deae2-87fe-4410-a8e8-c131ec9bd7cb'],0,,,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,191deae2-87fe-4410-a8e8-c131ec9bd7cb,4,,,,3837844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['67186b94-2522-4a1e-8322-6a588f57664f'],0,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2ee98d40-d7c5-42d8-b4fa-ccad6f088700,1827,,,,3837844,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Paris Saint-Germain,131,['e3431250-8ad7-49df-94c0-30a083e6ac9a'],0,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,e3431250-8ad7-49df-94c0-30a083e6ac9a,1828,,,,3837844,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,75,Paris Saint-Germain,131,['2ee98d40-d7c5-42d8-b4fa-ccad6f088700'],0,,,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.806966,,,,,,,,,,,,,,,,69114690-983d-4bc1-a7df-085ba52f98c0,5,,,"[60.0, 40.0]",3837844,0,,,,,-3.0320332,,Right Foot,,,,"[50.0, 38.9]",,Ground Pass,10.060318,,,,,Vitor Machado Ferreira,34639.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Center Forward,2,Paris Saint-Germain,131,['5b66289f-8bbf-4c4b-af40-ba652901d2b6'],0,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.618,Pass,
,,,,,,,,,,,,,,,,,2.009624,,,,,,,,,,,,,,,,07e68bb0-ef05-40aa-ba9b-3fa8dd2f1a2b,8,,,"[49.4, 38.7]",3837844,0,,,,,1.7085061,,Right Foot,,,,"[44.3, 75.5]",,Ground Pass,37.151714,,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Center Attacking Midfield,2,Paris Saint-Germain,131,['ea3d415f-fa5a-465d-a6e6-1780b37d2327'],2,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.439,Pass,
,,,,,,,,,,,,,,,,,1.274643,,,,,,,,,,,,,,,,f6146b25-b4b2-43da-8e1d-b5658fefe5d9,11,,,"[43.7, 72.7]",3837844,0,,,,,-1.7930516,,Right Foot,,,,"[39.7, 55.0]",,Ground Pass,18.146349,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Paris Saint-Germain,131,['80075281-69e3-48c9-b48f-5e7904817c58'],5,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.540,Pass,
,,,,,,,,,,,,,,,,,1.807333,,,,,,,,,,,,,,,,717895ca-6c9f-4ccf-ab12-42035a137c9f,14,,,"[46.6, 40.8]",3837844,0,,,,,-1.2983332,,Right Foot,,,,"[54.2, 13.6]",,Ground Pass,28.241814,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['dbe35c3a-0406-46b1-a7fb-96d18518e374'],10,,,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.342,Pass,
