50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.778889,,,,,,,,,,08a89a17-956e-44db-9370-ff5d8b02fc3a,17,,"[17.3, 47.9]",3837695,0,,,,,-2.0001438,,Left Foot,,,,"[9.7, 31.3]",,Ground Pass,,18.257053,,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['4206e3c3-b8da-4535-b1f6-d405cb0db91b'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.167,Pass,
,,,,,,,,,,,,,,,,,1.579178,,,,,,,,,,016bec2c-bc32-4a85-8cbd-942fa303392b,21,,"[10.8, 30.8]",3837695,0,,,,,-1.2560387,,Right Foot,,,,"[17.8, 9.3]",,Ground Pass,,22.610838,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Gianluigi Donnarumma,7036.0,Goalkeeper,2,Paris Saint-Germain,131,"['4b406c72-8108-4b7d-83aa-dc11e665771d', '81161b6c-f54b-4490-a688-d417d0fb95b5']",13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.117,Pass,True
,,,,,,,,,,,,,,,,,1.455538,,,,,,,,,,18cca6c2-88b7-4c8b-ae52-0fe6d400950f,24,,"[20.0, 8.0]",3837695,0,,,,,0.19560878,,Left Foot,,,,"[52.3, 14.4]",,Ground Pass,,32.92795,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['87626d7f-54ce-433d-b58e-2599527437d8'],15,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.709,Pass,
,,,,,,,,,,,,,,,,,2.148182,,,,,,,,,,a171f48d-9349-47be-9928-a3c94442963d,28,,"[83.9, 26.9]",3837695,0,,,,,1.2961024,,Right Foot,,,,"[90.1, 48.9]",,Ground Pass,,22.856947,,Incomplete,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Wing,2,Paris Saint-Germain,131,"['061f5756-22a2-466d-820b-97c43d301c8c', 'ade11284-9826-4b16-8857-54dd49f820c3', 'e62174f5-2a8d-45be-831a-21a6767c6e18']",23,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.969,Pass,True
,,,,,,,,,,,,,,,,,2.178652,,,,,,,,,,83adb444-8e83-41bf-82bd-af2e0a7220c0,32,,"[58.8, 5.7]",3837695,0,,,,,0.6313927,,Left Foot,,,,"[74.8, 17.4]",,Ground Pass,,19.821453,,Incomplete,,Evann Guessand,45189.0,,,,,,1,From Kick Off,Dennis Appiah,22111.0,Left Wing Back,2,Paris Saint-Germain,131,"['634acc54-6e28-4404-8a27-3ad57063ec0e', '7ac74c80-53d5-4ce7-9464-4ca3d4c5716c']",30,,,,,,,,,,,,,,,,,Nantes,144,00:00:30.484,Pass,
,,,,,,,,,,,,,,,,,0.805023,,,,,,,,,,634acc54-6e28-4404-8a27-3ad57063ec0e,34,,"[45.3, 62.7]",3837695,0,,,,,0.560687,,Right Foot,,,,"[49.6, 65.4]",,Ground Pass,,5.0774007,,,,Marco Verratti,3166.0,,,,,Recovery,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Back,2,Paris Saint-Germain,131,"['83adb444-8e83-41bf-82bd-af2e0a7220c0', 'a774afff-b660-46a5-809a-31fb0e88e357']",32,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.663,Pass,
,,,,,,,,,,,,,,,,,0.636559,,,,,,,,,,68beb352-27ff-4719-ad16-4fca4c39fd4c,37,,"[46.9, 75.5]",3837695,0,,,,,-0.2093854,,Right Foot,,,,"[54.9, 73.8]",,Ground Pass,,8.178631,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['debe5f41-2cee-4814-bd05-4f23bba453fd'],34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.888,Pass,
,,,,,,,,,,,,,,,,,0.722589,,,,,,,,,,89efb5a4-56e4-4065-93fa-669b209d3a08,40,,"[54.9, 73.8]",3837695,0,,,,,-1.9947536,,Left Foot,,,,"[49.8, 62.5]",,Low Pass,,12.39758,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['5a2d686e-b7e6-4830-be4e-d3a149fbb2ce'],35,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.686,Pass,
,,,,,,,,,,,,,,,,,0.357424,,,,,,,,,,7d16f305-ffd1-488b-b667-5df6cc2f8dca,43,,"[49.8, 62.5]",3837695,0,,,,,1.2560387,,Right Foot,,,,"[51.2, 66.8]",,Ground Pass,,4.5221677,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['2194b88b-6446-42d2-b299-2c4ea2df46c9'],37,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.314,Pass,
,,,,,,,,,,,,,,,,,1.748086,,,,,,,,,,5e5a95c8-b3a7-4180-91a7-6dbcb3bb3892,46,,"[46.1, 45.6]",3837695,0,,,,,-2.1053421,,Right Foot,,,,"[34.2, 25.5]",,Ground Pass,,23.358511,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['aaf855ec-ec74-42a0-9a2c-c3551f48ee32'],41,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.941,Pass,
,,,,,,,,,,,,,,,,,1.122609,,,,,,,,,,d6cefd04-6b49-45c8-9da8-fa7d55ffd290,49,,"[34.8, 25.5]",3837695,0,,,,,0.98279375,,Left Foot,,,,"[41.8, 36.0]",,Ground Pass,,12.61943,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['59c27d47-b810-481b-a176-45712ed2668f'],45,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.407,Pass,
,,,,,,,,,,,,,,,,,0.65369,,,,,,,,,,7b39680b-d149-4251-825e-4923712d7431,52,,"[41.8, 36.0]",3837695,0,,,,,0.25080383,,Right Foot,,,,"[53.9, 39.1]",,Ground Pass,,12.490797,,,,Vitor Machado Ferreira,34639.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['1bd8b4b3-ec68-437e-ada6-6941738a99ec'],47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.057,Pass,
,,,,,,,,,,,,,,,,,0.798407,,,,,,,,,,340ed86b-070f-4651-af46-16dbbf2288de,55,,"[53.9, 39.1]",3837695,0,,,,,2.50243,,Right Foot,,,,"[46.5, 44.6]",,Ground Pass,,9.220087,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['8fc8aa97-85d5-49b4-87eb-1eda8c110ce0'],47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.883,Pass,
,,,,,,,,,,,,,,,,,1.150648,,,,,,,,,,45d1a9ef-8aa9-4d79-89c1-4fbdcea7f376,58,,"[54.1, 41.9]",3837695,0,,,,,-0.8112227,,Right Foot,,,,"[67.3, 28.0]",,Ground Pass,,19.168985,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['76c8ae3b-0b69-49df-bd59-2317feb85c0d'],51,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:51.324,Pass,
,,,,,,,,,,,,,,,,,1.01013,,,,,,,,,,af1b9155-978c-4255-8571-56fcb57d5818,61,,"[67.3, 28.0]",3837695,0,,,,,2.453234,,Left Foot,,,,"[54.9, 38.2]",,Ground Pass,,16.056152,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Wing,2,Paris Saint-Germain,131,['7bfdd146-3a55-48b3-9a47-66e75075ac44'],52,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.958,Pass,
,,,,,,,,,,,,,,,,,1.567723,,,,,,,,,,9a54a05b-ff3e-4b8e-b53c-993bcb06e702,64,,"[55.0, 39.3]",3837695,0,,,,,1.7649025,,Right Foot,,,,"[50.4, 62.7]",,Ground Pass,,23.84785,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['0c1c145b-2db8-432f-96f6-b99a326ae0b4'],57,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.221,Pass,
,,,,,,,,,,,,,,,,,0.593409,,,,,,,,,,b040ad95-eed9-4f0e-9fa5-6872a8da3dea,67,,"[50.4, 62.5]",3837695,0,,,,,-1.3766903,,Right Foot,,,,"[52.7, 50.8]",,Ground Pass,,11.923925,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Back,2,Paris Saint-Germain,131,['60cab7f0-4816-426a-b3b6-132d1339b3db'],59,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.919,Pass,
,,,,,,,,,,,,,,,,,1.085696,,,,,,,,,,dcbe06a3-0994-4fc5-b162-e24d98185fde,71,,"[51.7, 51.4]",3837695,1,,,,,2.5355334,,Right Foot,,,,"[41.6, 58.4]",,Ground Pass,,12.288612,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['50c57a7c-d3e3-488b-b5b2-5be698c3a935'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:00.632,Pass,
,,,,,,,,,,,,,,,,,1.351692,,,,,,,,,,6447c285-fe55-473a-b2ca-8a803d2623b3,74,,"[42.2, 58.0]",3837695,1,,,,,-1.9543686,,Right Foot,,,,"[28.6, 24.3]",,Ground Pass,,36.340748,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Right Center Back,2,Paris Saint-Germain,131,['85805e7a-2c87-4bf8-9c68-e25cf9b23817'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.970,Pass,
,,,,,,,,,,,,,,,,,1.349847,,,,,,,,,,5432af06-3b9c-4165-b26c-526231996816,77,,"[28.6, 24.3]",3837695,1,,,,,-0.93504035,,Right Foot,,,,"[42.4, 5.6]",,Ground Pass,,23.240698,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Center Back,2,Paris Saint-Germain,131,['dbc62cd7-e067-4330-afc1-11f50e1214ea'],5,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.861,Pass,
,,,,,,,,,,,,,,,,,1.089338,,,,,,,,,,6c0baa03-6de8-478e-bc63-eb3ceee4fbae,80,,"[43.9, 4.7]",3837695,1,,,,,0.5880026,,Left Foot,,,,"[64.0, 18.1]",,High Pass,,24.157194,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['8bad2bfa-09c8-4d4e-9830-0ae61cfa12cb'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:08.903,Pass,
,,,,,,,,,,,,,,,,,1.618003,,,,,,,,,,2d82273a-54a4-4ea0-9a1d-831a0b1a584f,90,,"[78.3, 62.8]",3837695,1,,,,,-1.3823801,,Right Foot,,,,"[82.8, 39.2]",,Low Pass,,24.025194,,,,Evann Guessand,45189.0,,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Center Back,3,Nantes,144,"['6898e26b-d07d-4d91-a7d2-3d3ab709bb95', 'ab8bb44d-a69f-4e5e-92d6-73502ae58026']",14,,,,,,,,,,,,,,,,,Nantes,144,00:01:14.794,Pass,True
,,,,,,,,,,,,,,,,,1.039379,,,,,,,,,,af34d6d1-e4c7-43cf-b59a-ea322f1b64e9,93,,"[77.7, 51.5]",3837695,1,,,,,2.0522993,,Right Foot,,,,"[71.9, 62.6]",,Ground Pass,,12.523977,,,,Jean-Charles Castelletto,7426.0,,,,,,1,Regular Play,Evann Guessand,45189.0,Left Wing,3,Nantes,144,['96d7e251-7a9a-417e-baae-9937ed26a4a9'],19,,,,,,,,,,,,,,,,,Nantes,144,00:01:19.306,Pass,
,,,,,,,,,,,,,,,,,0.99846,,,,,,,,,,552fe590-257d-46af-9b88-05108ad41e49,96,,"[71.9, 62.6]",3837695,1,,,,,1.1987286,,Left Foot,,,,"[76.7, 74.9]",,Ground Pass,,13.203408,,,,Fábio Pereira da Silva,18239.0,,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Center Back,3,Nantes,144,['cc32d4d8-f172-4dc1-a3ec-e57215d8af1c'],21,,,,,,,,,,,,,,,,,Nantes,144,00:01:21.104,Pass,
,,,,,,,,,,,,,,,,,0.642267,,,,,,,,,,0b9bf59d-7aff-492f-8e8d-6daa8e6aa7d6,99,,"[76.7, 74.9]",3837695,1,,,,,-1.3225064,,Right Foot,,,,"[78.5, 67.8]",,Ground Pass,,7.324616,,,,Samuel Moutoussamy,4412.0,,,,,,1,Regular Play,Fábio Pereira da Silva,18239.0,Right Wing Back,3,Nantes,144,['6f69da88-9fae-4eb1-a52e-2e33283e678c'],22,,,,,,,,,,,,,,,,,Nantes,144,00:01:22.701,Pass,
,,,,,,,,,,,,,,,,,0.811815,,,,,,,,,,c001a5ef-58de-46e6-b439-2324cd58a25e,101,,"[78.5, 67.8]",3837695,1,,,,,1.6799498,,Left Foot,,,,"[77.7, 75.1]",,Ground Pass,,7.3437047,,,,Fábio Pereira da Silva,18239.0,,,,,,1,Regular Play,Samuel Moutoussamy,4412.0,Right Defensive Midfield,3,Nantes,144,['d4ec6d58-b99e-4939-b023-a38aa1970aa7'],23,,,,,,,,,,,,,,,,,Nantes,144,00:01:23.343,Pass,
,,,,,,,,,,,,,,,,,0.738161,,,,,,,,,,5e809680-73f7-4906-99b9-c2d45bdfac92,104,,"[77.7, 75.1]",3837695,1,,,,,-1.7617195,,Left Foot,,,,"[75.4, 63.2]",,Ground Pass,,12.120231,,,,Pedro Chirivella Burgos,8485.0,,,,,,1,Regular Play,Fábio Pereira da Silva,18239.0,Right Wing Back,3,Nantes,144,['c8e991b6-eb36-464e-98f2-8c1482345421'],24,,,,,,,,,,,,,,,,,Nantes,144,00:01:24.939,Pass,
,,,,,,,,,,,,,,,,,2.084504,,,,,,,,,,e2198ecd-4e22-4649-a1c7-f5dc9bd7d62f,107,,"[72.5, 59.5]",3837695,1,,,,,-2.2710018,,Left Foot,,,,"[55.9, 39.8]",,Ground Pass,,25.761406,,,,Andrei Girotto,3143.0,,,,,,1,Regular Play,Pedro Chirivella Burgos,8485.0,Left Defensive Midfield,3,Nantes,144,['62c8ebbc-175f-43b9-9fd9-555ac1c87f1d'],27,,,,,,,,,,,,,,,,,Nantes,144,00:01:27.142,Pass,
,,,,,,,,,,,,,,,,,1.171072,,,,,,,,,,19431e6c-6e31-4ac2-afa1-a1a47e6fe1a7,110,,"[55.9, 39.8]",3837695,1,,,,,-1.5572836,,Right Foot,,,,"[56.1, 25.0]",,Ground Pass,,14.801352,,,,Nicolas Pallois,3256.0,,,,,,1,Regular Play,Andrei Girotto,3143.0,Center Back,3,Nantes,144,['133626a2-ea52-4033-b3e8-2be6a791530f'],29,,,,,,,,,,,,,,,,,Nantes,144,00:01:29.920,Pass,
,,,,,,,,,,,,,,,,,1.654735,,,,,,,,,,021fa1b9-8429-4fa4-8dd2-d00e41dd3116,113,,"[56.1, 25.0]",3837695,1,,,,,-0.903063,,Left Foot,,,,"[69.9, 7.5]",,Ground Pass,,22.286543,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Nicolas Pallois,3256.0,Left Center Back,3,Nantes,144,['4370b233-5dc2-4068-a614-c29b2c08953d'],31,,,,,,,,,,,,,,,,,Nantes,144,00:01:31.913,Pass,
,,,,,,,,,,,,,,,,,1.494012,,,,,,,,,,4afadfea-b8a8-4375-89ac-a07dd83973c7,115,,"[69.9, 7.5]",3837695,1,,,,,1.484058,,Right Foot,,,,"[71.1, 21.3]",,Ground Pass,,13.852076,,,,Pedro Chirivella Burgos,8485.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,Left Wing Back,3,Nantes,144,['14b2ffaa-f508-4d78-9a8d-88f23520f55e'],33,,,,,,,,,,,,,,,,,Nantes,144,00:01:33.568,Pass,
,,,,,,,,,,,,,,,,,1.344443,,,,,,,,,,6af0e934-dce9-4d17-bd43-ba7fc0977127,120,,"[72.1, 20.5]",3837695,1,,,,,-0.8560767,,Right Foot,,,,"[82.6, 8.4]",,Ground Pass,,16.02061,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Pedro Chirivella Burgos,8485.0,Left Defensive Midfield,3,Nantes,144,"['254cf2ee-0275-4cec-90b6-660ae9a28459', '7fa452a8-4fc8-45cf-8e70-3ebf48fd7a69', 'b8c37eb7-de19-4ce6-b06e-558cc51606b6']",36,,,,,,,,,,,,,,,,,Nantes,144,00:01:36.059,Pass,True
