50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,970a00b5-ce77-4ba1-9766-7bd3265f1ce4,1,,,3837752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Ajaccio,158,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10679, 'name': 'Benjamin Leroy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21992, 'name': 'Mohamed Youssouf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 28444, 'name': 'Oumar Gonzalez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 7285, 'name': 'Cédric Avinel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 7366, 'name': 'Youssouf Koné'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 99}, {'player': {'id': 7440, 'name': 'Vincent Marchetti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7292, 'name': 'Mathieu Coutadeur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7277, 'name': 'Cyrille Bayala'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 103464, 'name': 'Mohamed Youcef Belaïli'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 92}, {'player': {'id': 20879, 'name': 'Mounaim El Idrissy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7715, 'name': 'Bevic Moussiti-Oko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",AC Ajaccio,158,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,786f1bd3-afa2-4ed7-bbca-b3b6ff219689,2,,,3837752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Ajaccio,158,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3593, 'name': 'Renato Júnior Luz Sanches'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba47ddbc-87fd-4821-ae08-ef32d88b6b23,3,,,3837752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Ajaccio,158,['0e71e67c-20a3-47ef-92cd-ad430d1961c9'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0e71e67c-20a3-47ef-92cd-ad430d1961c9,4,,,3837752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AC Ajaccio,158,['ba47ddbc-87fd-4821-ae08-ef32d88b6b23'],0,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f5f178db-2a5c-4a8e-92cf-672e2e548a24,1919,,,3837752,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Paris Saint-Germain,131,['d2e19851-1b66-433c-875e-e389f281d425'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d2e19851-1b66-433c-875e-e389f281d425,1920,,,3837752,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,94,Paris Saint-Germain,131,['f5f178db-2a5c-4a8e-92cf-672e2e548a24'],0,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.834092,,,,,,,,,,,,,39c3baec-65c8-438d-a547-aa917eb1078e,5,,"[60.0, 40.0]",3837752,0,,,,,-2.9335365,,Left Foot,,,,"[51.0, 38.1]",,Ground Pass,,9.198369,,,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Paris Saint-Germain,131,['0e8c3d8c-33b4-4085-a79e-e224df67d012'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.389,Pass,
,,,,,,,,,,,,,,,,,0.567585,,,,,,,,,,,,,c8e7f00e-7190-48a4-8b01-b9ac83aa8c32,9,,"[50.7, 29.2]",3837752,0,,,,,-2.0693643,,Right Foot,,,,"[45.8, 20.2]",,Ground Pass,,10.247438,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['70f1cc50-95eb-4695-a0e4-0ea5662785e7', 'd52b800b-027a-470a-8468-1bd272c28217']",3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.055,Pass,True
,,,,,,,,,,,,,,,,,1.623608,,,,,,,,,,,,,ac4cfc81-c298-4b39-9392-90a21a40fa6f,12,,"[45.8, 20.2]",3837752,0,,,,,2.813605,,Right Foot,,,,"[31.4, 25.1]",,Ground Pass,,15.210852,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,2,Paris Saint-Germain,131,['72627939-ed97-4f60-a30f-654bc4d16ed9'],3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.727,Pass,
,,,,,,,,,,,,,,,,,1.496616,,,,,,,,,,,,,a6fec01a-d470-40a8-b783-55b21e7b4775,15,,"[31.4, 25.1]",3837752,0,,,,,-1.2890245,,Right Foot,,,,"[35.8, 9.9]",,Ground Pass,,15.824033,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Left Center Back,2,Paris Saint-Germain,131,['112c754c-7013-4ff3-832a-882ddea9746d'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.457,Pass,
,,,,,,,,,,,,,,,,,1.349463,,,,,,,,,,,,,ffc8ed4d-9e84-413e-afe6-e4018de6fc28,18,,"[35.8, 9.9]",3837752,0,,,,,2.5994549,,Left Foot,,,,"[18.7, 20.2]",,Ground Pass,,19.962465,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['d69900ff-b7d8-4505-b593-46b6c20ecc08'],7,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.892,Pass,
,,,,,,,,,,,,,,,,,1.858433,,,,,,,,,,,,,9c4c782d-6bf8-4946-b244-f69f8149ef25,22,,"[18.2, 23.5]",3837752,0,,,,,1.6338356,,Right Foot,,,,"[16.3, 53.6]",,Ground Pass,,30.159906,,,,,Nordi Mukiele Mulere,2935.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Left Center Back,2,Paris Saint-Germain,131,"['624e46c7-7b81-409d-a1d3-60d2437ecbe4', 'df0696c2-68f4-44b1-a5c2-916b20a619a2']",10,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:10.486,Pass,True
,,,,,,,,,,,,,,,,,1.094279,,,,,,,,,,,,,d18a75c1-5310-45e1-9e2a-c2f28c824e82,25,,"[16.3, 58.5]",3837752,0,,,,,0.96595,,Right Foot,,,,"[26.6, 73.4]",,Ground Pass,,18.113531,,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Nordi Mukiele Mulere,2935.0,Right Center Back,2,Paris Saint-Germain,131,['b3f14187-495d-4cb9-90bd-65eafc8f9a61'],13,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.568,Pass,
,,,,,,,,,,,,,,,,,0.835667,,,,,,,,,,,,,8c3b1758-c059-4e8d-9735-f1d2efa3bec6,31,,"[35.8, 66.3]",3837752,0,,,,,1.2193515,,Right Foot,,,,"[38.0, 72.3]",,Ground Pass,,6.3906183,,,,,Fabián Ruiz Peña,6655.0,,,,,Free Kick,1,From Free Kick,Achraf Hakimi Mouh,5245.0,Right Back,3,Paris Saint-Germain,131,['850036d0-e47d-4594-b0d5-c6dc977dc11c'],21,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.752,Pass,
,,,,,,,,,,,,,,,,,1.369105,,,,,,,,,,,,,f1e2dd19-5ae8-44d0-bac7-42d889bb2271,34,,"[34.2, 64.2]",3837752,0,,,,,-2.890265,,Left Foot,,,,"[26.8, 62.3]",,Ground Pass,,7.640026,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Right Center Midfield,3,Paris Saint-Germain,131,['dead226f-0a3e-47f2-8e66-40f02ce1a843'],25,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.349,Pass,
,,,,,,,,,,,,,,,,,1.729594,,,,,,,,,,,,,1bc8ebe8-5ab4-4b74-81b6-94e37aa894d0,37,,"[24.9, 55.5]",3837752,0,,,,,-1.6553893,,Right Foot,,,,"[22.0, 21.3]",,Ground Pass,,34.322735,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['39842925-873f-409a-8dc4-1da6e97229f8'],28,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.368,Pass,
,,,,,,,,,,,,,,,,,1.093377,,,,,,,,,,,,,302855c3-d0ef-4387-aad1-1dfeab28d7c3,40,,"[22.5, 18.9]",3837752,0,,,,,0.5349551,,Right Foot,,,,"[30.6, 23.7]",,Ground Pass,,9.415413,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Left Center Back,3,Paris Saint-Germain,131,['4f13ec94-7a7b-480b-ad28-d735e10203f7'],32,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.158,Pass,
,,,,,,,,,,,,,,,,,1.376231,,,,,,,,,,,,,1b393b52-8cf3-4758-8555-b066dc93284e,43,,"[38.8, 18.0]",3837752,0,,,,,1.688628,,Left Foot,,,,"[35.0, 50.1]",,Low Pass,,32.32414,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Right Center Midfield,3,Paris Saint-Germain,131,['7ede80a6-1179-4979-8fc4-cc84e66b67fe'],37,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.389,Pass,
,,,,,,,,,,,,,,,,,1.846137,,,,,,,,,,,,,5deb88d2-e995-4e77-9c46-c68afaa1aff9,46,,"[39.9, 56.0]",3837752,0,,,,,0.672025,,Right Foot,,,,"[62.4, 73.9]",,Ground Pass,,28.751696,,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['412c0893-09fb-4c4e-acf1-4038f111513f'],41,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:41.910,Pass,
,,,,,,,,,,,,,,,,,0.636223,,,,,,,,,,,,,d5ce9b3e-4967-4bc6-a563-dc605ed474e5,49,,"[65.6, 74.8]",3837752,0,,,,,-1.9100889,,Right Foot,,,,"[63.2, 68.0]",,Ground Pass,,7.2111025,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Achraf Hakimi Mouh,5245.0,Right Back,3,Paris Saint-Germain,131,['8c25d777-0476-4043-a47b-4dce8a5ef6cb'],45,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.500,Pass,
,,,,,,,,,,,,,,,,,1.384719,,,,,,,,,,,,,298c70df-1c21-4b73-bfaa-91a4139ba303,52,,"[62.7, 67.7]",3837752,0,,,,,-2.028873,,Left Foot,,,,"[55.6, 53.3]",,Ground Pass,,16.055218,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Paris Saint-Germain,131,['82cdee30-f87d-494b-ade7-f11525236750'],46,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.976,Pass,
,,,,,,,,,,,,,,,,,0.73831,,,,,,,,,,,,,1a4fd469-9d01-4e90-93c5-8382e39330b7,55,,"[55.9, 54.1]",3837752,0,,,,,1.1037358,,Left Foot,,,,"[61.8, 65.8]",,Ground Pass,,13.103435,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Right Center Midfield,3,Paris Saint-Germain,131,['862c05e4-2aff-476f-89e8-2c09af3d071b'],49,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.011,Pass,
,,,,,,,,,,,,,,,,,2.066451,,,,,,,,,,,,,0ecac0c0-66a8-47ec-8ace-2281c7215663,58,,"[57.0, 60.9]",3837752,0,,,,,-2.1914606,,Left Foot,,,,"[40.7, 38.1]",,Ground Pass,,28.027308,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Paris Saint-Germain,131,['fe787a52-cc0d-42a7-9b0e-bc9f58c525ae'],50,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.681,Pass,
,,,,,,,,,,,,,,,,,1.867828,,,,,,,,,,,,,8001be73-fdfe-4cba-b118-78ffd6cd5a16,61,,"[42.0, 36.2]",3837752,0,,,,,-0.9805566,,Right Foot,,,,"[62.7, 5.3]",,High Pass,,37.19274,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Left Center Back,3,Paris Saint-Germain,131,['2419f184-98e1-40a7-b7b1-65677d7b5cb9'],54,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.443,Pass,
