50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.552447,,,,,,,,,,,,,c21cea9a-b25b-48d7-a95d-bc5b9193132b,64,,"[78.9, 12.3]",3837752,0,,,,,-1.217806,,Left Foot,,,,"[81.7, 4.7]",,Ground Pass,,8.099382,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Free Kick,Juan Bernat Velasco,15651.0,Left Back,3,Paris Saint-Germain,131,['532e74d1-3bde-4951-a32c-a6aed7902da5'],59,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.184,Pass,
,,,,,,,,,,,,,,,,,1.317555,,,,,,,,,,,,,43c7e6c8-1f61-4c9a-832a-d5168db5509e,66,,"[81.7, 4.7]",3837752,0,,,,,2.877938,,Right Foot,,,,"[65.4, 9.1]",,Ground Pass,,16.883425,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,1,From Free Kick,Kylian Mbappé Lottin,3009.0,Left Center Forward,3,Paris Saint-Germain,131,['a8120737-d7f8-4fe2-a35b-54b89e8dce3e'],59,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.736,Pass,
,,,,,,,,,,,,,,,,,1.028334,,,,,,,,,,,,,a6716fff-75eb-422e-a40e-63f53da1186c,69,,"[64.8, 14.2]",3837752,1,,,,,1.384107,,Right Foot,,,,"[66.5, 23.2]",,Ground Pass,,9.159148,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,3,Paris Saint-Germain,131,['1dab7e74-09df-4642-9f09-2540ad0de61c'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.466,Pass,
,,,,,,,,,,,,,,,,,0.688039,,,,,,,,,,,,,e8b3feb7-9481-44d4-934c-f466175cabec,72,,"[66.5, 23.2]",3837752,1,,,,,-1.849096,,Right Foot,,,,"[63.7, 13.4]",,Ground Pass,,10.192154,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['8f19d773-a2fa-4237-a7ed-19ad05b989eb'],3,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:03.574,Pass,
,,,,,,,,,,,,,,,,,0.600009,,,,,,,,,,,,,e92fd3a2-1f88-476b-95f2-ce8bf1292f0b,75,,"[66.7, 15.9]",3837752,1,,,,,2.44126,,Right Foot,,,,"[59.7, 21.8]",,Ground Pass,,9.15478,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,3,Paris Saint-Germain,131,['72180e7a-aad1-46a5-9579-c08345c471a5'],5,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.931,Pass,
,,,,,,,,,,,,,,,,,1.802015,,,,,,,,,,,,,8a52839f-e44b-4a6d-82cf-bed4bc70f4bd,79,,"[57.0, 24.8]",3837752,1,,,,,1.4228944,,Right Foot,,,,"[62.9, 64.4]",,Ground Pass,,40.03711,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,3,Paris Saint-Germain,131,"['1b995b20-61c4-435b-807b-816b958df41c', 'b968bfc2-9c85-45d8-90db-29ba2e81e15f']",7,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:07.682,Pass,True
,,,,,,,,,,,,,,,,,0.888517,,,,,,,,,,,,,e3fd5a9b-3978-4532-8c4d-d96f82b6ae56,82,,"[70.8, 54.7]",3837752,1,,,,,-1.6566066,,Left Foot,,,,"[70.0, 45.4]",,Ground Pass,,9.334345,,,,,Renato Júnior Luz Sanches,3593.0,,,,,,1,From Free Kick,Fabián Ruiz Peña,6655.0,Right Center Midfield,3,Paris Saint-Germain,131,['29c2d193-4137-40fd-bcff-9155e5226c49'],13,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.091,Pass,
,,,,,,,,,,,,,,,,,1.625169,,,,,,,,,,,,,1c7dadce-6e16-4f02-bea8-4ad066a7ef3c,85,,"[70.0, 45.4]",3837752,1,,,,,-1.4112799,,Right Foot,,,,"[75.1, 13.7]",,High Pass,,32.10763,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Free Kick,Renato Júnior Luz Sanches,3593.0,Left Center Midfield,3,Paris Saint-Germain,131,['a23f76a6-2e50-4662-9382-7792b58874ec'],14,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:14.854,Pass,
,,,,,,,,,,,,,,,,,0.868652,,,,,,,,,,,,,7c25301c-6ad2-43eb-aa35-75038dedaf45,88,,"[75.1, 6.1]",3837752,1,,,,,2.0183163,,Left Foot,,,,"[70.3, 16.1]",,Ground Pass,,11.0923395,,,,,Marco Verratti,3166.0,,,,,,1,From Free Kick,Juan Bernat Velasco,15651.0,Left Back,3,Paris Saint-Germain,131,['aecbfce1-c6d4-4013-9475-5deb6b530819'],19,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:19.921,Pass,
,,,,,,,,,,,,,,,,,2.801378,,,,,,,,,,,,,603168e9-0a54-4a96-8f50-f898ef0db0d9,91,,"[70.5, 16.4]",3837752,1,,,,,0.047583103,,Right Foot,,,,"[110.4, 18.3]",,High Pass,,39.945213,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Free Kick,Marco Verratti,3166.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['b611b6de-6bea-4575-a59b-1a1eb651f732'],21,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.562,Pass,
,,,,,,,,,,,,,,,,,0.669199,,,,,,,,,,,,,a23000ac-9880-449e-9ef2-263cea439e46,94,,"[114.2, 19.9]",3837752,1,,,,,1.8342628,,Right Foot,True,True,,"[110.1, 35.1]",,Ground Pass,,15.743253,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Kylian Mbappé Lottin,3009.0,Left Center Forward,3,Paris Saint-Germain,131,"['0c207e99-5d61-4a0b-90d1-7ba7011da55c', '68715a18-fb32-418d-9a86-80494b12884c']",26,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:26.237,Pass,
,,,,,,,,,,,,,,,,,3.345632,,,,,,,,,,,,,9411ed8b-047c-43ed-b672-8b56968eabb5,98,,"[7.0, 44.1]",3837752,1,,,,,0.37792075,,Right Foot,,,,"[60.4, 65.3]",,High Pass,,57.45433,,,Unknown,,Cyrille Bayala,7277.0,,,,,Goal Kick,1,From Goal Kick,Benjamin Leroy,10679.0,Goalkeeper,4,AC Ajaccio,158,['5ad4159c-0195-4955-8b27-46bb9a9ce63b'],53,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:53.155,Pass,
,,,,,,,,,,,,,,,,,1.996538,,,,,,,,,,,,,82002910-235d-41da-8689-569aeafb1861,102,,"[49.6, 63.7]",3837752,2,,,,,-1.8764625,,Right Foot,,,,"[42.5, 41.2]",,Ground Pass,,23.593643,,,,,Cédric Avinel,7285.0,,,,,Free Kick,1,From Free Kick,Oumar Gonzalez,28444.0,Right Center Back,5,AC Ajaccio,158,['6d58ef9d-ba57-4da2-a5dd-902c6d8b83a7'],8,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:02:08.969,Pass,
,,,,,,,,,,,,,,,,,1.415252,,,,,,,,,,,,,bf8c2ba5-d47e-459c-ae55-92fd00fd9dde,105,,"[40.9, 35.7]",3837752,2,,,,,-1.226149,,Right Foot,,,,"[47.9, 16.2]",,Ground Pass,,20.71835,,,,,Youssouf Koné,7366.0,,,,,,1,From Free Kick,Cédric Avinel,7285.0,Left Center Back,5,AC Ajaccio,158,['addeb479-f2ac-4a5a-adba-07af9054fb06'],11,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:02:11.939,Pass,
,,,,,,,,,,,,,,,,,1.07735,,,,,,,,,,,,,4c160e5d-413a-4e54-87d8-191cd5f6da28,108,,"[48.2, 14.8]",3837752,2,,,,,-0.6814794,,Left Foot,,,,"[57.2, 7.5]",,Ground Pass,,11.588356,,,,,Mohamed Youcef Belaïli,103464.0,,,,,,1,From Free Kick,Youssouf Koné,7366.0,Left Back,5,AC Ajaccio,158,['02cc6c51-7bef-493f-afa9-24a1176f8b7c'],13,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:02:13.957,Pass,
,,,,,,,,,,,,,,,,,1.678709,,,,,,,,,,,,,8813df00-52b8-4e5e-87f9-76760aaab435,111,,"[56.4, 7.8]",3837752,2,,,,,2.4558632,,Right Foot,,,,"[35.5, 24.9]",,Ground Pass,,27.004074,,,,,Cédric Avinel,7285.0,,,,,,1,From Free Kick,Mohamed Youcef Belaïli,103464.0,Left Midfield,5,AC Ajaccio,158,['1a947f59-bdca-4b3d-b726-f09013558b73'],16,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:02:16.445,Pass,
,,,,,,,,,,,,,,,,,2.042262,,,,,,,,,,,,,ddc81628-dfe0-45de-814a-c0280bb27479,114,,"[33.0, 29.5]",3837752,2,,,,,2.4179714,,Right Foot,,,,"[12.4, 47.7]",,Ground Pass,,27.48818,,,,,Benjamin Leroy,10679.0,,,,,,1,From Free Kick,Cédric Avinel,7285.0,Left Center Back,5,AC Ajaccio,158,['505c3ffe-5bba-4a46-95f2-7f12e4061870'],19,,,,,,,,,,,,,,,,,,,AC Ajaccio,158,00:02:19.476,Pass,
