50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d84cd88a-2880-498c-ae8d-d2bba4ca2b6a,1,,,3837771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6583, 'name': 'Carlos Soler Barragán'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,daa3d2a0-5f17-4b8d-b183-159d1f851f73,2,,,3837771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 7517, 'name': 'Gauthier Gallon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 51969, 'name': 'Jackson Gabriel Porozo Vernaza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 16078, 'name': 'Erik Palmer-Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 2952, 'name': 'Yoann Salmier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 38815, 'name': 'Thierno Balde'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 18}, {'player': {'id': 31015, 'name': 'Abdu Conté'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 4378, 'name': ""Rominigue Kouamé N''Guessan""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7364, 'name': 'Xavier Chavalerin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 151924, 'name': 'Wilson Odobert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 12064, 'name': 'Mama Samba Baldé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,de4eed01-0d52-4bc0-b7cb-db8476510b2b,3,,,3837771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['36819673-3315-4097-8219-2b3160bdfa48'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36819673-3315-4097-8219-2b3160bdfa48,4,,,3837771,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['de4eed01-0d52-4bc0-b7cb-db8476510b2b'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d5a52d91-c1db-42d8-bb56-ea9c6b30d2fc,2005,,,3837771,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,74,Paris Saint-Germain,131,['07993650-a3cd-433e-920f-bcdb26ee7418'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,07993650-a3cd-433e-920f-bcdb26ee7418,2006,,,3837771,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,74,Paris Saint-Germain,131,['d5a52d91-c1db-42d8-bb56-ea9c6b30d2fc'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.040857,,,,,,,,,,,,,,,6c9b629b-7d0f-4f62-9fe5-bed1d2dd1f4a,5,,"[60.0, 40.0]",3837771,0,,,,,-2.9499443,,Left Foot,,,,"[53.3, 38.7]",,Ground Pass,,6.824954,,,Marco Verratti,3166.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Center Forward,2,Paris Saint-Germain,131,['a5e352f5-c924-4e1d-ada1-1b0d885f2b9a'],1,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.340,Pass,
,,,,,,,,,,,,,,,,1.912352,,,,,,,,,,,,,,,1b3b639a-46f3-4e11-b245-cb5261b4fdc8,9,,"[63.7, 42.9]",3837771,0,,,,,1.4056476,,Right Foot,,,,"[68.6, 72.3]",,Ground Pass,,29.805536,,,Nordi Mukiele Mulere,2935.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['54674319-d317-4930-ac70-4208b5077311', 'f3e6d2e9-07a1-4246-be33-470adf01c7f6']",5,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.648,Pass,True
,,,,,,,,,,,,,,,,1.311035,,,,,,,,,,,,,,,bd98c359-61d0-469d-b215-3d53384e179f,12,,"[68.2, 74.5]",3837771,0,,,,,-2.7095373,,Right Foot,,,,"[50.2, 66.2]",,Ground Pass,,19.821453,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Nordi Mukiele Mulere,2935.0,Right Back,2,Paris Saint-Germain,131,['6fdd5a9d-267b-4506-b0ab-7d0f295ca580'],8,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.703,Pass,
,,,,,,,,,,,,,,,,1.377934,,,,,,,,,,,,,,,fd3292e8-f94a-42eb-aa9b-0a6d87c10b83,15,,"[51.5, 58.6]",3837771,0,,,,,-1.5555884,,Right Foot,,,,"[51.9, 32.3]",,Ground Pass,,26.303041,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Paris Saint-Germain,131,['ca5cb8dc-dd1e-4ecf-ac30-0a2de1afb426'],11,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.315,Pass,
