50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4778a6fb-7ace-4ac9-850a-5c893e80ee75,1,,,,3837896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 13621, 'name': 'Danilo Luís Hélio Pereira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 2935, 'name': 'Nordi Mukiele Mulere'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 26}, {'player': {'id': 41092, 'name': 'Nuno Mendes'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 144059, 'name': 'Warren Zaire Emery'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 34639, 'name': 'Vitor Machado Ferreira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,db34d3a3-c3b2-4dd2-8dc7-e502a8eb8475,2,,,,3837896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7426, 'name': 'Jean-Charles Castelletto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3143, 'name': 'Andrei Girotto'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7206, 'name': 'Fabien Centonze'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 28}, {'player': {'id': 45089, 'name': 'Jaouen Hadjam'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 26}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3070, 'name': 'Florent Mollet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 4898, 'name': 'Ignatius Kpene Ganago'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9fd958fe-b09f-4a5b-b4df-4226fed8436e,3,,,,3837896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['4a69605c-a785-4807-9fe6-905e312962a3'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4a69605c-a785-4807-9fe6-905e312962a3,4,,,,3837896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['9fd958fe-b09f-4a5b-b4df-4226fed8436e'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,321779d2-3b5d-4348-a50d-88138a29d5ff,2285,,,,3837896,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Paris Saint-Germain,131,['b147ed99-2c72-45bd-ba50-064219dd8166'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b147ed99-2c72-45bd-ba50-064219dd8166,2286,,,,3837896,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Paris Saint-Germain,131,['321779d2-3b5d-4348-a50d-88138a29d5ff'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.693823,,,,,,,,,,,,,8647cb7c-206f-4577-a6c3-f8299c031678,5,,,"[60.0, 40.0]",3837896,0,,,,,2.9404657,,Left Foot,,,,"[49.7, 42.1]",,Ground Pass,,10.511898,,,,,Warren Zaire Emery,144059.0,,,,,Kick Off,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Center Forward,2,Paris Saint-Germain,131,['476159f7-19df-47c9-b410-2bde8bc6afca'],0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.140,Pass,
,,,,,,,,,,,,,,,,,0.758045,,,,,,,,,,,,,0e2b5aa0-7c00-48de-a80a-a8009d6b2b65,8,,,"[51.2, 36.3]",3837896,0,,,,,-1.8993495,,Right Foot,,,,"[45.2, 18.7]",,Ground Pass,,18.594624,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Warren Zaire Emery,144059.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['094faa8d-c3bc-45f1-9344-b46329cfdd4e'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.382,Pass,
,,,,,,,,,,,,,,,,,1.12583,,,,,,,,,,,,,6c93fce4-076f-48c2-884e-319371388182,11,,,"[45.2, 18.7]",3837896,0,,,,,2.459987,,Left Foot,,,,"[29.3, 31.6]",,Ground Pass,,20.474863,,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Center Midfield,2,Paris Saint-Germain,131,['b5b61491-ad9f-480c-89e4-9bf3877634ea'],4,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:04.144,Pass,
,,,,,,,,,,,,,,,,,0.997728,,,,,,,,,,,,,05fd3124-93f1-49d3-af41-85dc5ae6cd1c,14,,,"[31.1, 31.8]",3837896,0,,,,,-0.40094963,,Right Foot,,,,"[49.5, 24.0]",,Ground Pass,,19.984995,,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['27729927-3b88-4dbe-a71c-8529bcc0b499'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.472,Pass,
