50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3d3304ff-4fde-468b-a1f7-1d1325b8bea0,1,,,3920408,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 105765, 'name': 'Jesús Lázaro Owono Ngua Akeng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17618, 'name': 'Carlos Akapo Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 105760, 'name': 'Esteban Obiang Obono'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 52324, 'name': 'Saúl Basilio Coco-Bassey Oubiña'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 105764, 'name': 'Basilio Ndong Owono Nchamaaa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 105942, 'name': 'Pablo Ganet Cómitre'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 34845, 'name': 'Federico Bikoro Akieme Nchama'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 30423, 'name': 'Ibán Salvador Edu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 105762, 'name': 'José Antonio Miranda Boacho'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 23559, 'name': 'José Ndong Machín Dicombo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 13581, 'name': 'Emilio Nsue López'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Equatorial Guinea,4992,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,43be9105-9dbe-410b-8b21-823e14808ec1,2,,,3920408,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 36539, 'name': 'Wilfried Stephane Singo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9933, 'name': 'Willy Boly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 7713, 'name': 'Obite Evan Ndicka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10039, 'name': 'Ghislain Konan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7023, 'name': 'Franck Yannick Kessié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3017, 'name': 'Ibrahim Sangaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 212489, 'name': 'Oumar Diakité'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 12496, 'name': 'Christian Kouamé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3013, 'name': 'Nicolas Pépé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Côte d'Ivoire,3374,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,844d8f4f-a5a4-4020-9401-be18f4f7c073,3,,,3920408,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,['381120de-7bc8-48c1-acf3-ac0cfeec2a89'],0,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,381120de-7bc8-48c1-acf3-ac0cfeec2a89,4,,,3920408,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Equatorial Guinea,4992,['844d8f4f-a5a4-4020-9401-be18f4f7c073'],0,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7f1ced43-85e7-47bf-9323-2dbd854af061,1293,,,3920408,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Côte d'Ivoire,3374,['988e15c0-c6bb-41e9-b380-5b7a11e42af8'],0,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,988e15c0-c6bb-41e9-b380-5b7a11e42af8,1294,,,3920408,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Côte d'Ivoire,3374,['7f1ced43-85e7-47bf-9323-2dbd854af061'],0,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.965195,,,,,,,,,,,e3c5e1dd-8076-46f2-af43-7d11edc6d538,5,,"[60.0, 40.0]",3920408,0,,,,,-2.82569,,Right Foot,,,"[34.3, 31.6]",,Ground Pass,,27.037937,,,,Saúl Basilio Coco-Bassey Oubiña,52324.0,,,,,,Kick Off,1,From Kick Off,Ibán Salvador Edu,30423.0,Right Midfield,2,Equatorial Guinea,4992,['4cae40bb-eb12-4b10-b6d5-3d01a1bc925f'],0,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.340,Pass,
,,,,,,,,,,,,,,,,,0.147476,,,,,,,,,,,ee717575-8905-4f53-aabe-1d6e859855ff,8,,"[32.8, 32.0]",3920408,0,,,,,0.06241881,,Right Foot,,,"[39.2, 32.4]",,High Pass,,6.412488,,Incomplete,,,,,,,,,,1,From Kick Off,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,2,Equatorial Guinea,4992,['fb97ccb4-1e4c-401f-98eb-c1cdc4067b84'],3,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:03.783,Pass,
,,,,,,,,,,,,,,,,,3.179632,,,,,,,,,,,416be997-3886-4bc2-9841-cb49fb57fd2a,10,,"[28.1, 54.9]",3920408,0,,,,,0.30853546,,Right Foot,,,"[62.3, 65.8]",,High Pass,,35.894985,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Esteban Obiang Obono,105760.0,Right Center Back,2,Equatorial Guinea,4992,['6c481ea9-45b6-4a7c-8fe1-fd222e1ab38f'],7,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:07.150,Pass,
,,,,,,,,,,,,,,,,,1.519949,,,,,,,,,,,3d5f530e-65b1-4e7b-9bcf-f8b75cd1e29d,14,,"[57.0, 16.3]",3920408,0,,,,,2.2296023,,Left Foot,,,"[49.8, 25.6]",,Ground Pass,,11.761377,,,,Franck Yannick Kessié,7023.0,,,,,,,1,Regular Play,Ghislain Konan,10039.0,Left Back,3,Côte d'Ivoire,3374,['4a4ac14f-7375-4757-b137-f21bd05aa428'],12,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:12.172,Pass,
