50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.090175,,,,,,,,,,,1cb2aecd-307c-47e2-a626-6703215a0f69,19,,"[59.0, 80.0]",3920404,0,,,,,-0.67026335,,,,,,"[67.2, 73.5]",,Low Pass,,10.463747,,,Anis Ben Slimane,35592.0,,,,,Throw-in,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,3,Tunisia,777,['a75abd7f-d33c-4a45-a377-ec94ea8919dd'],21,,,,,,,,,,,,,,,,Tunisia,777,00:00:21.221,Pass,
,,,,,,,,,,,,,,,1.013684,,,,,,,,,,,b8415f73-03e1-4ab8-8893-d4d64feee57a,27,,"[71.6, 77.7]",3920404,0,,,,,-0.66639787,,Right Foot,,,,"[81.9, 69.6]",,Ground Pass,,13.103435,,,Youssef Msakni,23910.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,3,Tunisia,777,['b4e6b788-324c-4a58-867e-7be37619c769'],24,,,,,,,,,,,,,,,,Tunisia,777,00:00:24.355,Pass,
,,,,,,,,,,,,,,,0.627167,,,,,,,,,,,a4604164-1fe3-4f5f-a203-86995175d03f,31,,"[80.3, 71.9]",3920404,0,,,,,1.9431947,,Right Foot,,,,"[77.8, 78.3]",,Ground Pass,,6.8709536,,,Anis Ben Slimane,35592.0,,,,,,1,From Throw In,Youssef Msakni,23910.0,Right Center Forward,3,Tunisia,777,"['4cab4ea2-2169-4972-9e76-d5a2862407bd', '54cddfd2-d548-4f43-8a58-5885e5693d8a']",26,,,,,,,,,,,,,,,,Tunisia,777,00:00:26.721,Pass,True
,,,,,,,,,,,,,,,0.988575,,,,,,,,,,,be615c9a-29d4-4b95-9eb9-b57d6f1eecd7,35,,"[77.5, 76.8]",3920404,0,,,,,-2.273457,,Right Foot,,,,"[68.1, 65.7]",,Ground Pass,,14.545446,,,Ellyes Joris Skhiri,3767.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,3,Tunisia,777,['b244ea42-629d-4b9a-af28-8d5e37d82d23'],28,,,,,,,,,,,,,,,,Tunisia,777,00:00:28.426,Pass,
,,,,,,,,,,,,,,,2.291141,,,,,,,,,,,90a346a4-7dee-4641-ae19-2991d8ed04be,38,,"[65.8, 60.1]",3920404,0,,,,,-1.9677815,,Right Foot,,,,"[53.6, 31.0]",,Ground Pass,,31.553923,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,3,Tunisia,777,['2ee1b23a-5e14-4a3f-a15c-2e8955a6234f'],30,,,,,,,,,,,,,,,,Tunisia,777,00:00:30.312,Pass,
,,,,,,,,,,,,,,,2.169383,,,,,,,,,,,4f59e2c7-ff81-4d53-bd54-9dfe176a4ce9,41,,"[57.3, 29.6]",3920404,0,,,,,-1.0877192,,Right Foot,,,,"[71.2, 3.1]",,Ground Pass,,29.924238,,,Ali Abdi,30681.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,3,Tunisia,777,['b0786bae-1067-477a-85d1-df75b35d359c'],34,,,,,,,,,,,,,,,,Tunisia,777,00:00:34.022,Pass,
,,,,,,,,,,,,,,,0.377805,,,,,,,,,,,22e2e486-359f-4fb0-881c-e3a60651860d,43,,"[71.5, 3.5]",3920404,0,,,,,0.31249157,,Left Foot,,,,"[78.0, 5.6]",,Ground Pass,,6.8308125,Incomplete,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Ali Abdi,30681.0,Left Back,3,Tunisia,777,"['52aae846-4a72-4b78-904c-d1560d6fbded', 'b4f2399a-185f-4515-85d4-457ae14ff6b1']",36,,,,,,,,,,,,,,,,Tunisia,777,00:00:36.191,Pass,
,,,,,,,,,,,,,,,1.303523,,,,,,,,,,,303dfd9f-4b09-47d0-871c-bcc52baabe3b,46,,"[78.6, 0.1]",3920404,0,,,,,0.33402824,,,,,,"[100.5, 7.7]",,High Pass,,23.181242,,,Anis Ben Slimane,35592.0,,,,,Throw-in,1,From Throw In,Ali Abdi,30681.0,Left Back,4,Tunisia,777,['5137ab27-5a09-4bbc-b105-3a3e09d6e6db'],45,,,,,,,,,,,,,,,,Tunisia,777,00:00:45.778,Pass,
,,,,,,,,,,,,,,,1.250567,,,,,,,,,,,3f0e9e36-85ec-4264-a8de-d9594ee5fb8a,52,,"[104.0, 8.9]",3920404,1,,,,,1.1517289,,Right Foot,True,,,"[118.7, 41.9]",,High Pass,,36.12603,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Anis Ben Slimane,35592.0,Left Center Forward,5,Tunisia,777,['324fc032-2345-4645-9dae-ddf7463e3372'],34,,,,,,,,,,,,,,,,Tunisia,777,00:01:34.016,Pass,
,,,,,,,,,,,,,,,1.249894,,,,,,,,,,,c7c5e4f4-114c-4a77-af18-3dac965d6cfa,57,,"[10.7, 3.3]",3920404,1,,,,,1.5147802,,Right Foot,,,,"[11.3, 14.0]",,Ground Pass,,10.716809,,,Falaye Sacko,12557.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,6,Mali,4930,"['3dc7f3cc-afb1-4627-9d65-bc68d089ff9e', '3ead3ba8-1f95-40cf-bd74-8cdf3afe452f']",41,,,,,,,,,,,,,,,,Mali,4930,00:01:41.029,Pass,True
,,,,,,,,,,,,,,,1.372351,,,,,,,,,,,48f2f3d6-f99b-4480-b6fa-f5bebeeb41df,60,,"[11.3, 14.0]",3920404,1,,,,,-0.5465977,,Right Foot,,,,"[27.9, 3.9]",,Ground Pass,,19.43116,,,Amadou Haïdara,8774.0,,,,,,1,Regular Play,Falaye Sacko,12557.0,Left Back,6,Mali,4930,['72ae5641-b5b7-4d26-b791-a14f36a60739'],43,,,,,,,,,,,,,,,,Mali,4930,00:01:43.166,Pass,
,,,,,,,,,,,,,,,1.923845,,,,,,,,,,,2a40da05-f324-4fc0-bce8-4471142d1f10,62,,"[30.3, 5.3]",3920404,1,,True,,,0.78059053,,Right Foot,,,,"[51.2, 26.0]",,Ground Pass,,29.415981,,,Lassine Sinayoko,105182.0,,,,,,1,Regular Play,Amadou Haïdara,8774.0,Left Center Midfield,6,Mali,4930,['0b656475-25bc-4577-966f-1fec9428ac7f'],46,,,,,,,,,,,,,,,,Mali,4930,00:01:46.001,Pass,
,,,,,,,,,,,,,,,2.678374,,,,,,,,,,,d783f456-bc07-422c-8897-fb69774c41c6,70,,"[54.5, 61.7]",3920404,2,,True,,,-0.77728474,,Right Foot,,,,"[104.2, 12.8]",,High Pass,,69.72302,Incomplete,,,,,True,,,Free Kick,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,7,Tunisia,777,['2e834d88-3a65-4ef4-8501-62ae9b8978fa'],5,,,,,,,,,,,,,,,,Tunisia,777,00:02:05.762,Pass,
,,,,,,,,,,,,,,,1.480242,,,,,,,,,,,5952d339-645d-4085-b455-f4880b9f0687,72,,"[103.6, 0.1]",3920404,2,,True,,,1.8585794,,,,,,"[99.9, 12.6]",,Low Pass,,13.036103,,,Anis Ben Slimane,35592.0,,,,,Throw-in,1,From Throw In,Ali Abdi,30681.0,Left Back,8,Tunisia,777,['43f55a03-06dd-4f60-992b-9600a9e1afa8'],13,,,,,,,,,,,,,,,,Tunisia,777,00:02:13.829,Pass,
,,,,,,,,,,,,,,,0.929478,,,,,,,,,,,15be1a35-e388-451e-a207-a5525f5cc02b,75,,"[99.7, 12.0]",3920404,2,,True,,,-0.9772536,,Right Foot,,,,"[105.3, 3.7]",,Ground Pass,,10.012492,,,Ali Abdi,30681.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,8,Tunisia,777,"['969e4f88-2bfc-42f4-81a6-62e2ac8052df', 'fa5cd093-f269-4788-a777-6caacf5aa071']",15,,,,,,,,,,,,,,,,Tunisia,777,00:02:15.910,Pass,True
,,,,,,,,,,,,,,,0.687033,,,,,,,,,,,b3e32835-94c7-4764-9007-15d4e064dc55,77,,"[105.2, 5.3]",3920404,2,,,,,1.929567,,Left Foot,,,,"[104.0, 8.5]",,Ground Pass,,3.4176016,,,Anis Ben Slimane,35592.0,,,,,,1,From Throw In,Ali Abdi,30681.0,Left Back,8,Tunisia,777,['efac041a-5e9d-4de3-bccc-0483c8e66b91'],17,,,,,,,,,,,,,,,,Tunisia,777,00:02:17.625,Pass,
,,,,,,,,,,,,,,,0.605904,,,,,,,,,,,27fade10-0c9a-431b-a676-a66951e160ad,81,,"[105.7, 8.1]",3920404,2,,,,,1.5188949,,Left Foot,,,,"[106.5, 23.5]",,Low Pass,,15.420765,,,Youssef Msakni,23910.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,8,Tunisia,777,['19a640c2-0ab7-4790-8429-a5f37eeca38a'],20,,,,,,,,,,,,,,,,Tunisia,777,00:02:20.064,Pass,
,,,,,,,,,,,,,,,0.729088,,,,,,,,,,,3d0a6d62-838b-4dbc-b846-7436748bec83,84,,"[112.5, 7.2]",3920404,2,,,,,-2.8286915,,Right Foot,,,,"[105.7, 5.0]",,Ground Pass,,7.1470275,,,Anis Ben Slimane,35592.0,,,,,,1,From Throw In,Youssef Msakni,23910.0,Right Center Forward,8,Tunisia,777,['7dbf9564-8870-48f3-a811-6f8052796673'],25,,,,,,,,,,,,,,,,Tunisia,777,00:02:25.508,Pass,
,,,,,,,,,,,,,,,0.363113,,,,,,,,,,,5d960d4f-10af-49ec-a7af-df9dabcfb9d2,88,,"[105.6, 6.8]",3920404,2,,,,,1.6262949,,Right Foot,,,,"[105.3, 12.2]",,Ground Pass,,5.408327,,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,8,Tunisia,777,"['08d2e516-ffb8-47f8-8bf7-8c6cb76fd940', 'b991fd63-d4a3-4217-9d67-8619373626ac']",26,,,,,,,,,,,,,,,,Tunisia,777,00:02:26.741,Pass,True
,,,,,,,,,,,,,,,1.388762,,,,,,,,,,,43c37813-d444-42ba-a9f9-a188d16e24b7,91,,"[105.3, 12.2]",3920404,2,,,,,-2.6914577,,Right Foot,,,,"[90.4, 5.0]",,Ground Pass,,16.548414,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Left Midfield,8,Tunisia,777,"['13e9ae00-65ec-4a73-85c2-d328f918e167', '7242eaef-34fb-477b-aae3-7979fc5c902c']",27,,,,,,,,,,,,,,,,Tunisia,777,00:02:27.104,Pass,True
,,,,,,,,,,,,,,,1.917763,,,,,,,,,,,f0f7b920-0820-4d94-82a9-4e8a69909141,94,,"[85.8, 7.0]",3920404,2,,,,,2.3888931,,Right Foot,,,,"[63.7, 27.7]",,Ground Pass,,30.280357,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,8,Tunisia,777,['1fef8200-d041-4003-a2e1-5e0685276c4d'],30,,,,,,,,,,,,,,,,Tunisia,777,00:02:30.352,Pass,
,,,,,,,,,,,,,,,1.115208,,,,,,,,,,,c8165257-77f4-4c3d-9631-b5dff32182fe,97,,"[64.7, 34.3]",3920404,2,,,,,0.6643005,,Right Foot,,,,"[75.3, 42.6]",,Ground Pass,,13.462912,,,Ellyes Joris Skhiri,3767.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,8,Tunisia,777,['3a51fb89-1642-4ff5-8edb-392401fba3e8'],36,,,,,,,,,,,,,,,,Tunisia,777,00:02:36.078,Pass,
,,,,,,,,,,,,,,,1.120924,,,,,,,,,,,820aab29-9b5b-48fc-9eda-8465a8b0154e,100,,"[75.7, 44.4]",3920404,2,,,,,-2.6624253,,Left Foot,,,,"[57.8, 35.1]",,Ground Pass,,20.171762,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,8,Tunisia,777,"['d4bb27e9-49bf-461a-9808-ec41f5aade7a', 'e3664049-d2a9-4827-ba5f-18c43145fd3d']",37,,,,,,,,,,,,,,,,Tunisia,777,00:02:37.193,Pass,True
,,,,,,,,,,,,,,,1.519201,,,,,,,,,,,360ee2ee-f1f7-4ae1-8b5a-5889f6c0aac6,103,,"[57.3, 37.2]",3920404,2,,,,,-1.3569235,,Right Foot,,,,"[62.1, 15.1]",,Ground Pass,,22.615261,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,8,Tunisia,777,['3b6c920f-a364-4656-9b30-a4ab2e530c63'],41,,,,,,,,,,,,,,,,Tunisia,777,00:02:41.519,Pass,
,,,,,,,,,,,,,,,1.62448,,,,,,,,,,,8acbb337-833a-4715-a1f2-898aa6572e83,106,,"[62.3, 10.9]",3920404,2,,,,,1.0415496,,Left Foot,,,,"[68.5, 21.5]",,Ground Pass,,12.280066,,,Anis Ben Slimane,35592.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,8,Tunisia,777,['0198ea35-9cda-4c48-9bf3-290bf2dc2c70'],43,,,,,,,,,,,,,,,,Tunisia,777,00:02:43.330,Pass,
,,,,,,,,,,,,,,,1.102197,,,,,,,,,,,a2bdf92a-eb6a-4d7d-906c-6edb2f1fadca,109,,"[70.8, 19.0]",3920404,2,,,,,-0.30876428,,Right Foot,,,,"[82.4, 15.3]",,Ground Pass,,12.175796,,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Left Center Forward,8,Tunisia,777,['8eafe82b-7706-43ad-8212-9522ae69527d'],46,,,,,,,,,,,,,,,,Tunisia,777,00:02:46.054,Pass,
,,,,,,,,,,,,,,,0.81397,,,,,,,,,,,d5dd4620-1461-457a-9a8c-950f6dd2f206,113,,"[83.1, 15.9]",3920404,2,,,,,0.79280543,,Right Foot,,,,"[89.8, 22.7]",,Ground Pass,,9.546204,,,Ali Abdi,30681.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Left Midfield,8,Tunisia,777,"['b724281d-215c-49ad-9041-3358b427eca9', 'cc97384f-617b-4d09-9064-ba1a05944424']",47,,,,,,,,,,,,,,,,Tunisia,777,00:02:47.490,Pass,True
,,,,,,,,,,,,,,,2.305173,,,,,,,,,,,d8414d26-35d1-42ac-a747-21d42cb80a15,118,,"[89.7, 22.7]",3920404,2,,,,,0.102206714,,Left Foot,,,,"[109.2, 24.7]",,Ground Pass,,19.602295,,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Ali Abdi,30681.0,Left Back,8,Tunisia,777,"['2ce161a7-aa11-4321-9a0f-aaa6f3945d71', '3ea1c2be-d0ad-4878-9bab-7f3413407d70', '8f66586f-455b-42a9-bcb2-f4f155a25bd4']",48,,,,,,,,,,,,,,,,Tunisia,777,00:02:48.905,Pass,True
,,,,,,,,,,,,,,,0.966363,,,,,,,,,,,911364d4-defe-4fdd-987f-8ab80b7d1ce2,121,,"[109.8, 24.4]",3920404,2,,,,,1.3846644,,Left Foot,,,,"[112.7, 39.8]",,Ground Pass,,15.670673,Incomplete,,Youssef Msakni,23910.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Left Midfield,8,Tunisia,777,"['3f7b6c25-0102-4db3-95f2-ec3a1bf8df49', '60957aac-c448-4ad9-b48c-96f7c7787e2a', 'ff183f07-73e6-4d36-91a1-1df7a308c3c3']",51,,,,,,,,,,,,,,,,Tunisia,777,00:02:51.210,Pass,True
,,,,,,,,,,,,,,,3.573096,,,,,,,,,,,0bb41ce1-a865-4e9c-99f8-61cb155453ff,124,,"[120.0, 80.0]",3920404,3,,,,,-1.8822476,,Right Foot,,,,"[99.3, 15.7]",,High Pass,,67.549835,,True,Mohamed Elias Achouri,132461.0,,True,Outswinging,,Corner,1,From Corner,Anis Ben Slimane,35592.0,Left Center Forward,9,Tunisia,777,['9f5a3ba1-54c6-4453-97dd-e214e6952ddc'],48,,,,,,,,,,,,,,,,Tunisia,777,00:03:48.349,Pass,
,,,,,,,,,,,,,,,2.158552,,,,,,,,,,,ce6b2f39-f2a3-4ae8-9490-d099cf471057,127,,"[98.0, 16.9]",3920404,3,,,,,1.299508,,Right Foot,True,,,"[106.4, 47.1]",,High Pass,,31.34645,Incomplete,,,,,,,,,1,From Corner,Mohamed Elias Achouri,132461.0,Left Midfield,9,Tunisia,777,['fa5c4358-78d3-44eb-b67c-38f05361a972'],53,,,,,,,,,,,,,,,,Tunisia,777,00:03:53.523,Pass,
,,,,,,,,,,,,,,,1.2017,,,,,,,,,,,34e3b4a2-34e6-4e38-b197-8002c62c69db,130,,"[103.4, 52.0]",3920404,3,,,,True,-1.1490091,,,,,,"[106.9, 44.2]",,High Pass,,8.549269,Incomplete,,,,,,,,Recovery,1,From Corner,Yassine Meriah,5651.0,Right Center Back,9,Tunisia,777,"['5538c52b-a76c-4089-aea5-62248d6f0488', 'd232ac7b-8f1c-4d76-a1c8-bb39fc8af6e7']",57,,,,,,,,,,,,,,,,Tunisia,777,00:03:57.857,Pass,True
,,,,,,,,,,,,,,,0.323907,,,,,,,,,,,cd091f60-a70a-4772-8b8c-4715c4c75ff4,140,,"[47.5, 80.0]",3920404,4,,True,,,-1.9379702,,,,,,"[40.5, 61.8]",,Low Pass,,19.499744,,,Diadie Samassekou,8759.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,11,Mali,4930,['787b178c-2a65-4248-a900-62a7abd748a2'],25,,,,,,,,,,,,,,,,Mali,4930,00:04:25.976,Pass,
,,,,,,,,,,,,,,,1.513262,,,,,,,,,,,c8eb8bfe-8222-47fe-8147-0a1f8922d8d5,142,,"[39.4, 57.2]",3920404,4,,True,,,-1.8709675,,Right Foot,,,,"[31.6, 32.0]",,Ground Pass,,26.379538,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Diadie Samassekou,8759.0,Center Defensive Midfield,11,Mali,4930,['92fe4aba-d2e6-4bdf-a811-e260db3e9827'],26,,,,,,,,,,,,,,,,Mali,4930,00:04:26.340,Pass,
