50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ce79fe82-2b3e-4a95-ae21-6892ea7762b9,1,,,,3923881,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 358410, 'name': 'Stanley Bobo Nwabali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3923, 'name': 'Oluwasemilogo Adesewo Ibidapo Ajayi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 43779, 'name': 'Calvin Bassey Ughelumba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 11492, 'name': 'Temitayo Olufisayo Olaoluwa Aina'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 31949, 'name': 'Zaidu Sanusi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24467, 'name': 'Frank Onyeka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 16335, 'name': 'Samuel Chimerenka Chukwueze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3447, 'name': 'Ademola Lookman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 11277, 'name': 'Victor James Osimhen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0fd85800-7ceb-4870-a0e3-92bdd6e49740,2,,,,3923881,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 7713, 'name': 'Obite Evan Ndicka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10039, 'name': 'Ghislain Konan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7023, 'name': 'Franck Yannick Kessié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 105392, 'name': 'Simon Adingra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 8673, 'name': 'Sébastien Haller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Côte d'Ivoire,3374,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4886e451-10d6-4be8-83ea-c635ea86e29d,3,,,,3923881,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['b05f7534-625f-4daf-a307-67b2151bf0d3'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b05f7534-625f-4daf-a307-67b2151bf0d3,4,,,,3923881,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['4886e451-10d6-4be8-83ea-c635ea86e29d'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6c052eb-6f08-4b75-b375-248bf436f7d9,1352,,,,3923881,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Côte d'Ivoire,3374,['b0d32eb7-8097-4fe8-be4e-2dfc0e2e3784'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b0d32eb7-8097-4fe8-be4e-2dfc0e2e3784,1353,,,,3923881,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Côte d'Ivoire,3374,['a6c052eb-6f08-4b75-b375-248bf436f7d9'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.773278,,,,,,,,,,,,,72e4bb5b-f908-4af9-afc4-0824b4e0de96,5,,,"[61.0, 40.1]",3923881,0,,,,,2.6950774,,Right Foot,,,"[35.1, 52.5]",,Ground Pass,,28.715326,,,William Troost-Ekong,5455.0,,,,Kick Off,1,From Kick Off,Ademola Lookman,3447.0,Left Wing,2,Nigeria,775,['561bdac9-a85c-475d-9f4f-65dfd97f2d92'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.663,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,da854004-2f92-4ff7-944b-a83198058536,8,,,"[35.1, 52.5]",3923881,0,,,,,-1.5655332,,Right Foot,,,"[35.2, 33.5]",,Ground Pass,,19.000263,,,Calvin Bassey Ughelumba,43779.0,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,2,Nigeria,775,['149f567b-f24d-4699-8bd2-393edd0422f4'],3,,,,,,,,,,,,,,,,,Nigeria,775,00:00:03.081,Pass,
,,,,,,,,,,,,,,,,,,2.648438,,,,,,,,,,,,,4465f67b-c718-43c2-a934-cae7d3b65c4d,11,,,"[38.3, 32.9]",3923881,0,,,,,0.3816787,,Left Foot,,,"[97.1, 56.5]",,High Pass,,63.35929,,,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['4bfbb3ff-2719-448f-b148-6b1e6912f1d1'],6,,,,,,,,,,,,,,,,,Nigeria,775,00:00:06.561,Pass,
,,,,,,,,,,,,,,,,,,1.81963,,,,,,,,,,,,,24e46dcf-9a75-4cbd-afac-c94e137494c6,13,,,"[97.1, 56.5]",3923881,0,,,,True,-0.4056652,,,,,"[112.7, 49.8]",,High Pass,,16.977926,Incomplete,,Victor James Osimhen,11277.0,,,,,1,From Kick Off,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Right Center Back,2,Nigeria,775,"['73e057fc-4f78-4411-9f86-8ebb03f2955d', 'cf7e380d-745b-4c1e-b5e8-69ce34a0503e', 'dd524793-4f2b-4966-9c42-ec80d6daacae']",9,,,,,,,,,,,,,,,,,Nigeria,775,00:00:09.250,Pass,True
