50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d69f797-889c-42f2-bd95-33f008bf3ebe,1,,,3920409,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea-Bissau,4894,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 68500, 'name': 'Jonas Asvedo Mendes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9361, 'name': 'Houboulang Mendes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 4376, 'name': 'Edgar Miguel Ié'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 7568, 'name': 'Opa Sangante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 23013, 'name': 'Eulânio Ângelo Chipela Gomes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 363738, 'name': 'Fernando de Lacerda Gomes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 36813, 'name': 'Janio Bikel Figueiredo Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 46312, 'name': 'Famana Quizera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10854, 'name': 'Euciodálcio Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 12175, 'name': 'Carlos Mendes Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 20840, 'name': 'Zinho Gano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Guinea-Bissau,4894,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2131467-ad1c-4cad-ae2a-b78ccc0b0892,2,,,3920409,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea-Bissau,4894,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 358410, 'name': 'Stanley Bobo Nwabali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3923, 'name': 'Oluwasemilogo Adesewo Ibidapo Ajayi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 22}, {'player': {'id': 43779, 'name': 'Calvin Bassey Ughelumba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3806, 'name': 'Bright Osayi-Samuel'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 11492, 'name': 'Temitayo Olufisayo Olaoluwa Aina'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 24467, 'name': 'Frank Onyeka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3856, 'name': 'Joe Aribo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 16335, 'name': 'Samuel Chimerenka Chukwueze'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 18163, 'name': 'Moses Daddy-Ajala Simon'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 11277, 'name': 'Victor James Osimhen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e9a766ce-f941-419a-aa95-769cb7374856,3,,,3920409,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea-Bissau,4894,['1bb7e7a9-0896-4f43-a972-3e634769b087'],0,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1bb7e7a9-0896-4f43-a972-3e634769b087,4,,,3920409,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea-Bissau,4894,['e9a766ce-f941-419a-aa95-769cb7374856'],0,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bde797f0-cc80-46d4-9683-a8a3d778dc5d,1745,,,3920409,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Guinea-Bissau,4894,['cb30ebc9-e4be-4024-8cb2-fa4789464079'],0,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb30ebc9-e4be-4024-8cb2-fa4789464079,1746,,,3920409,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Guinea-Bissau,4894,['bde797f0-cc80-46d4-9683-a8a3d778dc5d'],0,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.930153,,,,,,,,,,,,,8a369692-f3e4-4ce3-a7e9-5539adad0e31,5,,"[60.0, 40.0]",3920409,0,,,,2.7610862,,Right Foot,,"[35.0, 50.0]",Ground Pass,,26.925823,,,Kenneth Josiah Omeruo,5830.0,,,,,Kick Off,1,From Kick Off,Moses Daddy-Ajala Simon,18163.0,Left Attacking Midfield,2,Nigeria,775,['c870fe45-811e-4d28-a57f-b00d94b6a473'],0,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.667,Pass,
,,,,,,,,,,,,,,,,,,,1.385302,,,,,,,,,,,,,becb7964-cff6-4030-bf55-5a3d53f97665,8,,"[35.6, 49.4]",3920409,0,,,,-1.5348406,,Right Foot,,"[36.1, 35.5]",Ground Pass,,13.90899,,,Calvin Bassey Ughelumba,43779.0,,,,,,1,From Kick Off,Kenneth Josiah Omeruo,5830.0,Center Back,2,Nigeria,775,['1d93641d-f325-421d-9270-f392e68940d6'],3,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:03.282,Pass,
,,,,,,,,,,,,,,,,,,,1.605603,,,,,,,,,,,,,27c94463-dbd1-46d5-b7e5-f0919384b2db,12,,"[38.1, 29.1]",3920409,0,,,,1.6172744,,Left Foot,,"[37.3, 46.3]",Ground Pass,,17.218596,,,Kenneth Josiah Omeruo,5830.0,,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['c7331311-67c0-420e-b7fa-2d8d78b916a6'],6,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:06.671,Pass,
,,,,,,,,,,,,,,,,,,,2.846309,,,,,,,,,,,,,b321db01-4dc7-4875-87af-979d66e51b13,15,,"[37.3, 46.3]",3920409,0,,,,0.07485985,,Right Foot,,"[85.3, 49.9]",High Pass,,48.13481,,,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,,,,,,1,From Kick Off,Kenneth Josiah Omeruo,5830.0,Center Back,2,Nigeria,775,['310c6a8f-ed5f-4a1b-a8bc-c21c3a32430e'],9,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:09.199,Pass,
