50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,a62e4823-ce9d-48ee-b73d-a70d30cee190,1,,,,3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 358410, 'name': 'Stanley Bobo Nwabali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3923, 'name': 'Oluwasemilogo Adesewo Ibidapo Ajayi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 43779, 'name': 'Calvin Bassey Ughelumba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 11492, 'name': 'Temitayo Olufisayo Olaoluwa Aina'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 31949, 'name': 'Zaidu Sanusi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24467, 'name': 'Frank Onyeka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18163, 'name': 'Moses Daddy-Ajala Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3447, 'name': 'Ademola Lookman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 11277, 'name': 'Victor James Osimhen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,0eeec164-da88-4744-b12a-2d422ecb0376,2,,,,3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 24670, 'name': 'Joseph Fabrice Ondoa Ebogo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7426, 'name': 'Jean-Charles Castelletto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 28444, 'name': 'Oumar Gonzalez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 74588, 'name': 'Christopher Wooh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16015, 'name': 'Nicolas Moumi Ngamaleu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 13454, 'name': 'Nouhou Tolo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 3141, 'name': 'André-Frank Zambo Anguissa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10530, 'name': 'Jules Olivier Ntcham'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 3551, 'name': 'Karl Brillant Toko Ekambi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 189348, 'name': 'Frank Magri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Cameroon,2722,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,f4f04d0a-73c3-48b0-b217-a54a96458511,3,,,,3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['4557aef2-993a-4fc4-9019-8152069d979b'],0,,,,,,,,,,,,,,,,Cameroon,2722,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,4557aef2-993a-4fc4-9019-8152069d979b,4,,,,3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['f4f04d0a-73c3-48b0-b217-a54a96458511'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,1131b978-01f4-4aee-90ea-2b07d3552593,1417,,,,3922238,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Nigeria,775,['45af0627-c6bb-471d-9035-73aa746c1838'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,45af0627-c6bb-471d-9035-73aa746c1838,1418,,,,3922238,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Nigeria,775,['1131b978-01f4-4aee-90ea-2b07d3552593'],0,,,,,,,,,,,,,,,,Cameroon,2722,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.988846,,,,,,,,,,,af5f2530-e777-4019-ab54-89b5df541fd6,5,,,"[60.0, 40.0]",3922238,0,,,,2.8732264,,Right Foot,,,"[36.0, 46.6]",,Ground Pass,24.890963,,,,William Troost-Ekong,5455.0,,,,,Kick Off,1,From Kick Off,Alex Iwobi,3647.0,Left Defensive Midfield,2,Nigeria,775,['e88013b6-a4b9-4084-869f-498a600485af'],0,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.493,Pass,
,,,,,,,,,,,,,,0.976535,,,,,,,,,,,c0487a5a-f230-4a31-9a68-1dfba5aeae6d,7,,,"[36.6, 47.2]",3922238,0,,,,-1.6023648,,Right Foot,,,"[36.0, 28.2]",,Ground Pass,19.009472,,,,Calvin Bassey Ughelumba,43779.0,,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,2,Nigeria,775,['4ec87608-c349-4dc9-9492-fa7683375cfa'],2,,,,,,,,,,,,,,,,Nigeria,775,00:00:02.482,Pass,
,,,,,,,,,,,,,,3.067957,,,,,,,,,,,a0e511ca-087f-4101-9e27-14814ebe0768,10,,,"[36.4, 27.4]",3922238,0,,,,0.54990226,,Left Foot,,,"[84.2, 56.7]",,High Pass,56.065407,,,,Victor James Osimhen,11277.0,,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['a9a32578-678d-4c3f-b61a-7c956dd45d04'],5,,,,,,,,,,,,,,,,Nigeria,775,00:00:05.120,Pass,
,,,,,,,,,,,,,,1.643377,,,,,,,,,,,61aa902c-593a-4ca9-a4cb-7041637f9a12,13,,,"[84.2, 56.7]",3922238,0,,,True,-1.6924942,,,,,"[82.5, 42.8]",,High Pass,14.003571,,Incomplete,,Alex Iwobi,3647.0,,,,,,1,From Kick Off,Victor James Osimhen,11277.0,Center Forward,2,Nigeria,775,"['04dc2fd3-3f8e-49cd-b38a-69396ed0ccd5', '2108f538-4b24-48af-aa66-d31c15536a60', 'ba946488-fdd8-43c7-9162-cf83e38692b3']",8,,,,,,,,,,,,,,,,Nigeria,775,00:00:08.188,Pass,True
