50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d02c98cd-43af-4bae-8a56-17c5ea6f8d2c,1,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 389156, 'name': 'Tresford Lawrence Mulenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 108291, 'name': 'Tandi Mwape'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 47979, 'name': 'Frankie Musonda'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 23420, 'name': 'Lubambo Musonda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 160904, 'name': 'Miguel Changa Chaiwa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23260, 'name': 'Emmanuel Justine Rabby Banda'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 29217, 'name': 'Edward Chilufya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 389675, 'name': 'Kennedy Musonda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 44751, 'name': 'Lameck Banda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 8785, 'name': 'Patson Daka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Zambia,4963,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,693bf666-99d9-4729-98b2-a4b3b604f9eb,2,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 12149, 'name': 'Nayef Aguerd'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7378, 'name': 'Yunis Abdelhamid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 31295, 'name': 'Yahia Attiyat allah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 39174, 'name': 'Ismael Saibari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Morocco,788,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b41824e4-0446-4139-a066-85c97699aba3,3,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Zambia,4963,['d89fa6bd-d4b6-409d-a847-1480847fb795'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d89fa6bd-d4b6-409d-a847-1480847fb795,4,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Zambia,4963,['b41824e4-0446-4139-a066-85c97699aba3'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,035b3614-5a36-4fcb-a6cc-59fe45b6cb4c,1613,,,3920419,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,75,Morocco,788,['9bed5877-fb2d-45d1-a29a-56c03503ee19'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9bed5877-fb2d-45d1-a29a-56c03503ee19,1614,,,3920419,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,75,Morocco,788,['035b3614-5a36-4fcb-a6cc-59fe45b6cb4c'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.022845,,,,,,,,,,,2ff9fb51-5fd4-469b-891d-941b3742728c,5,,"[61.0, 40.1]",3920419,0,,,,,2.9952114,,Left Foot,,,,"[45.4, 42.4]",Ground Pass,,15.76864,,,Sofyan Amrabat,5234.0,,,,,Kick Off,1,From Kick Off,Ayoub El Kaabi,5229.0,,Center Forward,2,Morocco,788,['0062fd8c-7ce3-4589-b8da-34fce655b5c5'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.993,Pass,
,,,,,,,,,,,,,,,,,2.074267,,,,,,,,,,,bed158ef-4e09-4199-be37-b291bcbe49fd,8,,"[44.5, 42.4]",3920419,0,,,,,-2.125326,,Right Foot,,,,"[34.9, 26.9]",Ground Pass,,18.232115,,,Yunis Abdelhamid,7378.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,,Center Defensive Midfield,2,Morocco,788,['5947d920-1524-4988-a165-9989ac2e3e35'],3,,,,,,,,,,,,,,,,,Morocco,788,00:00:03.365,Pass,
,,,,,,,,,,,,,,,,,1.319846,,,,,,,,,,,afac3ace-3e94-42c0-a271-e5b3d02a68a3,11,,"[36.2, 25.4]",3920419,0,,,,,-1.2847449,,Right Foot,,,,"[41.2, 8.4]",Ground Pass,,17.720045,,,Yahia Attiyat allah,31295.0,,,,,,1,From Kick Off,Yunis Abdelhamid,7378.0,,Left Center Back,2,Morocco,788,['4c6528c8-bb85-4e3f-af0d-d03c78f3f623'],6,,,,,,,,,,,,,,,,,Morocco,788,00:00:06.269,Pass,
,,,,,,,,,,,,,,,,,0.759416,,,,,,,,,,,90defc9e-0c33-4550-8584-8a2d7ab84297,14,,"[41.6, 8.4]",3920419,0,,,,,0.98530626,,Left Foot,,,,"[47.7, 17.6]",Ground Pass,,11.0385685,,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Yahia Attiyat allah,31295.0,,Left Back,2,Morocco,788,['25efeb45-5f27-44a3-95f8-22917dc7251a'],8,,,,,,,,,,,,,,,,,Morocco,788,00:00:08.879,Pass,
