50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.491422,,,,,,,,,,,c74e40ce-a863-48d3-87f8-6bc76a99010e,18,,,"[78.8, 2.5]",3920411,0,,,,0.8647017,,Right Foot,,,"[92.7, 18.8]",,Low Pass,,21.421951,,Incomplete,,Gilson Benchimol Tavares,105936.0,,,,,,,1,From Kick Off,Garry Mendes Rodrigues,16001.0,Left Midfield,2,Cape Verde Islands,4924,"['0cf93da5-3bde-464c-bff1-308aee6ffe0d', '144703f7-5c03-4300-b10b-a45f035b0361', '1c2975b4-6bb1-4c3b-955c-cda950fa6a47']",13,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:13.352,Pass,True
,,,,,,,,,,,,,,,,,,2.101122,,,,,,,,,,,144703f7-5c03-4300-b10b-a45f035b0361,20,,,"[27.4, 61.3]",3920411,0,,,,-2.4854434,,Right Foot,,,"[6.1, 44.9]",,Ground Pass,,26.88215,,,,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,,,,,,Recovery,1,Regular Play,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,3,Egypt,774,"['857d5c87-d432-4843-918d-086b15747b68', 'c74e40ce-a863-48d3-87f8-6bc76a99010e']",15,,,,,,,,,,,,,,,,,Egypt,774,00:00:15.844,Pass,
,,,,,,,,,,,,,,,,,,1.334887,,,,,,,,,,,fdec3d82-69b5-4ef7-a845-b5222d978d05,24,,,"[5.6, 45.2]",3920411,0,,,,0.35621965,,Right Foot,,,"[22.8, 51.6]",,Ground Pass,,18.352112,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,,1,Regular Play,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,Goalkeeper,3,Egypt,774,"['3610118e-6a8b-4046-95f0-f2e99a06d92e', 'e19749dd-1bf9-4d26-be61-fdf1a3d6a14b']",18,,,,,,,,,,,,,,,,,Egypt,774,00:00:18.623,Pass,True
,,,,,,,,,,,,,,,,,,2.289491,,,,,,,,,,,9f020e3e-48a6-4666-8f06-dae162c3db9e,27,,,"[23.4, 51.9]",3920411,0,,,,1.0636978,,Right Foot,,,"[36.9, 76.2]",,Ground Pass,,27.7982,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,Regular Play,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,3,Egypt,774,"['0fa6702c-4e00-4b8d-af57-49e0cda63c66', 'aa30eac5-19a0-429a-a920-1c508630afc9']",19,,,,,,,,,,,,,,,,,Egypt,774,00:00:19.958,Pass,True
,,,,,,,,,,,,,,,,,,1.853818,,,,,,,,,,,386b360e-04a9-4d4d-b46d-905df4371756,31,,,"[40.4, 77.8]",3920411,0,,,,-0.09148702,,Right Foot,,,"[73.1, 74.8]",,High Pass,,32.837326,,,,Ahmed Sayed,66878.0,,,,,,,1,Regular Play,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,3,Egypt,774,"['0861fca1-04a4-408f-9c72-52f7757bf902', 'ade2046c-d1d7-4d61-95c9-d00d0e73e02a']",23,,,,,,,,,,,,,,,,,Egypt,774,00:00:23.321,Pass,True
,,,,,,,,,,,,,,,,,,0.631132,,,,,,,,,,,392f89c2-b074-4911-a0bf-16abfa16f066,34,,,"[82.1, 63.8]",3920411,0,,,,-0.27988067,,Right Foot,,,"[98.8, 59.0]",,Low Pass,,17.376133,,Incomplete,,Mostafa Mohamed Ahmed Abdallah,66886.0,,,,,,,1,Regular Play,Ahmed Sayed,66878.0,Right Wing,3,Egypt,774,"['2fbd1f10-906b-4394-a1f9-278519b0dfe5', 'cb5f05ca-7f38-4979-aeb2-53cb814e9d0d']",29,,,,,,,,,,,,,,,,,Egypt,774,00:00:29.221,Pass,
,,,,,,,,,,,,,,,,,,2.199995,,,,,,,,,,,c2424833-b2b7-4fff-8b6d-6c06534d1015,41,,,"[6.0, 39.7]",3920411,0,True,,,0.059252594,,Right Foot,,,"[17.8, 40.4]",,Ground Pass,,11.8207445,,,,Logan Costa,45557.0,,,,,,Goal Kick,1,From Goal Kick,Josimar José Évora Dias,105932.0,Goalkeeper,4,Cape Verde Islands,4924,['25f87923-7abd-4cdb-8933-2c68c35c9045'],55,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:55.065,Pass,
,,,,,,,,,,,,,,,,,,1.839996,,,,,,,,,,,f754bc11-be03-4c21-90fb-f460f1499bf9,43,,,"[19.8, 43.4]",3920411,0,,,,-1.3407935,,Right Foot,,,"[24.6, 22.9]",,Ground Pass,,21.054453,,,,Edilson Alberto Monteiro Sanches Borges,105931.0,,,,,,,1,From Goal Kick,Logan Costa,45557.0,Right Center Back,4,Cape Verde Islands,4924,['e48c5fb0-66b0-45ec-a6ad-74df5b9cbfee'],59,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:59.898,Pass,
,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,f55ae7a8-4a82-470b-89bb-f65649e339ea,46,,,"[25.4, 23.1]",3920411,1,,,,2.2794225,,Left Foot,,,"[7.4, 44.1]",,Ground Pass,,27.658634,,,,Josimar José Évora Dias,105932.0,,,,,,,1,From Goal Kick,Edilson Alberto Monteiro Sanches Borges,105931.0,Left Center Back,4,Cape Verde Islands,4924,['26ac22ad-cbfa-4bac-bff5-e011cbae7f1c'],3,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:03.258,Pass,
,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,e9bfa601-aa48-4886-858c-88b9b55809c1,50,,,"[8.2, 44.7]",3920411,1,,,,0.81065285,,Right Foot,,,"[41.0, 79.2]",,High Pass,,47.603466,,Out,,Ryan Isaac Mendes da Graça,40485.0,,,,,,,1,From Goal Kick,Josimar José Évora Dias,105932.0,Goalkeeper,4,Cape Verde Islands,4924,"['c1dcd78d-20e0-42cb-a26e-8f6245c79bb4', 'd95213a0-9355-44d3-bdd4-e2bb1998dad3']",6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:06.770,Pass,True
,,,,,,,,,,,,,,,,,,1.397249,,,,,,,,,,,713d4cbe-dc1c-4156-ac8e-938ccae1991c,52,,,"[87.8, 0.1]",3920411,1,,,,0.5535335,,,,,"[105.6, 11.1]",,Low Pass,,20.924627,,,,Mostafa Mohamed Ahmed Abdallah,66886.0,,,,,,Throw-in,1,From Throw In,Ahmed Mohamed Abo El Fotouh Mohamed,67737.0,Left Back,5,Egypt,774,['bf3c480f-fb0f-4437-b40b-9c5bc1a15b56'],21,,,,,,,,,,,,,,,,,Egypt,774,00:01:21.617,Pass,
,,,,,,,,,,,,,,,,,,1.140894,,,,,,,,,,,f99d5f80-ed7d-42a5-a10a-32bdab29a208,58,,,"[106.2, 12.3]",3920411,2,,,,1.8909155,,Right Foot,,,"[100.1, 30.7]",,Ground Pass,,19.384789,,,,Omar Marmoush,40761.0,,,,,,Free Kick,1,From Free Kick,Ahmed Sayed,66878.0,Right Wing,6,Egypt,774,['04b4dc7d-6da6-4a22-98d7-ee9b0b14a466'],2,,,,,,,,,,,,,,,,,Egypt,774,00:02:02.839,Pass,
,,,,,,,,,,,,,,,,,,1.581888,,,,,,,,,,,71604cbb-8243-4de0-a2e5-724132921f69,62,,,"[102.1, 36.7]",3920411,2,,,,1.9949907,,Right Foot,,,"[97.9, 46.0]",,Ground Pass,,10.204411,,Incomplete,,,,,,,,,,1,From Free Kick,Omar Marmoush,40761.0,Left Wing,6,Egypt,774,['86ffb407-d551-4ba2-9923-38f32df1ff78'],5,,,,,,,,,,,,,,,,,Egypt,774,00:02:05.021,Pass,
,,,,,,,,,,,,,,,,,,0.475867,,,,,,,,,,,e9de183a-ff9e-4573-a2bd-74e021b0e55a,71,,,"[66.4, 80.0]",3920411,2,True,,,-1.8925469,,,,,"[64.2, 73.4]",,Low Pass,,6.9570107,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,Throw-in,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,7,Egypt,774,['a0196194-03e1-4518-a07a-777ecdba8000'],17,,,,,,,,,,,,,,,,,Egypt,774,00:02:17.487,Pass,
,,,,,,,,,,,,,,,,,,2.319077,,,,,,,,,,,f394d19e-4e18-4c67-a54c-b3a0fabfed6d,73,,,"[64.2, 72.6]",3920411,2,,,,-2.634961,,Right Foot,,,"[46.0, 62.5]",,Ground Pass,,20.81466,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Throw In,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,7,Egypt,774,['214c0e30-39b8-4962-afe0-1ca56cd8eb77'],18,,,,,,,,,,,,,,,,,Egypt,774,00:02:18.091,Pass,
,,,,,,,,,,,,,,,,,,1.366882,,,,,,,,,,,81eb4c97-7ad6-4372-9149-33092ebf36b9,77,,,"[47.3, 62.2]",3920411,2,,,,1.4070581,,Left Foot,,,"[49.2, 73.7]",,Ground Pass,,11.6559,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,7,Egypt,774,"['1fad8db9-61d9-4a17-b2c5-9660f4ea34e8', 'b0c01dd5-79e5-4fb0-91d9-a2b2cab021ef']",21,,,,,,,,,,,,,,,,,Egypt,774,00:02:21.089,Pass,True
,,,,,,,,,,,,,,,,,,1.68286,,,,,,,,,,,19a1a4c2-d554-44e5-abc9-ef5a9ebfdd01,80,,,"[49.4, 72.1]",3920411,2,,,,-2.4614947,,Right Foot,,,"[35.8, 61.1]",,Ground Pass,,17.491713,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,7,Egypt,774,['e9ede35a-fc00-4531-8ce3-b1f7115d5b73'],24,,,,,,,,,,,,,,,,,Egypt,774,00:02:24.253,Pass,
,,,,,,,,,,,,,,,,,,1.821913,,,,,,,,,,,4487a622-fc8f-4ac6-8ca7-199742caea84,83,,,"[34.7, 60.6]",3920411,2,,,,-1.521575,,Right Foot,,,"[35.7, 40.3]",,Ground Pass,,20.324615,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,7,Egypt,774,['ef3b6796-00a2-4d61-a0ab-e55d6f055504'],26,,,,,,,,,,,,,,,,,Egypt,774,00:02:26.987,Pass,
,,,,,,,,,,,,,,,,,,1.393635,,,,,,,,,,,01122cb0-a5f9-4008-8c65-285bd3c733c6,86,,,"[38.5, 36.7]",3920411,2,,,,-0.34724078,,Left Foot,,,"[49.0, 32.9]",,Ground Pass,,11.166468,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,,1,From Throw In,Mohamed Abdel Monem,69563.0,Left Center Back,7,Egypt,774,['02905079-0af3-43dd-bc1b-678e2a702d82'],30,,,,,,,,,,,,,,,,,Egypt,774,00:02:30.707,Pass,
,,,,,,,,,,,,,,,,,,1.220589,,,,,,,,,,,96dcf888-6518-49f8-a61c-37088a177788,89,,,"[52.0, 26.7]",3920411,2,,,,-1.4913619,,Right Foot,,,"[53.6, 6.6]",,Ground Pass,,20.163582,,,,Ahmed Mohamed Abo El Fotouh Mohamed,67737.0,,,,,,,1,From Throw In,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,7,Egypt,774,['0982bc5c-8ecd-4a4e-8d94-f1444cf41ea1'],33,,,,,,,,,,,,,,,,,Egypt,774,00:02:33.219,Pass,
,,,,,,,,,,,,,,,,,,0.876518,,,,,,,,,,,0b51a061-db63-4f90-b586-8c7733a8dd71,92,,,"[51.2, 5.5]",3920411,2,,,,1.7599953,,Left Foot,,,"[49.4, 14.9]",,Ground Pass,,9.570789,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,,1,From Throw In,Ahmed Mohamed Abo El Fotouh Mohamed,67737.0,Left Back,7,Egypt,774,['8e6c566b-9aab-45be-8a23-8fe9e7e1a575'],36,,,,,,,,,,,,,,,,,Egypt,774,00:02:36.835,Pass,
,,,,,,,,,,,,,,,,,,1.474621,,,,,,,,,,,0bd44420-b708-48fc-becd-429089f336b4,95,,,"[50.0, 15.5]",3920411,2,,,,-2.9570498,,Right Foot,,,"[35.0, 12.7]",,Ground Pass,,15.259095,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Throw In,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,7,Egypt,774,"['8b0fcc0e-b9f6-43fc-bd23-8179ed4b88e0', 'fbe4fae4-a4d9-4de9-8515-87ae1eb84991']",37,,,,,,,,,,,,,,,,,Egypt,774,00:02:37.711,Pass,True
,,,,,,,,,,,,,,,,,,2.277414,,,,,,,,,,,22850b0f-c0eb-4371-b3a1-a970fdcb8ef0,99,,,"[28.1, 16.7]",3920411,2,,,,2.331542,,Right Foot,,,"[10.3, 35.4]",,Ground Pass,,25.817242,,,,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,,,,,,,1,From Throw In,Mohamed Abdel Monem,69563.0,Left Center Back,7,Egypt,774,"['45aa70c4-61aa-4cea-9bc3-93a9c826f016', '55dcc041-f3d0-4f10-aa19-dcf99a57d4d3']",39,,,,,,,,,,,,,,,,,Egypt,774,00:02:39.910,Pass,True
,,,,,,,,,,,,,,,,,,1.690725,,,,,,,,,,,ae71f874-b878-4990-9693-300bb60a7563,102,,,"[11.6, 38.2]",3920411,2,,,,1.2745805,,Right Foot,,,"[16.3, 53.6]",,Ground Pass,,16.101242,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Throw In,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,Goalkeeper,7,Egypt,774,['30cbbbdf-bbeb-46e3-b5e8-835109e92240'],44,,,,,,,,,,,,,,,,,Egypt,774,00:02:44.025,Pass,
,,,,,,,,,,,,,,,,,,1.228702,,,,,,,,,,,67413349-bda7-4d84-a77e-3c59c323d315,105,,,"[42.6, 62.4]",3920411,2,,,,1.1925757,,Right Foot,,,"[48.6, 77.5]",,Ground Pass,,16.248384,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,7,Egypt,774,['973c1239-b48e-4f1c-a15a-955b8b838c83'],51,,,,,,,,,,,,,,,,,Egypt,774,00:02:51.703,Pass,
,,,,,,,,,,,,,,,,,,0.720596,,,,,,,,,,,84bec99b-d530-42a2-9736-baebd30cc9ed,109,,,"[46.7, 76.5]",3920411,2,,,,-1.2093555,,Left Foot,,,"[49.8, 68.3]",,Ground Pass,,8.766413,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,7,Egypt,774,"['9c04ac44-e8e3-4689-8d0c-137d6e1d562f', 'a9ea5e0b-9662-4524-8a5f-bb23940e96be']",54,,,,,,,,,,,,,,,,,Egypt,774,00:02:54.276,Pass,True
,,,,,,,,,,,,,,,,,,0.985959,,,,,,,,,,,9c4b9527-8ae6-4288-a953-278f72d46895,112,,,"[49.4, 68.0]",3920411,2,,,,0.9048271,,Right Foot,,,"[56.0, 76.4]",,Ground Pass,,10.682696,,Unknown,,Ahmed Sayed,66878.0,,,,,,,1,From Throw In,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,7,Egypt,774,"['71e788d3-4f80-41a8-8cb8-6cd5cba77e94', '8e23bde7-6935-4df8-a003-cc3112629314']",54,,,,,,,,,,,,,,,,,Egypt,774,00:02:54.996,Pass,True
,,,,,,,,,,,,,,,,,,1.90937,,,,,,,,,,,8f31bbe0-bc30-4212-9855-68e7ca08da83,117,,,"[56.6, 74.8]",3920411,3,,,,-2.1282275,,Right Foot,,,"[47.0, 59.4]",,Ground Pass,,18.147177,,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,Free Kick,1,From Free Kick,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,8,Egypt,774,['e2a70c42-1580-43a9-b293-56a42c89297c'],10,,,,,,,,,,,,,,,,,Egypt,774,00:03:10.577,Pass,
,,,,,,,,,,,,,,,,,,1.818259,,,,,,,,,,,52f19c23-438c-4510-b7c0-904d5d855c71,120,,,"[47.6, 56.8]",3920411,3,,,,-1.6801621,,Right Foot,,,"[44.8, 31.3]",,Ground Pass,,25.653265,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Free Kick,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,8,Egypt,774,['25a705c6-e298-49b2-8bca-ee3d71db8383'],12,,,,,,,,,,,,,,,,,Egypt,774,00:03:12.888,Pass,
