50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,69e4457e-d168-4e73-8eb0-469a70cf24c9,1,,,3920406,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 389156, 'name': 'Tresford Lawrence Mulenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 108280, 'name': 'Benedict Chepeshi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 47979, 'name': 'Frankie Musonda'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 68505, 'name': 'Roderick Kabwe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 151066, 'name': 'Kelvin Kapumbu'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 23708, 'name': 'Fashion Sakala'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 44402, 'name': 'Kings Kangwa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 23260, 'name': 'Emmanuel Justine Rabby Banda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 44751, 'name': 'Lameck Banda'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 8785, 'name': 'Patson Daka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Zambia,4963,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,93be5ab5-506c-4d16-a5ac-f8d39c5afc95,2,,,3920406,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 103262, 'name': 'Aishi Manula'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 51494, 'name': 'Haji Mnoga'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 103269, 'name': 'Bakari Nondo Mwamnyeto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 389092, 'name': 'Ibrahim Abdallah Hamad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 105766, 'name': 'Mohamed Hussein Mohamed'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 86067, 'name': 'Himid Mao Mkami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 105769, 'name': 'Mzamiru Yassin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 103270, 'name': 'Simon Happygod Msuva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 103268, 'name': 'Faisal Salum Abdalla'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 145622, 'name': 'Denis Kibu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 16548, 'name': 'Mbwana Ally Samatta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tanzania,4953,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,154258b7-1bfe-4d76-8be9-bccb09e144b0,3,,,3920406,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,['bc2a5ccd-f7cb-4d74-ad72-44b4ce62ac47'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,bc2a5ccd-f7cb-4d74-ad72-44b4ce62ac47,4,,,3920406,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,['154258b7-1bfe-4d76-8be9-bccb09e144b0'],0,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3d70e347-bd7a-431f-bb2c-6cd5c325f3b0,1569,,,3920406,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,76,Tanzania,4953,['78f73e1c-a9d0-4660-bc60-443a2061edd4'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,78f73e1c-a9d0-4660-bc60-443a2061edd4,1570,,,3920406,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,76,Tanzania,4953,['3d70e347-bd7a-431f-bb2c-6cd5c325f3b0'],0,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.766423,,,,,,,,,,f06514d2-47ac-4891-91d6-0522f0e41cf7,5,,"[60.0, 40.0]",3920406,0,,,,,-2.8430936,,Right Foot,,,,"[54.8, 38.4]",,Ground Pass,,5.440588,,,Faisal Salum Abdalla,103268.0,,,,,Kick Off,1,From Kick Off,Mbwana Ally Samatta,16548.0,Center Forward,2,Tanzania,4953,['96b3053c-0d6c-4eb6-ac46-4f5799721c72'],0,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.764,Pass,
,,,,,,,,,,,,,,,,,2.104759,,,,,,,,,,c1aaa742-fdaa-4c1d-9d16-c34827113bff,8,,"[54.6, 40.4]",3920406,0,,,,,2.06881,,Right Foot,,,,"[40.3, 66.7]",,Ground Pass,,29.936266,,,Haji Mnoga,51494.0,,,,,,1,From Kick Off,Faisal Salum Abdalla,103268.0,Center Attacking Midfield,2,Tanzania,4953,['92f9407f-2fa0-427d-9bab-136da020e28d'],2,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:02.497,Pass,
,,,,,,,,,,,,,,,,,1.77887,,,,,,,,,,0898f41a-171d-4946-8712-6bb417dc3318,11,,"[34.9, 64.7]",3920406,0,,,,,-2.1421337,,Right Foot,,,,"[26.8, 52.1]",,Ground Pass,,14.978985,,,Bakari Nondo Mwamnyeto,103269.0,,,,,,1,From Kick Off,Haji Mnoga,51494.0,Right Back,2,Tanzania,4953,['3a9a85f9-a39e-46ef-bc4c-c34ade1b4d29'],5,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:05.088,Pass,
,,,,,,,,,,,,,,,,,0.883438,,,,,,,,,,f0442b21-3180-4e27-91ed-0f0428f09036,14,,"[24.2, 56.0]",3920406,0,,,,,1.1600794,,Right Foot,,,,"[29.6, 68.4]",,Ground Pass,,13.524792,,,Haji Mnoga,51494.0,,,,,,1,From Kick Off,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,2,Tanzania,4953,['98a59da7-3572-43f9-8ec7-6f47b43de6da'],8,,,,,,,,,,,,,,,,,Tanzania,4953,00:00:08.230,Pass,
