bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8e603b4f-84f8-41a6-b1dc-48e197840d46,1,,,,3922659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 102992, 'name': 'Djigui Diarra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7295, 'name': 'Sikou Niakate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12557, 'name': 'Falaye Sacko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8759, 'name': 'Diadie Samassekou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 8774, 'name': 'Amadou Haïdara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 162132, 'name': 'Kamory Doumbia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 4464, 'name': 'Adama Traoré'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Mali,4930,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e6d83704-55c0-4ee2-886b-1a8cb6901c75,2,,,,3922659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 7713, 'name': 'Obite Evan Ndicka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10039, 'name': 'Ghislain Konan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3013, 'name': 'Nicolas Pépé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 7023, 'name': 'Franck Yannick Kessié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 12496, 'name': 'Christian Kouamé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Côte d'Ivoire,3374,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a4f153cb-c6f8-43de-85de-bab6af40b57b,3,,,,3922659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,['17bc7771-c173-48df-9381-a3e998ec0c30'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,17bc7771-c173-48df-9381-a3e998ec0c30,4,,,,3922659,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,['a4f153cb-c6f8-43de-85de-bab6af40b57b'],0,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ff458a63-492b-4259-809d-6e51be68be1b,1448,,,,3922659,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Mali,4930,['c8673a7f-b80d-4035-8c01-4fb85f945e19'],0,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c8673a7f-b80d-4035-8c01-4fb85f945e19,1449,,,,3922659,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,80,Mali,4930,['ff458a63-492b-4259-809d-6e51be68be1b'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e5ccef88-3033-4bf5-93b7-ef6982ff1fc9,3162,,,,3922659,90,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,157,Mali,4930,['c9dc8d5f-bbdb-4157-850a-438ddc9f95ea'],0,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c9dc8d5f-bbdb-4157-850a-438ddc9f95ea,3163,,,,3922659,90,,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,157,Mali,4930,['e5ccef88-3033-4bf5-93b7-ef6982ff1fc9'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,43cd512e-29eb-422e-a20d-273aa7361c1c,3639,,,,3922659,105,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,186,Mali,4930,['3a28b91d-9db3-47a9-9f1f-8297f8bfb83c'],0,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3a28b91d-9db3-47a9-9f1f-8297f8bfb83c,3640,,,,3922659,105,,,,,,,,,,,,,,,,,,,,,,,,,4,Regular Play,,,,186,Mali,4930,['43cd512e-29eb-422e-a20d-273aa7361c1c'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
