50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f3f7b836-aa8b-40a1-a815-94de4f38a342,1,,,,3920390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Algeria,4898,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 41381, 'name': 'Anthony Louis Mandréa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 10040, 'name': 'Youcef Atal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 12111, 'name': 'Rayan Aït Nouri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 217047, 'name': 'Fares Chaïbi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 11515, 'name': 'Ismael Bennacer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 103464, 'name': 'Mohamed Youcef Belaïli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 103465, 'name': 'Baghdad Bounedjah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Algeria,4898,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,29290249-bc2b-4810-bd14-bf5b139ecf41,2,,,,3920390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Algeria,4898,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 135849, 'name': 'Adilson Cipriano da Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 10573, 'name': 'Jonathan Buatu Mananga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 103208, 'name': 'Kialonda Gaspar'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 270407, 'name': 'Joaquim Marcos Cunga Balanga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 103207, 'name': 'Loide António Augusto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 23873, 'name': 'Núrio Domingos Matias Fortuna'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 31016, 'name': 'Manuel Luís da Silva Cafumana'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 10844, 'name': 'Alfredo Kulembe Ribeiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 22274, 'name': 'Bruno Lourenço Pinto de Almeida Paz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 90913, 'name': 'Zito André Sebastião Luvumbo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 10577, 'name': 'Jacinto Muondo Dala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Angola,4901,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fc92fa87-947b-4183-9d3c-7df50fe4bf55,3,,,,3920390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Algeria,4898,['98b342e6-4882-4862-b060-f40c7f779642'],0,,,,,,,,,,,,,,,,Angola,4901,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,98b342e6-4882-4862-b060-f40c7f779642,4,,,,3920390,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Algeria,4898,['fc92fa87-947b-4183-9d3c-7df50fe4bf55'],0,,,,,,,,,,,,,,,,Algeria,4898,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0035779e-3e46-4493-9c68-35f7b57ab8a2,1558,,,,3920390,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Angola,4901,['ec4b0c24-b9bb-4a29-9189-6419ade74b09'],0,,,,,,,,,,,,,,,,Algeria,4898,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ec4b0c24-b9bb-4a29-9189-6419ade74b09,1559,,,,3920390,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Angola,4901,['0035779e-3e46-4493-9c68-35f7b57ab8a2'],0,,,,,,,,,,,,,,,,Angola,4901,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.645505,,,,,,,,,,,,,,,27009837-4747-41dc-90a4-bccbb788a5c2,5,,,"[61.0, 40.1]",3920390,0,,,,3.0132694,,Right Foot,,,,"[51.7, 41.3]",,Ground Pass,,9.3771,,,,Nabil Bentaleb,8520.0,,,,,,Kick Off,1,From Kick Off,Baghdad Bounedjah,103465.0,Center Forward,2,Algeria,4898,['f5ace2db-fed6-4b96-a4d0-3e3a26209c65'],1,,,,,,,,,,,,,,,,Algeria,4898,00:00:01.455,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,18f3a8ba-4dab-4a8e-a839-7129426d9501,8,,,"[52.5, 41.5]",3920390,0,,,,2.0644135,,Left Foot,,,,"[42.6, 59.9]",,Ground Pass,,20.894258,,,,Youcef Atal,10040.0,,,,,,,1,From Kick Off,Nabil Bentaleb,8520.0,Center Defensive Midfield,2,Algeria,4898,['4b2d2e28-07ba-41f6-aec3-42ef72c308c0'],3,,,,,,,,,,,,,,,,Algeria,4898,00:00:03.303,Pass,
,,,,,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,,,,76563c2f-4fe7-4ad9-8530-511ebd51adae,11,,,"[37.0, 59.9]",3920390,0,,,,-2.2158196,,Right Foot,,,,"[29.1, 49.4]",,Ground Pass,,13.140016,,,,Aïssa Mandi,6648.0,,,,,,,1,From Kick Off,Youcef Atal,10040.0,Right Back,2,Algeria,4898,['23d061a5-eda1-4dc9-bbd1-116961b03a13'],6,,,,,,,,,,,,,,,,Algeria,4898,00:00:06.263,Pass,
,,,,,,,,,,,,,,,,,,1.639999,,,,,,,,,,,,,,,9cc2c8ee-708c-49c3-8f7f-02a52a061ca7,14,,,"[29.9, 50.6]",3920390,0,,,,-1.8496139,,Right Foot,,,,"[22.6, 25.1]",,Ground Pass,,26.524328,,,,Ramy Bensebaini,3191.0,,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Algeria,4898,['b7ddeff6-1edc-4d76-856d-d387462d63e5'],9,,,,,,,,,,,,,,,,Algeria,4898,00:00:09.040,Pass,
