ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,6abb187a-0ab1-4dc6-9fde-d0b58efd219c,1,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 125324, 'name': 'Lloyd Junior Kazapua'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 103799, 'name': 'Ivan Kamberipa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 264381, 'name': 'Kennedy Amutenya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 135004, 'name': 'Lubeni Haukongo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 65555, 'name': 'Riaan Hanamub'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 136406, 'name': 'Aprocious Petrus'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 389319, 'name': 'Bethuel Muzeu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 103803, 'name': 'Prins Menelik Tjiueza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 389316, 'name': 'Ngero Kaanjuka Katua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 64612, 'name': 'Deon Hotto Kavendji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 65723, 'name': 'Peter Shalulile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Namibia,4980,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,215467bc-02c9-4139-b3be-539763e2699e,2,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 102992, 'name': 'Djigui Diarra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7295, 'name': 'Sikou Niakate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 32952, 'name': 'Moussa Diarra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 67714, 'name': 'Aliou Dieng'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 4385, 'name': 'Yves Bissouma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3710, 'name': 'Fousseni Diabaté'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 199653, 'name': 'Nene Dorgeles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 51750, 'name': 'Youssoufou Niakaté'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Mali,4930,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,d7a4b9ac-df8a-4493-80e2-3194387618d0,3,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,['7d2759b4-4668-4d58-adb7-4662158503bb'],0,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,7d2759b4-4668-4d58-adb7-4662158503bb,4,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,['d7a4b9ac-df8a-4493-80e2-3194387618d0'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,459dd1ae-99dc-45ad-a731-210728c1cacd,1396,,,3920417,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,85,Namibia,4980,['cbba2731-d2e1-4949-9194-32b571ea1268'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,cbba2731-d2e1-4949-9194-32b571ea1268,1397,,,3920417,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,85,Namibia,4980,['459dd1ae-99dc-45ad-a731-210728c1cacd'],0,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.854057,,,,,,,,,,,,a86c307f-34c7-4ec7-a568-dd1e6c42d39d,5,,"[61.0, 40.1]",3920417,0,,,,-3.012896,,Right Foot,,,,"[52.5, 39.0]",Ground Pass,,8.570881,,,Yves Bissouma,4385.0,,,,,,Kick Off,1,From Kick Off,Youssoufou Niakaté,51750.0,Right Center Forward,2,Mali,4930,['ba5e839a-7163-468c-bb2e-24e0fa43a528'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.491,Pass,
,,,,,,,,,,,,,0.900433,,,,,,,,,,,,a6426a1e-006e-4d4a-99fb-95759a54e396,8,,"[52.5, 38.7]",3920417,0,,,,1.8925469,,Left Foot,,,,"[48.3, 51.3]",Ground Pass,,13.281567,,,Aliou Dieng,67714.0,,,,,,,1,From Kick Off,Yves Bissouma,4385.0,Left Defensive Midfield,2,Mali,4930,['67897191-0245-486d-94c2-ba9fef5edc8a'],1,,,,,,,,,,,,,,,,,,Mali,4930,00:00:01.667,Pass,
,,,,,,,,,,,,,0.872984,,,,,,,,,,,,be804d91-d765-4208-bf9d-52bd47954dcb,11,,"[48.7, 53.1]",3920417,0,,,,1.9912016,,Left Foot,,,,"[41.1, 70.1]",Ground Pass,,18.621492,,,Hamari Traoré,3248.0,,,,,,,1,From Kick Off,Aliou Dieng,67714.0,Right Defensive Midfield,2,Mali,4930,['227ffec2-aee0-4c92-a23f-aeac0c59eea2'],3,,,,,,,,,,,,,,,,,,Mali,4930,00:00:03.556,Pass,
,,,,,,,,,,,,,2.916405,,,,,,,,,,,,a4c47df6-95a4-4c81-b93d-9d626aafbab6,14,,"[42.2, 70.7]",3920417,0,,,,-0.018304592,,Right Foot,,,,"[85.9, 69.9]",High Pass,,43.70732,Incomplete,,Fousseni Diabaté,3710.0,,,,,,,1,From Kick Off,Hamari Traoré,3248.0,Right Back,2,Mali,4930,"['3cef0b40-a8e0-4688-98f9-c26755f69006', 'ed8b8bbc-bc8d-4463-b097-9f0ab23fbaf3']",5,,,,,,,,,,,,,,,,,,Mali,4930,00:00:05.967,Pass,
