50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.112725,,,,,,,,,,,,,,6af87b0a-1e38-48d9-b355-6fd433e08285,17,,,"[22.7, 17.3]",3920407,0,,,,-0.86576164,,Right Foot,,,,"[36.4, 1.2]",,Ground Pass,,21.140009,,,Aubrey Maphosa Modiba,65733.0,,,,,,1,From Kick Off,Mothobi Mvala,65732.0,Left Center Back,2,South Africa,4976,['927fb1db-8807-4351-aa14-8eabc77c131c'],11,,,,,,,,,,,,,,,,,South Africa,4976,00:00:11.438,Pass,
,,,,,,,,,,,,,,,,1.421887,,,,,,,,,,,,,,640671d5-9134-4529-956f-4eb480ccacfb,20,,,"[36.4, 1.2]",3920407,0,,,,0.35264578,,Left Foot,,,,"[63.3, 11.1]",,High Pass,,28.663914,,,Themba Zwane,65726.0,,,,,,1,From Kick Off,Aubrey Maphosa Modiba,65733.0,Left Back,2,South Africa,4976,['55576248-5222-4851-9ddd-1a11b0474028'],13,,,,,,,,,,,,,,,,,South Africa,4976,00:00:13.486,Pass,
,,,,,,,,,,,,,,,,0.580201,,,,,,,,,,,,,,64787564-b6df-43cc-b470-64f148d0b10e,22,,,"[63.3, 11.1]",3920407,0,,,,0.80667156,,Head,,,,"[72.5, 20.7]",,Low Pass,,13.296617,,,Evidence Makgopa,65853.0,,,,,,1,From Kick Off,Themba Zwane,65726.0,Center Attacking Midfield,2,South Africa,4976,['b04c268f-bec9-4cd5-a925-959c4319e483'],14,,,,,,,,,,,,,,,,,South Africa,4976,00:00:14.940,Pass,
,,,,,,,,,,,,,,,,0.977966,,,,,,,,,,,,,,99b0715e-3a67-4615-acad-5ecfd31f8429,26,,,"[70.7, 12.4]",3920407,0,,,,2.4393358,,Right Foot,,,,"[62.9, 19.0]",,Low Pass,,10.217632,,,Sphephelo S''Miso Sithole,42527.0,,,,,,1,From Kick Off,Evidence Makgopa,65853.0,Center Forward,2,South Africa,4976,['0c455e57-2eb6-4016-b1a8-ac5cbe961085'],18,,,,,,,,,,,,,,,,,South Africa,4976,00:00:18.848,Pass,
,,,,,,,,,,,,,,,,0.873651,,,,,,,,,,,,,,07a02441-ea31-4cd4-b12d-d55921be610b,30,,,"[63.7, 19.2]",3920407,0,,,,0.8562471,,Right Foot,,,,"[70.9, 27.5]",,Ground Pass,,10.9877205,,Incomplete,Teboho Mokoena,66716.0,,,,,,1,From Kick Off,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,2,South Africa,4976,"['143ddc2e-994c-42a5-99cd-dc121664e1e6', '4308a238-3b12-4402-b93f-492813132896', '654b9ddf-ae42-43c4-a685-31ee77ebe67f']",19,,,,,,,,,,,,,,,,,South Africa,4976,00:00:19.944,Pass,True
,,,,,,,,,,,,,,,,0.86505,,,,,,,,,,,,,,c79e62fa-14b0-45f5-8c62-9dd39fdc3134,34,,,"[48.6, 52.8]",3920407,0,,,,1.377369,,Left Foot,,,,"[50.5, 62.5]",,Ground Pass,,9.884331,,,Petrus Shitembi,125333.0,,,,,,1,Regular Play,Aprocious Petrus,136406.0,Center Defensive Midfield,3,Namibia,4980,['e2ba5861-3c7d-46f9-92ce-84f61e912124'],21,,,,,,,,,,,,,,,,,Namibia,4980,00:00:21.640,Pass,
,,,,,,,,,,,,,,,,0.882312,,,,,,,,,,,,,,62805377-5d90-40cd-a23d-60ca817ea223,37,,,"[50.5, 62.5]",3920407,0,,,,-2.0607536,,Right Foot,,,,"[48.1, 58.0]",,Ground Pass,,5.1,,,Aprocious Petrus,136406.0,,,,,,1,Regular Play,Petrus Shitembi,125333.0,Right Center Midfield,3,Namibia,4980,['214c756b-5629-4886-81ee-5e81fea6ba14'],22,,,,,,,,,,,,,,,,,Namibia,4980,00:00:22.593,Pass,
,,,,,,,,,,,,,,,,0.691224,,,,,,,,,,,,,,c0908fb9-8e2d-4e7a-8c43-eb24eb6766dc,41,,,"[50.3, 60.0]",3920407,0,,,,0.67319536,,Left Foot,,,,"[58.2, 66.3]",,Ground Pass,,10.104454,,,Petrus Shitembi,125333.0,,,,,,1,Regular Play,Aprocious Petrus,136406.0,Center Defensive Midfield,3,Namibia,4980,['28af6bd0-3f83-42e5-b73b-1e2327cd02cc'],24,,,,,,,,,,,,,,,,,Namibia,4980,00:00:24.311,Pass,
,,,,,,,,,,,,,,,,1.226272,,,,,,,,,,,,,,cc9b219d-c95c-4014-ab47-d7c875f1e53a,45,,,"[61.8, 69.1]",3920407,0,,,,-0.48689923,,Right Foot,,,,"[80.5, 59.2]",,Low Pass,,21.158922,,Incomplete,Prins Menelik Tjiueza,103803.0,,,,,,1,Regular Play,Petrus Shitembi,125333.0,Right Center Midfield,3,Namibia,4980,"['2ac80ea0-7298-4798-8131-845d93d9e647', '44ea9ad1-6d6a-401d-bebb-521beb0afd63', 'f056c0ff-4cb3-4b37-8dbb-5bf04f915ddb']",25,,,,,,,,,,,,,,,,,Namibia,4980,00:00:25.913,Pass,True
,,,,,,,,,,,,,,,,0.634672,,,,,,,,,,,,,,2ac80ea0-7298-4798-8131-845d93d9e647,47,,,"[39.6, 20.9]",3920407,0,,,,-0.83437854,,Left Foot,,,,"[49.3, 10.2]",,Low Pass,,14.442299,,,Sphephelo S''Miso Sithole,42527.0,,,,,Recovery,1,Regular Play,Mothobi Mvala,65732.0,Left Center Back,3,Namibia,4980,"['1b3a13e2-5654-499d-acb5-ac91b9c5fb83', 'cc9b219d-c95c-4014-ab47-d7c875f1e53a']",27,,,,,,,,,,,,,,,,,South Africa,4976,00:00:27.139,Pass,
,,,,,,,,,,,,,,,,0.851075,,,,,,,,,,,,,,eadb0160-2f98-4df0-b804-32306aa4ed58,51,,,"[47.6, 10.2]",3920407,0,,,,0.60374933,,Right Foot,,,,"[56.3, 16.2]",,Low Pass,,10.568349,,Incomplete,Themba Zwane,65726.0,,,,,,1,Regular Play,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,3,Namibia,4980,"['37ec856c-ca3b-43fb-8499-b8fd73c16831', 'dbf3de7a-acdc-44f8-94a8-1354f4ce0b3c', 'e25906da-365e-4d48-b637-c9088ec021be']",28,,,,,,,,,,,,,,,,,South Africa,4976,00:00:28.576,Pass,True
,,,,,,,,,,,,,,,,0.837142,,,,,,,,,,,,,,0006d86b-fb81-455e-912f-3ac463e62a17,55,,,"[65.1, 64.4]",3920407,0,,,,1.0058023,,Left Foot,,,,"[72.2, 75.6]",,Ground Pass,,13.260844,,,Petrus Shitembi,125333.0,,,,,,1,Regular Play,Aprocious Petrus,136406.0,Center Defensive Midfield,3,Namibia,4980,['eb8fd0e4-54c6-4c6f-bee4-e253c9a8b8a2'],30,,,,,,,,,,,,,,,,,Namibia,4980,00:00:30.417,Pass,
,,,,,,,,,,,,,,,,3.022907,,,,,,,,,,,,,,4caf488a-82fb-44aa-875a-c3e3689285cf,58,,,"[78.3, 74.8]",3920407,0,,,,-0.021017926,,Left Foot,,,,"[111.6, 74.1]",,Ground Pass,,33.307358,,Incomplete,Absalom Iimbondi,103804.0,,,,,,1,Regular Play,Petrus Shitembi,125333.0,Right Center Midfield,3,Namibia,4980,"['12a5077e-720a-4666-b9db-1a94ae99fafd', '639753c4-9e5a-49fc-88b7-d1c8815324f1']",33,,,,,,,,,,,,,,,,,Namibia,4980,00:00:33.224,Pass,
,,,,,,,,,,,,,,,,2.061258,,,,,,,,,,,,,,c8dc6a99-62fb-48c6-a67c-ec848e17f402,63,,,"[5.9, 3.0]",3920407,0,,,,0.047583103,,Left Foot,,,,"[37.4, 4.5]",,Low Pass,,31.535694,,,Percy Tau,29367.0,,,,,,1,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,4,South Africa,4976,['c60c71e5-abb2-433d-9a16-1a6faaf3fe28'],37,,,,,,,,,,,,,,,,,South Africa,4976,00:00:37.314,Pass,
,,,,,,,,,,,,,,,,1.592759,,,,,,,,,,,,,,60e15ad9-6cd2-4e98-851d-16afd570f9f6,67,,,"[34.4, 4.4]",3920407,0,,,,1.8666627,,Right Foot,,,,"[28.7, 23.1]",,Ground Pass,,19.549425,,,Sphephelo S''Miso Sithole,42527.0,,,,,,1,Regular Play,Percy Tau,29367.0,Left Wing,4,South Africa,4976,"['a4f6d014-6978-44ca-8dc7-bb1ea2c31e3e', 'a64e1119-86e0-4106-9132-fc177c1883cc']",40,,,,,,,,,,,,,,,,,South Africa,4976,00:00:40.323,Pass,True
,,,,,,,,,,,,,,,,1.230148,,,,,,,,,,,,,,6868089d-e033-4bc9-b4ed-4d24a16287f4,73,,,"[26.8, 30.5]",3920407,0,,,,-2.6098685,,Right Foot,,,,"[18.3, 25.5]",,Ground Pass,,9.861542,,,Mothobi Mvala,65732.0,,,,,Recovery,1,Regular Play,Teboho Mokoena,66716.0,Right Defensive Midfield,4,South Africa,4976,"['0e285883-1fe7-45c7-a3d4-09cccfbb576c', '4b6f524a-fe7b-44af-9763-a785fc656bc6']",43,,,,,,,,,,,,,,,,,South Africa,4976,00:00:43.659,Pass,True
,,,,,,,,,,,,,,,,1.569331,,,,,,,,,,,,,,3644e9f4-7f45-4581-992c-c04116c7629d,76,,,"[19.1, 24.3]",3920407,0,,,,-0.5777799,,Right Foot,,,,"[44.1, 8.0]",,Ground Pass,,29.844429,,Incomplete,Percy Tau,29367.0,,,,,,1,Regular Play,Mothobi Mvala,65732.0,Left Center Back,4,South Africa,4976,"['367fe064-5c9f-4b60-9adb-e0f7af5c01fc', 'a6cd58c4-b268-41d8-bd9a-fc496f4921f3']",45,,,,,,,,,,,,,,,,,South Africa,4976,00:00:45.668,Pass,
,,,,,,,,,,,,,,,,0.83149,,,,,,,,,,,,,,a6cd58c4-b268-41d8-bd9a-fc496f4921f3,78,,,"[76.0, 72.1]",3920407,0,,,,-0.22571659,,Right Foot,,,,"[89.5, 69.0]",,Low Pass,,13.851354,,,Absalom Iimbondi,103804.0,,,,,Recovery,1,Regular Play,Ryan Nyambe,4218.0,Right Back,5,Namibia,4980,"['3644e9f4-7f45-4581-992c-c04116c7629d', '97270deb-194a-4d4d-aa36-6db1a7498fa2']",47,,,,,,,,,,,,,,,,,Namibia,4980,00:00:47.237,Pass,
,,,,,,,,,,,,,,,,0.866932,,,,,,,,,,,,,,96fee959-7d44-4f11-a828-5755c5fa52e6,81,,,"[85.9, 68.3]",3920407,0,,,,-1.7681919,,Right Foot,,,,"[84.8, 62.8]",,Ground Pass,,5.6089215,,Incomplete,Petrus Shitembi,125333.0,,,,,,1,Regular Play,Absalom Iimbondi,103804.0,Right Midfield,5,Namibia,4980,"['1916c1ab-5d18-474f-bcab-9ee19ce35733', '9e062d11-f9f3-42b6-b528-a3ee6ab6254a']",48,,,,,,,,,,,,,,,,,Namibia,4980,00:00:48.818,Pass,
,,,,,,,,,,,,,,,,1.054663,,,,,,,,,,,,,,db020755-0162-4161-bd17-167ae1639a87,86,,,"[74.9, 78.1]",3920407,0,,,,0.13800602,,Head,,,,"[82.1, 79.1]",,Low Pass,,7.2691126,,,Ryan Nyambe,4218.0,,,,,Recovery,1,Regular Play,Aprocious Petrus,136406.0,Center Defensive Midfield,5,Namibia,4980,['30ea79fc-32e9-4953-a2b8-602c33171fd1'],52,,,,,,,,,,,,,,,,,Namibia,4980,00:00:52.303,Pass,
,,,,,,,,,,,,,,,,2.633934,,,,,,,,,,,,,,48817753-3f9e-4d93-8e4c-83280898e249,89,,,"[82.7, 79.1]",3920407,0,,,,-1.5075895,,Right Foot,,,,"[83.7, 63.3]",,High Pass,,15.831614,,Incomplete,Prins Menelik Tjiueza,103803.0,,,,,,1,Regular Play,Ryan Nyambe,4218.0,Right Back,5,Namibia,4980,"['2a3d1886-cc08-420a-a124-bc1d8672cea7', 'bf456805-6ad3-46d0-8ace-ba32d323e554']",53,,,,,,,,,,,,,,,,,Namibia,4980,00:00:53.536,Pass,
,,,,,,,,,,,,,,,,0.132078,,,,,,,,,,,,,,2a3d1886-cc08-420a-a124-bc1d8672cea7,92,,,"[36.4, 16.8]",3920407,0,,,,2.55359,,Right Foot,,,,"[35.2, 17.6]",,Low Pass,,1.4422206,,Incomplete,Teboho Mokoena,66716.0,,,,,Recovery,1,Regular Play,Themba Zwane,65726.0,Center Attacking Midfield,5,Namibia,4980,"['0e1b0181-371c-466a-baf3-1c141ab51226', '48817753-3f9e-4d93-8e4c-83280898e249', 'ba199581-49eb-45f9-b035-cb4e819cef2a']",56,,,,,,,,,,,,,,,,,South Africa,4976,00:00:56.170,Pass,
,,,,,,,,,,,,,,,,0.972843,,,,,,,,,,,,,,fe36775a-22c7-446b-8ffe-62919b00e652,96,,,"[82.3, 55.4]",3920407,0,,,,-1.8468041,c58f9aa5-72b7-4e23-ae99-e4aeb7fbd547,Left Foot,,,,"[77.4, 38.1]",,High Pass,,17.980545,,,Deon Hotto Kavendji,64612.0,True,,,,Recovery,1,Regular Play,Petrus Shitembi,125333.0,Right Center Midfield,5,Namibia,4980,['4828ce53-bf1e-400f-809c-36ae68154a24'],57,,,,,,,,,,,,,,,,,Namibia,4980,00:00:57.404,Pass,
,,,,,,,,,,,,,,,,3.57627,,,,,,,,,,,,,,71362730-de98-463a-83d0-07472187aa1f,102,,,"[6.0, 33.1]",3920407,1,,,,-0.33383176,,Right Foot,,,,"[70.3, 10.8]",,High Pass,,68.05718,,Incomplete,Evidence Makgopa,65853.0,,,,,Goal Kick,1,From Goal Kick,Ronwen Williams,66721.0,Goalkeeper,6,South Africa,4976,"['a8401784-6327-4add-877a-5ead06aa9005', 'b53fff8b-6be0-422b-9fab-aa3f41f99134']",30,,,,,,,,,,,,,,,,,South Africa,4976,00:01:30.589,Pass,
,,,,,,,,,,,,,,,,2.54061,,,,,,,,,,,,,,a8401784-6327-4add-877a-5ead06aa9005,104,,,"[49.8, 69.3]",3920407,1,,,,-0.1613751,,Head,,,,"[79.9, 64.4]",,High Pass,,30.49623,,Incomplete,Peter Shalulile,65723.0,,,,,Recovery,1,From Goal Kick,Kennedy Amutenya,264381.0,Right Center Back,6,South Africa,4976,"['5d3b3483-f5e8-41e3-a03d-02779fad5100', '71362730-de98-463a-83d0-07472187aa1f', 'c9e46fc3-727c-46ec-9f41-c677a8dc20ef']",34,,,,,,,,,,,,,,,,,Namibia,4980,00:01:34.166,Pass,
,,,,,,,,,,,,,,,,1.108005,,,,,,,,,,,,,,5d3b3483-f5e8-41e3-a03d-02779fad5100,106,,,"[40.2, 15.7]",3920407,1,,,,-0.48325294,,Head,,,,"[50.3, 10.4]",,High Pass,,11.406138,,Incomplete,Sphephelo S''Miso Sithole,42527.0,,,,,Recovery,1,From Goal Kick,Mothobi Mvala,65732.0,Left Center Back,6,South Africa,4976,"['07b54fa7-06d4-42bd-bfac-a48cf37ee1e0', '0897995a-1127-4baf-9e61-af91df150a6f', 'a8401784-6327-4add-877a-5ead06aa9005']",36,,,,,,,,,,,,,,,,,South Africa,4976,00:01:36.706,Pass,
,,,,,,,,,,,,,,,,0.350792,,,,,,,,,,,,,,28f82e24-9e65-4ff6-b985-a4ac2e00dccf,111,,,"[65.8, 75.1]",3920407,1,,,,-0.058755822,,Other,,,,"[69.2, 74.9]",,Ground Pass,,3.4058774,,Incomplete,Peter Shalulile,65723.0,,,,,,1,Regular Play,Absalom Iimbondi,103804.0,Right Midfield,7,Namibia,4980,"['548a2c22-9a30-4109-9b1b-3fca9facf5ea', '6c269d3c-b4d5-4060-9622-336c9fd7257a', 'b71b03a1-7760-4330-b999-8a79677a4827']",39,,,,,,,,,,,,,,,,,Namibia,4980,00:01:39.683,Pass,True
,,,,,,,,,,,,,,,,0.76548,,,,,,,,,,,,,,bd194c6f-24cf-4705-ba28-69ddeaa2b673,115,,,"[52.9, 1.4]",3920407,1,,,,0.03173537,,Left Foot,,,,"[65.5, 1.8]",,Ground Pass,,12.606348,,Incomplete,Percy Tau,29367.0,,,,,Recovery,1,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,7,Namibia,4980,"['81fd80c6-e9dc-406d-9b13-2de74bb99679', 'f73fa8f9-5eec-49e1-b4d9-76853deef418', 'f9782e56-78aa-46f3-a2fb-efad4e84cda8']",41,,,,,,,,,,,,,,,,,South Africa,4976,00:01:41.057,Pass,True
,,,,,,,,,,,,,,,,3.906545,,,,,,,,,,,,,,0aac0c22-3249-4cfb-bf05-14bf5db07acd,121,,,"[39.9, 79.3]",3920407,1,,,,-2.5929232,,Left Foot,,,,"[6.2, 58.7]",,Ground Pass,,39.497467,,,Lloyd Junior Kazapua,125324.0,,,,,,1,Regular Play,Kennedy Amutenya,264381.0,Right Center Back,7,Namibia,4980,['1c6134a8-5c4b-4b82-97d1-d6683fe4ddf6'],44,,,,,,,,,,,,,,,,,Namibia,4980,00:01:44.472,Pass,
,,,,,,,,,,,,,,,,3.602682,,,,,,,,,,,,,,8ee81bfe-bec6-4b57-abcc-dd4f40e52040,125,,,"[8.4, 58.4]",3920407,1,,,,-0.3086324,,Right Foot,,,,"[79.6, 35.7]",,High Pass,,74.73105,,Incomplete,Deon Hotto Kavendji,64612.0,,,,,,1,Regular Play,Lloyd Junior Kazapua,125324.0,Goalkeeper,7,Namibia,4980,"['00d10ef8-d7b9-47ac-84a9-bef5e5720538', '6cb9a5c8-da1e-4639-b3d6-14e9f3759f20', 'fc20e680-1d83-41a5-ae51-8024d538e2b6']",49,,,,,,,,,,,,,,,,,Namibia,4980,00:01:49.803,Pass,True
