50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aca8090f-c66e-422f-9f3c-ca3abddaca52,1,,,,3922240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 66879, 'name': 'Mohamed Abougabal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 66892, 'name': 'Mohamed Hany Gamal Eldemerdash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4063, 'name': 'Ahmed Elsayed Ali Elsayed Hegazy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 69563, 'name': 'Mohamed Abdel Monem'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 67737, 'name': 'Ahmed Mohamed Abo El Fotouh Mohamed'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 70682, 'name': 'Marwan Attia Fahim Ghallab'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 66887, 'name': 'Hamdi Fathi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 66878, 'name': 'Ahmed Sayed'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 5261, 'name': 'Mahmoud Ibrahim Hassan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 66886, 'name': 'Mostafa Mohamed Ahmed Abdallah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Egypt,774,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf241790-e648-4fa1-96d4-dace7436033b,2,,,,3922240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 35413, 'name': 'Lionel Mpasi-Nzau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30193, 'name': 'Gedeon Kalulu Kyatengwa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24105, 'name': 'Dylan Batubinsika'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3587, 'name': 'Arthur Masuaku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 28415, 'name': 'Charles Pickel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 35684, 'name': 'Meschak Elia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7294, 'name': 'Yoane Wissa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Congo DR,4881,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b159e419-26c1-4fdc-b4bb-8087280775a4,3,,,,3922240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,['b7ab2dec-a14a-4332-bf7e-eed618983b93'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7ab2dec-a14a-4332-bf7e-eed618983b93,4,,,,3922240,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Egypt,774,['b159e419-26c1-4fdc-b4bb-8087280775a4'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,08cb9307-4d8e-45c3-b91f-eb9304bab50d,1338,,,,3922240,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Egypt,774,['af22fd19-95eb-45fd-9597-1fc005db1b53'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af22fd19-95eb-45fd-9597-1fc005db1b53,1339,,,,3922240,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Egypt,774,['08cb9307-4d8e-45c3-b91f-eb9304bab50d'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6836c5b9-cb92-4f50-b3a2-f0417c18f4d3,2793,,,,3922240,90,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,147,Egypt,774,['1a1fc5c4-dc67-4cf1-8ad6-59ae86ad446f'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a1fc5c4-dc67-4cf1-8ad6-59ae86ad446f,2794,,,,3922240,90,,,,,,,,,,,,,,,,,,,,,,,,3,From Throw In,,,,147,Egypt,774,['6836c5b9-cb92-4f50-b3a2-f0417c18f4d3'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bcca1edc-bbb9-4a3d-8dcf-88f797392bb2,3178,,,,3922240,105,,,,,,,,,,,,,,,,,,,,,,,,4,Other,,,,171,Congo DR,4881,['bd2db320-0466-492a-b696-e7c7c0799a15'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd2db320-0466-492a-b696-e7c7c0799a15,3179,,,,3922240,105,,,,,,,,,,,,,,,,,,,,,,,,4,Other,,,,171,Congo DR,4881,['bcca1edc-bbb9-4a3d-8dcf-88f797392bb2'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf811890-ea0c-41e7-8d88-9f8391a26de2,3750,,,,3922240,120,,,,,,,,,,,,,,,,,,,,,,,,5,From Free Kick,,,,202,Congo DR,4881,['e0389cf6-6e7a-499d-a6f1-30c2e1ecbfad'],0,,,,,,,,,,,,,,,,,Egypt,774,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0389cf6-6e7a-499d-a6f1-30c2e1ecbfad,3751,,,,3922240,120,,,,,,,,,,,,,,,,,,,,,,,,5,From Free Kick,,,,202,Congo DR,4881,['cf811890-ea0c-41e7-8d88-9f8391a26de2'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.365593,,,,,,,,,,,,,96902a70-1088-4495-9a6f-f9e35192791a,5,,,"[60.0, 40.0]",3922240,0,,,,,2.9847288,,Right Foot,,,,"[40.4, 43.1]",Ground Pass,,19.84364,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,Kick Off,1,From Kick Off,Ahmed Sayed,66878.0,Right Wing,2,Egypt,774,['39bb8bf0-d8d2-4760-9aa6-6949019dd800'],1,,,,,,,,,,,,,,,,,Egypt,774,00:00:01.837,Pass,
