50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff62fe64-7b2f-4a11-b1bd-17cda69639fb,1,,,3922838,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 36539, 'name': 'Wilfried Stephane Singo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9933, 'name': 'Willy Boly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 7713, 'name': 'Obite Evan Ndicka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10039, 'name': 'Ghislain Konan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7023, 'name': 'Franck Yannick Kessié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 105392, 'name': 'Simon Adingra'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 8673, 'name': 'Sébastien Haller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Côte d'Ivoire,3374,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2759555d-fad6-455f-b452-66093f698c23,2,,,3922838,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 35413, 'name': 'Lionel Mpasi-Nzau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30193, 'name': 'Gedeon Kalulu Kyatengwa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 105946, 'name': 'Henoc Inonga Baka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3587, 'name': 'Arthur Masuaku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 28415, 'name': 'Charles Pickel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 35684, 'name': 'Meschak Elia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7294, 'name': 'Yoane Wissa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Congo DR,4881,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,65e73b9a-125f-447a-bcbc-9b4b2658ea80,3,,,3922838,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,['cd691045-37fa-4217-9c74-ca97934633c8'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd691045-37fa-4217-9c74-ca97934633c8,4,,,3922838,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,['65e73b9a-125f-447a-bcbc-9b4b2658ea80'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46ce121d-6e20-48f3-b241-f5818f066c59,1344,,,3922838,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Congo DR,4881,['8bf5f875-7405-4cc8-9e2d-1c46e37344c0'],0,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8bf5f875-7405-4cc8-9e2d-1c46e37344c0,1345,,,3922838,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Congo DR,4881,['46ce121d-6e20-48f3-b241-f5818f066c59'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,2.530516,,,,,,,,,,,,eb7409cc-ac2c-4e0e-b218-46aad2bfb340,5,,"[60.0, 40.0]",3922838,0,,,,-3.104177,,Left Foot,,,"[41.3, 39.3]",,Ground Pass,,18.713097,,,Obite Evan Ndicka,7713.0,,,,,Kick Off,1,From Kick Off,Simon Adingra,105392.0,Left Wing,2,Côte d'Ivoire,3374,['d33c4e42-6135-4bc1-ac22-5b04b87e0af8'],1,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:01.084,Pass,
,,,,,,,,,,,,,,3.252394,,,,,,,,,,,,5fa6606d-e097-4f05-a57b-5f9cc1e2680b,8,,"[36.6, 39.3]",3922838,0,,,,0.28212374,,Left Foot,,,"[98.7, 57.3]",,High Pass,,64.65609,Incomplete,,Sébastien Haller,8673.0,,,,,,1,From Kick Off,Obite Evan Ndicka,7713.0,Left Center Back,2,Côte d'Ivoire,3374,"['b2145805-bc6f-4d81-b435-dacb71043498', 'dc90c4bc-af6a-485c-8a50-caa1c4845190']",4,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:04.831,Pass,
,,,,,,,,,,,,,,3.008233,,,,,,,,,,,,b2145805-bc6f-4d81-b435-dacb71043498,10,,"[21.4, 22.8]",3922838,0,,,True,-0.8572741,,,,,"[33.0, 9.4]",,High Pass,,17.72343,Incomplete,,Yoane Wissa,7294.0,,,,,Recovery,1,From Kick Off,Henoc Inonga Baka,105946.0,Left Center Back,2,Côte d'Ivoire,3374,"['32124b28-54b6-4b37-a992-51298547b8d6', '5fa6606d-e097-4f05-a57b-5f9cc1e2680b', '9c2a08db-6b94-4f1a-b79e-251b407904bf', 'dd85e4a9-d996-46d3-bdb1-f2f19df08498']",8,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:08.084,Pass,True
,,,,,,,,,,,,,,1.850364,,,,,,,,,,,,af595d53-e779-4309-839b-272a7b8ca714,14,,"[40.5, 0.1]",3922838,0,,,,0.2964395,,,,,"[64.4, 7.4]",,High Pass,,24.989998,Incomplete,,Cédric Bakambu,6862.0,,,,,Throw-in,1,From Throw In,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,"['aa1236d0-cf83-4f0a-8e47-1a7ab7acba49', 'fedb1fa0-03e3-480b-b83f-0336773d00c9']",24,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:24.548,Pass,
