50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,02a779f2-1402-4cb3-9590-d241be3d7c2d,1,,,,3922241,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 105932, 'name': 'Josimar José Évora Dias'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 45557, 'name': 'Logan Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 36271, 'name': 'Roberto Lopes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 133038, 'name': 'João Paulo Moreira Fernandes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 8349, 'name': 'Deroy Duarte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 132800, 'name': 'Kevin Lenini Gonçalves Pereira de Pina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 40485, 'name': 'Ryan Isaac Mendes da Graça'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 7753, 'name': 'Jamiro Gregory Monteiro Alvarenga'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10598, 'name': 'Jovane Eduardo Borges Cabral'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Cape Verde Islands,4924,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ab378ab2-9be8-47dd-a865-74827923c224,2,,,,3922241,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 36951, 'name': 'Babacar Niasse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 264956, 'name': 'Ibrahima Keita'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 136115, 'name': 'El Hacen Houeibib'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 264954, 'name': 'Lamine Ba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 389292, 'name': 'Khadim Diaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 416907, 'name': 'Sidi Bouna Sidi Amar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 146933, 'name': 'Bodda Mouhsine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 341163, 'name': 'Omaré Gassama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 102667, 'name': 'Hemeya Tanjy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 49763, 'name': 'Souleymane Anne'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 23892, 'name': 'Aboubakary Koita'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Mauritania,4932,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,46f9f7ec-2cd1-4f4e-8b89-dfda4dba2f09,3,,,,3922241,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['1a13a71e-6f9d-4e0f-a195-b43d011db1b2'],0,,,,,,,,,,,,,,,,Mauritania,4932,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1a13a71e-6f9d-4e0f-a195-b43d011db1b2,4,,,,3922241,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['46f9f7ec-2cd1-4f4e-8b89-dfda4dba2f09'],0,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1ad2e4c7-eb5d-4286-9201-0af3a05da9fb,1589,,,,3922241,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Cape Verde Islands,4924,['5f4b9af3-4416-424e-847c-8c0ef6a078fc'],0,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5f4b9af3-4416-424e-847c-8c0ef6a078fc,1590,,,,3922241,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Cape Verde Islands,4924,['1ad2e4c7-eb5d-4286-9201-0af3a05da9fb'],0,,,,,,,,,,,,,,,,Mauritania,4932,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.444077,,,,,,,,,,,,,,c5655d48-17c9-40b4-927c-1d97812a00d7,5,,,"[61.0, 40.1]",3922241,0,,,,2.715545,,Left Foot,,,,"[48.0, 46.0]",Ground Pass,,14.276204,,,,Kevin Lenini Gonçalves Pereira de Pina,132800.0,,,,Kick Off,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Center Forward,2,Cape Verde Islands,4924,['5780dc6f-4cb9-491b-8508-1836c28fdff0'],0,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.683,Pass,
,,,,,,,,,,,,,,,,,1.207168,,,,,,,,,,,,,,de9eb121-53ea-4ee8-92a8-7b2d43fa029d,8,,,"[46.6, 48.7]",3922241,0,,,,1.8844169,,Right Foot,,,,"[41.8, 63.5]",Ground Pass,,15.55892,,,,Steven Moreira,7197.0,,,,,1,From Kick Off,Kevin Lenini Gonçalves Pereira de Pina,132800.0,Left Defensive Midfield,2,Cape Verde Islands,4924,['506c812b-0f1b-4096-98ce-2ac678257850'],2,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:02.741,Pass,
,,,,,,,,,,,,,,,,,1.38528,,,,,,,,,,,,,,02ba3e0d-2988-4bd8-9c2b-dd8b5a795b2d,11,,,"[41.8, 63.5]",3922241,0,,,,-1.9670973,,Right Foot,,,,"[35.9, 49.4]",Ground Pass,,15.284633,,,,Logan Costa,45557.0,,,,,1,From Kick Off,Steven Moreira,7197.0,Right Back,2,Cape Verde Islands,4924,['47ba64f2-cb2e-4782-aaf6-920a422f6cd3'],5,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:05.049,Pass,
,,,,,,,,,,,,,,,,,1.538245,,,,,,,,,,,,,,4a73e1ee-2e6f-46ef-a352-dd4c1d01a808,14,,,"[36.2, 45.3]",3922241,0,,,,-1.3756379,,Right Foot,,,,"[41.3, 19.5]",Ground Pass,,26.29924,,,,Roberto Lopes,36271.0,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,['88c2d6af-5431-4be7-942f-6f9e561673e5'],7,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:07.715,Pass,
