50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.189202,,,,,,,,,,,,7f795511-bd17-4c7b-b0bc-6cea3c2b960c,11,,,"[40.3, 47.1]",3922658,0,,,,,0.18374453,,Right Foot,,,,"[51.6, 49.2]",Ground Pass,,11.493477,,,,Kenny Rocha Santos,23301.0,,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,['9284345c-7665-4908-a50e-59ad4ce5d2e5'],6,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:06.017,Pass,
,,,,,,,,,,,,,,,2.255917,,,,,,,,,,,,4c6b27b7-8797-4703-9e83-c900c06bfaa0,14,,,"[48.4, 46.6]",3922658,0,,,,,-1.8517224,,Right Foot,,,,"[42.6, 26.5]",Ground Pass,,20.920086,,,,Roberto Lopes,36271.0,,,,,,1,From Kick Off,Kenny Rocha Santos,23301.0,Right Center Midfield,2,Cape Verde Islands,4924,['f15100bd-5dad-4c3e-9cbb-1eee3e9a082f'],8,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:08.047,Pass,
,,,,,,,,,,,,,,,0.911862,,,,,,,,,,,,aaa79f42-8079-42d9-9b53-f2bca48daffe,18,,,"[54.6, 20.9]",3922658,0,,,,,0.1264405,,Right Foot,,,,"[66.4, 22.4]",Ground Pass,,11.894957,,,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,,1,From Kick Off,Roberto Lopes,36271.0,Left Center Back,2,Cape Verde Islands,4924,"['20baff93-60f3-454e-b0ef-34e0d8a3fdf1', '75ef13a4-626e-439f-ab46-c4d705e73cbb']",14,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:14.304,Pass,True
,,,,,,,,,,,,,,,3.101078,,,,,,,,,,,,a5fed506-8890-424c-9797-3a42f83f3ed7,22,,,"[65.9, 22.0]",3922658,0,,,,,2.25817,,Right Foot,,,,"[30.6, 65.0]",High Pass,,55.633533,,,,Logan Costa,45557.0,,True,,,,1,From Kick Off,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,2,Cape Verde Islands,4924,"['76b35989-611f-49cd-942b-c680e5746d9e', 'b6636934-580b-437d-9ad6-388084aab9e4']",15,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:15.252,Pass,True
,,,,,,,,,,,,,,,1.289411,,,,,,,,,,,,3b2acc37-4243-444d-a51d-b87cc8ab12e9,25,,,"[31.1, 64.7]",3922658,0,,,,,0.72067386,,Right Foot,,,,"[42.6, 74.8]",Ground Pass,,15.305554,,,,Steven Moreira,7197.0,,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,['40a6a12d-485b-4f1e-870d-07478b44e42b'],18,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:18.691,Pass,
,,,,,,,,,,,,,,,1.427456,,,,,,,,,,,,2147ac96-c89d-46d6-b484-f3be2ee515fd,29,,,"[50.3, 74.4]",3922658,0,,,,,-0.014491739,,Right Foot,,,,"[84.8, 73.9]",Ground Pass,,34.503624,,Incomplete,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,From Kick Off,Steven Moreira,7197.0,Right Back,2,Cape Verde Islands,4924,"['0595db0e-690f-47af-89f7-6b16f0196cf9', 'ace71727-a128-42a8-98bc-3000f6d8546c', 'be067a21-78e4-4738-b0d3-9edf11b3e83d']",22,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:22.267,Pass,True
,,,,,,,,,,,,,,,2.302919,,,,,,,,,,,,baeb8410-84e7-4cb0-aa02-aa42ffb3ce50,33,,,"[32.3, 5.1]",3922658,0,,,,,0.39126346,,Left Foot,,,,"[70.6, 20.9]",High Pass,,41.431026,,Incomplete,,Evidence Makgopa,65853.0,,,,,,1,From Kick Off,Aubrey Maphosa Modiba,65733.0,Left Back,2,Cape Verde Islands,4924,"['4d0eb378-1122-481e-b27b-0e3f35ccd8a4', '6b8eaaf2-54a0-43ab-a1d3-70b0ac875bbc']",25,,,,,,,,,,,,,,,,,,,South Africa,4976,00:00:25.778,Pass,
,,,,,,,,,,,,,,,1.54352,,,,,,,,,,,,2b1a90a3-536a-4ca9-b6ae-504c38ba9464,38,,,"[49.9, 57.5]",3922658,0,,,,,-0.9975892,,Right Foot,,,,"[62.1, 38.6]",Ground Pass,,22.495556,,,,Kevin Lenini Gonçalves Pereira de Pina,132800.0,,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,"['79a2ef0e-ee01-4e18-ac89-25eecd22e0fb', 'f0d38365-319a-4fa6-9ab6-b600ba2f6989']",29,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:29.503,Pass,True
,,,,,,,,,,,,,,,1.949554,,,,,,,,,,,,e296e244-5c35-498d-9e76-2e56f10d0aec,41,,,"[61.9, 34.8]",3922658,0,,,,,-2.0240004,,Right Foot,,,,"[54.4, 19.4]",Ground Pass,,17.129215,,,,João Paulo Moreira Fernandes,133038.0,,,,,,1,From Kick Off,Kevin Lenini Gonçalves Pereira de Pina,132800.0,Center Defensive Midfield,2,Cape Verde Islands,4924,['a4537639-4890-4e0f-b004-f7603391d971'],31,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:31.613,Pass,
,,,,,,,,,,,,,,,1.395887,,,,,,,,,,,,96ba75ac-9883-4342-bb74-c8f9d0b8d816,44,,,"[51.6, 19.4]",3922658,0,,,,,2.2926962,,Left Foot,,,,"[43.5, 28.6]",Ground Pass,,12.25765,,,,Roberto Lopes,36271.0,,,,,,1,From Kick Off,João Paulo Moreira Fernandes,133038.0,Left Back,2,Cape Verde Islands,4924,['111c3b5d-d65a-4452-8c96-7863bf690a84'],35,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:35.046,Pass,
,,,,,,,,,,,,,,,1.014027,,,,,,,,,,,,cabb77fa-1f97-4829-9fcf-bed48440f0e5,47,,,"[43.5, 27.7]",3922658,0,,,,,-1.340892,,Right Foot,,,,"[49.0, 4.2]",Ground Pass,,24.135036,,,,João Paulo Moreira Fernandes,133038.0,,,,,,1,From Kick Off,Roberto Lopes,36271.0,Left Center Back,2,Cape Verde Islands,4924,['3ec02abf-6933-4e3b-b4d0-8209d1b95031'],38,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:38.049,Pass,
,,,,,,,,,,,,,,,0.835958,,,,,,,,,,,,3e09f432-25f7-489d-b761-d9aa3c72a4e6,50,,,"[49.5, 6.8]",3922658,0,,,,,1.2238795,,Left Foot,,,,"[54.2, 19.8]",Ground Pass,,13.82353,,,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,,1,From Kick Off,João Paulo Moreira Fernandes,133038.0,Left Back,2,Cape Verde Islands,4924,['bf4829f9-5cda-414d-b89d-781048540b86'],40,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:40.218,Pass,
,,,,,,,,,,,,,,,1.247305,,,,,,,,,,,,98ea74b7-584c-465e-ae73-2039df0bb787,54,,,"[50.3, 19.4]",3922658,0,,,,,2.5183933,,Right Foot,,,,"[34.3, 30.9]",Ground Pass,,19.70406,,,,Roberto Lopes,36271.0,,,,,,1,From Kick Off,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,2,Cape Verde Islands,4924,"['7c1ed484-012c-4ec4-a7bf-5680f57e378b', '7d4fc715-d576-4a79-aa49-2dbf28b1a567']",43,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:43.064,Pass,True
,,,,,,,,,,,,,,,1.451568,,,,,,,,,,,,943cff0f-9f17-48b1-af79-fbabaea784ea,57,,,"[40.9, 28.8]",3922658,0,,,,,0.39922076,,Left Foot,,,,"[53.7, 34.2]",Ground Pass,,13.892444,,,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,,1,From Kick Off,Roberto Lopes,36271.0,Left Center Back,2,Cape Verde Islands,4924,['51142195-b998-420e-963d-ff65c729bbe3'],49,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:49.254,Pass,
,,,,,,,,,,,,,,,1.316391,,,,,,,,,,,,8bf49c30-da62-4e84-b3f3-ae9dc4c9d2d9,59,,,"[53.7, 34.2]",3922658,0,,,,,-2.1084712,,Left Foot,,,,"[44.1, 18.1]",Ground Pass,,18.744865,,,,Roberto Lopes,36271.0,,,,,,1,From Kick Off,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,2,Cape Verde Islands,4924,['74c5632d-2337-4e66-bb99-f5689a5419d2'],50,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:50.705,Pass,
,,,,,,,,,,,,,,,4.799957,,,,,,,,,,,,ba5ffd0d-5020-41e5-8266-35f5d379e62f,62,,,"[48.6, 19.4]",3922658,0,,,,,-0.20552546,,Right Foot,,,,"[110.0, 6.6]",High Pass,,62.720013,,Incomplete,,Jovane Eduardo Borges Cabral,10598.0,,,,,,1,From Kick Off,Roberto Lopes,36271.0,Left Center Back,2,Cape Verde Islands,4924,"['18ac8fd2-7cc1-464f-910d-546dfa0911e4', '8707c4b4-04c4-4c1b-8332-7703513b56fa']",53,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:53.875,Pass,
,,,,,,,,,,,,,,,2.006609,,,,,,,,,,,,8db1d50d-692c-42aa-9a11-d8cd6a27caf8,66,,,"[96.3, 0.1]",3922658,1,,True,,,2.9364,,,,,,"[76.6, 4.2]",Low Pass,,20.122128,,,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,Throw-in,1,From Throw In,João Paulo Moreira Fernandes,133038.0,Left Back,3,Cape Verde Islands,4924,['461e7b47-3713-4357-8193-3c2f4dd3a316'],4,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:04.642,Pass,
,,,,,,,,,,,,,,,0.852852,,,,,,,,,,,,1277e67f-ca8e-4f14-8111-5b65b94b1197,68,,,"[76.6, 4.2]",3922658,1,,,,,-0.2730087,,Right Foot,,,,"[84.1, 2.1]",Ground Pass,,7.788453,,,,João Paulo Moreira Fernandes,133038.0,,,,,,1,From Throw In,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,3,Cape Verde Islands,4924,['7957da43-2aa6-4d10-836a-a221bcdc6f5c'],7,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:07.860,Pass,
,,,,,,,,,,,,,,,1.30306,,,,,,,,,,,,92cbc85a-dda8-4abc-b3b1-a37b13b42d97,71,,,"[84.3, 2.1]",3922658,1,,,,,2.9407957,,Left Foot,,,,"[73.0, 4.4]",Ground Pass,,11.531695,,,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,,1,From Throw In,João Paulo Moreira Fernandes,133038.0,Left Back,3,Cape Verde Islands,4924,['db5bab96-7e8b-498c-a94a-78508999e6aa'],9,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:09.756,Pass,
,,,,,,,,,,,,,,,1.229403,,,,,,,,,,,,07ce4bb3-aa36-4e1a-880f-68689fc00612,75,,,"[68.5, 3.8]",3922658,1,,,,,1.5707964,df97a307-d12e-464a-b926-ccd75506daeb,Right Foot,,,,"[68.5, 25.8]",Ground Pass,,22.0,,,,Kevin Lenini Gonçalves Pereira de Pina,132800.0,True,,,,,1,From Throw In,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,3,Cape Verde Islands,4924,['755e084a-e85c-4a3a-be65-bd6c924cf33d'],11,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:11.857,Pass,
,,,,,,,,,,,,,,,3.91475,,,,,,,,,,,,aa2d4122-ada2-4cc5-8f5d-0b29c21cb9fa,86,,,"[22.5, 61.3]",3922658,1,,,,,-0.3715627,,Right Foot,,,,"[72.8, 41.7]",High Pass,,53.983795,,Incomplete,,Evidence Makgopa,65853.0,,,,,Recovery,1,From Throw In,Thapelo James Morena,65727.0,Right Wing,3,Cape Verde Islands,4924,"['9632abb6-e993-49d8-ba7a-ba87a6ef7967', 'b82e7400-8993-4c5e-a4f6-0c5f9bc58971', 'c4bc618b-8eba-4133-bdf3-4856a3e0670c']",20,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:20.212,Pass,True
,,,,,,,,,,,,,,,1.634328,,,,,,,,,,,,f95c8ab3-d11d-4923-8f34-739a8058ee58,90,,,"[56.7, 54.7]",3922658,1,,,,,0.6181442,,Right Foot,,,,"[83.7, 73.9]",Ground Pass,,33.13065,,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,From Throw In,Logan Costa,45557.0,Right Center Back,3,Cape Verde Islands,4924,['c07ba0c9-68c8-42d3-b7a5-8421710440fb'],28,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:28.402,Pass,
,,,,,,,,,,,,,,,1.264671,,,,,,,,,,,,e9ecbe2e-9475-45c3-8d05-87bcdcccd130,93,,,"[85.8, 70.1]",3922658,1,,,,,3.0069947,,Right Foot,,,,"[76.2, 71.4]",Ground Pass,,9.687621,,,,Steven Moreira,7197.0,,,,,,1,From Throw In,Ryan Isaac Mendes da Graça,40485.0,Right Wing,3,Cape Verde Islands,4924,['9dd13462-ee31-4e24-ae53-9056beab4416'],32,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:32.166,Pass,
,,,,,,,,,,,,,,,1.637835,,,,,,,,,,,,68807125-eeb4-4562-a3dd-948061a23ca9,96,,,"[77.1, 71.6]",3922658,1,,,,,-2.5810275,,Right Foot,,,,"[63.4, 63.0]",Ground Pass,,16.175598,,,,Logan Costa,45557.0,,,,,,1,From Throw In,Steven Moreira,7197.0,Right Back,3,Cape Verde Islands,4924,['3d2bba75-9c75-4ca8-8a2a-5cc842630697'],34,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:34.142,Pass,
,,,,,,,,,,,,,,,3.51328,,,,,,,,,,,,08f4d8ca-ade9-478c-943b-4edd3309620e,99,,,"[64.0, 60.5]",3922658,1,,,,,-0.77427375,,Right Foot,,,,"[104.9, 20.5]",High Pass,,57.208477,,Incomplete,,Garry Mendes Rodrigues,16001.0,,True,,,,1,From Throw In,Logan Costa,45557.0,Right Center Back,3,Cape Verde Islands,4924,"['4fc626fa-4995-4788-a384-1016862d7a62', 'c05ee372-740f-466c-86c0-0802180fc0e0']",36,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:36.665,Pass,
,,,,,,,,,,,,,,,1.370091,,,,,,,,,,,,4fc626fa-4995-4788-a384-1016862d7a62,101,,,"[15.2, 59.6]",3922658,1,,,,,-1.947576,,Head,,,,"[9.7, 45.7]",Low Pass,,14.948579,,,,Ronwen Williams,66721.0,,,,,Recovery,1,Regular Play,Khuliso Johnson Mudau,65719.0,Right Back,4,South Africa,4976,"['08f4d8ca-ade9-478c-943b-4edd3309620e', 'bcac0311-0307-4295-b936-80e4b648f4a4']",40,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:40.179,Pass,
,,,,,,,,,,,,,,,2.759554,,,,,,,,,,,,31d58f15-92fb-4eb4-870a-b007231be010,104,,,"[16.1, 45.7]",3922658,1,,,,,0.57907426,,Drop Kick,,,,"[65.5, 78.0]",High Pass,,59.022453,,,,Thapelo James Morena,65727.0,,,,,,1,Regular Play,Ronwen Williams,66721.0,Goalkeeper,4,South Africa,4976,['37dd9048-205e-4dac-a7b0-49b61a22a533'],51,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:51.474,Pass,
,,,,,,,,,,,,,,,0.237956,,,,,,,,,,,,b2b8e15c-e6b7-4876-ae83-f7d189c9de44,106,,,"[65.5, 78.0]",3922658,1,,,,,-0.33929262,,Head,,,,"[67.2, 77.4]",Low Pass,,1.8027756,,Incomplete,,Themba Zwane,65726.0,,,,,,1,Regular Play,Thapelo James Morena,65727.0,Right Wing,4,South Africa,4976,"['175bfcc0-f9a9-4db5-9603-8fed83b566a8', '6f67f605-e705-4f54-8701-ae22f8e1159d']",54,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:54.403,Pass,
