50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.652249,,,,,,,,,,5165d769-06c4-4808-84a1-a8a76f1bf09b,17,,"[35.8, 53.6]",3920418,0,,,,,-3.012183,,Right Foot,,,,"[21.2, 51.7]",Ground Pass,,14.723111,,,Bakari Nondo Mwamnyeto,103269.0,,,,,,1,From Kick Off,Lusajo Mwaikenda,136596.0,Right Back,2,Tanzania,4953,['91a4c474-9827-4391-890e-1fd71744183d'],11,,,,,,,,,,,,,,,,Tanzania,4953,00:00:11.261,Pass,
,,,,,,,,,,,,,,,1.804274,,,,,,,,,,f4c98efd-b1da-4a57-ae8d-ec4ee762dbbc,20,,"[21.7, 45.5]",3920418,0,,,,,-1.4791421,,Right Foot,,,,"[24.2, 18.3]",Ground Pass,,27.314648,,,Ibrahim Abdallah Hamad,389092.0,,,,,,1,From Kick Off,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,2,Tanzania,4953,['de483ccc-bf7d-4878-92fe-62fbca8a32cf'],14,,,,,,,,,,,,,,,,Tanzania,4953,00:00:14.079,Pass,
,,,,,,,,,,,,,,,0.795935,,,,,,,,,,ba0dbccf-be6f-4f14-ba8f-1f153e5f82b0,24,,"[37.5, 16.4]",3920418,0,,,,,0.36019313,,Right Foot,,,,"[52.9, 22.2]",Ground Pass,,16.456001,,,Faisal Salum Abdalla,103268.0,,,,,,1,From Kick Off,Ibrahim Abdallah Hamad,389092.0,Left Center Back,2,Tanzania,4953,"['4a70c203-6456-4f08-ba60-62cd9fc028b9', '58217870-47e6-4026-bb4d-d7f00987e3e3']",19,,,,,,,,,,,,,,,,Tanzania,4953,00:00:19.558,Pass,True
,,,,,,,,,,,,,,,1.401213,,,,,,,,,,5306e681-68c2-4687-b4d1-8a3e362f7476,28,,"[50.5, 19.0]",3920418,0,,,,,-1.6517004,,Right Foot,,,,"[49.3, 4.2]",Ground Pass,,14.848569,,,Mohamed Hussein Mohamed,105766.0,,,,,,1,From Kick Off,Faisal Salum Abdalla,103268.0,Center Attacking Midfield,2,Tanzania,4953,"['16735b44-4c72-44de-8b71-2932ce807346', 'bb62371f-05ec-4205-b854-4d69c7ecb833']",21,,,,,,,,,,,,,,,,Tanzania,4953,00:00:21.663,Pass,True
,,,,,,,,,,,,,,,0.121582,,,,,,,,,,0d8aa3fb-e7a6-4f2f-9775-7ff0b4792cf2,31,,"[49.3, 4.2]",3920418,0,,,,,-0.055498507,,Left Foot,,,,"[52.9, 4.0]",Low Pass,,3.6055512,Incomplete,,,,,,,,,1,From Kick Off,Mohamed Hussein Mohamed,105766.0,Left Back,2,Tanzania,4953,['06969ad4-e3a3-48d9-9c60-8f7f057887c8'],24,,,,,,,,,,,,,,,,Tanzania,4953,00:00:24.481,Pass,
,,,,,,,,,,,,,,,2.690559,,,,,,,,,,f3b5771d-e623-4894-a1dd-48839be13f73,33,,"[57.0, 2.3]",3920418,0,,,,,0.0,,Left Foot,,,,"[76.6, 2.3]",High Pass,,19.6,Incomplete,,Mbwana Ally Samatta,16548.0,,,,,Recovery,1,From Kick Off,Mohamed Hussein Mohamed,105766.0,Left Back,2,Tanzania,4953,"['216a2b60-2a81-4477-b3b6-7461d419bc50', 'aee00720-f5c9-42ab-a44c-1b4e898288d4']",26,,,,,,,,,,,,,,,,Tanzania,4953,00:00:26.169,Pass,
,,,,,,,,,,,,,,,0.879985,,,,,,,,,,aee00720-f5c9-42ab-a44c-1b4e898288d4,35,,"[43.5, 77.8]",3920418,0,,,,,2.3561945,,Right Foot,,,,"[42.8, 78.5]",High Pass,,0.98994946,,,Charles Pickel,28415.0,,,,,Recovery,1,Regular Play,Gedeon Kalulu Kyatengwa,30193.0,Right Back,3,Congo DR,4881,"['ba9390fb-b838-403e-993c-172b4552778d', 'f3b5771d-e623-4894-a1dd-48839be13f73']",28,,,,,,,,,,,,,,,,Congo DR,4881,00:00:28.860,Pass,
,,,,,,,,,,,,,,,0.919988,,,,,,,,,,520f4a99-7a40-4f96-98cf-d924e602f18d,37,,"[57.6, 74.0]",3920418,0,,,,,-0.071307465,,Head,,,,"[67.4, 73.3]",Low Pass,,9.824968,,,Fiston Kalala Mayele,389291.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['05760f17-5d4e-4ed6-8144-7d17bf033db9'],29,,,,,,,,,,,,,,,,Congo DR,4881,00:00:29.740,Pass,
,,,,,,,,,,,,,,,0.639989,,,,,,,,,,b3939415-0c7a-450d-b383-f33a1b2744e6,41,,"[66.1, 69.7]",3920418,0,,,,,2.2518134,,Right Foot,,,,"[61.4, 75.5]",Ground Pass,,7.465253,,,Gaël Kakuta,3130.0,,,,,,1,Regular Play,Fiston Kalala Mayele,389291.0,Left Wing,3,Congo DR,4881,['3f6bfb13-e476-4e30-a8d4-a1557f4f7e26'],31,,,,,,,,,,,,,,,,Congo DR,4881,00:00:31.650,Pass,
,,,,,,,,,,,,,,,4.039975,,,,,,,,,,1e538440-d184-4f2f-9861-29806b26a7d6,44,,"[61.4, 75.5]",3920418,0,,,,,-0.22957551,,Left Foot,,,,"[98.2, 66.9]",High Pass,,37.791534,,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Center Attacking Midfield,3,Congo DR,4881,['573c0dbe-8cfb-4def-90cc-ef192f2519a0'],32,,,,,,,,,,,,,,,,Congo DR,4881,00:00:32.307,Pass,
,,,,,,,,,,,,,,,1.599998,,,,,,,,,,dbb6c182-d4e5-4b0f-aa0b-997bd7863cbc,49,,"[94.8, 73.1]",3920418,0,,,,,-2.710192,,Right Foot,,,,"[82.2, 67.3]",Ground Pass,,13.870832,,,Gaël Kakuta,3130.0,,,,,,1,Regular Play,Silas Katompa Mvumpa,13329.0,Right Wing,3,Congo DR,4881,"['b72fe12a-c746-4f2b-b2b6-e3d900103064', 'e172d66c-c025-4521-a92c-113436d87c75']",41,,,,,,,,,,,,,,,,Congo DR,4881,00:00:41.858,Pass,True
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,f702533d-7e3f-429b-973a-c33dede64dd5,53,,"[83.2, 67.1]",3920418,0,,,,,-1.857331,,Left Foot,,,,"[76.6, 44.7]",Ground Pass,,23.352087,,,Charles Pickel,28415.0,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Center Attacking Midfield,3,Congo DR,4881,"['025a0811-e42a-4e28-9a92-c080361ee7f1', 'caf6418a-6549-4f76-af5a-548c8d754e68']",44,,,,,,,,,,,,,,,,Congo DR,4881,00:00:44.827,Pass,True
,,,,,,,,,,,,,,,2.399998,,,,,,,,,,66a23e1c-2e4a-4b44-b48d-6cc6ee6e06cf,57,,"[75.8, 39.3]",3920418,0,,,,,-2.2079396,,Left Foot,,,,"[62.7, 21.6]",Ground Pass,,22.020445,,,Dylan Batubinsika,24105.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['f7a58e8a-7eed-4ad4-915c-c35f5a20f0f7'],46,,,,,,,,,,,,,,,,Congo DR,4881,00:00:46.925,Pass,
,,,,,,,,,,,,,,,0.799998,,,,,,,,,,52192f9c-2c84-4774-a13a-888cc94fff4a,60,,"[62.7, 21.6]",3920418,0,,,,,-1.1576675,,Left Foot,,,,"[69.1, 7.0]",Ground Pass,,15.941142,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['155bb90e-7941-4085-a0a6-2fe4549c75c7'],49,,,,,,,,,,,,,,,,Congo DR,4881,00:00:49.576,Pass,
,,,,,,,,,,,,,,,1.879994,,,,,,,,,,c7729619-fc23-480b-994b-7a0c53a80670,64,,"[69.6, 20.9]",3920418,0,,,,,2.815951,,Left Foot,,,,"[61.9, 23.5]",Ground Pass,,8.127115,,,Charles Pickel,28415.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,['1b0986cd-781d-4a62-8738-ca403f72ef93'],53,,,,,,,,,,,,,,,,Congo DR,4881,00:00:53.003,Pass,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,6e90ddbc-856f-4f8c-b827-fe3459fe7e1b,68,,"[57.6, 31.0]",3920418,0,,,,,1.8899696,,Right Foot,,,,"[49.9, 54.3]",Ground Pass,,24.539356,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['cc3ffc3c-6046-4349-a8e4-40503318af5f'],55,,,,,,,,,,,,,,,,Congo DR,4881,00:00:55.359,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,e7f12c0c-ccc3-4c7d-9da2-b5b64cbf983e,71,,"[41.8, 54.7]",3920418,0,,,,,-1.4684931,,Right Foot,,,,"[44.5, 28.4]",Ground Pass,,26.43823,,,Dylan Batubinsika,24105.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['03fd529b-2691-44c6-b883-7ffb7cf3514f'],58,,,,,,,,,,,,,,,,Congo DR,4881,00:00:58.819,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,13573b4f-d175-4173-8c68-7cd83444c7f9,74,,"[44.5, 28.4]",3920418,1,,,,,-0.7124589,,Right Foot,,,,"[70.2, 6.2]",Ground Pass,,33.960712,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['57369c79-e663-4a55-bfdf-2d6937f5c371'],2,,,,,,,,,,,,,,,,Congo DR,4881,00:01:02.705,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,7ee977ce-c556-475e-b6d9-4ac41c27fd87,78,,"[69.6, 4.2]",3920418,1,,,,,2.3725865,,Right Foot,,,,"[63.4, 10.2]",Ground Pass,,8.627862,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,"['8688d539-0924-4a15-811e-1ed0838fafd1', '9cb01c2b-46d0-4f50-b74e-ac34c351eded']",5,,,,,,,,,,,,,,,,Congo DR,4881,00:01:05.069,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,9d018401-f6b1-45ad-9d12-b00aab5add2f,81,,"[63.4, 10.2]",3920418,1,,,,,-0.41571388,,Left Foot,,,,"[74.5, 5.3]",Ground Pass,,12.133425,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['137acea3-7287-4a8c-a6f0-2215509990a9'],7,,,,,,,,,,,,,,,,Congo DR,4881,00:01:07.907,Pass,
,,,,,,,,,,,,,,,1.050824,,,,,,,,,,ca0b423b-8cd7-4013-979c-0e697c0de091,89,,"[79.2, 18.6]",3920418,1,,,,,0.51048833,,Right Foot,,,,"[96.7, 28.4]",Ground Pass,,20.057169,Incomplete,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Yoane Wissa,7294.0,Center Forward,3,Congo DR,4881,"['0eb45c12-a000-466e-b40c-bb6cabc6d40b', '4051af73-fb77-4079-84a5-5bbfaaff23de']",13,,,,,,,,,,,,,,,,Congo DR,4881,00:01:13.804,Pass,
,,,,,,,,,,,,,,,5.073889,,,,,,,,,,4051af73-fb77-4079-84a5-5bbfaaff23de,91,,"[23.4, 51.7]",3920418,1,,,,,-0.23040244,,Right Foot,,,,"[31.5, 49.8]",High Pass,,8.319856,Incomplete,,Mbwana Ally Samatta,16548.0,,,,,Recovery,1,Regular Play,Ibrahim Abdallah Hamad,389092.0,Left Center Back,3,Congo DR,4881,"['767c19f8-3f37-45b5-93da-25d0d37a0975', 'ca0b423b-8cd7-4013-979c-0e697c0de091', 'fd81450f-bb54-41ae-87cb-28967419d706']",14,,,,,,,,,,,,,,,,Tanzania,4953,00:01:14.854,Pass,
,,,,,,,,,,,,,,,1.64,,,,,,,,,,fd81450f-bb54-41ae-87cb-28967419d706,93,,"[88.6, 30.3]",3920418,1,,,,,2.912095,,Right Foot,,,,"[29.1, 44.2]",Ground Pass,,61.102047,,,Dylan Batubinsika,24105.0,,,,,Recovery,1,Regular Play,Lionel Mpasi-Nzau,35413.0,Goalkeeper,3,Congo DR,4881,"['4051af73-fb77-4079-84a5-5bbfaaff23de', '50ee326c-a1c9-4bb4-b725-1e77b81f9f2e']",19,,,,,,,,,,,,,,,,Congo DR,4881,00:01:19.928,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,8d0fec40-be24-44d9-a195-63a9b32b466c,96,,"[29.1, 45.7]",3920418,1,,,,,-1.0654235,,Left Foot,,,,"[40.0, 26.0]",Ground Pass,,22.51444,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['f14e92f0-b279-48be-848e-15fe12ee1804'],22,,,,,,,,,,,,,,,,Congo DR,4881,00:01:22.930,Pass,
,,,,,,,,,,,,,,,3.119999,,,,,,,,,,a979eaf4-597b-4b14-afe9-b125bc7b4947,99,,"[34.5, 5.5]",3920418,1,,,,,0.0,,Left Foot,,,,"[98.4, 5.5]",High Pass,,63.9,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,['eed3a712-e400-4eaf-8e2d-501fafdcd525'],25,,,,,,,,,,,,,,,,Congo DR,4881,00:01:25.160,Pass,
,,,,,,,,,,,,,,,1.294627,,,,,,,,,,2299b253-7cbe-49b2-bdc4-5875ecb8e201,103,,"[16.7, 80.0]",3920418,1,,,,,-0.20619622,,,,,,"[51.6, 72.7]",High Pass,,35.655293,Incomplete,,Haji Mnoga,51494.0,,,,,Throw-in,1,From Throw In,Lusajo Mwaikenda,136596.0,Right Back,4,Tanzania,4953,"['27740671-b5c8-4229-8bd1-c7ab9e93bd2b', 'ceb5fb39-b6c8-4e26-82b7-21de900da598']",47,,,,,,,,,,,,,,,,Tanzania,4953,00:01:47.601,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,ceb5fb39-b6c8-4e26-82b7-21de900da598,105,,"[68.5, 7.4]",3920418,1,,,,,2.2565258,,Head,,,,"[67.6, 8.5]",High Pass,,1.421267,,,Silas Katompa Mvumpa,13329.0,,,,,Recovery,1,Regular Play,Yoane Wissa,7294.0,Center Forward,5,Congo DR,4881,"['2299b253-7cbe-49b2-bdc4-5875ecb8e201', '66855fba-8162-438c-81ce-616d35ee0f73']",48,,,,,,,,,,,,,,,,Congo DR,4881,00:01:48.896,Pass,
,,,,,,,,,,,,,,,0.68,,,,,,,,,,1b78c031-bcc0-429c-baba-95c76b4094f3,110,,"[89.0, 12.4]",3920418,1,,,,,-0.87815446,,Right Foot,,,,"[92.9, 7.7]",Ground Pass,,6.1073728,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Silas Katompa Mvumpa,13329.0,Right Wing,5,Congo DR,4881,['d21f0f11-e0a4-4714-8ead-5c8fd4746bc7'],52,,,,,,,,,,,,,,,,Congo DR,4881,00:01:52.127,Pass,
,,,,,,,,,,,,,,,0.153834,,,,,,,,,,92dd1ef6-229c-4da3-b452-9be92610c024,116,,"[107.2, 9.4]",3920418,1,,,,,1.8545904,,Left Foot,,,,"[104.4, 19.0]",Ground Pass,,10.0,Incomplete,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Yoane Wissa,7294.0,Center Forward,5,Congo DR,4881,"['ae16923e-6868-4343-8e47-a25842aab76c', 'c1de735d-0841-4fef-853a-95f502a82665']",55,,,,,,,,,,,,,,,,Congo DR,4881,00:01:55.148,Pass,
,,,,,,,,,,,,,,,0.039997,,,,,,,,,,b3f5b1ae-1f70-46aa-b2f7-85d4f726d020,119,,"[120.0, 0.1]",3920418,2,,True,,,2.702069,,Right Foot,,,,"[104.9, 7.2]",Ground Pass,,16.685923,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,Corner,1,From Corner,Fiston Kalala Mayele,389291.0,Left Wing,6,Congo DR,4881,['ffadb75e-9054-460a-80cf-7958ecbe896a'],5,,,,,,,,,,,,,,,,Congo DR,4881,00:02:05.633,Pass,
,,,,,,,,,,,,,,,0.214391,,,,,,,,,,6899868d-0d95-41d7-9db0-d90d6c3a5e5f,121,,"[107.2, 5.5]",3920418,2,,,,,1.2838576,,Left Foot,,,,"[110.8, 17.7]",High Pass,,12.720063,Incomplete,,,,,,,,,1,From Corner,Gedeon Kalulu Kyatengwa,30193.0,Right Back,6,Congo DR,4881,['b0bef69a-611b-4ea1-9c3b-8f4204b7e26b'],6,,,,,,,,,,,,,,,,Congo DR,4881,00:02:06.962,Pass,
,,,,,,,,,,,,,,,3.318083,,,,,,,,,,0d1c84c2-04b8-4d2e-aede-f99f3063b52e,123,,"[110.0, 0.1]",3920418,2,,,,,1.5249951,,,,,,"[111.1, 24.1]",High Pass,,24.025194,Incomplete,,Yoane Wissa,7294.0,,,,,Throw-in,1,From Throw In,Arthur Masuaku,3587.0,Left Back,7,Congo DR,4881,"['f8d9c5c0-7225-4afa-96d1-14c1d7bc339c', 'ffe8d5de-2eed-49d0-b9bd-55a1003ecea7']",21,,,,,,,,,,,,,,,,Congo DR,4881,00:02:21.407,Pass,
,,,,,,,,,,,,,,,0.489156,,,,,,,,,,ffe8d5de-2eed-49d0-b9bd-55a1003ecea7,127,,"[9.0, 56.0]",3920418,2,,,,True,-1.3473197,,,,,,"[9.5, 53.8]",Low Pass,,2.2561028,,,Lusajo Mwaikenda,136596.0,,,,,Recovery,1,Regular Play,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,8,Tanzania,4953,"['0d1c84c2-04b8-4d2e-aede-f99f3063b52e', '1ecfa9d3-d669-4845-b52e-d8041ed9b736', '8fe2a484-6af7-4192-8da8-44979b17cf40']",24,,,,,,,,,,,,,,,,Tanzania,4953,00:02:24.725,Pass,True
