50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77a55ab2-6760-4632-8c18-e93af623e570,1,,,,3920384,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 36629, 'name': 'Yahia Fofana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 36539, 'name': 'Wilfried Stephane Singo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 196109, 'name': 'Ousmane Diomande'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7713, 'name': 'Obite Evan Ndicka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10039, 'name': 'Ghislain Konan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3017, 'name': 'Ibrahim Sangaré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7023, 'name': 'Franck Yannick Kessié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 4256, 'name': 'Jonathan Bamba'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 43072, 'name': 'Jean-Philippe Krasso'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Côte d'Ivoire,3374,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b15c9ee-8364-40d1-9c5b-1b43024000f0,2,,,,3920384,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36552, 'name': 'Ouparine Djoco'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 32433, 'name': 'Jefferson Anilson Silva Encada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 7568, 'name': 'Opa Sangante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 25056, 'name': 'Marcelo Amado Djaló Taritolay'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 41052, 'name': 'Fali Candé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 10323, 'name': 'Alfa Semedo Esteves'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 36813, 'name': 'Janio Bikel Figueiredo Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 43007, 'name': 'Mauro Daniel Rodrigues Teixeira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 24909, 'name': 'Moreto Moro Cassamã'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 18651, 'name': 'Carlos Manuel Cardoso Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 12064, 'name': 'Mama Samba Baldé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Guinea-Bissau,4894,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2e92ce78-8841-48d5-aacd-c7ac46778fa2,3,,,,3920384,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,['5c3c5859-27c9-4cec-97bd-42a68291ed11'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c3c5859-27c9-4cec-97bd-42a68291ed11,4,,,,3920384,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Côte d'Ivoire,3374,['2e92ce78-8841-48d5-aacd-c7ac46778fa2'],0,,,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4f79c949-91d6-4710-a17a-f90581b9b359,1570,,,,3920384,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,76,Côte d'Ivoire,3374,['dc13ff75-308f-4ccc-946f-6310f6a83b2c'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc13ff75-308f-4ccc-946f-6310f6a83b2c,1571,,,,3920384,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,76,Côte d'Ivoire,3374,['4f79c949-91d6-4710-a17a-f90581b9b359'],0,,,,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.837914,,,,,,,,,,,,,29130dd2-e54b-47bb-9c81-3e6573892f94,5,,,"[61.0, 40.1]",3920384,0,,,,3.127988,,Right Foot,,,"[46.3, 40.3]",,Ground Pass,,14.701361,,,Moreto Moro Cassamã,24909.0,,,,,,Kick Off,1,From Kick Off,Mama Samba Baldé,12064.0,Center Forward,2,Guinea-Bissau,4894,['cede02c4-897e-4c35-8af2-5f807699daf1'],1,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:01.624,Pass,
,,,,,,,,,,,,,,,,1.653693,,,,,,,,,,,,,06b4e743-2891-4666-bae4-4e061bca14af,8,,,"[46.3, 38.3]",3920384,0,,,,-1.815775,,Right Foot,,,"[39.6, 11.5]",,Ground Pass,,27.624807,,,Fali Candé,41052.0,,,,,,,1,From Kick Off,Moreto Moro Cassamã,24909.0,Center Attacking Midfield,2,Guinea-Bissau,4894,['3e727586-0e86-4e45-ad05-056f7e9c2e77'],3,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:03.392,Pass,
,,,,,,,,,,,,,,,,1.655366,,,,,,,,,,,,,760656e5-71a4-41b0-be91-24040f57ac4d,11,,,"[38.5, 15.2]",3920384,0,,,,1.9135019,,Left Foot,,,"[24.3, 55.0]",,Low Pass,,42.25731,,,Opa Sangante,7568.0,,,,,,,1,From Kick Off,Fali Candé,41052.0,Left Back,2,Guinea-Bissau,4894,['c4569c14-d7d0-4d91-8a35-35eb42dbf981'],6,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:06.150,Pass,
,,,,,,,,,,,,,,,,1.204154,,,,,,,,,,,,,dda4e541-257b-4fc9-bcfb-10bde48e85c9,14,,,"[25.5, 57.2]",3920384,0,,,,0.98981935,,Right Foot,,,"[38.5, 77.0]",,Ground Pass,,23.686283,,,Jefferson Anilson Silva Encada,32433.0,,,,,,,1,From Kick Off,Opa Sangante,7568.0,Right Center Back,2,Guinea-Bissau,4894,['14baaf73-473c-4ab6-aad2-a19a13e6f09a'],9,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:00:09.414,Pass,
