50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.398589,,,,,,,,,,,,93e115e5-0a8d-4cd4-ad73-cd492085c1fa,16,,,"[35.5, 44.2]",3920415,0,,,,,-1.6447353,,Right Foot,,,"[34.5, 30.7]",Ground Pass,,13.536986,,,Mohamed Amine Tougai,160943.0,,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Algeria,4898,['ab80e93a-99b7-47a8-af65-8c2ef2340eec'],5,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:05.677,Pass,
,,,,,,,,,,,,,,,,,,,,1.235409,,,,,,,,,,,,571ac8cf-aab9-4611-a92c-b0d0e35b7db6,19,,,"[34.5, 30.7]",3920415,0,,,,,1.484802,,Right Foot,,,"[35.5, 42.3]",Ground Pass,,11.6430235,,,Aïssa Mandi,6648.0,,,,,,,1,From Kick Off,Mohamed Amine Tougai,160943.0,Left Center Back,2,Algeria,4898,['14c64279-4efd-4278-9bfb-c27f63d9664f'],9,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:09.218,Pass,
,,,,,,,,,,,,,,,,,,,,2.189132,,,,,,,,,,,,c0ae3cb4-afc1-4a91-91ed-0ab99e6713b9,22,,,"[47.0, 43.3]",3920415,0,,,,,-1.1441689,,Right Foot,,,"[58.5, 18.0]",Ground Pass,,27.791006,,,Rayan Aït Nouri,12111.0,,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Algeria,4898,['d512d7fa-249f-4e10-b073-5fcbcdf79dfa'],13,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:13.701,Pass,
,,,,,,,,,,,,,,,,,,,,1.255477,,,,,,,,,,,,ff864281-b469-4c52-b5d3-60d350e5bd1a,25,,,"[59.6, 14.1]",3920415,0,,,,,2.4308853,,Left Foot,,,"[51.7, 20.9]",Ground Pass,,10.423532,,,Mohamed Amine Tougai,160943.0,,,,,,,1,From Kick Off,Rayan Aït Nouri,12111.0,Left Back,2,Algeria,4898,['d4057e90-e23e-4d54-bb08-fa21e8391df7'],17,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:17.741,Pass,
,,,,,,,,,,,,,,,,,,,,1.243613,,,,,,,,,,,,e3647a6c-3682-4a18-9b9b-096b855d40ec,28,,,"[51.7, 21.4]",3920415,0,,,,,1.4270576,,Right Foot,,,"[55.0, 44.2]",Ground Pass,,23.037579,,,Aïssa Mandi,6648.0,,,,,,,1,From Kick Off,Mohamed Amine Tougai,160943.0,Left Center Back,2,Algeria,4898,['3a7fec66-4242-4d7a-aa08-bf6e94b623e7'],19,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:19.870,Pass,
,,,,,,,,,,,,,,,,,,,,2.177125,,,,,,,,,,,,38410ddc-08eb-44df-8e52-b52d286b05ff,31,,,"[61.6, 45.7]",3920415,0,,,,,-0.9562273,,Right Foot,,,"[91.1, 3.9]",High Pass,,51.16141,,,Mohamed El Amine Amoura,141358.0,,,True,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Algeria,4898,['d4945a76-9bd2-414a-b276-beef66c038f9'],25,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:25.085,Pass,
,,,,,,,,,,,,,,,,,,,,1.683913,,,,,,,,,,,,58068581-3be1-4e72-94a8-7bd80b06f4d5,35,,,"[89.7, 7.7]",3920415,0,,,,,0.8960554,,Right Foot,True,,"[107.7, 30.2]",High Pass,,28.814058,,,Baghdad Bounedjah,103465.0,,,,,,,1,From Kick Off,Mohamed El Amine Amoura,141358.0,Left Wing,2,Algeria,4898,"['03a5f84f-31d3-4267-9179-613b2ce645f2', '05c12d69-e563-41c5-9fd5-8054c1062c83']",29,,,,,,,,,,,,,,,,,,Algeria,4898,00:00:29.549,Pass,True
,,,,,,,,,,,,,,,,,,,,5.623338,,,,,,,,,,,,27cf3ac4-37eb-4733-820c-ecfab06bc82d,41,,,"[6.0, 43.7]",3920415,1,,True,,,0.48166367,,Right Foot,,,"[63.2, 73.6]",High Pass,,64.543396,,,Souleymane Anne,49763.0,,,,,,Goal Kick,1,From Goal Kick,Babacar Niasse,36951.0,Goalkeeper,3,Mauritania,4932,['ab2ad026-5ee0-4a0a-a599-4b6f763518fb'],3,,,,,,,,,,,,,,,,,,Mauritania,4932,00:01:03.639,Pass,
,,,,,,,,,,,,,,,,,,,,2.301427,,,,,,,,,,,,7a70f112-23cb-4aeb-a5d2-92dd79f37c53,51,,,"[66.1, 3.0]",3920415,1,,True,,,2.9573426,,Right Foot,,,"[44.1, 7.1]",Ground Pass,,22.378784,,,Mohamed Amine Tougai,160943.0,,,,,,Free Kick,1,From Free Kick,Rayan Aït Nouri,12111.0,Left Back,5,Algeria,4898,['2c2f7f0f-e7aa-43c2-92a1-77b0a4b55274'],22,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:22.150,Pass,
,,,,,,,,,,,,,,,,,,,,2.052275,,,,,,,,,,,,506c8cf2-f126-4788-ab32-606e7380d5e1,53,,,"[44.8, 11.9]",3920415,1,,,,,1.5924648,,Left Foot,,,"[44.1, 44.2]",Ground Pass,,32.307583,,,Aïssa Mandi,6648.0,,,,,,,1,From Free Kick,Mohamed Amine Tougai,160943.0,Left Center Back,5,Algeria,4898,['81223d28-d035-44b0-8a2b-4144665b256d'],24,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:24.924,Pass,
,,,,,,,,,,,,,,,,,,,,1.537786,,,,,,,,,,,,634df652-a22e-47bd-90d1-88ef4f6543d5,56,,,"[42.6, 45.5]",3920415,1,,,,,1.300471,,Right Foot,,,"[49.5, 70.4]",Ground Pass,,25.838343,,,Youcef Atal,10040.0,,,,,,,1,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,5,Algeria,4898,['5c621877-830c-4eb6-9f09-c5f6ef7da01f'],28,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:28.513,Pass,
,,,,,,,,,,,,,,,,,,,,1.101132,,,,,,,,,,,,f8f5d93c-ca88-4ebc-b387-de8cc88b82a8,59,,,"[49.5, 70.4]",3920415,1,,,,,-0.79570705,,Right Foot,,,"[54.3, 65.5]",Ground Pass,,6.8593,,,Hichem Boudaoui,32015.0,,,,,,,1,From Free Kick,Youcef Atal,10040.0,Right Back,5,Algeria,4898,['3a6cc8b7-b81e-426b-bc3a-79637db4ea80'],30,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:30.597,Pass,
,,,,,,,,,,,,,,,,,,,,1.410429,,,,,,,,,,,,74855d3e-093a-46e6-8796-d459898e3b0b,62,,,"[53.6, 65.2]",3920415,1,,,,,-3.0451188,,Left Foot,,,"[38.1, 63.7]",Ground Pass,,15.572412,,,Aïssa Mandi,6648.0,,,,,,,1,From Free Kick,Hichem Boudaoui,32015.0,Right Center Midfield,5,Algeria,4898,['e5470880-bc16-4f7d-9e26-45b131eef468'],31,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:31.738,Pass,
,,,,,,,,,,,,,,,,,,,,2.041653,,,,,,,,,,,,a1ed3a8d-aaa5-4855-9aa8-b0497bcdb020,66,,,"[50.5, 52.2]",3920415,1,,,,,-1.5888124,,Right Foot,,,"[50.1, 30.0]",Ground Pass,,22.203604,,,Mohamed Amine Tougai,160943.0,,,,,,,1,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,5,Algeria,4898,['73061cb7-a65b-4ed0-81f2-1a5d593dd8c5'],38,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:38.270,Pass,
,,,,,,,,,,,,,,,,,,,,1.490119,,,,,,,,,,,,0c6ca0e8-f4f1-4a4b-8dc1-f20f3c5432ae,69,,,"[52.5, 26.5]",3920415,1,,,,,1.5419582,,Right Foot,,,"[53.1, 47.3]",Ground Pass,,20.808653,,,Aïssa Mandi,6648.0,,,,,,,1,From Free Kick,Mohamed Amine Tougai,160943.0,Left Center Back,5,Algeria,4898,['7f3aa314-740e-4987-87f2-3f1a217c56d8'],43,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:43.128,Pass,
,,,,,,,,,,,,,,,,,,,,2.668289,,,,,,,,,,,,863550ff-a101-4616-9603-6637d52bd2ec,72,,,"[61.0, 51.0]",3920415,1,,,,,-0.8876049,,Right Foot,,,"[99.5, 3.7]",High Pass,,60.988033,,,Mohamed El Amine Amoura,141358.0,,,True,,,,1,From Free Kick,Aïssa Mandi,6648.0,Right Center Back,5,Algeria,4898,['9937ce4f-d7c8-4eb8-862a-2aa87a19e8ac'],47,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:47.999,Pass,
,,,,,,,,,,,,,,,,,,,,2.201357,,,,,,,,,,,,66f4d28c-1290-4266-846a-efa58f6a2a21,74,,,"[99.3, 3.7]",3920415,1,,,,,3.1277046,,Head,,,"[84.9, 3.9]",Low Pass,,14.401389,,,Rayan Aït Nouri,12111.0,,,,,,,1,From Free Kick,Mohamed El Amine Amoura,141358.0,Left Wing,5,Algeria,4898,['cae7674b-e260-4df8-81e7-540357dcab37'],50,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:50.760,Pass,
,,,,,,,,,,,,,,,,,,,,1.127893,,,,,,,,,,,,294b184a-c4cb-4b45-b162-a75b3bff6799,77,,,"[84.4, 5.7]",3920415,1,,,,,-0.27416745,,Left Foot,,,"[94.0, 3.0]",Ground Pass,,9.972462,,,Mohamed El Amine Amoura,141358.0,,,,,,,1,From Free Kick,Rayan Aït Nouri,12111.0,Left Back,5,Algeria,4898,['b82d5e65-680c-4feb-90f5-ae27f94ae1f4'],54,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:54.519,Pass,
,,,,,,,,,,,,,,,,,,,,1.007464,,,,,,,,,,,,c80b9d93-4458-4c13-ab0d-6d7de6a93337,81,,,"[94.0, 2.8]",3920415,1,,,,,0.48624262,,Right Foot,,,"[101.0, 6.5]",Ground Pass,,7.9177017,,,Houssem Aouar,4308.0,,,,,,,1,From Free Kick,Mohamed El Amine Amoura,141358.0,Left Wing,5,Algeria,4898,['9b0bafe5-7195-4f0d-9b31-c06f3a24c2b5'],55,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:55.687,Pass,
,,,,,,,,,,,,,,,,,,,,1.648533,,,,,,,,,,,,b2008fd8-7d0f-42c2-a23a-25c3e4faa13d,84,,,"[104.3, 3.2]",3920415,1,,,,,1.027091,,Right Foot,,,"[112.4, 16.6]",Ground Pass,,15.657906,,,Rayan Aït Nouri,12111.0,,,,,,,1,From Free Kick,Houssem Aouar,4308.0,Left Center Midfield,5,Algeria,4898,['9d708023-2243-410c-8a7b-8aad307850de'],57,,,,,,,,,,,,,,,,,,Algeria,4898,00:01:57.815,Pass,
,,,,,,,,,,,,,,,,,,,,2.485079,,,,,,,,,,,,ee962822-f779-4a24-af83-b0850aa7dde4,92,,,"[6.0, 43.9]",3920415,3,,True,,,0.41822433,,Right Foot,,,"[19.5, 49.9]",Ground Pass,,14.773287,,,Mohamed Dellahi Yali,102661.0,,,,,,Goal Kick,1,From Goal Kick,Babacar Niasse,36951.0,Goalkeeper,6,Mauritania,4932,['8d2e8091-2a93-432c-9d84-71c1fdb61eed'],21,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:21.551,Pass,
,,,,,,,,,,,,,,,,,,,,1.099698,,,,,,,,,,,,dc31ed06-89b4-4454-8e23-1c9275887e2f,95,,,"[24.1, 54.7]",3920415,3,,True,,,0.9529306,,Right Foot,,,"[35.4, 70.6]",Ground Pass,,19.506409,,,Ibrahima Keita,264956.0,,,,,,,1,From Goal Kick,Mohamed Dellahi Yali,102661.0,Right Center Back,6,Mauritania,4932,['badcb3fa-4f6a-4ea2-9883-5b88d1ec0f75'],29,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:29.112,Pass,
,,,,,,,,,,,,,,,,,,,,1.482673,,,,,,,,,,,,3392981a-2c8a-455a-a089-c862ee92208e,97,,,"[40.8, 73.8]",3920415,3,,,,,-2.2543805,,Right Foot,,,"[26.3, 56.0]",Ground Pass,,22.95844,,,Mohamed Dellahi Yali,102661.0,,,,,,,1,From Goal Kick,Ibrahima Keita,264956.0,Right Back,6,Mauritania,4932,['49398696-f543-4cab-a545-eccf30187be1'],33,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:33.043,Pass,
,,,,,,,,,,,,,,,,,,,,1.116938,,,,,,,,,,,,fb0578fa-d302-4f82-a8ac-706f0fc27e9d,101,,,"[37.7, 60.7]",3920415,3,,,,,0.9032173,,Right Foot,,,"[48.5, 74.4]",Ground Pass,,17.445057,,,Ibrahima Keita,264956.0,,,,,,,1,From Goal Kick,Mohamed Dellahi Yali,102661.0,Right Center Back,6,Mauritania,4932,['2f098893-5e22-4127-bab7-d74685f6240f'],40,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:40.501,Pass,
,,,,,,,,,,,,,,,,,,,,1.26171,,,,,,,,,,,,ebdfc2e9-3fb4-473d-8ee3-dbb8f028c7ef,105,,,"[49.0, 74.4]",3920415,3,,,,,-2.8530054,,Right Foot,,,"[36.2, 70.6]",Ground Pass,,13.352154,,,Mohamed Dellahi Yali,102661.0,,,,,,,1,From Goal Kick,Ibrahima Keita,264956.0,Right Back,6,Mauritania,4932,['d767d0f3-fe4b-4256-9a90-368d9532a29c'],44,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:44.260,Pass,
,,,,,,,,,,,,,,,,,,,,1.248336,,,,,,,,,,,,4af28f95-2ac4-4571-96af-8ee854b32e27,108,,,"[34.8, 67.1]",3920415,3,,,,,-1.5366216,,Right Foot,,,"[35.2, 55.4]",Ground Pass,,11.706836,,,Bodda Mouhsine,146933.0,,,,,,,1,From Goal Kick,Mohamed Dellahi Yali,102661.0,Right Center Back,6,Mauritania,4932,['d802274c-7a72-4c07-8b33-30f012d43ccf'],46,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:46.365,Pass,
,,,,,,,,,,,,,,,,,,,,2.284226,,,,,,,,,,,,868f727e-fab3-4605-a2af-12de9017ffd6,112,,,"[35.2, 47.4]",3920415,3,,,,,-1.6149317,,Left Foot,,,"[33.8, 15.7]",Ground Pass,,31.7309,,,Lamine Ba,264954.0,,,,,,,1,From Goal Kick,Bodda Mouhsine,146933.0,Right Defensive Midfield,6,Mauritania,4932,['6c1bb79e-1d1d-4896-a0b7-58f5b1a19a40'],49,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:49.370,Pass,
,,,,,,,,,,,,,,,,,,,,1.163868,,,,,,,,,,,,2c787a25-364e-49f9-98ae-87a399eabbdf,115,,,"[39.7, 13.1]",3920415,3,,,,,-0.89495766,,Right Foot,,,"[48.6, 2.0]",Ground Pass,,14.227438,,,Khadim Diaw,389292.0,,,,,,,1,From Goal Kick,Lamine Ba,264954.0,Left Center Back,6,Mauritania,4932,['9bf7d101-3dec-4556-b56c-62b59b99d991'],53,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:53.269,Pass,
,,,,,,,,,,,,,,,,,,,,0.971792,,,,,,,,,,,,537f8033-98c4-4974-af03-d2e62d3ac87b,118,,,"[48.1, 2.4]",3920415,3,,,,,2.559853,,Left Foot,,,"[37.0, 9.7]",Ground Pass,,13.28533,,,Lamine Ba,264954.0,,,,,,,1,From Goal Kick,Khadim Diaw,389292.0,Left Back,6,Mauritania,4932,['35fa7ffe-6a3a-46ac-a483-1cd62faef24c'],55,,,,,,,,,,,,,,,,,,Mauritania,4932,00:03:55.558,Pass,
,,,,,,,,,,,,,,,,,,,,1.793901,,,,,,,,,,,,debdd9a8-46c7-43c6-9e19-db96b2971236,121,,,"[36.4, 16.4]",3920415,4,,,,,1.648253,,Right Foot,,,"[33.8, 49.9]",Ground Pass,,33.600742,,,Mohamed Dellahi Yali,102661.0,,,,,,,1,From Goal Kick,Lamine Ba,264954.0,Left Center Back,6,Mauritania,4932,['cf3bfa8b-d144-42c4-bb4c-32331dd09342'],0,,,,,,,,,,,,,,,,,,Mauritania,4932,00:04:00.638,Pass,
,,,,,,,,,,,,,,,,,,,,1.523623,,,,,,,,,,,,6b067c75-7fad-4c31-a8a4-2f856eb3d010,124,,,"[36.6, 57.0]",3920415,4,,,,,0.98279375,,Right Foot,,,"[48.6, 75.0]",Ground Pass,,21.633308,,,Omaré Gassama,341163.0,,,,,,,1,From Goal Kick,Mohamed Dellahi Yali,102661.0,Right Center Back,6,Mauritania,4932,['b8e2d80a-f838-4047-ba8f-616be115b2d8'],4,,,,,,,,,,,,,,,,,,Mauritania,4932,00:04:04.228,Pass,
,,,,,,,,,,,,,,,,,,,,1.001762,,,,,,,,,,,,c13013f6-b4b9-46e3-a8cf-8d040cf3bd77,128,,,"[49.0, 77.3]",3920415,4,,,,,0.15002696,,Right Foot,,,"[66.2, 79.9]",Ground Pass,,17.395401,Out,,Ibrahima Keita,264956.0,,,,,,,1,From Goal Kick,Omaré Gassama,341163.0,Left Defensive Midfield,6,Mauritania,4932,"['4567f22f-4ca7-47f8-81c4-4d4f70f27940', '9d9f62b8-7bd7-4fc7-a719-8d3d13ef325f']",6,,,,,,,,,,,,,,,,,,Mauritania,4932,00:04:06.644,Pass,True
,,,,,,,,,,,,,,,,,,,,2.212722,,,,,,,,,,,,e0879efa-12c6-4140-a2c1-e8908ae5542a,130,,,"[53.4, 0.1]",3920415,4,,True,,,2.7634504,,,,,"[38.8, 5.9]",Low Pass,,15.709869,,,Mohamed Amine Tougai,160943.0,,,,,,Throw-in,1,From Throw In,Rayan Aït Nouri,12111.0,Left Back,7,Algeria,4898,['469244b1-e2b1-4805-83b1-e82385f1de3c'],21,,,,,,,,,,,,,,,,,,Algeria,4898,00:04:21.267,Pass,
