50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.405449,,,,,,,,,,4596e157-69c6-4c05-afc3-462acac39457,19,,,"[66.9, 6.6]",3920416,0,,,,,2.7901478,,Left Foot,,,"[63.9, 7.7]",Ground Pass,,3.1953092,,,,,Percy Tau,29367.0,,,,,,1,From Kick Off,Evidence Makgopa,65853.0,Center Forward,2,South Africa,4976,['2c0e7050-de93-4e0e-9cf5-fbb6cb07b80f'],10,,,,,,,,,,,,,,,,South Africa,4976,00:00:10.085,Pass,
,,,,,,,,,,,,,,,,,,0.683858,,,,,,,,,,1c28617d-4367-4d19-a441-cc4e1563c7a4,23,,,"[63.9, 7.5]",3920416,0,,,,,-0.90975314,,Left Foot,,,"[67.4, 3.0]",Ground Pass,,5.700877,,,,,Evidence Makgopa,65853.0,,,,,,1,From Kick Off,Percy Tau,29367.0,Left Wing,2,South Africa,4976,"['b3c1e6b1-c962-453b-9884-259703f1f983', 'cd4a60ee-378d-460f-90b9-c05f8e9ce88a']",11,,,,,,,,,,,,,,,,South Africa,4976,00:00:11.182,Pass,True
,,,,,,,,,,,,,,,,,,2.974516,,,,,,,,,,14aad887-1cad-45da-8819-66f55bf1384d,29,,,"[50.7, 80.0]",3920416,0,,,,,-2.3943439,,,,,"[30.3, 61.1]",Low Pass,,27.80953,,,,,Yassine Meriah,5651.0,,,,,Throw-in,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,3,Tunisia,777,['42716795-aa4d-4b78-aa82-857a22c60fde'],18,,,,,,,,,,,,,,,,Tunisia,777,00:00:18.431,Pass,
,,,,,,,,,,,,,,,,,,1.536098,,,,,,,,,,bc68df85-e258-4650-8c0b-6f729aa1d84e,32,,,"[29.4, 61.1]",3920416,0,,,,,-1.5775303,,Right Foot,,,"[29.2, 31.4]",Ground Pass,,29.700674,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,3,Tunisia,777,['dc38ec21-3b94-4ea3-97e9-64f6e0a30e3f'],23,,,,,,,,,,,,,,,,Tunisia,777,00:00:23.154,Pass,
,,,,,,,,,,,,,,,,,,1.149506,,,,,,,,,,fc9cd6e0-79c3-4c94-a9ae-915aafb7dd4a,35,,,"[35.4, 28.2]",3920416,0,,,,,-0.12219517,,Right Foot,,,"[46.8, 26.8]",Ground Pass,,11.485643,,,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,3,Tunisia,777,['316d5229-4aee-4751-9ec2-a308de87fe07'],26,,,,,,,,,,,,,,,,Tunisia,777,00:00:26.100,Pass,
,,,,,,,,,,,,,,,,,,1.886575,,,,,,,,,,9e02719b-89da-421e-a947-b3bfa95923e5,38,,,"[44.3, 26.8]",3920416,0,,,,,1.9127948,,Right Foot,,,"[33.3, 57.7]",Ground Pass,,32.79954,,,,,Yassine Meriah,5651.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,3,Tunisia,777,['3c9fcd19-301d-4a13-a173-6da7353ee2ff'],28,,,,,,,,,,,,,,,,Tunisia,777,00:00:28.007,Pass,
,,,,,,,,,,,,,,,,,,2.214678,,,,,,,,,,663fedba-558e-4d64-ba7e-518d57ac2a83,41,,,"[36.7, 57.5]",3920416,0,,,,,-1.4220327,,Right Foot,,,"[42.5, 18.8]",Ground Pass,,39.132214,,,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,3,Tunisia,777,['ab87ff6a-d1e7-4b57-be37-b00c88698aa5'],31,,,,,,,,,,,,,,,,Tunisia,777,00:00:31.950,Pass,
,,,,,,,,,,,,,,,,,,1.639594,,,,,,,,,,c83d2304-1283-455a-a02b-749e5efff81f,43,,,"[42.5, 18.8]",3920416,0,,,,,2.4468544,,Right Foot,,,"[35.3, 24.8]",Ground Pass,,9.372299,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,3,Tunisia,777,['c299450e-ced3-4172-bb1c-3ea64e6b847e'],34,,,,,,,,,,,,,,,,Tunisia,777,00:00:34.164,Pass,
,,,,,,,,,,,,,,,,,,1.500554,,,,,,,,,,e9a1017b-161c-4e25-8dae-b6d00d5ebd41,46,,,"[39.5, 35.5]",3920416,0,,,,,1.9964875,,Right Foot,,,"[32.2, 51.6]",Ground Pass,,17.67767,,,,,Yassine Meriah,5651.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,3,Tunisia,777,['87b66e97-452c-4242-af8e-5bbad7434807'],40,,,,,,,,,,,,,,,,Tunisia,777,00:00:40.843,Pass,
,,,,,,,,,,,,,,,,,,1.903314,,,,,,,,,,f02e0643-c12c-444c-812e-24cdb2158bda,49,,,"[38.8, 53.1]",3920416,0,,,,,1.1671624,,Left Foot,,,"[47.0, 72.3]",Ground Pass,,20.877739,,,,,Wajdi Kechrida,105944.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,3,Tunisia,777,['9fc0ca19-8a2f-4abc-84db-7080c1f805aa'],44,,,,,,,,,,,,,,,,Tunisia,777,00:00:44.319,Pass,
,,,,,,,,,,,,,,,,,,0.921229,,,,,,,,,,d3dc178e-cb07-4e0c-a32c-d8ecd63b512a,52,,,"[46.8, 74.6]",3920416,0,,,,,-1.3590648,,Right Foot,,,"[49.1, 63.9]",Ground Pass,,10.944405,,,,,Ellyes Joris Skhiri,3767.0,,,,,,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,3,Tunisia,777,['c6dd0973-3ab7-44d5-9414-f1a74b18ed85'],46,,,,,,,,,,,,,,,,Tunisia,777,00:00:46.222,Pass,
,,,,,,,,,,,,,,,,,,4.083307,,,,,,,,,,96ee097a-cdf7-4897-88f5-1c30882d77e7,54,,,"[49.1, 63.9]",3920416,0,,,,,0.0085468,,Right Foot,,,"[107.6, 64.4]",High Pass,,58.502136,,,,,Seifeddine Jaziri,68749.0,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,3,Tunisia,777,['bcae8f85-d6fb-4c9a-a1b8-940d49ecde35'],47,,,,,,,,,,,,,,,,Tunisia,777,00:00:47.144,Pass,
,,,,,,,,,,,,,,,,,,0.993278,,,,,,,,,,78de2206-7c9d-4a96-b379-e4bde4c54bc5,57,,,"[114.7, 60.7]",3920416,0,,,,,-2.1369207,,Right Foot,True,True,"[107.9, 50.0]",Low Pass,,12.677934,,,,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Seifeddine Jaziri,68749.0,Center Forward,3,Tunisia,777,['7e879d0c-5b2f-4850-8a22-0fba0de591c9'],52,,,,,,,,,,,,,,,,Tunisia,777,00:00:52.506,Pass,
,,,,,,,,,,,,,,,,,,3.84874,,,,,,,,,,72ea5fc5-c86a-4a7b-905e-56d640b33a9a,60,,,"[107.9, 50.0]",3920416,0,,,,,1.4214736,,Right Foot,,,"[111.3, 72.6]",High Pass,,22.85432,,,,,Hamza Rafia,50442.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Left Wing,3,Tunisia,777,"['8696efbf-4b5d-46ba-8d5f-7290ad616b0b', 'bc41e420-6c56-4984-a435-4f97843a414e']",53,,,,,,,,,,,,,,,,Tunisia,777,00:00:53.500,Pass,True
,,,,,,,,,,,,,,,,,,1.769209,,,,,,,,,,fc8e1f84-97d8-44c0-bc00-f5eeb936ce78,64,,,"[117.5, 73.0]",3920416,0,,,,,-1.7741324,,Right Foot,True,,"[109.5, 34.2]",High Pass,,39.616158,,,Incomplete,,,,,,,,,1,From Throw In,Hamza Rafia,50442.0,Right Wing,3,Tunisia,777,"['71f75005-d4af-43d0-97d2-593c43933cce', '8df0939c-2b9f-465e-90cd-0b8e65cab902']",59,,,,,,,,,,,,,,,,Tunisia,777,00:00:59.714,Pass,True
,,,,,,,,,,,,,,,,,,2.015949,,,,,,,,,,4fe478e4-cab5-4084-9381-3d5056ebd624,71,,,"[71.0, 12.0]",3920416,1,,,,,2.4293773,,Right Foot,,,"[52.7, 27.8]",Ground Pass,,24.177055,,,,,Montassar Omar Talbi,32450.0,,,,,Recovery,1,From Throw In,Ali Abdi,30681.0,Left Back,3,Tunisia,777,['f4d4ca3d-782d-4de3-9cef-f3027281388b'],9,,,,,,,,,,,,,,,,Tunisia,777,00:01:09.082,Pass,
,,,,,,,,,,,,,,,,,,1.314939,,,,,,,,,,31960d9f-dd02-4a5e-9dd8-e9705aed655d,74,,,"[53.6, 31.0]",3920416,1,,,,,1.8015823,,Left Foot,,,"[49.3, 49.3]",Ground Pass,,18.798405,,,,,Yassine Meriah,5651.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,3,Tunisia,777,['e21ba9b8-b857-4007-8150-460262940341'],13,,,,,,,,,,,,,,,,Tunisia,777,00:01:13.251,Pass,
,,,,,,,,,,,,,,,,,,1.134853,,,,,,,,,,2f3c6d52-4baa-4f89-a8a2-4ac38baca0cd,77,,,"[54.5, 53.2]",3920416,1,,,,,1.2417467,,Right Foot,,,"[58.7, 65.5]",Ground Pass,,12.997308,,,,,Hamza Rafia,50442.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,3,Tunisia,777,['5408c72b-c3cf-4b00-b28f-937c78c472d4'],19,,,,,,,,,,,,,,,,Tunisia,777,00:01:19.641,Pass,
,,,,,,,,,,,,,,,,,,2.508099,,,,,,,,,,b86ee2aa-b660-4f8b-9d3c-3cc3cc8d51ca,81,,,"[64.0, 76.2]",3920416,1,,,,,0.043450896,,Right Foot,,,"[84.7, 77.1]",High Pass,,20.719557,,,,,Anis Ben Slimane,35592.0,,,,,,1,From Throw In,Hamza Rafia,50442.0,Right Wing,3,Tunisia,777,"['69611709-1eb1-43af-b080-e4a8c72120c1', '9b4573c4-01f4-4b83-998a-41ed3d61b081']",23,,,,,,,,,,,,,,,,Tunisia,777,00:01:23.361,Pass,True
,,,,,,,,,,,,,,,,,,0.957873,,,,,,,,,,aa7f5e61-6240-486c-b743-639f2bda371d,91,,,"[22.8, 3.4]",3920416,1,,,,,2.3561945,,Left Foot,,,"[17.8, 8.4]",Ground Pass,,7.071068,,,,,Aubrey Maphosa Modiba,65733.0,,,,,,1,Regular Play,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,4,South Africa,4976,"['212a8b19-4402-4cba-8b3b-8a2cc6e8f442', 'a5f81e77-47c9-4ff7-8c7e-0a555c913edd']",31,,,,,,,,,,,,,,,,South Africa,4976,00:01:31.662,Pass,True
,,,,,,,,,,,,,,,,,,1.498368,,,,,,,,,,aafff2d8-3792-44d1-9228-3dbd472a4315,94,,,"[17.8, 8.2]",3920416,1,,,,,0.030499015,,Left Foot,,,"[47.3, 9.1]",Low Pass,,29.513725,,,,,Percy Tau,29367.0,,,,,,1,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,4,South Africa,4976,['8f5e3d16-da77-4b96-b7ff-547354cbd7cf'],32,,,,,,,,,,,,,,,,South Africa,4976,00:01:32.636,Pass,
,,,,,,,,,,,,,,,,,,0.395838,,,,,,,,,,373065a1-c2c4-4251-85e9-5edb4c870911,98,,,"[46.6, 8.9]",3920416,1,,,,,1.7168086,,Right Foot,,,"[45.6, 15.7]",Ground Pass,,6.873136,,,,,Themba Zwane,65726.0,,,,,,1,Regular Play,Percy Tau,29367.0,Left Wing,4,South Africa,4976,"['b88a0bc2-7a7b-404c-98d8-9520070bf265', 'd7c8404f-da17-47da-8b72-836deabf3c76']",34,,,,,,,,,,,,,,,,South Africa,4976,00:01:34.768,Pass,True
,,,,,,,,,,,,,,,,,,2.136668,,,,,,,,,,51a1ad0f-a7de-439f-87b9-01217d1714d3,105,,,"[45.7, 14.4]",3920416,1,,,,,1.8140051,,Right Foot,,,"[42.4, 27.7]",Ground Pass,,13.703284,,,,,Teboho Mokoena,66716.0,,,,,,1,Regular Play,Themba Zwane,65726.0,Center Attacking Midfield,4,South Africa,4976,"['0f2671cf-6a32-4414-a914-572dc527ca2d', 'a6c5ea24-f505-4ebd-8ff1-241cdc6c4fc5']",35,,,,,,,,,,,,,,,,South Africa,4976,00:01:35.366,Pass,True
,,,,,,,,,,,,,,,,,,3.37215,,,,,,,,,,ae4d3d88-d1fe-478f-82dc-9c8c4866441f,108,,,"[47.5, 33.4]",3920416,1,,,,,0.15858671,,Right Foot,,,"[104.4, 42.5]",Low Pass,,57.623085,,,Incomplete,,,,,,Through Ball,True,,1,Regular Play,Teboho Mokoena,66716.0,Right Defensive Midfield,4,South Africa,4976,['21ff82d9-9403-488e-9e16-c382ffee6b7a'],38,,,,,,,,,,,,,,,,South Africa,4976,00:01:38.384,Pass,
,,,,,,,,,,,,,,,,,,1.491702,,,,,,,,,,29f8502f-00bb-4014-a8e0-b493ed973d91,111,,,"[15.2, 37.3]",3920416,1,,,,,-0.591439,,Right Foot,,,"[21.9, 32.8]",Ground Pass,,8.070935,,,,,Montassar Omar Talbi,32450.0,,,,,,1,Regular Play,Bechir Ben Said,136296.0,Goalkeeper,5,Tunisia,777,['a83c4f60-4f55-466e-8091-5ab936359c4e'],44,,,,,,,,,,,,,,,,Tunisia,777,00:01:44.204,Pass,
,,,,,,,,,,,,,,,,,,1.103989,,,,,,,,,,581212a7-6725-4ba1-92dc-37b3e35f9cbe,114,,,"[24.8, 29.4]",3920416,1,,,,,-0.29718083,,Right Foot,,,"[40.8, 24.5]",Ground Pass,,16.7335,,,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,Regular Play,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,['2d78d509-ce0a-4ccb-953b-64a35ba02bbd'],48,,,,,,,,,,,,,,,,Tunisia,777,00:01:48.222,Pass,
,,,,,,,,,,,,,,,,,,1.151639,,,,,,,,,,7504fd38-9b2a-4938-8980-70b14b26f87b,118,,,"[40.8, 24.5]",3920416,1,,,,,2.9874206,,Right Foot,,,"[26.0, 26.8]",Ground Pass,,14.97765,,,,,Montassar Omar Talbi,32450.0,,,,,,1,Regular Play,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,5,Tunisia,777,"['59d16a44-c23d-4cc7-a910-10563597d465', '93872573-62d4-4251-a3cd-3fd6d818a7be']",49,,,,,,,,,,,,,,,,Tunisia,777,00:01:49.525,Pass,True
,,,,,,,,,,,,,,,,,,2.419418,,,,,,,,,,95a4fe15-784f-49f9-a82a-00459ff38446,121,,,"[29.0, 27.8]",3920416,1,,,,,-0.62225926,,Right Foot,,,"[61.9, 4.2]",High Pass,,40.489136,,,Incomplete,,Ali Abdi,30681.0,,,,,,1,Regular Play,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,"['0b71b63c-df00-43c7-9248-b5f7f976d947', 'ed476576-c795-4a43-bbea-935e9d522bae']",52,,,,,,,,,,,,,,,,Tunisia,777,00:01:52.548,Pass,
,,,,,,,,,,,,,,,,,,1.407905,,,,,,,,,,920d9cd5-7c4a-4df5-8578-6b52d4ab728b,124,,,"[64.8, 0.1]",3920416,2,,True,,,0.7140907,,,,,"[73.8, 7.9]",Low Pass,,11.90966,,,,,Mohamed Elias Achouri,132461.0,,,,,Throw-in,1,From Throw In,Ali Abdi,30681.0,Left Back,6,Tunisia,777,['7c105008-d4d0-40ba-8293-a2685a2934f8'],1,,,,,,,,,,,,,,,,Tunisia,777,00:02:01.631,Pass,
,,,,,,,,,,,,,,,,,,1.135877,,,,,,,,,,355fe4dc-1e8e-4d4d-94f2-cc9bebbcc873,126,,,"[72.0, 7.9]",3920416,2,,,,,-2.8932068,,Right Foot,,,"[58.2, 4.4]",Ground Pass,,14.236924,,,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Left Wing,6,Tunisia,777,['f01b8eb9-9d35-4b75-b801-9ebf9be9c04c'],3,,,,,,,,,,,,,,,,Tunisia,777,00:02:03.846,Pass,
,,,,,,,,,,,,,,,,,,1.765531,,,,,,,,,,e4f9b88b-4da5-465f-80e8-6a1c958012d0,129,,,"[58.4, 7.6]",3920416,2,,,,,2.4801753,,Left Foot,,,"[39.9, 22.0]",Ground Pass,,23.443762,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,6,Tunisia,777,['648d6c1f-231b-47f0-a1ae-c86c6fc8ec6d'],7,,,,,,,,,,,,,,,,Tunisia,777,00:02:07.653,Pass,
,,,,,,,,,,,,,,,,,,1.000213,,,,,,,,,,22273eae-4656-46b8-845d-821ef43c789f,132,,,"[58.7, 17.0]",3920416,2,,,,,-1.801887,,Right Foot,,,"[55.9, 5.1]",Ground Pass,,12.224975,,,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Montassar Omar Talbi,32450.0,Left Center Back,6,Tunisia,777,['ba0cec23-1e3a-42ab-ab5a-8585574a7d39'],16,,,,,,,,,,,,,,,,Tunisia,777,00:02:16.649,Pass,
,,,,,,,,,,,,,,,,,,1.730318,,,,,,,,,,86da4b05-ecdf-4875-be48-a8e858fc80ed,135,,,"[55.9, 5.1]",3920416,2,,,,,0.3799178,,Right Foot,,,"[85.2, 16.8]",High Pass,,31.549643,,,,,Seifeddine Jaziri,68749.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,6,Tunisia,777,['51758729-2d14-43bc-997d-5494a38e08a2'],17,,,,,,,,,,,,,,,,Tunisia,777,00:02:17.729,Pass,
