50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.585841,,,,,,,,,,2fdf41fb-0fbe-47c6-b678-d291278e6509,18,,,"[8.0, 42.1]",3920400,0,,,,-0.6066051,,Right Foot,,,"[57.0, 8.1]",,High Pass,,59.64059,,,Ismail Jakobs,32915.0,,,,,,1,From Kick Off,Edouard Mendy,7379.0,Goalkeeper,2,Senegal,787,['507d754c-db64-4e44-aa22-621866e70408'],11,,,,,,,,,,,,,,,,,,Senegal,787,00:00:11.420,Pass,
,,,,,,,,,,,,,,,,,0.969573,,,,,,,,,,1edd3409-18c5-456d-bc33-31f9bfe9af2e,21,,,"[58.9, 8.1]",3920400,0,,,,0.55241895,,Left Foot,,,"[66.2, 12.6]",,Ground Pass,,8.575546,Incomplete,,Sadio Mané,3629.0,,,,,,1,From Kick Off,Ismail Jakobs,32915.0,Left Back,2,Senegal,787,"['c3cfa5b5-f684-43c1-b788-08c11d8c62a7', 'dd660fab-2ebb-4202-8512-5b5c6f541924']",14,,,,,,,,,,,,,,,,,,Senegal,787,00:00:14.165,Pass,
,,,,,,,,,,,,,,,,,2.094883,,,,,,,,,,c3cfa5b5-f684-43c1-b788-08c11d8c62a7,23,,,"[53.9, 67.5]",3920400,0,,,,-0.6178657,,Right Foot,,,"[69.8, 56.2]",,Low Pass,,19.506409,Incomplete,,André-Frank Zambo Anguissa,3141.0,,,,,Recovery,1,From Kick Off,Enzo Gianni Tchato Mbiayi,135043.0,Right Back,2,Senegal,787,"['1edd3409-18c5-456d-bc33-31f9bfe9af2e', '9a537163-57d5-44ce-94a1-474bc4374ea3', 'fbda25b7-e43b-4b39-87ee-ff7ed58200f8']",15,,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:15.135,Pass,
,,,,,,,,,,,,,,,,,4.251062,,,,,,,,,,9a537163-57d5-44ce-94a1-474bc4374ea3,26,,,"[50.3, 23.9]",3920400,0,,,,-0.49756673,,Right Foot,,,"[89.7, 2.5]",,High Pass,,44.836594,Unknown,,Sadio Mané,3629.0,,,,,Recovery,1,From Kick Off,Pape Matar Sarr,50498.0,Right Center Midfield,2,Senegal,787,"['3880648c-1e08-4f3b-88ac-d9111f731785', 'b0eec0fd-5320-4096-bd0d-eec55a7899e4', 'c3cfa5b5-f684-43c1-b788-08c11d8c62a7']",17,,,,,,,,,,,,,,,,,,Senegal,787,00:00:17.230,Pass,True
,,,,,,,,,,,,,,,,,2.076469,,,,,,,,,,df46a176-2ee2-4bae-99d1-f869e519ac24,31,,,"[30.8, 75.7]",3920400,0,True,,,-1.2565644,,Right Foot,,,"[34.7, 63.7]",,Ground Pass,,12.617845,,,Yvan Neyou Noupa,43073.0,,,,,Free Kick,1,From Free Kick,Enzo Gianni Tchato Mbiayi,135043.0,Right Back,3,Cameroon,2722,['b68d8fe4-1905-4802-9339-99de2ba10daa'],37,,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:37.167,Pass,
,,,,,,,,,,,,,,,,,2.32471,,,,,,,,,,33cd7b3f-4f52-43be-b066-f74db1282057,33,,,"[33.0, 60.3]",3920400,0,True,,,-0.069547094,,Right Foot,,,"[97.6, 55.8]",,High Pass,,64.756546,Incomplete,,,,,,,,,1,From Free Kick,Yvan Neyou Noupa,43073.0,Center Defensive Midfield,3,Cameroon,2722,['c2d267a8-a2c0-41ac-97e8-4ed17a19e792'],40,,,,,,,,,,,,,,,,,,Cameroon,2722,00:00:40.651,Pass,
,,,,,,,,,,,,,,,,,0.858553,,,,,,,,,,32501fb2-b9cb-49f3-905e-973502a57152,49,,,"[103.6, 75.2]",3920400,1,,,,-1.343107,,Right Foot,,,"[109.3, 50.6]",,Low Pass,,25.251732,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Midfield,4,Cameroon,2722,['5576d2b0-a3a6-4d53-9109-d580bfd4f664'],37,,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:37.176,Pass,
,,,,,,,,,,,,,,,,,1.157191,,,,,,,,,,67698f9e-23c8-47f2-b991-0e36d776d4fe,51,,,"[78.5, 53.9]",3920400,1,,,,0.34555557,,Head,,,"[86.0, 56.6]",,Low Pass,,7.971198,,,Olivier Michel Kemen,7355.0,,,,,Recovery,1,From Free Kick,Nouhou Tolo,13454.0,Left Back,4,Cameroon,2722,['36d9487c-6226-4bda-93eb-b1bf19fdb8d2'],42,,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:42.054,Pass,
,,,,,,,,,,,,,,,,,3.137441,,,,,,,,,,a6e95611-2568-47fc-b2fe-0a3317f44a49,55,,,"[88.2, 53.2]",3920400,1,,,,-0.009949921,,Right Foot,,,"[108.3, 53.0]",,High Pass,,20.100994,Incomplete,,,,,,,,,1,From Free Kick,Olivier Michel Kemen,7355.0,Right Center Midfield,4,Cameroon,2722,['f37b4f92-c04d-4a9b-bd80-218a9c776839'],43,,,,,,,,,,,,,,,,,,Cameroon,2722,00:01:43.270,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,b3399dcf-13d4-4505-8639-b1c39233b5e6,58,,,"[11.2, 24.7]",3920400,1,,,,-0.9025069,,Keeper Arm,,,"[26.2, 5.7]",,Ground Pass,,24.207438,,,Ismail Jakobs,32915.0,,,,,,1,Regular Play,Edouard Mendy,7379.0,Goalkeeper,5,Senegal,787,['c5a5ea35-e9f5-40d5-9675-d0abbac9e8dd'],47,,,,,,,,,,,,,,,,,,Senegal,787,00:01:47.222,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,4c826656-86d3-4455-8340-6ee65798ff17,61,,,"[33.6, 3.1]",3920400,1,,,,2.5168102,,Left Foot,,,"[23.2, 10.6]",,Ground Pass,,12.822247,,,Abdou Diallo,8553.0,,,,,,1,Regular Play,Ismail Jakobs,32915.0,Left Back,5,Senegal,787,['769ca4ba-e2a1-4faa-b89c-c2ceec0b1aee'],51,,,,,,,,,,,,,,,,,,Senegal,787,00:01:51.786,Pass,
,,,,,,,,,,,,,,,,,1.254269,,,,,,,,,,e4920ec0-caa3-4825-99a6-80de5239014e,64,,,"[26.8, 12.6]",3920400,1,,,,1.868991,,Left Foot,,,"[19.7, 35.7]",,Ground Pass,,24.166506,,,Pape Gueye,21026.0,,,,,,1,Regular Play,Abdou Diallo,8553.0,Left Center Back,5,Senegal,787,['b514b678-aa6a-4e4e-9d4e-14fa15f1b34a'],54,,,,,,,,,,,,,,,,,,Senegal,787,00:01:54.384,Pass,
,,,,,,,,,,,,,,,,,0.997529,,,,,,,,,,dd8fcb84-8564-46e1-b7e3-2e4cb424255f,67,,,"[19.7, 37.2]",3920400,1,,,,1.4089589,,Left Foot,,,"[22.1, 51.9]",,Ground Pass,,14.8946295,,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Pape Gueye,21026.0,Center Defensive Midfield,5,Senegal,787,['7866536a-bc1c-43fe-8726-7ef4ebc1e00b'],57,,,,,,,,,,,,,,,,,,Senegal,787,00:01:57.005,Pass,
,,,,,,,,,,,,,,,,,0.109305,,,,,,,,,,f4d8c472-e7e8-4e36-a332-65efaea6b993,77,,,"[114.1, 23.1]",3920400,2,,,,1.6839473,,Left Foot,,True,"[113.6, 27.5]",,Ground Pass,,4.428318,Incomplete,,Frank Magri,189348.0,,,,,,1,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Midfield,6,Cameroon,2722,"['0de9bc1f-0163-44cf-8d75-c5c13103ef18', '87ea6273-bef4-4323-a3b2-498ddb575c1e', '927473ce-8bd3-4ce7-85e3-6b4d77a01b53']",2,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:02.543,Pass,True
,,,,,,,,,,,,,,,,,1.657099,,,,,,,,,,ec8a424a-92ae-41b3-8096-ce4cc77d4014,80,,,"[120.0, 0.1]",3920400,2,True,,,2.493058,,Right Foot,,,"[101.0, 14.5]",,Ground Pass,,23.840302,,,Nouhou Tolo,13454.0,,,,,Corner,1,From Corner,Georges-Kévin Nkoudou Mbida,3639.0,Left Midfield,7,Cameroon,2722,['de23efde-f4b4-499e-8f8f-871a4e3267ec'],14,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:14.788,Pass,
,,,,,,,,,,,,,,,,,1.358039,,,,,,,,,,32878dbe-a801-4ecc-9880-0d211a452d10,82,,,"[98.0, 17.3]",3920400,2,,,,0.92071635,,Left Foot,True,,"[116.4, 41.5]",,High Pass,,30.400658,Incomplete,,Frank Magri,189348.0,,,,,,1,From Corner,Nouhou Tolo,13454.0,Left Back,7,Cameroon,2722,"['5e75f40b-53ed-48b3-9724-4abbd4930d4f', '95f8ef77-9cbe-4066-bff9-cee8d45f5709']",17,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:17.515,Pass,
,,,,,,,,,,,,,,,,,1.293689,,,,,,,,,,51debc7b-756f-463d-9c6a-97c1ed8a4a9d,88,,,"[80.5, 74.6]",3920400,2,,,,-0.9569067,,Right Foot,,,"[98.4, 49.2]",,High Pass,,31.073622,,,Frank Magri,189348.0,,,,,,1,From Corner,Nicolas Moumi Ngamaleu,16015.0,Right Midfield,7,Cameroon,2722,"['07e9b5aa-6c70-422c-84c8-c5c70ccbc561', '7e2303bb-476c-4b24-bca8-d98b1e0a77b6']",26,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:26.710,Pass,True
,,,,,,,,,,,,,,,,,0.518457,,,,,,,,,,badbe0ef-c277-4f8e-862f-8af3fab5edc2,93,,,"[20.2, 27.5]",3920400,2,,,,0.24497867,,Left Foot,,,"[26.2, 29.0]",,Ground Pass,,6.1846585,,,Pape Matar Sarr,50498.0,,,,,Recovery,1,Regular Play,Abdou Diallo,8553.0,Left Center Back,8,Senegal,787,['32946b84-d239-4e78-98ee-9114eaba5a3c'],28,,,,,,,,,,,,,,,,,,Senegal,787,00:02:28.889,Pass,
,,,,,,,,,,,,,,,,,0.600332,,,,,,,,,,8cf21356-27d6-4e4e-ad7b-b60f06a7c9f5,98,,,"[20.0, 36.3]",3920400,2,,,,2.1823933,,Right Foot,,,"[14.6, 44.0]",,Ground Pass,,9.404786,,,Krépin Diatta,20758.0,,,,,,1,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,8,Senegal,787,"['56aab780-9578-493a-88fa-666d7df8fd0d', 'fbbcd459-fd9e-4737-848e-7692f68fabad']",31,,,,,,,,,,,,,,,,,,Senegal,787,00:02:31.245,Pass,True
,,,,,,,,,,,,,,,,,0.955349,,,,,,,,,,bc1df684-9f80-45b7-bc6c-1f542a56b76a,102,,,"[24.2, 53.6]",3920400,2,,,,-0.084996514,,Right Foot,,,"[46.5, 51.7]",,Ground Pass,,22.380795,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Krépin Diatta,20758.0,Right Back,8,Senegal,787,['253b796d-df9a-4ed8-b324-0a486ca968a9'],33,,,,,,,,,,,,,,,,,,Senegal,787,00:02:33.933,Pass,
,,,,,,,,,,,,,,,,,3.760162,,,,,,,,,,da2103d1-8489-4b00-affa-b67e18a3b931,106,,,"[49.5, 53.6]",3920400,2,,,,0.104876935,,Right Foot,,,"[98.9, 58.8]",,Ground Pass,,49.67293,Incomplete,,Habibou Mouhamadou Diallo,18516.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Midfield,8,Senegal,787,"['4c87ccf4-88e8-4a5f-b6e2-9803d3e5d710', '58ac19bb-a287-4ff7-8da3-5a2d212940fa', '74519dc9-d711-4c83-9470-d3ddd7624d0a']",35,,,,,,,,,,,,,,,,,,Senegal,787,00:02:35.747,Pass,True
,,,,,,,,,,,,,,,,,1.99885,,,,,,,,,,4c87ccf4-88e8-4a5f-b6e2-9803d3e5d710,109,,,"[21.2, 21.3]",3920400,2,,,,2.1887236,,Right Foot,,,"[6.7, 41.7]",,Ground Pass,,25.028185,,,André Onana,8064.0,,,,,Recovery,1,Regular Play,Jean-Charles Castelletto,7426.0,Left Center Back,8,Senegal,787,"['33050c74-5550-4ac4-b72d-f492e56f6d6f', '5c84b8bb-32e9-4388-a758-a8c1e55870ef', 'da2103d1-8489-4b00-affa-b67e18a3b931']",39,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:39.508,Pass,True
,,,,,,,,,,,,,,,,,2.117568,,,,,,,,,,ac4b924e-dc52-432b-9022-f89b72a97f3e,113,,,"[5.6, 41.2]",3920400,2,,,,-1.1150615,,Right Foot,,,"[25.5, 0.6]",,Low Pass,,45.21471,Out,,Nouhou Tolo,13454.0,,True,,,,1,Regular Play,André Onana,8064.0,Goalkeeper,8,Senegal,787,['ced5039a-663e-461b-b1b5-64f1c1c8e7a0'],42,,,,,,,,,,,,,,,,,,Cameroon,2722,00:02:42.708,Pass,
,,,,,,,,,,,,,,,,,1.645761,,,,,,,,,,e9f5c647-729f-4652-8bdd-d8353fe46c4f,115,,,"[93.5, 80.0]",3920400,2,True,,,-2.502353,,,,,"[82.2, 71.6]",,Low Pass,,14.080128,,,Pape Matar Sarr,50498.0,,,,,Throw-in,1,From Throw In,Krépin Diatta,20758.0,Right Back,9,Senegal,787,['a3c50887-8c62-4e03-bfd5-89e89a8686d8'],55,,,,,,,,,,,,,,,,,,Senegal,787,00:02:55.671,Pass,
,,,,,,,,,,,,,,,,,1.65307,,,,,,,,,,542313c0-434d-4e8f-959b-b30ff5ce3fcb,118,,,"[76.0, 71.6]",3920400,2,,,,-2.8395665,,Right Foot,,,"[56.1, 65.4]",,Ground Pass,,20.843464,,,Kalidou Koulibaly,5675.0,,,,,,1,From Throw In,Pape Matar Sarr,50498.0,Right Center Midfield,9,Senegal,787,"['6bceb673-50bb-4eac-8481-33f649aa9eec', 'bcaf033e-be39-4172-b46a-b305ec70de30']",58,,,,,,,,,,,,,,,,,,Senegal,787,00:02:58.027,Pass,True
,,,,,,,,,,,,,,,,,1.366467,,,,,,,,,,883707c0-f51e-4953-a4fe-fcbd7bcaf11e,121,,,"[54.6, 66.2]",3920400,3,,,,-0.20963985,,Right Foot,,,"[68.7, 63.2]",,Ground Pass,,14.415617,,,Pape Gueye,21026.0,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Right Center Back,9,Senegal,787,['ec0b8d26-c31e-4991-aea3-3a0fdee74285'],0,,,,,,,,,,,,,,,,,,Senegal,787,00:03:00.217,Pass,
,,,,,,,,,,,,,,,,,1.3999,,,,,,,,,,8f59a07a-c7fe-423f-b946-f744e900e94c,125,,,"[71.7, 64.1]",3920400,3,,,,0.4413188,,Left Foot,,,"[88.0, 71.8]",,Ground Pass,,18.027203,,,Krépin Diatta,20758.0,,,,,,1,From Throw In,Pape Gueye,21026.0,Center Defensive Midfield,9,Senegal,787,"['27a805ba-7042-4e0b-a98d-d5fb73b087fa', 'b5aee90a-2a4e-4ae7-ae07-a846f7b5fcc4']",2,,,,,,,,,,,,,,,,,,Senegal,787,00:03:02.567,Pass,True
,,,,,,,,,,,,,,,,,1.388727,,,,,,,,,,a552fab7-1fc7-4649-9cde-a447717f3eb3,128,,,"[89.0, 71.6]",3920400,3,,,,-0.2947301,,Left Foot,,,"[100.2, 68.2]",,Ground Pass,,11.7046995,,,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Krépin Diatta,20758.0,Right Back,9,Senegal,787,['28c063e1-23da-4962-be4c-5e15deba985e'],4,,,,,,,,,,,,,,,,,,Senegal,787,00:03:04.171,Pass,
,,,,,,,,,,,,,,,,,0.883157,,,,,,,,,,fda2a5f3-0c0a-4b19-a494-8d9e684e6287,134,,,"[12.2, 11.7]",3920400,3,,,,1.1466019,,Left Foot,,,"[15.0, 17.9]",,Ground Pass,,6.8029404,,,Yvan Neyou Noupa,43073.0,,,,,Recovery,1,Regular Play,Nouhou Tolo,13454.0,Left Back,10,Cameroon,2722,['2e03890a-046f-438e-bbaf-23824375e944'],8,,,,,,,,,,,,,,,,,,Cameroon,2722,00:03:08.443,Pass,
,,,,,,,,,,,,,,,,,0.83883,,,,,,,,,,e055aa8e-b562-4589-988e-e7a2dfb84c67,137,,,"[14.8, 17.5]",3920400,3,,,,-2.440109,,Right Foot,,,"[9.0, 12.6]",,Ground Pass,,7.5927596,,,Jean-Charles Castelletto,7426.0,,,,,,1,Regular Play,Yvan Neyou Noupa,43073.0,Center Defensive Midfield,10,Cameroon,2722,['a4c415ec-46fa-4c9c-a7f1-302b883e4239'],9,,,,,,,,,,,,,,,,,,Cameroon,2722,00:03:09.407,Pass,
,,,,,,,,,,,,,,,,,3.211486,,,,,,,,,,0af593b8-2b7a-445e-9a87-804d0b71cffd,141,,,"[7.7, 6.2]",3920400,3,,,,0.09504352,,Left Foot,,,"[59.1, 11.1]",,High Pass,,51.633034,Incomplete,,Frank Magri,189348.0,,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Left Center Back,10,Cameroon,2722,"['06b4783d-e2d6-422e-a275-776bc5cc081e', '242259dc-29f1-4b4d-b988-e674b60dc26b', 'dc711d98-e250-45f4-9645-c9130c94df00']",13,,,,,,,,,,,,,,,,,,Cameroon,2722,00:03:13.161,Pass,True
,,,,,,,,,,,,,,,,,1.680419,,,,,,,,,,242259dc-29f1-4b4d-b988-e674b60dc26b,144,,,"[61.0, 69.0]",3920400,3,,,,0.6156199,,Right Foot,,,"[69.2, 74.8]",,High Pass,,10.043903,,,Pape Matar Sarr,50498.0,,,,,Recovery,1,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,11,Senegal,787,"['0af593b8-2b7a-445e-9a87-804d0b71cffd', '0c7ad654-31db-41c9-bedf-55b9ad379e86', 'c6b1f33c-20e7-4bfc-9ba8-c79e6d72f304']",16,,,,,,,,,,,,,,,,,,Senegal,787,00:03:16.373,Pass,True
