50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.254151,,,,,,,,,,,,,566000b5-2095-41bd-94e6-d68ae72f03ef,17,,"[43.0, 45.9]",3920385,0,,,,-1.5182133,,Right Foot,,"[44.1, 25.0]",,Ground Pass,,20.928926,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,2,Egypt,774,['13e111be-7052-449d-8ba4-a5f1001aacc8'],11,,,,,,,,,,,,,,,,,Egypt,774,00:00:11.431,Pass,
,,,,,,,,,,,,,,,,,,1.636353,,,,,,,,,,,,,ba387051-07d8-47c0-8efb-c6cc6fc97c17,20,,"[45.5, 24.2]",3920385,0,,,,-1.127348,,Right Foot,,"[55.0, 4.2]",,Ground Pass,,22.14159,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,,1,From Kick Off,Mohamed Abdel Monem,69563.0,Left Center Back,2,Egypt,774,['c62b4a10-0257-4eec-bb3c-5e79090f07ef'],13,,,,,,,,,,,,,,,,,Egypt,774,00:00:13.810,Pass,
,,,,,,,,,,,,,,,,,,1.369749,,,,,,,,,,,,,f725d949-c5ec-44de-8363-2d6c3e597b76,23,,"[55.0, 4.6]",3920385,0,,,,2.557614,,Left Foot,,"[43.5, 12.2]",,Ground Pass,,13.784411,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Kick Off,Mohamed Hamdy Sharaf,70835.0,Left Back,2,Egypt,774,['6a40803c-9c79-48c5-ab22-1e0ecc63b279'],16,,,,,,,,,,,,,,,,,Egypt,774,00:00:16.026,Pass,
,,,,,,,,,,,,,,,,,,2.161176,,,,,,,,,,,,,aa8cc630-5b3e-4e6f-ae5e-eb0fb8b5653c,26,,"[42.5, 15.9]",3920385,0,,,,1.7021935,,Left Foot,,"[39.5, 38.6]",,Ground Pass,,22.897379,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Kick Off,Mohamed Abdel Monem,69563.0,Left Center Back,2,Egypt,774,['74461953-670a-438e-9a4d-b8654dc05bff'],18,,,,,,,,,,,,,,,,,Egypt,774,00:00:18.838,Pass,
,,,,,,,,,,,,,,,,,,1.640035,,,,,,,,,,,,,00602e3b-d7c7-4073-83fd-66e8c478f68f,29,,"[38.8, 46.1]",3920385,0,,,,1.4637157,,Right Foot,,"[42.1, 76.8]",,Ground Pass,,30.876852,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,2,Egypt,774,['5f100128-e593-4988-bd73-3f01e121f789'],22,,,,,,,,,,,,,,,,,Egypt,774,00:00:22.693,Pass,
,,,,,,,,,,,,,,,,,,1.76994,,,,,,,,,,,,,4beba33d-3a91-4c0d-8c40-d5232e2ef80f,32,,"[40.5, 74.0]",3920385,0,,,,-2.3624055,,Right Foot,,"[24.3, 58.0]",,Ground Pass,,22.769278,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Kick Off,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,2,Egypt,774,['e1d1d130-1054-4b10-9001-d14ef7824ae6'],26,,,,,,,,,,,,,,,,,Egypt,774,00:00:26.713,Pass,
,,,,,,,,,,,,,,,,,,2.172087,,,,,,,,,,,,,f022cb15-3f6e-4cff-b987-40c925dbb517,35,,"[34.4, 53.2]",3920385,0,,,,-1.7177554,,Right Foot,,"[29.9, 22.8]",,Ground Pass,,30.731255,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,2,Egypt,774,['8d383543-1fc6-44f8-a0f5-1db556285af7'],31,,,,,,,,,,,,,,,,,Egypt,774,00:00:31.856,Pass,
,,,,,,,,,,,,,,,,,,1.511116,,,,,,,,,,,,,c9e943bc-b87f-4030-9104-b654f170ea83,38,,"[33.2, 22.2]",3920385,0,,,,-0.9119903,,Left Foot,,"[45.2, 6.7]",,Ground Pass,,19.602295,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,,1,From Kick Off,Mohamed Abdel Monem,69563.0,Left Center Back,2,Egypt,774,['fdd08abb-5adc-4c42-a1d3-8b6c17e63cad'],35,,,,,,,,,,,,,,,,,Egypt,774,00:00:35.427,Pass,
,,,,,,,,,,,,,,,,,,0.861732,,,,,,,,,,,,,2fe83eed-b138-484d-a394-20b165b85ffe,41,,"[50.0, 8.0]",3920385,0,,,,0.7695265,,Right Foot,,"[59.6, 17.3]",,Ground Pass,,13.366002,,,,Mostafa Mohamed Ahmed Abdallah,66886.0,,,,,,,1,From Kick Off,Mohamed Hamdy Sharaf,70835.0,Left Back,2,Egypt,774,['dde9573c-745d-4b2d-9467-a1214e5af4d0'],41,,,,,,,,,,,,,,,,,Egypt,774,00:00:41.054,Pass,
,,,,,,,,,,,,,,,,,,1.494104,,,,,,,,,,,,,d61af651-f40c-4c69-9937-ceab4b89943c,43,,"[58.5, 17.3]",3920385,0,,,,2.8940856,,Right Foot,,"[39.9, 22.0]",,Ground Pass,,19.18463,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Kick Off,Mostafa Mohamed Ahmed Abdallah,66886.0,Center Forward,2,Egypt,774,['c04f2fd5-ecae-4b33-bf63-237105587694'],41,,,,,,,,,,,,,,,,,Egypt,774,00:00:41.916,Pass,
,,,,,,,,,,,,,,,,,,2.25479,,,,,,,,,,,,,15cb43fb-72b2-4834-9876-5efbf4d302ba,46,,"[38.1, 25.2]",3920385,0,,,,1.4239732,,Right Foot,,"[42.3, 53.6]",,Ground Pass,,28.708883,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Kick Off,Mohamed Abdel Monem,69563.0,Left Center Back,2,Egypt,774,['3972845f-78fa-4410-8e6e-8b4dea48df1c'],44,,,,,,,,,,,,,,,,,Egypt,774,00:00:44.544,Pass,
,,,,,,,,,,,,,,,,,,2.052133,,,,,,,,,,,,,8ba18d80-3f8f-477b-845b-1922f70a5e75,49,,"[42.3, 62.6]",3920385,0,,,,-0.4918092,,Right Foot,,"[73.1, 46.1]",,High Pass,,34.941235,,Incomplete,,Mohamed Salah,3531.0,,,,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,2,Egypt,774,"['4c7ad097-ee52-4e08-84e7-645bf208c610', 'ce77cb3a-39fd-4275-93d0-f4af811bc638']",48,,,,,,,,,,,,,,,,,Egypt,774,00:00:48.672,Pass,
,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,cdb2fb23-cc1f-46ab-84f1-3d3fbe39c07a,58,,"[42.8, 77.3]",3920385,1,,,,-2.9696949,,Left Foot,,"[28.4, 74.8]",,Ground Pass,,14.615403,,,,Domingos João Macandza,389641.0,,,,,,,1,Regular Play,Witiness Chimoio João Quembo,10865.0,Right Midfield,3,Mozambique,4978,['e96900d5-c588-4097-ac36-7cccf4b45611'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:00.298,Pass,
,,,,,,,,,,,,,,,,,,1.122213,,,,,,,,,,,,,623ce3db-22de-4e61-95d4-33205950b1e9,61,,"[28.4, 74.8]",3920385,1,,,,-2.263603,,Right Foot,,"[15.7, 59.5]",,Ground Pass,,19.884165,,,,Edson André Sitoe,3250.0,,,,,,,1,Regular Play,Domingos João Macandza,389641.0,Right Back,3,Mozambique,4978,['431c8ee2-9666-44d0-9b00-0bdf4594ff5c'],2,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:02.818,Pass,
,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,5a15ecc2-85e3-4454-aa42-77826fd983d4,65,,"[14.5, 58.7]",3920385,1,,,,-2.0285733,,Right Foot,,"[4.4, 38.2]",,Ground Pass,,22.853008,,,,Ernan Alberto Siluane,136064.0,,,,,,,1,Regular Play,Edson André Sitoe,3250.0,Right Center Back,3,Mozambique,4978,['64400f35-92d1-4877-baf6-7209f430c3c6'],5,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:05.061,Pass,
,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,55ddb62d-84c6-4fe9-bb38-a02da29da1ec,68,,"[4.9, 36.2]",3920385,1,,,,-1.2120256,,Right Foot,,"[14.5, 10.6]",,Ground Pass,,27.340813,,,,Edmilson Gabriel Dove,65742.0,,,,,,,1,Regular Play,Ernan Alberto Siluane,136064.0,Goalkeeper,3,Mozambique,4978,['5dd7a3df-3e52-4808-87d1-d4d036c990be'],8,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:08.461,Pass,
,,,,,,,,,,,,,,,,,,1.886097,,,,,,,,,,,,,071d9f63-f37c-4663-b5d7-b69c84df65c6,71,,"[5.6, 7.7]",3920385,1,,,,0.473126,,Left Foot,,"[47.6, 29.2]",,High Pass,,47.183155,,Incomplete,,Stanley Ratifo,127547.0,,,,,,,1,Regular Play,Edmilson Gabriel Dove,65742.0,Left Center Back,3,Mozambique,4978,"['6a600287-5c88-448f-b7f3-606d60c9ee62', 'aeae6fc3-0463-4501-b2ac-af72525eb53e']",14,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:14.261,Pass,
,,,,,,,,,,,,,,,,,,1.632009,,,,,,,,,,,,,199164d8-9000-4bba-b250-df752cc5cfd1,75,,"[71.4, 49.6]",3920385,1,,,,-1.0823447,,Left Foot,,"[82.4, 28.9]",,Ground Pass,,23.441202,,,,Mahmoud Ibrahim Hassan,5261.0,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,4,Egypt,774,['e2702153-fb5c-4068-8cb3-4a240b83f364'],17,,,,,,,,,,,,,,,,,Egypt,774,00:01:17.294,Pass,
,,,,,,,,,,,,,,,,,,1.501161,,,,,,,,,,,,,86514c55-12e8-4e47-8206-ccd50f2a76be,79,,"[83.5, 26.3]",3920385,1,,,,-1.8670747,,Right Foot,,"[77.7, 7.3]",,Ground Pass,,19.865547,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,,1,Regular Play,Mahmoud Ibrahim Hassan,5261.0,Left Wing,4,Egypt,774,"['4b5a6e31-5c32-4ea5-a0c4-a62a8617db66', '7a0bfaed-1d41-45b9-93cb-e7d2be781f2d']",19,,,,,,,,,,,,,,,,,Egypt,774,00:01:19.683,Pass,True
,,,,,,,,,,,,,,,,,,1.907475,,,,,,,,,,,,,cc48da7b-42fa-41aa-b2c4-4ce08ef9ebca,82,,"[83.3, 8.7]",3920385,1,,,,0.28819,,Left Foot,,"[108.6, 16.2]",,Ground Pass,,26.388254,,,,Mahmoud Ibrahim Hassan,5261.0,,,,,,,1,Regular Play,Mohamed Hamdy Sharaf,70835.0,Left Back,4,Egypt,774,['cf9bacba-49c1-4b49-9847-a914304c52c0'],22,,,,,,,,,,,,,,,,,Egypt,774,00:01:22.835,Pass,
,,,,,,,,,,,,,,,,,,1.173047,,,,,,,,,,,,,a450c3af-b559-464f-911a-149558917f1d,85,,"[111.9, 8.7]",3920385,1,,,,-2.5069408,,Right Foot,,"[102.8, 2.0]",,Ground Pass,,11.300443,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,,1,Regular Play,Mahmoud Ibrahim Hassan,5261.0,Left Wing,4,Egypt,774,['1f62573d-3b45-41c0-8cc5-48802074d8b8'],26,,,,,,,,,,,,,,,,,Egypt,774,00:01:26.531,Pass,
,,,,,,,,,,,,,,,,,,1.296816,,,,,,,,,,,,,83be6b99-9f7b-4b29-83e2-aa2da3ea25d1,88,,"[102.8, 2.0]",3920385,1,,,,1.4962223,,Left Foot,True,"[105.4, 36.8]",,High Pass,,34.89699,,,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Mohamed Hamdy Sharaf,70835.0,Left Back,4,Egypt,774,['70408484-cde3-49e8-a1d8-570a7208ebd2'],27,,,,,,,,,,,,,,,,,Egypt,774,00:01:27.752,Pass,
,,,,,,,,,,,,,,,,,,2.439998,,,,,,,,,,,,,d4d5683f-5972-43c8-9dd1-4d799e7ee712,98,,"[61.0, 40.1]",3920385,2,True,,,2.595657,,Right Foot,,"[42.4, 51.4]",,Ground Pass,,21.763502,,,,Edson André Sitoe,3250.0,,,,,,Kick Off,1,From Kick Off,Stanley Ratifo,127547.0,Center Forward,5,Mozambique,4978,['f76d69df-695c-49f0-ad9a-e94c113823df'],42,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:42.568,Pass,
,,,,,,,,,,,,,,,,,,3.119995,,,,,,,,,,,,,8c9369a5-cb06-4c84-9048-ef2a53fe597b,100,,"[33.1, 54.9]",3920385,2,,,,-2.7449274,,Left Foot,,"[6.6, 43.8]",,Ground Pass,,28.73082,,,,Ernan Alberto Siluane,136064.0,,,,,,,1,From Kick Off,Edson André Sitoe,3250.0,Right Center Back,5,Mozambique,4978,['4c0266ff-7c43-4a76-a07b-b630bfbe3ff7'],45,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:45.271,Pass,
,,,,,,,,,,,,,,,,,,2.559982,,,,,,,,,,,,,b76ebd3a-6d4f-4d8f-836f-d6a00fa46975,103,,"[12.4, 42.9]",3920385,2,,,,-0.6602282,,Right Foot,,"[63.4, 3.3]",,High Pass,,64.56903,,,,Gildo Lourenço Vilanculos,106068.0,,,,,,,1,From Kick Off,Ernan Alberto Siluane,136064.0,Goalkeeper,5,Mozambique,4978,['e109a7b4-be6f-4970-ac81-8d35f912b4e9'],52,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:52.351,Pass,
,,,,,,,,,,,,,,,,,,1.999989,,,,,,,,,,,,,80530f30-993e-4d79-8e03-634867f876d0,105,,"[63.4, 3.3]",3920385,2,,,,0.53418255,,Head,,"[77.6, 11.7]",,High Pass,,16.498486,,Pass Offside,,Elias Gaspar Pelembe,106074.0,,,,,,,1,From Kick Off,Gildo Lourenço Vilanculos,106068.0,Left Midfield,5,Mozambique,4978,['21e27499-f9e2-404e-a049-27479eeb98f4'],54,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:54.991,Pass,
,,,,,,,,,,,,,,,,,,4.263273,,,,,,,,,,,,,29517464-d2ca-413d-a77c-21d4f7552347,107,,"[42.5, 68.9]",3920385,3,True,,,-1.6110971,,Right Foot,,"[41.5, 44.1]",,Ground Pass,,24.820152,,,,Mohamed Abdel Monem,69563.0,,,,,,Free Kick,1,From Free Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,6,Egypt,774,['e82d9124-2eb2-496f-82df-f5b2d3af0572'],8,,,,,,,,,,,,,,,,,Egypt,774,00:03:08.446,Pass,
,,,,,,,,,,,,,,,,,,0.378106,,,,,,,,,,,,,dd893328-dc77-4607-ae75-8334535137f0,109,,"[42.3, 39.0]",3920385,3,True,,,-1.2418344,,Left Foot,,"[50.8, 14.1]",,Ground Pass,,26.310835,,,,Hamdi Fathi,66887.0,,,,,,,1,From Free Kick,Mohamed Abdel Monem,69563.0,Left Center Back,6,Egypt,774,['25faee7f-5544-414a-a881-6cf8974ed027'],12,,,,,,,,,,,,,,,,,Egypt,774,00:03:12.892,Pass,
,,,,,,,,,,,,,,,,,,0.85709,,,,,,,,,,,,,1bf7e74b-c0bc-433b-8dd7-452d26471f17,111,,"[50.3, 13.9]",3920385,3,,,,-0.13255154,,Right Foot,,"[59.3, 12.7]",,Ground Pass,,9.079648,,,,Mahmoud Ibrahim Hassan,5261.0,,,,,,,1,From Free Kick,Hamdi Fathi,66887.0,Left Defensive Midfield,6,Egypt,774,['3980e2fa-79e4-4828-88c7-9316a38c52de'],15,,,,,,,,,,,,,,,,,Egypt,774,00:03:15.708,Pass,
,,,,,,,,,,,,,,,,,,1.126259,,,,,,,,,,,,,ea8a62ef-dd24-4ccd-98fc-cd15d4ea6224,113,,"[59.7, 12.9]",3920385,3,,,,-2.629203,,Right Foot,,"[48.5, 6.6]",,Ground Pass,,12.850292,,,,Hamdi Fathi,66887.0,,,,,,,1,From Free Kick,Mahmoud Ibrahim Hassan,5261.0,Left Wing,6,Egypt,774,['e343af8a-edd5-4317-b07c-42c5d166cae1'],16,,,,,,,,,,,,,,,,,Egypt,774,00:03:16.566,Pass,
,,,,,,,,,,,,,,,,,,1.376915,,,,,,,,,,,,,1cfe381e-3df3-4d15-b2a0-afc6b08aa9ae,117,,"[42.7, 6.9]",3920385,3,,,,2.1204383,,Right Foot,,"[35.9, 18.0]",,Ground Pass,,13.017296,,,,Mohamed Abdel Monem,69563.0,,,,,,,1,From Free Kick,Hamdi Fathi,66887.0,Left Defensive Midfield,6,Egypt,774,['2a7e4d78-e462-4855-a6c9-243000c470ff'],20,,,,,,,,,,,,,,,,,Egypt,774,00:03:20.545,Pass,
,,,,,,,,,,,,,,,,,,1.531297,,,,,,,,,,,,,0a75b32f-6937-4471-b338-090499dd0842,120,,"[36.2, 33.2]",3920385,3,,,,1.3389882,,Right Foot,,"[41.7, 56.5]",,Ground Pass,,23.940342,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Free Kick,Mohamed Abdel Monem,69563.0,Left Center Back,6,Egypt,774,['7a50ef1c-c06b-4948-a219-9dcea71dc3c5'],24,,,,,,,,,,,,,,,,,Egypt,774,00:03:24.023,Pass,
