50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6df8ff09-5347-492e-b56b-907ad197126a,1,,,3920388,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Senegal,787,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 20758, 'name': 'Krépin Diatta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3198, 'name': 'Moussa Niakhate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8553, 'name': 'Abdou Diallo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 392153, 'name': 'Lamine Camara'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 18516, 'name': 'Habibou Mouhamadou Diallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Senegal,787,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a39b3fa0-9aab-4770-8bf2-0928a36b3d28,2,,,3920388,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Senegal,787,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 185579, 'name': 'Baboucarr Gaye'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 3417, 'name': 'Saidy Janko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 35689, 'name': 'James Gomez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 12498, 'name': 'Omar Colley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 29816, 'name': 'Ibou Touray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4696, 'name': 'Ebou Adams'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 28212, 'name': 'Alasana Manneh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 50501, 'name': 'Ebrima Darboe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 307271, 'name': 'Yankuba Minteh'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 6988, 'name': 'Musa Barrow'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 50938, 'name': 'Ali Sowe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Gambia,4934,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0485e903-f267-4225-945d-0011738d5cff,3,,,3920388,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Senegal,787,['13cc94e9-3771-4c98-a355-75cd002aed31'],0,,,,,,,,,,,,,,,,,Gambia,4934,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,13cc94e9-3771-4c98-a355-75cd002aed31,4,,,3920388,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Senegal,787,['0485e903-f267-4225-945d-0011738d5cff'],0,,,,,,,,,,,,,,,,,Senegal,787,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05d5d841-ac68-4409-aeeb-160fe29e19b6,1610,,,3920388,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Senegal,787,['2d506674-dd3d-4495-a838-27f42ea2f973'],0,,,,,,,,,,,,,,,,,Senegal,787,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d506674-dd3d-4495-a838-27f42ea2f973,1611,,,3920388,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Senegal,787,['05d5d841-ac68-4409-aeeb-160fe29e19b6'],0,,,,,,,,,,,,,,,,,Gambia,4934,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.218238,,,,,,,,,,,,,7374646f-dab7-4818-969d-91ef62bfc400,5,,"[60.0, 40.0]",3920388,0,,,,,-2.878598,,Right Foot,,,"[44.4, 35.8]",,Ground Pass,,16.155495,,,Abdou Diallo,8553.0,,,,,,Kick Off,1,From Kick Off,Habibou Mouhamadou Diallo,18516.0,Center Forward,2,Senegal,787,['ba6d5a40-a2b4-4e95-abc7-4d7d8d040f5b'],0,,,,,,,,,,,,,,,,,Senegal,787,00:00:00.584,Pass,
,,,,,,,,,,,,,,,1.026283,,,,,,,,,,,,,1479c26d-37d0-4be9-b738-81b0f57f0a66,8,,"[43.9, 35.5]",3920388,0,,,,,-1.0053124,,Left Foot,,,"[47.2, 30.3]",,Ground Pass,,6.158734,,,Pape Gueye,21026.0,,,,,,,1,From Kick Off,Abdou Diallo,8553.0,Center Defensive Midfield,2,Senegal,787,['b5521fc3-640e-4928-871b-3ffb39d345d3'],1,,,,,,,,,,,,,,,,,Senegal,787,00:00:01.865,Pass,
,,,,,,,,,,,,,,,0.981382,,,,,,,,,,,,,83d25121-ae37-429e-80f4-83308627e5d4,11,,"[47.2, 30.0]",3920388,0,,,,,1.6929129,,Left Foot,,,"[44.5, 52.0]",,Ground Pass,,22.165062,,,Lamine Camara,392153.0,,,,,,,1,From Kick Off,Pape Gueye,21026.0,Left Center Midfield,2,Senegal,787,['d7101384-cc91-4643-9d1e-cd2ac8d2f4b9'],4,,,,,,,,,,,,,,,,,Senegal,787,00:00:04.165,Pass,
,,,,,,,,,,,,,,,1.559692,,,,,,,,,,,,,b2678f68-ff15-418d-9aa6-402dd1d52f2a,14,,"[45.6, 56.3]",3920388,0,,,,,1.127348,,Left Foot,,,"[55.1, 76.3]",,Ground Pass,,22.14159,,,Krépin Diatta,20758.0,,,,,,,1,From Kick Off,Lamine Camara,392153.0,Right Center Midfield,2,Senegal,787,['266487b7-060f-43de-a631-3bea7ea32631'],6,,,,,,,,,,,,,,,,,Senegal,787,00:00:06.343,Pass,
,,,,,,,,,,,,,,,1.086031,,,,,,,,,,,,,717792f8-af2c-4e46-a7ae-2d8c4d879200,17,,"[54.1, 75.8]",3920388,0,,,,,-1.9841267,,Right Foot,,,"[46.6, 58.7]",,Ground Pass,,18.67244,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Kick Off,Krépin Diatta,20758.0,Right Back,2,Senegal,787,['ea80799e-0447-4ace-8a45-3c996e1fd57a'],9,,,,,,,,,,,,,,,,,Senegal,787,00:00:09.044,Pass,
,,,,,,,,,,,,,,,1.330505,,,,,,,,,,,,,5432499e-e378-44bf-827f-4cdee672b40a,20,,"[49.2, 59.4]",3920388,0,,,,,-1.796984,,Right Foot,,,"[43.7, 35.5]",,Ground Pass,,24.524681,,,Moussa Niakhate,3198.0,,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Right Center Back,2,Senegal,787,['cf043589-8bfe-436d-9e18-33d246d5d18b'],11,,,,,,,,,,,,,,,,,Senegal,787,00:00:11.814,Pass,
,,,,,,,,,,,,,,,1.810356,,,,,,,,,,,,,e469f15c-7a98-44cf-972a-091ab7e6b439,23,,"[48.3, 30.9]",3920388,0,,,,,-1.0753746,,Left Foot,,,"[57.0, 14.8]",,Ground Pass,,18.300274,,,Pape Gueye,21026.0,,,,,,,1,From Kick Off,Moussa Niakhate,3198.0,Left Center Back,2,Senegal,787,['8c01feda-4edc-4a32-8e74-28e32d6c5cea'],14,,,,,,,,,,,,,,,,,Senegal,787,00:00:14.204,Pass,
,,,,,,,,,,,,,,,0.580398,,,,,,,,,,,,,ef9fd0d8-74d0-4453-846b-55d39c00fec9,26,,"[64.1, 9.3]",3920388,0,,,,,1.3782947,,Left Foot,,,"[66.4, 21.1]",,Ground Pass,,12.022063,,,Abdou Diallo,8553.0,,,,,,,1,From Kick Off,Pape Gueye,21026.0,Left Center Midfield,2,Senegal,787,['ccfc6bdc-8220-4fa9-a50c-273f35d92c9e'],17,,,,,,,,,,,,,,,,,Senegal,787,00:00:17.130,Pass,
,,,,,,,,,,,,,,,0.671069,,,,,,,,,,,,,4c2d57d3-ff32-4c8c-a74e-5124563c91e6,28,,"[66.4, 21.1]",3920388,0,,,,,-1.7561443,,Left Foot,,,"[64.9, 13.1]",,Ground Pass,,8.13941,,,Pape Gueye,21026.0,,,,,,,1,From Kick Off,Abdou Diallo,8553.0,Center Defensive Midfield,2,Senegal,787,['65d7516e-84ff-4aa7-a3e5-19469bff664a'],17,,,,,,,,,,,,,,,,,Senegal,787,00:00:17.711,Pass,
,,,,,,,,,,,,,,,1.346574,,,,,,,,,,,,,bb496243-54a2-4777-9e26-f8881ca80c23,31,,"[64.9, 13.1]",3920388,0,,,,,2.543677,,Right Foot,,,"[46.4, 25.7]",,Ground Pass,,22.383253,,,Abdou Diallo,8553.0,,,,,,,1,From Kick Off,Pape Gueye,21026.0,Left Center Midfield,2,Senegal,787,['de5c915e-9d96-4b5b-8d74-a06b59e14dd5'],19,,,,,,,,,,,,,,,,,Senegal,787,00:00:19.170,Pass,
,,,,,,,,,,,,,,,1.641576,,,,,,,,,,,,,3f59d71f-1fd7-4e24-a365-c8d91d2b29dc,34,,"[46.4, 25.7]",3920388,0,,,,,1.1564447,,Left Foot,,,"[55.9, 47.3]",,Ground Pass,,23.596823,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Kick Off,Abdou Diallo,8553.0,Center Defensive Midfield,2,Senegal,787,['10b8929c-02c3-43de-8017-545b33b2aa9b'],21,,,,,,,,,,,,,,,,,Senegal,787,00:00:21.523,Pass,
,,,,,,,,,,,,,,,1.740292,,,,,,,,,,,,,4623fe93-5e50-437b-8b6c-d965bd84eaf9,37,,"[54.9, 47.0]",3920388,0,,,,,-0.5036635,,Right Foot,,,"[97.0, 23.8]",,High Pass,,48.06922,,Incomplete,Sadio Mané,3629.0,,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Right Center Back,2,Senegal,787,"['1cf28459-7f6a-46e1-bcdb-0298ea984716', '98fffb39-9140-4086-b6f4-f6ca14fa49f4']",24,,,,,,,,,,,,,,,,,Senegal,787,00:00:24.547,Pass,
,,,,,,,,,,,,,,,0.98751,,,,,,,,,,,,,63433741-3f4b-4a87-a28b-1e03b368a460,42,,"[33.6, 56.8]",3920388,0,,,,,0.80713385,,Left Foot,,,"[42.6, 66.2]",,Ground Pass,,13.013839,,,Yankuba Minteh,307271.0,,,,,,,1,Regular Play,Alasana Manneh,28212.0,Right Center Midfield,3,Gambia,4934,['cca4aa6d-a016-4747-851c-4a1c4ad83738'],28,,,,,,,,,,,,,,,,,Gambia,4934,00:00:28.086,Pass,
,,,,,,,,,,,,,,,3.0028,,,,,,,,,,,,,c7b9bc09-2958-4fd2-8fa8-674f30aaa160,48,,"[48.1, 74.0]",3920388,0,,True,,,-0.17764412,,Right Foot,,,"[99.9, 64.7]",,High Pass,,52.628223,,,Musa Barrow,6988.0,,,,,,Free Kick,1,From Free Kick,Alasana Manneh,28212.0,Right Center Midfield,4,Gambia,4934,['2981e3a2-3f10-4ae2-b7fb-9df7befb9527'],37,,,,,,,,,,,,,,,,,Gambia,4934,00:00:37.698,Pass,
,,,,,,,,,,,,,,,1.434602,,,,,,,,,,,,,2f41e84e-1aec-4a13-b8b6-9900684b940c,50,,"[104.8, 61.8]",3920388,0,,,,,-2.4476814,451cb56f-2be6-4115-84e9-e19a2d260879,Right Foot,,,"[92.9, 51.9]",,Ground Pass,,15.479664,,,Alasana Manneh,28212.0,True,,,,,,1,From Free Kick,Musa Barrow,6988.0,Left Attacking Midfield,4,Gambia,4934,['c92825c5-b207-4f3c-97b3-49a8c2b9ad60'],45,,,,,,,,,,,,,,,,,Gambia,4934,00:00:45.027,Pass,
,,,,,,,,,,,,,,,0.06445,,,,,,,,,,,,,bf0fa63c-b04c-4bf0-b628-5835b8241971,60,,"[2.1, 9.1]",3920388,0,,,,,-0.32175055,,Left Foot,,,"[4.8, 8.2]",,Low Pass,,2.8460498,,Incomplete,Ismail Jakobs,32915.0,,,,,,,1,Regular Play,Moussa Niakhate,3198.0,Left Center Back,5,Senegal,787,"['7ad1c0bd-bdf1-48b0-87e8-948e20d07a41', '9d9f8592-ed77-483f-86a4-e4c38da5be93']",55,,,,,,,,,,,,,,,,,Senegal,787,00:00:55.796,Pass,
