50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,56161ccf-adf1-4264-87ae-4f354378c24c,1,,,,3920395,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Congo DR,4881,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 35413, 'name': 'Lionel Mpasi-Nzau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30193, 'name': 'Gedeon Kalulu Kyatengwa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 105946, 'name': 'Henoc Inonga Baka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3587, 'name': 'Arthur Masuaku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 28415, 'name': 'Charles Pickel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7294, 'name': 'Yoane Wissa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Congo DR,4881,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1d338e72-7bc2-4626-9f03-2ee7e4e74082,2,,,,3920395,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Congo DR,4881,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 389156, 'name': 'Tresford Lawrence Mulenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 108291, 'name': 'Tandi Mwape'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 47979, 'name': 'Frankie Musonda'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 68505, 'name': 'Roderick Kabwe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 151066, 'name': 'Kelvin Kapumbu'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 23420, 'name': 'Lubambo Musonda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 44402, 'name': 'Kings Kangwa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 23260, 'name': 'Emmanuel Justine Rabby Banda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 23708, 'name': 'Fashion Sakala'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8785, 'name': 'Patson Daka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Zambia,4963,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,49ab1e57-d9e8-4384-a92e-7ef97ea952d4,3,,,,3920395,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Congo DR,4881,['bc229444-049c-4ff2-b270-1da12de964f5'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bc229444-049c-4ff2-b270-1da12de964f5,4,,,,3920395,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Congo DR,4881,['49ab1e57-d9e8-4384-a92e-7ef97ea952d4'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,876f96e4-5816-46e8-bf11-c1a70a0350e3,1650,,,,3920395,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Congo DR,4881,['0487cbe7-1e79-4875-8ba5-4440205da1dc'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0487cbe7-1e79-4875-8ba5-4440205da1dc,1651,,,,3920395,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Congo DR,4881,['876f96e4-5816-46e8-bf11-c1a70a0350e3'],0,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.945724,,,,,,,,,,,,18bb623b-f25b-453f-965b-bc51de0e7cde,5,,,"[61.0, 40.1]",3920395,0,,,,,-2.8107789,,Right Foot,,,,"[51.1, 36.7]",,Ground Pass,,10.467569,,,,Emmanuel Justine Rabby Banda,23260.0,,,,,Kick Off,1,From Kick Off,Patson Daka,8785.0,Center Forward,2,Zambia,4963,['7c9de99e-5035-4a0e-b453-a36713c8c4d2'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.531,Pass,
,,,,,,,,,,,,,,,,,,1.692291,,,,,,,,,,,,0a86d77c-0476-4448-906f-78724af59386,8,,,"[51.4, 34.5]",3920395,0,,,,,-1.3915561,,Left Foot,,,,"[56.6, 5.8]",,Ground Pass,,29.167276,,,,Fashion Sakala,23708.0,,,,,,1,From Kick Off,Emmanuel Justine Rabby Banda,23260.0,Left Center Midfield,2,Zambia,4963,['26d99e33-bb74-4405-a20f-61baa632e646'],2,,,,,,,,,,,,,,,,,Zambia,4963,00:00:02.269,Pass,
,,,,,,,,,,,,,,,,,,1.400725,,,,,,,,,,,,5911f0d5-8329-45c6-a414-4cd6838310bd,11,,,"[56.6, 5.2]",3920395,0,,,,,3.0698206,,Right Foot,,,,"[41.3, 6.3]",,Ground Pass,,15.339492,,,,Roderick Kabwe,68505.0,,,,,,1,From Kick Off,Fashion Sakala,23708.0,Left Midfield,2,Zambia,4963,['37ba45bf-c9fa-4a47-b556-602d65d1f7f1'],5,,,,,,,,,,,,,,,,,Zambia,4963,00:00:05.504,Pass,
,,,,,,,,,,,,,,,,,,1.632431,,,,,,,,,,,,d20f6428-4aaf-447c-a92f-7e28d3d0170e,14,,,"[41.3, 6.6]",3920395,0,,,,,2.4688652,,Left Foot,,,,"[23.1, 21.1]",,Ground Pass,,23.269938,,,,Frankie Musonda,47979.0,,,,,,1,From Kick Off,Roderick Kabwe,68505.0,Left Back,2,Zambia,4963,['315926c2-f947-4be1-b626-1cab9566dde9'],7,,,,,,,,,,,,,,,,,Zambia,4963,00:00:07.931,Pass,
,,,,,,,,,,,,,,,,,,1.402404,,,,,,,,,,,,6dc86a11-5f50-4435-b7b5-a43747bc6f34,17,,,"[22.3, 26.1]",3920395,0,,,,,1.5323538,,Right Foot,,,,"[23.3, 52.1]",,Ground Pass,,26.019224,,,,Stopilla Sunzu,23203.0,,,,,,1,From Kick Off,Frankie Musonda,47979.0,Left Center Back,2,Zambia,4963,['45b2ebcc-9bfc-4e08-b110-be283bcd2732'],11,,,,,,,,,,,,,,,,,Zambia,4963,00:00:11.094,Pass,
,,,,,,,,,,,,,,,,,,2.1155,,,,,,,,,,,,ea23a1e7-0155-4829-9c91-28bf06267277,20,,,"[23.5, 53.0]",3920395,0,,,,,-1.5475447,,Right Foot,,,,"[24.0, 31.5]",,Ground Pass,,21.505814,,,,Frankie Musonda,47979.0,,,,,,1,From Kick Off,Stopilla Sunzu,23203.0,Right Center Back,2,Zambia,4963,['37b982b1-1dd3-4b61-88b6-184a7434924b'],14,,,,,,,,,,,,,,,,,Zambia,4963,00:00:14.165,Pass,
,,,,,,,,,,,,,,,,,,1.22192,,,,,,,,,,,,d10471d7-cfd0-458d-8f2e-f5815aacb324,23,,,"[29.1, 29.9]",3920395,0,,,,,1.5206293,,Right Foot,,,,"[30.3, 53.8]",,Ground Pass,,23.930107,,,,Stopilla Sunzu,23203.0,,,,,,1,From Kick Off,Frankie Musonda,47979.0,Left Center Back,2,Zambia,4963,['699e8499-2a25-432a-be86-444955a49b70'],18,,,,,,,,,,,,,,,,,Zambia,4963,00:00:18.955,Pass,
,,,,,,,,,,,,,,,,,,2.20995,,,,,,,,,,,,8da4afc6-96ee-48eb-b416-4b8e22262ae6,26,,,"[30.1, 54.2]",3920395,0,,,,,-1.5304142,,Right Foot,,,,"[31.3, 24.5]",,Ground Pass,,29.724232,,,,Frankie Musonda,47979.0,,,,,,1,From Kick Off,Stopilla Sunzu,23203.0,Right Center Back,2,Zambia,4963,['561dc35f-3baf-43a1-9c7e-217ab181a6ef'],23,,,,,,,,,,,,,,,,,Zambia,4963,00:00:23.347,Pass,
,,,,,,,,,,,,,,,,,,1.418209,,,,,,,,,,,,f9fcca39-32f8-4e4b-8f82-f450cc4332b9,29,,,"[39.4, 17.5]",3920395,0,,,,,-1.8622531,,Right Foot,,,,"[35.8, 5.5]",,Ground Pass,,12.528368,,,,Roderick Kabwe,68505.0,,,,,,1,From Kick Off,Frankie Musonda,47979.0,Left Center Back,2,Zambia,4963,['6aa4ced4-3431-433a-86d5-3f2175db5cdb'],27,,,,,,,,,,,,,,,,,Zambia,4963,00:00:27.398,Pass,
,,,,,,,,,,,,,,,,,,1.516175,,,,,,,,,,,,b1134185-7927-49f1-921f-cf63ea2f74b6,32,,,"[36.8, 5.3]",3920395,0,,,,,-0.050462175,,Left Foot,,,,"[56.6, 4.3]",,Low Pass,,19.825237,,,,Fashion Sakala,23708.0,,,,,,1,From Kick Off,Roderick Kabwe,68505.0,Left Back,2,Zambia,4963,['096f5d9e-ca89-4119-8d2f-4c94b091bf43'],31,,,,,,,,,,,,,,,,,Zambia,4963,00:00:31.201,Pass,
,,,,,,,,,,,,,,,,,,1.366254,,,,,,,,,,,,e9d6ff88-f6ea-404c-bbfe-2195920d3a5b,42,,,"[5.5, 45.8]",3920395,0,,True,,,0.38878775,,Right Foot,,,,"[22.1, 52.6]",,Ground Pass,,17.938786,,,,Chancel Mbemba Mangulu,3044.0,,,,,Goal Kick,1,From Goal Kick,Lionel Mpasi-Nzau,35413.0,Goalkeeper,3,Congo DR,4881,['31c6eb54-16ef-4a68-9f8a-fef8c1e03800'],59,,,,,,,,,,,,,,,,,Congo DR,4881,00:00:59.688,Pass,
,,,,,,,,,,,,,,,,,,1.885344,,,,,,,,,,,,9f272db0-05d9-47d2-931c-8079a19c0f6c,44,,,"[25.2, 54.3]",3920395,1,,,,,-2.077895,,Right Foot,,,,"[16.2, 38.1]",,Ground Pass,,18.532135,,,,Lionel Mpasi-Nzau,35413.0,,,,,,1,From Goal Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['cbcff2a3-483f-4afa-abc4-92ea542f701b'],2,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:02.109,Pass,
,,,,,,,,,,,,,,,,,,2.408335,,,,,,,,,,,,b809e03b-9153-4b21-b5e1-26beba558e34,47,,,"[17.0, 37.3]",3920395,1,,,,,-1.1049653,,Right Foot,,,,"[26.2, 19.0]",,Ground Pass,,20.482431,,,,Henoc Inonga Baka,105946.0,,,,,,1,From Goal Kick,Lionel Mpasi-Nzau,35413.0,Goalkeeper,3,Congo DR,4881,['84882177-ae74-4005-ac66-accd9291a861'],4,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:04.673,Pass,
,,,,,,,,,,,,,,,,,,1.716105,,,,,,,,,,,,fc2e8586-5066-4a23-8970-f7eaaf2ea7d2,50,,,"[45.4, 14.1]",3920395,1,,,,,1.687058,,Right Foot,,,,"[42.2, 41.5]",,Ground Pass,,27.58623,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Goal Kick,Henoc Inonga Baka,105946.0,Left Center Back,3,Congo DR,4881,['71bd30c4-5a78-4081-850e-20865d9d7a79'],12,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:12.476,Pass,
,,,,,,,,,,,,,,,,,,1.733468,,,,,,,,,,,,8bb316f1-7a36-4ac2-becc-45c3253a2c87,53,,,"[43.0, 47.0]",3920395,1,,,,,1.1256366,,Right Foot,,,,"[55.5, 73.2]",,Ground Pass,,29.029123,,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,1,From Goal Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['268289f4-7d05-415d-81ae-01a43b82c4ed'],15,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:15.829,Pass,
,,,,,,,,,,,,,,,,,,2.734158,,,,,,,,,,,,4b12689a-dccc-488d-bd2f-cd17987e4ed4,56,,,"[56.1, 75.7]",3920395,1,,,,,-0.07578053,,Right Foot,,,,"[110.1, 71.6]",,High Pass,,54.155426,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,1,From Goal Kick,Gedeon Kalulu Kyatengwa,30193.0,Right Back,3,Congo DR,4881,['b798ae7d-caef-4a7d-839e-96eca1544e86'],18,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:18.937,Pass,
,,,,,,,,,,,,,,,,,,1.46573,,,,,,,,,,,,74730a21-15eb-498c-b9c3-978af4060a74,59,,,"[106.3, 69.6]",3920395,1,,,,,-1.3928216,,Left Foot,True,,,"[112.2, 36.8]",,High Pass,,33.326416,,Incomplete,,Cédric Bakambu,6862.0,,,,,,1,From Goal Kick,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Right Wing,3,Congo DR,4881,"['8b6da4b3-e5ca-4191-86e3-dba3ba02f5e5', 'cdd6941a-2a37-4cdf-a1dd-1aebfb928c49']",25,,,,,,,,,,,,,,,,,Congo DR,4881,00:01:25.658,Pass,
